,Total Assets,Total Current Assets,"Cash, Cash Equivalents and Short Term Investments",Cash and Cash Equivalents,Cash,"Trade and Other Receivables, Current","Taxes Receivable, Current","Loans Receivable, Current","Other Receivables, Current","Trade/Accounts Receivable, Current","Prepayments and Deposits, Current","Cash Restricted or Pledged, Current",Total Non-Current Assets,"Net Property, Plant and Equipment","Gross Property, Plant and Equipment",Properties,Land and Improvements,"Machinery, Furniture and Equipment","Flight, Fleet, Vehicle and Related Equipment","Furniture, Fixtures and Office Equipment","Other Property, Plant and Equipment",Accumulated Depreciation and Impairment,Accumulated Depreciation,Accumulated Depreciation of Properties,Accumulated Depreciation of Land and Improvements,"Accumulated Depreciation of Machinery, Furniture and Equipment","Accumulated Depreciation of Flight, Fleet, Vehicle and Related Equipments","Accumulated Depreciation of Furniture, Fixtures and Office Equipment","Accumulated Depreciation of Other Property, Plant and Equipment","Deferred Costs/Assets, Non-Current",Total Liabilities,Total Current Liabilities,"Payables and Accrued Expenses, Current","Trade and Other Payables, Current","Trade/Accounts Payable, Current","Accrued Expenses, Current","Financial Liabilities, Current",Current Debt and Capital Lease Obligation,Current Debt,"Notes Payable, Current Debt",Other Current Liabilities,Total Non-Current Liabilities,"Financial Liabilities, Non-Current",Long Term Debt and Capital Lease Obligation,Long Term Debt,"Other Loans, Non-Current",Total Equity,Equity Attributable to Parent Stockholders,Paid in Capital,Capital Stock,Common Stock,Additional Paid in Capital/Share Premium,Retained Earnings/Accumulated Deficit,Reserves/Accumulated Comprehensive Income/Losses
Sloan Ratio %,0.03808301496253514,0.0206444851028011,0.015089087779701638,0.027092311612444468,-0.016821626483731745,0.026843106881812136,0.002249617129696525,0.06416052112021323,0.041007002830077084,0.04555638227208997,0.028893334974107836,-0.014959442875982342,0.005521691415567118,0.02498453573994692,0.03622530588196461,0.044033162678394466,0.04548304202406338,-0.020128947550532125,-0.00607108328336783,0.017324443579503628,0.0371129519224184,0.027272384325434034,0.03941620534402588,0.051126310325009985,0.04452978418956185,0.046852178500469875,0.047322321480268104,0.044788687103420086,0.04608828783496872,-0.01681007359727477,0.04140439407692834,0.04719331506306786,0.02093665184484804,0.04263844701695917,0.04740314510665397,-0.012805400073621659,0.003009925030576881,0.012153443596454363,-0.00483973162092392,-0.011238404860315725,-0.007253592294836672,0.032457671847492535,0.0025740185568059724,0.01227701923875251,0.010900229602570805,0.022303721681186748,0.10968433701148891,0.033963962071407366,0.036701202450163575,0.03157349046832189,0.040978393052960825,0.028709770734806156,0.0017708470877943767,0.021338605406281356
Current Ratio,0.0036092388017576003,0.12411928353020044,0.02896206940743974,0.02985330748330671,-0.0015296486480613635,0.12164625474426001,0.049436278193020156,0.0457649847924764,0.10976338973241061,0.060313587630004814,0.028398920055298697,0.020708558058937437,0.053815899629774275,0.014246912116046076,0.03284716142219684,0.013166165551836567,0.019602999833587265,0.012667540912414118,0.019452505596089638,0.008789885774449212,0.010068396858918912,0.014256397875136311,0.01880162783139816,0.014334232938537353,0.013505562071065241,-0.005079241019632051,-0.001822201693025318,0.0010233993299246314,-0.0004929323103517163,0.04069880076221275,0.0029242973975760487,0.060187507431567804,0.026977902422933357,0.0582055868118319,0.04340082297890311,0.04100315456430164,0.03933160809654597,0.038830244716027716,0.0903153749596645,0.040911883455723684,0.030589773712702824,0.07120526651017749,0.03533919977669922,0.011524369138748543,0.014641651953260434,0.05362307734946431,0.03109749433338211,0.04409433149273024,-0.024210875152098826,-0.01790405582811454,-0.01689925217734103,0.03777918398432583,-0.058189340216639476,-0.006140959072027357
Quick Ratio,-0.005275861206553636,0.0015010343474866003,0.028061919679853133,0.030306784074431575,-0.009511283438394327,0.037801979609163,-0.020914449167553886,0.0012521338249136182,0.0013824371996808485,0.025886191126451404,-0.01250257427374367,0.005914312728447622,0.005171888134510474,0.019230112308690452,0.03059988818845799,0.0017593341733535845,-0.003415708923758219,0.01075844821780659,0.01066150489764762,0.006611993410375467,-0.0015385124904762322,-0.0073961445697175625,0.01297179671713172,0.006447594313770378,0.005590947639128314,-0.002187394694277001,-0.0015733656050414182,0.005768816121677647,-0.011775449586725564,-0.0072782235333514736,0.0022805840605846063,0.007213380410444514,-0.010802086764779359,-0.0029962177669916896,-0.003295485121103605,-0.005954995101793224,0.012606386165414919,0.008772948003919435,0.015328972940049052,-0.0069439254481368454,0.0003230969112476773,0.02742636922331778,0.00612014429576138,0.0015694763963590734,0.004388489470555526,-0.005852053300246332,0.046251510520375294,0.007667089346582055,-0.046617106254834124,-0.0212867579884499,-0.014465588519215379,0.019552582354299734,-0.0470450247606935,-0.016484730542412524
Cash Ratio,0.01474712807257318,0.02481682523078669,0.06285173188475825,0.1769708499939587,0.6283412954657239,0.04071351419560295,0.008597594343930775,0.00842361182455068,0.013733033053565312,0.015844804480088872,0.03550320870932508,0.07655805284105312,0.01813978428648907,0.0046801684791638355,0.016553983320096305,0.021583547175663798,0.005620210493696645,-0.013210846578136733,-0.013938645925001535,0.007371995675416522,0.010326605512923177,-0.0097151223140191,0.00720415681671579,0.02506248951402482,0.025987957177804687,-0.005716615916480573,-0.00889480706965852,0.019538470304245423,-0.00791289884516575,0.0035782537958198453,0.0020763766707927464,0.008882310448212166,-0.0027674320536400262,0.06325167651915045,0.024203708101879627,-0.015557101829632585,0.009064982426616755,0.014555292751928517,0.017135835360551854,0.03853075642227104,0.00011360768934831362,0.043443663654662075,0.002135184940154701,0.003611974091833975,0.002372663242968152,0.0015767504875528974,0.08672965602500637,0.009743275391781709,0.04133242910088486,-0.03195213280526968,-0.017836290485260694,0.032883107095633815,-0.04533661018863413,0.0027323077711845015
Interest Coverage,0.15852320525509256,0.15968741502963046,0.11547395397276933,0.17528089391151125,0.056799319431854345,0.12783625235387616,0.09444639921976557,0.14783586126558995,0.14490772620209316,0.1471991609572229,0.17171753573116913,0.11717949317429782,0.1553589819054124,0.16965300871327693,0.17023213533996565,0.1672963671009652,0.1701448831523148,0.05684104304827943,0.1172824143795525,0.15216317109421287,0.16917159103676704,0.1535762969119392,0.15016456440088052,0.15752423195113632,0.17334926043303298,0.08931083630067985,0.08818524654577625,0.1496582050551244,0.09247701505339019,0.08946630370643911,0.16061800342214402,0.19816139620442394,0.18716413170560214,0.14619470268250356,0.1494279611234804,0.0965888190151173,0.10712614452410996,0.08968135499335586,0.09188061442182656,0.09519991473790379,0.10102232503814232,0.15283152424051105,0.09967717482202458,0.09866008784771126,0.09589119614168412,0.08788168864160993,0.15746123263754394,0.16897916142742692,0.16017777905043562,0.14589447931846417,0.13571935602339216,0.09283414750303556,0.08014500220092513,0.1358867016794055
Highest Stock Price,0.006234546732280645,0.04363606656030274,0.03512153179352726,0.02436266962928315,-0.014682571401951132,0.0348647368262151,0.008512594015550263,0.05399082647569732,0.0404873262732316,0.061971810222451594,0.01605119523191953,-0.009481033135599705,0.03692106540205522,0.04847733746812808,0.06326382739691544,0.03679904864371112,0.016431326734481454,-0.017020270970391778,0.0002810001978097705,0.021005895065636822,0.038535901844296325,-0.0024417647257981307,0.004788747250863456,0.03622511980234928,0.02035479731938716,-0.009702412446666982,0.00043346133315518747,0.020942993074712906,0.0009830328553663945,0.007848475140845178,0.007354589561192388,0.025528113689016432,0.0042513889806744705,0.03514721059490378,0.03477210593143432,0.005159057319188507,0.005298430526948875,0.006149894046331539,0.007953817665250452,0.010448401412983484,0.0009766147684777673,0.054132307919291085,0.007883051090425195,0.0052765536696276925,-0.006717386118084676,0.007075298885845631,0.04269629606624839,0.0723162595114745,-0.018594255401362086,0.08806870616567401,0.09799063393111566,0.0411853996100845,-0.01225506788708718,0.022556958703642396
Lowest Stock Price,0.0002802951679995473,0.04715454309635063,0.028900111570963314,0.0053893107631320675,-0.014343123715607966,0.024371406634367578,0.007731651487002368,0.04653873597796083,0.02772536927283136,0.04593653698647433,0.015590904749632619,0.0031405450309447886,0.028264764570284234,0.03104540728989412,0.047437344115050066,0.018649731997997347,0.010113973113802263,-0.03478217333752694,-0.0159352285418191,0.006601733925086529,0.02714159863131454,-0.00661619700072354,0.00018089104476918735,0.028792415588331254,0.010343799333431287,-0.004315679996808125,-0.0076203723630167116,0.016276963480141345,0.003140094587329252,0.0064779988761094615,-0.007989260351381892,0.018702826581269483,-0.0004314562938610765,0.02585622141713045,0.025482007857692633,0.005502063359345945,0.005366411569286502,-0.004707117391373003,0.007314624214913795,0.009025100096645245,-0.003389624875686312,0.03913651143005708,0.007804250488163666,0.007928877519905661,0.006205112487673015,0.006535086250527355,0.051108817623065884,0.07235305467470397,-0.023072406305365552,0.02378823331716215,0.09573831600025509,0.02251192964420607,-0.018792723267050896,0.013332016247133673
Shares Buyback Ratio %,-0.013266446333419214,0.0030714612876387394,0.048271483605326876,0.04115525546170122,-0.009432320907111548,0.04488834222021555,0.010436951976025252,0.039715998851043086,0.020610755195034098,0.06144217654848898,0.03357778825193101,-0.003475676225638893,0.015754384366770437,0.02973238320279982,0.06169011327688061,0.008949063407170922,0.0027674429390927183,-0.02101401980227335,-0.014886777508927439,-0.004010299595253137,-0.007579851339748619,0.017544798403632572,0.02115146629915788,0.027893724904323056,0.02042320327182757,0.020626254888684203,0.02139194178931358,0.018499675229579408,0.020326408648516037,0.012979736099720923,0.031310543947946114,0.03068700186304244,0.042669249476763316,0.017009672214387327,0.02050881094531407,0.00808119058797246,0.009986923035793035,0.011467050012758469,0.012465574914845446,0.01619716374676492,-0.0012437663829192483,0.03769892669850381,0.012540285185337634,0.010425190059029359,-0.011356033962635232,0.004910600814276161,0.05517327222265384,0.09067261393698467,0.0006729090460423325,0.06719168545145227,0.05804334541840375,0.1199269290132526,-0.02860725512813264,0.0077675871903250945
Buyback Yield %,-0.014747867941941042,-0.031137092668118593,-0.03384107971489203,-0.01801370380743728,0.017295912682571836,-0.026139838390490954,0.018510288331533516,-0.021744017855056065,-0.023294753711185716,-0.017654009644692114,0.004675670348514197,0.014336845315430032,-0.03506283965543202,-0.019520217465213402,-0.011723822902053241,-0.005361249546407877,-0.002689897612946633,0.02616802635767901,-0.008696540656716671,-0.0431025066953728,-0.011512849430886499,0.004384687556475754,0.015329496048531873,-0.010236825297621117,-0.02302955873423667,-0.026995292655047416,-0.02603191286982453,-0.01683037956365365,-0.02635743527581206,0.015645949232778015,0.03966082979516629,0.013272211920092843,0.01484605806503885,-0.016250654096477107,-0.006302321347247127,0.026978815808873544,0.032755818189046666,0.013865554168178432,0.013901353905088759,-0.0017059306782677241,0.021618203640022125,-0.006259117981978851,0.02100860045965349,0.011387575870855223,0.01614623377401008,0.015728891607482004,-0.032453779963184014,-0.014417761355335575,0.03305470456548188,0.03081523652166452,0.013631716121631367,-0.0377097053079276,0.044212858858451096,-0.029210145583659405
YoY Rev. per Sh. Growth,0.019083546572015084,0.008658498373069375,0.033178618686903756,0.002314490411119195,-0.027577378041540052,0.04214098462387102,0.015909701623934767,0.017911715510407607,0.04921117006722864,0.03756871305010879,0.014656258254828367,-0.011662647998344645,0.013782501269222818,0.02054628058402725,0.04214389422886787,0.045982975435240755,0.04303296796321774,-0.009801618001470915,0.005654849127257734,0.01638394690777544,0.044039803388127345,0.01016349792754762,0.020075155488708557,0.0460541305173752,0.03704341857695941,0.04466345157733724,0.04896923998597474,0.03776047565737363,0.06115248441925824,0.012767866038753609,-0.011235077669994261,0.047948953688073996,-0.0002965088181937454,0.03884905314242787,0.02182575980937199,0.017004272624661074,-0.009942566913551984,0.006779939925430848,0.007996983470985571,0.0060992458129301465,-0.003810437462560999,0.01601167818973297,-0.018199457902823755,0.002713311078090067,0.013440459211141701,-0.0027266115034207655,0.01127535977336341,-0.004440521411959961,0.013180415606314718,0.03241106864440863,0.041154415545870134,0.01049077545385092,-7.223457662200884e-05,0.0329687030236447
YoY EPS Growth,-0.018575611054221966,-0.007985578231856786,-0.004771570035939116,0.003281320244685036,-0.036200511346959265,-0.0014348918804780227,-0.016657784166753415,0.010002610062274615,0.023049256791449854,0.012504338829162768,-0.020053598699335887,-0.042240180858166824,-0.009822481330767525,0.031130128074978895,0.0474131171217936,0.04775735824421696,0.047785491786647066,-0.031042637645714254,-0.03561291768853865,0.029337442413912045,0.06063264953904295,0.008913856736198659,0.028599540990703193,0.06182139446399738,0.044547566287455015,-0.0016813503770339668,0.00037843510242913407,0.024649114265537127,0.018642691112661307,-0.03126117519111899,-0.04380691467441837,-0.03564698478654135,-0.031098940580222657,0.02208478584517303,0.03954133407425134,-0.024903467599172304,-0.03297869214009843,-0.014018740835144972,-0.012220116816949157,-0.02064082504012401,-0.021268036267039447,0.01636195693005937,-0.033470646379998616,-0.001852770732544487,0.004490322530358444,-0.021992613555136008,0.01088930029506627,0.01841683851020937,-0.022311929744518042,-0.018491679629869324,-0.007768881301800002,-0.0076693931856588096,-0.004239449192556762,0.03432195049240075
YoY EBITDA Growth,0.009810451350374474,-0.011599084307304391,-0.012112145404415091,-0.007184347577225349,-0.0349586769459021,-0.010869660338480231,-0.035146916398659495,-0.010990991418467775,0.020421592861751405,-0.005637082215359997,-0.016451508601508496,-0.04465373368495327,-0.013522987054738896,0.019346556510055908,0.04139289289004146,0.03894371235048347,0.04146648121134963,-0.015932615594378436,-0.03502556176590238,0.03033366337581003,0.05777885227373548,0.013444889794242954,0.014170783347337547,0.03834431795663323,0.03360050976163557,-0.00749436752157635,-0.005517351142498314,0.021754662716673232,0.01351848586068529,-0.03048023143932655,-0.018682892349820714,-0.007635005605493807,-0.02831308489546683,0.02603627391817264,0.023764950871704937,-0.016483383519046615,-0.01565766863649867,0.015503148866565186,0.015725901949275436,-0.017782633522900458,-0.01939796694637031,0.012841795498269486,-0.015932615594378436,0.005011655045213939,0.017099019853344142,-0.018427581893728527,0.010047886215984818,-0.0005163829622208791,-0.008980903417281718,-0.00918799314873429,-0.015028083115745312,-0.011066508027544603,0.008710643310009812,0.03238962881796159
5-Year EBITDA Growth Rate,0.0001648626109344225,0.0022181876806542204,-0.005428705671181415,-0.0333879447226642,-0.05272562924483628,-0.006565277967118841,-0.010144106246372771,0.040869398833221375,0.024778915742791396,0.01840433919771548,0.027660269878374666,-0.04732447580161445,-0.01996505750144005,0.006299151162436863,0.017773594166309695,-0.017441969510091682,0.020214877474321713,-0.038759238911996945,-0.02358796236350832,-0.0036929340166587136,0.013841712598239441,0.006159517799909742,0.003976754571491595,0.02183280854389514,0.021052686093266305,0.023347978079661623,0.022255095416109566,-0.0012617660461368236,0.02908265610330337,-0.024216797638817664,0.024411710033014334,0.04162834195869855,0.019540879553141217,0.018917181248501728,0.016127187550482654,-0.010223302433526163,-0.010152999195541093,-0.010919232034891948,-0.023120666210867086,-0.007606553940812852,-0.018338634712740616,0.007740540260619685,-0.01132867553005621,-0.01000709483260068,-0.014768713459482356,-0.006958906563426574,0.012423666388872863,0.02235152785552519,0.00244087266364468,0.004481487135979006,-0.000343270574159716,-0.019850753439618812,0.022356181493838098,0.006199622162462508
Shares Outstanding (Basic Average),0.06497304656299831,0.0716561357962525,0.0019312407490474392,0.00395645006082846,-0.022711680178302773,0.01103182806242947,-0.013088267372835558,0.028473043037514717,0.029094896225502064,0.030644052345586165,0.038534214913484244,-0.013319546933663462,0.021043662600534817,0.02072318471776466,0.03098299878965775,0.013980138990219219,0.026146535377598114,-0.027195635990475163,-0.011079435909611348,0.02614854827051932,0.030679479824692726,0.0014594863944361932,-0.006852854458226933,0.02989396566982433,0.0332409222775539,0.03647563887427919,0.035458010976852916,0.03396615049256429,0.036567914604183696,-0.010270674601515855,0.01115075511989326,0.04142889444121683,0.04481655544101893,0.03358905505606056,0.03060152645116123,-0.010214253091397636,-0.012883618138406515,-0.0133166231477396,-0.028579150477142278,-0.015886175005889607,-0.01896967207321824,0.016070070290755953,-0.007305547838894562,-0.0037465539615936143,-0.006241141564225767,-0.011196563808843984,0.04858290325342854,0.07778493221151732,-0.014894930306681538,0.03260167427102443,0.029210937667604707,0.039032757612993484,0.01838379511735913,0.017569763632160573
Shares Outstanding (EOP),0.017830730038075213,0.02387229650604451,0.04493105898116718,0.04786249029075202,0.006207365111885946,0.04399136694324527,0.0332460384220465,0.055043590405904924,0.03283322293721792,0.050171354274898834,0.0402497543370417,0.015342504748504649,0.027986056621153707,0.04218619503916325,0.05752379559563649,0.022059665061071747,0.04152179379932451,-0.0013554117226652405,0.029130201334761886,0.030022989240146243,0.03349765254439483,0.025285380336097514,0.014183492817848982,0.03377388756235432,0.036697610820200344,0.023248111124577937,0.03118203381980744,0.03201485511078734,0.023294380531354433,0.0255713776856464,0.024259511233158036,0.034570805676894995,0.03503471331973294,0.03543841723925605,0.03292436454340365,0.029009284395763293,0.025177153277933968,0.017389175043886387,0.017705413259170816,0.03297425892707742,0.015502090866542017,0.0442711370645564,0.02219173502538787,0.0259904451474936,0.023277918928285762,0.029715590740711725,0.09641218894476195,0.10295343601115374,0.02484309208602683,0.013981565220005123,0.0681305803302876,0.061648788143814276,0.007763093175117197,0.018684155078076553
