,Gross Profit,Total Revenue,Business Revenue,Cost of Revenue,Cost of Goods and Services,Operating Income/Expenses,"Selling, General and Administrative Expenses",Research and Development Expenses,"Depreciation, Amortization and Depletion",Depreciation and Amortization,Amortization,Total Operating Profit/Loss,"Non-Operating Income/Expense, Total",Irregular Income/Expense,Restructuring and Reorganization Income/Expense,"Other Income/Expense, Non-Operating",Total Net Finance Income/Expense,Net Interest Income/Expense,Interest Expense Net of Capitalized Interest,Interest Income,Pretax Income,Provision for Income Tax,Net Income before Extraordinary Items and Discontinued Operations,Discontinued Operations,Net Income after Extraordinary Items and Discontinued Operations,Non-Controlling/Minority Interests,Net Income after Non-Controlling/Minority Interests,Net Income Available to Common Stockholders,Diluted Net Income Available to Common Stockholders,Income Statement Supplemental Section,Reported Normalized and Operating Income/Expense Supplemental Section,"Total Revenue as Reported, Supplemental",Reported Operating Expense,Reported Total Operating Profit/Loss,Reported Normalized Income,Reported Effective Tax Rate,Reported Normalized Operating Profit,Basic EPS,Basic EPS from Continuing Operations,Basic EPS from Discontinued Operations,Diluted EPS,Diluted EPS from Continuing Operations,Diluted EPS from Discontinued Operations,Basic Weighted Average Shares Outstanding,Diluted Weighted Average Shares Outstanding,Reported Normalized Diluted EPS,Total Dividend Per Share,Regular Dividend Per Share Calc,Basic EPS.1,Diluted EPS.1,Basic WASO,Diluted WASO
Cash Ratio,-0.02583726434502784,0.06329180669910847,0.06506061089257605,-0.09767854342087727,-0.09773597246777017,-0.05244015861579856,0.03922806970058933,0.03918995839866264,-0.059441415319311894,-0.05539469724094537,-0.022173122560318722,-0.05774599882471941,-0.028175432949082556,-0.05913763756932293,-0.03001850940856275,-0.021001667537583278,0.0031217258020103857,0.009464608013478093,-0.003505032329781255,0.020460849310596774,-0.04739378277654586,-0.04006218952423128,-0.06010339226665833,0.034167165124858484,-0.04839977179036726,0.0012756598352419574,-0.055730390117222875,-0.05520809125303752,-0.054875079852948136,0.022843123471910327,0.01952306409041831,0.03449420232211679,-0.045640666435054926,-0.035025787823080065,-0.07479790507177048,0.0454109150661128,-0.008818663562573579,0.03246785680235857,-0.0071172364202341494,0.010017627666464518,0.031415833494725,-0.009376756980769963,-0.0029202011594682523,0.00872417831456902,0.0038786157048453307,0.0193831199371545,0.01742024407098009,0.016352578741525042,0.02967635837274158,0.03595563660571267,0.013484596334411757,0.01690068887967767
Interest Coverage,0.00847686076774219,0.033843095677251016,0.017500283934424772,0.10720628289835953,0.11166951579535543,0.04395955440913375,0.03484918880126753,0.08769418203168251,0.10882608671289014,0.11427685509984083,0.07420813479979685,0.08209800726623129,0.12401257550048153,0.12000261807490398,0.12317934380260942,0.09869665339285709,0.04417540548051173,0.07194745026605043,0.06385817218343175,0.04182506524866868,0.022569513019199537,0.13074801214187756,0.03510022034154897,0.1621766032510965,0.034530869649130325,0.160619437957047,0.02997129652129473,0.02561354020587,0.025920297037900348,0.05479475492633314,0.042548460238369244,0.028521415290172915,0.04656571204545208,0.03617178592149009,0.08943784253385814,0.12333227833234107,0.025927809035791737,0.1004429747059479,0.20358206131709222,0.26026447831455746,0.14898360222041612,0.19055926481489652,0.25757534054346415,0.14948101521603296,0.15508847765951983,0.11699405067006016,0.16245491176163362,0.14786361595801734,0.1306267726828017,0.14863596013964625,0.10273851126847393,0.13245328756402627
Highest Stock Price,-0.029589587487907163,0.057854962474852084,0.06179158856804816,0.059030478642418116,0.0694985219942162,0.06497556026368011,0.06394688901656978,0.03274446643395979,9.134325912617605e-05,0.012265899311355138,-0.005453409951383794,0.0031845473775065298,0.015614619482664774,-0.017402359174467072,-0.0008600245204598983,0.016533600151110325,0.022183037656849265,0.04044252716297521,0.02435456767551922,0.04711210503676294,-0.006963507419301469,0.00861015501386259,-0.013446075889518037,-0.023272629110780565,-0.016821410957096477,0.011608054015138144,-0.0038257540337918944,0.06137063887336528,-0.0011308676497380175,0.020874370904359178,-0.0006322014619104028,0.06056323163477511,0.05646033102696761,0.0019615127248346327,-0.009171888102706843,0.0106238433944704,-0.018256567989716154,0.019353547540653996,-0.026352255071899127,-0.012242860542530421,-0.0017977221007531735,-0.04298448051161624,-0.007468416269693915,0.06769979074020202,0.0015123611166912108,-0.003033671038438884,0.09747911629413401,0.016491826887267465,0.016188980405380287,0.0003914261844711771,-0.009109800401573435,-0.02410869108882502
Lowest Stock Price,-0.013027078614619512,0.043548386125255786,0.04578766214882139,-0.042660213556043304,-0.06179298897243769,0.02526338325181348,0.04225642134309672,0.04173900582010552,-0.0033652086870231885,0.005634392669226873,-0.008718432983869382,-0.00023817338492445207,0.013083842255144999,-0.011767786789499564,0.003027291846176422,0.003337442364518322,0.02147644409571435,0.0391174451087515,0.02906555734785982,0.04672166638039479,-0.019962943523677223,-0.012286924905248405,-0.01784222807464732,0.00401167090387281,-0.025501046415666695,0.014569723976030938,-0.017379210301166424,0.0030455522132627416,-0.015368676445193847,0.018571548430918836,-0.00155373042615486,0.04918544516622095,0.023530674522017368,-0.017800373475443873,-0.02507827748109455,0.012665555342463327,-0.009377815186447844,0.021133498312254546,-0.02229698325152902,-0.024278547068206688,0.007342028957495337,-0.013307877811300085,-0.022386346841000826,0.001413222895199716,-0.0032955621131107475,0.025354942875355127,0.01756727713772331,0.016432392811837147,0.022923145568160743,0.00699428046819225,-0.002719889147894711,0.0002498432179935976
Shares Buyback Ratio %,0.01798237182964383,0.1293695909032609,0.1449237649802433,-0.015564829336074726,-0.006861690882291703,0.06420200355415664,0.1471475544756665,0.11009447904310249,-0.003013777649075872,-0.0024042099340490404,-0.005925230018525989,0.03397161604813405,0.03586380784716428,-0.014513972389027938,0.018361730745439966,0.014704069765852626,0.009894936960623987,0.020426276995536802,0.01947075983013398,0.01807215160462284,0.01586141188470725,-0.03544282865273708,0.01850428442628775,0.013527838509359201,0.0329076814476127,0.050787472059240286,0.015521209617384681,0.006048245712129798,0.00032694120836691994,0.024223684827569335,0.020492711881180917,0.1407712927734784,0.05385795170842197,0.017943157980068014,0.0047381299552487054,0.055012758718096195,0.013022592298128327,0.03127764634174416,0.02158975968986076,0.00564813754361983,0.01576791306127584,0.03970236743443943,0.010305911030958403,0.1021450402075298,0.10419392579669119,-0.017467699157591835,0.09623128246406576,0.04509708265378188,0.03522358347171454,0.04448434728995987,-0.009024379593593508,-0.008851041065373386
Buyback Yield %,0.0282324141653731,-0.03985220015507248,0.0030194389942772553,-0.03620889193116943,-0.058414044215233996,-0.036212787840506244,-0.0462825103775977,-0.017989632514748576,0.024733209678821994,0.02133387671483403,0.018732407758203534,0.029255228072995527,-0.04911299636144156,-0.027694218854741513,-0.04674072762279921,-0.039266680029027494,-0.014813831472639379,-0.029902574151963814,-0.020137189617856658,-0.010035542285512651,0.10495437648246797,-0.04524249441592572,0.061575291105543044,-0.013810047770714259,0.0552121828987249,-0.03778227224454296,0.05355723013439796,0.05093698640421271,0.05135173418663602,-0.006675245590830499,-0.007254394647401955,-0.05118141966946267,-0.02423781619197882,0.05870912279439579,0.0649913764910804,-0.01881803666033682,0.023926357408015513,0.015817803160649416,0.008573228680634067,0.14031622525650153,0.020381910342222295,0.007032214956170229,0.08927356514255588,-0.0345991687811603,-0.04860032925759174,-0.02984830089101978,0.07166073239651742,0.024688759317765405,0.021168901567815528,0.020491641786739817,-0.043866643661827714,-0.04060264151617223
YoY Rev. per Sh. Growth,-0.0060903564460839475,0.03437491906642499,0.041542069826258826,0.0552173854254662,0.029077323438905824,0.07348611025577183,0.016723883670535164,-0.0024153498520476987,-0.002875130991849045,0.011250144083893215,-0.011135207543720466,0.021102925771553333,0.0202450126146616,0.018403987774069472,0.013082792379511082,0.011906489970861415,0.026333412801511913,0.02456401199126451,0.024952444756256197,0.023757124425041104,-0.008677360852688026,0.009655832713996474,0.007141286398880535,0.0312190678819829,0.011223585399932564,0.010423176406265933,0.004347335855811395,-0.002724694529450287,-0.0032396280493388824,-0.010951990034336596,0.026041645526951034,0.02615531789289825,0.0850409080494272,0.011520539832106682,0.01168338138438174,0.025405205376424225,-0.008514556918838189,0.01590523973278949,0.061587953542171045,0.009053487867736531,0.014321798704788875,0.06179048753363596,0.009758152516276038,0.020798808837852397,0.022017567633011655,0.02461804284483294,0.08137665678833916,0.08016169018491999,0.015274434144619889,0.014044889180481586,-0.011693083624456369,0.005451278506146722
YoY EPS Growth,0.020368547222524607,-0.01899577812866453,-0.004690582849192833,0.10862443440829161,0.1067157133388282,0.06168711508582333,-0.027517468799015163,-0.005449412975898632,-0.011538541994497824,-0.0015848095371278174,-0.0020058720188407334,-0.01667855890227852,-0.012788729866072145,-0.010495316957658339,-0.017194955135638876,0.011109524214778847,-0.028156801647929757,-0.024653000687133664,-0.027104526592479368,-0.007849350094342462,-0.014772288475307004,-0.009723438209822535,-0.031582501568378274,-0.008802344753409463,-0.02937971953913484,-0.005472103216662163,-0.029107899631656886,-0.025982892174386867,-0.030651431046570338,-0.023236119903409284,-0.013384505691478348,-0.016182197794923074,0.06756163054740483,-0.015380875797079425,-0.001064515666656756,-0.012822916357955733,-0.014932086420992134,0.11909876679266093,0.06886734408248771,0.06575798801296547,0.0574913967602755,0.08563094578557202,0.04366651062127958,-0.009787000381743063,-0.004928177316146193,0.07105598553740032,0.03514577897934106,0.046435918743496826,0.07593325189995422,0.07027805409330994,-0.030593213000891177,-0.015034184975089803
YoY EBITDA Growth,0.004156971217903608,-0.017262637836253137,-0.001975892774505203,0.10672105365967635,0.11020761808831454,0.056563126771344736,-0.01719530645010335,-0.009989358867385785,-0.012979061680586153,-0.0075938627227746715,-0.008602520881449293,-0.011028955455161176,-0.016338138742291963,-0.01201889028731628,-0.017848655134092933,-0.009193230972953534,-0.01720525853097285,-0.013438154676055377,-0.017050672132563872,-0.017661851882619824,-0.02232764818406279,-0.009843796275323507,-0.020713763225041197,-0.01523745520196736,-0.014885332036658446,-0.006109934881119475,-0.024241140750224252,-0.026417124799709105,-0.030396292510644015,-0.02356773020544522,-0.0231791851477096,-0.014558815417974273,0.06925515083977553,-0.011990812872529896,-0.007778708524287909,-0.020160543008392425,-0.015651675122387198,0.029878734976469538,0.05908486262840379,0.05467758776735352,0.027637490888512695,0.05854174140279344,0.04282437899672105,-0.02205359660951961,-0.03194549346250536,0.0417352288047642,0.026998049594463554,0.04116792965910266,0.03131526912956202,0.028544774954470647,-0.009780595282471334,-0.015205323457607361
5-Year EBITDA Growth Rate,-0.030020144176113962,0.08720166481571334,0.08156981614462633,0.02070831242625562,0.014829821030205553,0.04580869347937076,0.09517284611895852,0.07336108033308118,0.0023303127903010934,0.005775971675520935,-0.00786913790771405,0.006354361783064162,0.024448036818022732,0.025068121133666035,0.021315696336495996,0.022710720713972468,-0.02391645657525239,-0.008264378950225625,-0.003455838261433473,-0.006382915416583413,-0.020366049038866373,0.00875585280721012,0.00800027002047345,0.009872804247976655,-0.0015042346240231566,-0.009667764795032167,-0.0055511162224892345,-0.014847636572715626,-0.017924191421342037,-0.0006016720469539654,-0.006190844068107542,0.0905830347604107,0.05436388650129243,-0.013188731808976274,-0.00932800914791654,0.04103870304279327,-0.034260242047775946,-0.012683705139487687,0.02830043306013114,-0.010239330624805733,-0.009855244360359314,0.03222505584433724,-0.010141673466128664,0.004797124355246722,0.0037767208789878074,0.012833104365482711,0.022856521209945437,0.019643930730024406,-0.010847620129181008,0.00592768128927873,-0.016764303148981727,-0.021538371690276205
Shares Outstanding (Basic Average),-0.009421416517577594,0.033975052749431876,0.04106646133596019,0.015331067072027898,0.03620711061105573,0.06265134000457599,0.05244444250663466,0.005218557829228998,0.031191313279020142,0.03537591785480941,0.03353065393772684,0.03284172704209847,0.05481303516509543,0.024011583689501712,0.042826577737673,0.03974301306967524,-0.00541242150882937,-0.00546037943092949,-0.0073628245794032324,-0.001710313877282928,0.002152760045312346,0.02918696338308467,0.011987972763750621,-0.008615744549879824,0.007656360199457846,0.03445259297221865,0.016908299289043964,0.07822061502807755,0.08682546114192573,-0.0031675103789572737,0.002077153621628091,0.03929657296616554,0.06656205226779903,0.032680962761145356,0.011574118196297625,0.00280942475291267,0.00811773004253248,0.01986216304137615,0.07731682251168637,0.1833359593740992,-0.00033787310893551874,0.060291761340939755,0.13498663185557458,0.537326095673929,0.26668754341241646,0.033262560391756214,0.114174173551611,0.11547385608201471,0.017759654598951815,0.004377950705478192,0.0070130200813368435,-0.014621304210032347
Shares Outstanding (EOP),0.030611287487418135,0.029738173182940045,0.03500537029981908,-0.022274341153491257,-0.012848277020007744,0.022412003267970847,0.03462319362645373,0.018299464627302132,0.03845079791799589,0.03468105148990387,0.02424190476794889,0.0573974738235739,0.08965231982063238,0.048508650066370396,0.06134616139396974,0.06571202766058205,0.0406236677845234,0.05243056930213215,0.04305999099027165,0.04276021429141592,0.039532424121832235,0.040986486389272776,0.035436603049728635,0.027479958934287476,0.03936393670964288,0.04627769198202429,0.03984753058492736,0.10005724591103624,0.040874914920362236,0.04344424045430925,0.03957418217116914,0.02921383125871551,0.024708063844161462,0.053120092137740126,0.036633862241732415,0.024500614825470817,0.06445500540512132,0.026423033540285065,0.048195317624440154,0.10553659731889106,0.032394690442535866,0.048098415635891165,0.10796632945008677,0.1179511210689462,0.12344395129376279,0.02403377273863888,0.0875770042076059,0.04444676982387708,0.027054279574564147,0.040815279313757474,0.006839108744293956,0.02207352566084146
Beta,-0.007828056992751466,0.05099373564329701,0.017132814494017864,-0.11663546156960235,-0.11643905446587427,-0.11049558260421675,0.01852889724450992,0.034353915612332385,-0.04782310465870858,-0.049373368910336966,-0.053824824440500955,-0.055003379858753976,-0.07390557170955196,-0.07656919184133608,-0.07437670415838625,-0.07100265430250711,-0.003828782860217221,-0.0058379225276362825,0.020946050269333556,0.01022228257812114,-0.02721910737923762,-0.07953283295536477,-0.05808383015656548,0.0161006883683886,-0.05671515700956187,0.012755169387055116,-0.054889242487833084,-0.05675915703167675,-0.056765024026659686,0.02103551927556607,0.007177311866422665,0.03402556806453307,-0.11049388670358248,-0.05663614942638073,-0.05672122136798577,-0.01487566986740906,-0.03849469132308846,0.059060892213010814,0.0011876855965956678,-0.06466757574279519,0.052892742241290286,-0.0002701132582794859,-0.06360630826952776,0.0030196909721828284,0.007036339522912891,0.03639777187315096,-0.014530422754261113,-0.0012899380584368422,0.04465152429426859,0.04099209831344823,0.0029625505873417893,0.01654436872387483
Filing Date,-0.04482367886786674,-0.023427570988033462,-0.0285955568778454,0.016119205862926034,0.011683315453318254,0.01946873209125019,0.03663253933848894,0.0281024187583588,0.04120807183095038,0.051589245889184565,0.04996050975540448,-0.03637843111133744,-0.01071582748964697,0.024606330295457227,0.006313908445019743,-0.03993337007362631,-0.030515358060377886,-0.03165594502946872,-0.035736744149854505,-0.03996395586029748,-0.05368257772728643,0.028266062392545296,-0.06795803343717584,-0.05131350595675348,-0.07022269101420459,0.003942279773937406,-0.08877288375344301,-0.08825663056139453,-0.08805488819421352,-0.022105548107069755,-0.026317211884285496,-0.025611319616375538,0.004393036881621356,-0.06579136668602208,-0.04365721868994786,-0.04217347725483621,-0.0746495492834529,-0.045998443538669526,-0.05480082057206831,0.08836337735475312,-0.06532106914843341,-0.07816910019911048,0.07373287494920956,-0.09827675114668481,-0.07024534391993427,-0.038450517781119936,0.01328044183462372,0.019322315215358883,-0.03730252961559648,-0.06584339823798843,-0.08053134511188277,-0.07370512005701722
Restated Filing Date,-0.045752741963396404,-0.021880906819808324,-0.025666792306590986,0.007375794715280302,-0.000327093823253753,-0.0020291828036221723,0.022018266262368556,0.020030130432838616,0.05172407674890278,0.058676188001517436,0.05456338374937917,-0.028650122740164964,-0.0017970243789679798,0.04207379792036497,0.03961874037476628,-0.0323049875447937,-0.048907821593463,-0.04592743804390075,-0.03549167307383522,-0.03169963698724799,-0.03853225588850276,0.058512559401145685,-0.05839436883803091,-0.04134916901584487,-0.049166108225683,0.012499201076199812,-0.06246068434556298,-0.06204371512448835,-0.06868918239806689,-0.028719044331962654,-0.024607792894984205,-0.024156681977599955,0.014145631542768367,-0.05149009670888912,-0.025717900632295364,-0.031066424653285022,-0.041809842561516396,-0.0575795191773038,-0.05227671475320749,0.07969313561257858,-0.0543394805329617,-0.07052316489834097,0.08785017605138841,-0.07311454437150855,-0.06659049172548827,-0.04741866035960174,0.007786548105635535,0.021051145853013438,-0.0487376148523543,-0.053154477087376396,-0.06366055830622666,-0.06673881638968561
