,Total Assets,Total Current Assets,"Cash, Cash Equivalents and Short Term Investments",Cash and Cash Equivalents,Cash,"Cash Restricted or Pledged, Current",Inventories,Finished Goods and Merchandise,"Trade and Other Receivables, Current","Trade/Accounts Receivable, Current","Amount Due From Related Parties, Current","Other Receivables, Current","Prepayments and Deposits, Current","Deferred Costs/Assets, Current",Other Current Assets,Total Non-Current Assets,"Net Property, Plant and Equipment","Gross Property, Plant and Equipment",Properties,Leasehold and Improvements,"Machinery, Furniture and Equipment",Plant and Machinery,"Furniture, Fixtures and Office Equipment",Other Equipment,"Other Property, Plant and Equipment",Accumulated Depreciation and Impairment,Accumulated Depreciation,Accumulated Impairment of PPE,Net Intangible Assets,Gross Goodwill and Other Intangible Assets,Intangibles other than Goodwill,Trademarks and Patents,Software and Technology,Customer Relationships,Other Intangible Assets,Goodwill,Accumulated Amortization and Impairment,Accumulated Amortization of Intangible Assets,Accumulated Amortization of Intangibles other than Goodwill,Accumulated Amortization of Trademarks and Patents,Accumulated Amortization of Software and Technology,Accumulated Amortization of Customer Relationships,Accumulated Amortization of Other Intangible Assets,Other Non-Current Assets,"Prepayments and Deposits, Non-Current","Prepayments, Non-Current",Total Liabilities,Total Current Liabilities,"Payables and Accrued Expenses, Current","Trade and Other Payables, Current","Trade/Accounts Payable, Current","Other Payable, Current","Accrued Expenses, Current","Financial Liabilities, Current",Current Debt and Capital Lease Obligation,Current Debt,"Notes Payable, Current Debt",Current Portion of Long Term Debt and Capital Lease,"Capital Lease Obligations, Current",Current Portion of Long Term Debt,Other Current Portion of LT Debt,"Convertible Loans/Debentures, Current Portion of LT Debt","Derivative and Hedging Liabilities, Current","Deferred Liabilities, Current","Deferred Income/Customer Advances/Billings in Excess of Cost, Current","Other Deferred Liabilities, Current",Other Current Liabilities,Total Non-Current Liabilities,"Financial Liabilities, Non-Current",Long Term Debt and Capital Lease Obligation,Long Term Debt,"Convertible Debentures/Loans, Non-Current","Bank/Credit Facilities, Non-Current","Notes Payables, Non-Current","Capital Lease Obligations, Non-Current","Derivative and Hedging Liabilities, Non-Current",Total Equity,Equity Attributable to Parent Stockholders,Paid in Capital,Capital Stock,Common Stock,"Common Stock, with Par Value",Preferred Stock,Additional Paid in Capital/Share Premium,Retained Earnings/Accumulated Deficit,Stock Subscription,Reserves/Accumulated Comprehensive Income/Losses,Other Equity Interest
EV-to-EBITDA,0.027117681934582468,0.022299717744218423,-0.035839233387444464,0.00820763329796093,-0.01899091709570297,0.01814119418426391,0.058672793215613056,0.027179938665333303,0.007603728929194418,0.00969157835842367,0.028607367858674893,-0.00962094168364137,0.0010042780208025554,-0.01088510616775569,-0.004576884188336863,0.021379556559123134,0.009279075759798968,0.012573966834317656,0.003496432694919289,-0.015173787768980162,0.010838403515145183,-0.014418588833751198,-0.03047637063013712,-0.008383136887408936,-0.017163564626679912,-0.013554469283383047,-0.00693012671155283,-0.011567276572721762,0.014340895039216692,0.01998462118042998,0.008361770546454907,-0.014438893486301865,-0.01652637833837601,0.002413770236658652,0.024047005327570484,0.030256756334300028,-0.01386691513389355,-0.013257316175418976,-0.013861286790870172,0.0013170937513761983,0.02509047100730752,0.02889235837196251,-0.014009156136826042,0.016409055722376727,-0.02258986502617637,-0.0020113341712703152,0.03639133780094798,0.060780013198783324,0.01037713617182851,0.011700493163396705,0.012482054929433052,-0.009414411249870795,0.00887589669305736,0.02608879598501659,0.00275142849673331,0.05214508422269088,0.04815691268263532,-0.008322249710852733,-0.011541834158286931,-0.003588962322053661,-0.004204397517169053,-0.009943978865346138,0.03854417669326001,0.05091041330474399,0.012551698363005624,0.003695516718197932,0.009485688848438293,0.027083041561465696,0.025576636749071523,0.020444435584851164,0.031308205050964134,-0.011431974915706406,-0.0028918603716794958,0.01932815823969951,-0.01374229485909243,0.036419863469281735,0.04242130924406101,0.005693482864260062,-0.017572571798706464,-0.017096679357368916,0.02372753350829522,0.005183294973158121,0.002794817742277345,-0.034908658914266824,-0.006277396842374385,0.0012010509689904872,-0.011485680344323877,0.008470935806221852
EV-to-EBIT,0.010327954636350152,0.003937406247618279,-0.02859398627123919,0.01804669689154038,-0.0045026109760751346,0.016855980810867807,0.05544075546191426,0.007088022760248726,0.021049679412633523,0.019845814715463716,0.020498094767593972,0.005880465493613725,0.00822198998191286,0.00411096281148346,0.010255098436924511,-0.0042217048615370125,0.023403099167268335,0.022970922090724634,0.031758081995820885,0.015944284888114942,0.02743930565948626,0.005046615137538181,-0.028769527294482317,0.03004824249063107,0.0022742943647270962,-0.019213030009644493,-0.012801984565957651,0.0035513920188702626,-0.008530897016436525,-0.005274927595455085,0.018074474481451677,0.02104098601778005,0.019216911445745832,0.012974526004893166,0.03167502926747274,0.020990675845853422,-0.019511289681365722,-0.018654819626768057,-0.016726755637874628,-0.006621092574125237,0.0027201147391769233,0.009187866746025519,-0.019213030009644493,0.026683806508395146,-0.012837820846158938,0.00012151969667869504,0.026473844117726977,0.04391237242419856,0.02308914345534522,0.02217053848298317,0.027181501034676706,0.004520803656664194,0.022603520822068422,0.03591472414402555,0.024141338047695922,0.036212814810023225,0.04061066785543641,0.01988692082467364,0.024512463115668126,0.00964404015299175,0.00932197196010405,0.002709596808388851,0.03661954537986097,0.06978471068015035,0.02256399927978854,0.023168777001356996,0.024911926172195138,0.03366760730746747,0.03777733241027596,0.03063937309079228,0.025123308123481777,0.0022562349634684944,0.010438882613188634,0.011176094910049476,0.020970735638519557,0.024501671008958156,0.01956284143474118,-0.016442489239043026,-0.02991255200168437,-0.029813107342368597,0.05525118018972348,0.03345843044237877,0.030053543809998192,-0.04244548978481837,-0.029983650211602465,0.012840601985130087,-0.010459247946796698,0.024536091199051573
Earnings Yield (Joel Greenblatt) %,0.0009142027341940044,0.024782101755048958,-0.001641896605737546,-0.00325722754383778,0.0004056188084478699,0.0728803542585769,-0.012751919324206643,0.0304660011940745,0.009147979808825042,0.008422512721256442,0.048662821764914,0.025614512900208507,0.04708575749649604,0.01998607562455571,0.010931586531167572,0.029489178338498664,0.0027428655591622505,0.041879311163535465,-0.0305300448207852,-0.009881794018409702,0.027027168880860163,-0.015831558772896128,-0.02232279149521524,-0.031033139752109203,0.007169934150915539,0.023267972344191503,0.022841795252246118,0.00033415563924185795,0.03398543320235774,0.018545743670089498,-0.027223591566193715,-0.019781378751170246,-0.020345368938366377,0.008859271918845349,0.01209467264550215,0.03613676310898174,0.019916482117104103,0.015736672870464576,0.02780769931023885,0.030533822153288134,0.027344461734238153,0.010005214992194086,0.020218026432560675,0.0063544122568554694,0.024305638734661184,0.02362909374310885,0.015096428062133916,-0.007876320119012837,0.002616395782959879,0.042722573854318976,0.015977076366970423,0.009255756369040037,0.0020356466952516673,0.041991102487616574,-0.0023736651114142386,0.030067596529026526,0.043275015455403444,-0.0048222801791159365,0.005022553563096052,0.0074296936032187105,0.010871513496974402,0.019454838045864724,0.04287596759942396,0.015615844994758663,0.021676975374669328,0.029484748475803603,0.024622778800646256,0.04289529394114562,0.041991102487616574,0.03479028853094698,0.028524823882916318,0.007323318097439617,0.008623174533393924,0.050690008895200964,0.005844240269917578,0.04077153115984851,0.02148894564876661,0.049824126054869126,0.013284977576184433,-0.0035193675988284545,0.023533527613342396,0.03827336292049697,0.02822309984107807,0.018566601200610426,0.02164764061725133,-0.002296905408741976,0.01039385649492817,0.020023606959577295
Forward Rate of Return (Yacktman) %,0.0022234271749244166,0.0163949799844311,0.09354060046106957,0.029425993218974263,-0.02577031667890894,0.044298967611333374,0.006484956698432309,0.04804211788721233,0.03213099653366544,0.023971855733965118,0.04044875837545681,-0.0011767025032058164,-0.011762706918573831,-0.01304568596371513,-0.002141057330598925,0.014774413942124963,-0.021809162505188273,-0.007526355984243708,-0.06114284117122586,-0.0030035351626862693,-0.02409113840245285,-0.035568832293336586,-0.00646720421271858,-0.053145455265848386,-0.03756167583741231,0.0151063607615811,0.014125783606930113,-0.006967677250291435,0.023209276048303716,0.0038103061657204086,0.01786124999483006,-0.04089598161423578,-0.04061102170961764,-0.008286122247262473,0.03785341498696108,0.0006987248574153479,0.01562795488352225,0.026910849968017604,0.01684984642548048,0.044178048112319575,0.07309053238864878,0.04863938293281864,0.026352879457199045,0.03048674885779587,-0.006904080406256783,-0.004190741308666624,0.0005158367912475115,0.03097236372260891,0.030526900535891424,-0.006978115767323321,0.03775461073609632,-0.007020191297839818,0.021083951871807213,-0.007130423932984393,0.001402495567044167,0.012817101596650908,0.027159832469088083,0.004264050220718506,-0.01714764830431116,0.01176534064478613,0.010075069592069217,-0.00025776909749114485,0.03618959789610492,0.033595513231472994,0.03145537368227225,-0.002071555256386812,-0.0023883699776442303,-0.007599874338716537,-0.005613284102279998,-0.011114600700324452,-0.028090876204938817,-0.01615934762277763,-0.009338890727572099,0.010627231490383839,-0.013506134479823219,0.026975439787241123,0.014162682522788302,0.03307317160767116,0.0019215313465127315,-0.008203935604109846,0.006102525434971504,0.019848396562975455,0.007619753932310179,0.015340283887590496,-0.03172366762985277,-0.020360003436375836,-0.010504339031144469,-0.01639142057000833
Shiller PE Ratio,0.02766675663127723,0.02876042934211505,-0.0014557745728033375,0.0028484445358565626,-0.002960160698210848,0.034129751290287696,-0.011055641421678848,0.029846005410486567,0.008887763825386114,0.009213231005592794,0.024088125237601614,0.02630069674103198,0.00959765843189704,0.02420055926893565,0.025925092771035496,0.018224250050071587,-0.01816533540612511,0.016765195620078315,-0.006760778466354196,-0.011485243198890226,0.0015258729407597931,0.0077424011006433585,-0.03383402083002518,0.014097716177079233,0.011369331399276601,0.03927064746241918,0.04637932781705306,0.019862342087326547,0.02225637007975283,0.013860922838768705,-0.023099782275556747,-0.0198063746792851,-0.02150573919968477,0.04552154847126355,-0.009270865198782063,0.033807713176612825,0.040019781591032325,0.01466349015482393,0.03197792302826398,0.0043676297103834045,0.032315263554675365,0.021247210164345654,0.007852383379280877,-0.023606266410777208,-0.006775094426915293,0.008119822666432987,0.02362983082324035,0.0006563221891404394,0.004685399823160493,0.03430852491708069,0.01745087454248338,0.03168069681680074,-0.002641278691946732,0.016905898929456854,-0.0007563024785053223,0.013376562111057816,0.026056636782833188,0.003894971574580802,0.021552644108283926,0.0032685699196848125,0.01319588218835066,0.02386723281012748,0.02625218530385844,0.014813152757665836,0.007547291235942423,0.016741465136163154,0.025902753444232134,0.016159059700973782,-0.0013397487100473195,0.021915830468111668,0.02271008063486788,0.004810681771637936,-0.020525550645542946,0.027838432119261423,0.01058100601549691,0.028712771259170464,0.03677711382336729,0.05215268819958504,0.011260102849271864,0.015404284284982013,0.0373059353625551,0.05212447153584989,0.060750519665040574,0.026714182305292915,-0.01946560769923452,0.026135280651512372,0.01906613900160787,0.026778518618567816
Dividend Yield %,-0.006797714472719916,0.0027802081643109816,-0.003762977720101557,0.009450818507662856,0.011612331097687754,0.02518549132777192,-0.004076591925381767,-0.010583071479641205,0.005237136610601356,0.0038856791046836714,0.026692928654047356,0.02954784216524724,0.008629679984001944,0.01767685030057606,0.028582228920519828,0.003607600175086884,-0.02023899536970121,0.03524363364963343,-0.02358294000945832,0.009227939346429324,0.015464129560419801,-0.004461503688582008,-0.008104543978997097,-0.009370572607391015,-0.006143596545649479,0.02088893505545586,0.010510422476800745,0.015555722584861792,0.0012100135304315912,0.02099484001899686,-0.03251998549456532,-0.008492019944290146,-0.0045160056588530945,-0.008824368839079392,0.0016816767814943731,0.0003840310472032684,0.020040674811507862,-0.0035617168579072686,-0.0012011120572748284,-0.0010043821010784215,-0.0004654506769446931,-0.018832554606945762,-0.003982999033462567,0.010687083710704157,0.025272018252714794,0.029860609985993845,0.027584504712142827,-0.01779591870327898,0.0014373709349833185,0.036929314016998394,0.013317886138293081,0.028915730422690723,0.003369121302880743,0.030650701746218492,0.00978109667454416,0.03542950057230225,0.02342324385194231,0.008206991472611216,-0.005082262678772126,0.02017363802749019,0.023183367823623215,0.010910714606337043,0.010468001643802943,0.017629649190059257,-0.012379121535223263,0.029458549922815883,0.02954784216524724,0.03309805437039927,0.0319659119092171,0.033790628975356236,0.041989082900758465,0.012001879496606329,0.006106758809137111,0.0175899524299554,-0.0070130146534090245,0.029592651685465748,0.012837595803476296,0.02824590068343128,0.015962890376042725,-0.012633048722727388,0.017270361941277502,0.023928694959937477,0.03329972644561642,0.003593717475680372,0.034790881943845324,0.016028741415192973,0.005419307427792916,0.019015755595690652
Market Cap,0.007485655328886813,0.0009146118930118147,0.08086108346567532,0.0878027653888266,0.023630793319306276,0.0617964254366702,0.07927784068000479,0.003015715322673638,0.11787228062307535,0.05273232491735599,0.06498097825178618,0.02287766144213772,0.04605312077860331,0.03237143847616856,0.03619637956629572,0.0029449460597300147,0.090753145894199,0.042003374200436545,0.04491458743863678,0.033779369329745075,0.03406696393207663,0.01175706383650426,0.015970590752561065,0.04843802555139788,0.03097896318559776,0.005424431657448,0.005200169383002045,0.014333235514637485,0.00887220940019284,-0.009379006063538559,-0.010917947749637565,0.07695767392227867,0.040246838240639245,0.018068422753308836,0.09452038899378157,0.02315641240858359,0.004589825508280427,0.0017046235681759808,0.00113111990719496,0.019442128116608563,-0.0009341834970680871,0.00668837965195026,0.0016294159719484553,0.08793664033172062,0.01580971527162395,0.018108839398729815,0.0041362331103681005,0.02301186205423114,0.05317831327704532,0.09591159429138052,0.05941174708401938,0.023643990217796833,0.0812325283620373,0.03978855138390705,0.07327733773043105,0.05972356722173523,0.06886763937381621,0.07355992678655934,0.06277549537527204,0.013394901189957618,0.023195845892626535,0.012820343745828564,0.047625472091907615,0.0632995788978102,0.04610843427909104,0.017285187013731742,0.03050563387440657,0.04803902847903063,0.031668198952075385,0.04774179598977024,0.035632954184862786,0.004263595378142125,0.019723168589309645,0.03943629231098272,0.06075603632283604,0.046902114566731684,0.002921378802778394,0.0027446338777699923,0.04535221580978893,0.03603884911646015,0.07885787778840726,0.06420973187405006,0.04562713533318418,0.016627582991675778,-0.002745670737530652,0.004301936696292302,0.011051990355543695,0.014395009853528198
Enterprise Value,0.024222050149707602,0.010370738474444492,0.07511008354856752,0.07577179452477832,0.015173881724061799,0.06263767833690435,0.03640586660128889,0.027716739657652343,0.06292971072969702,0.061557466935789645,0.06906513564401566,0.03604754162959626,0.04110099284303163,0.033845739299903706,0.02983468770926438,0.012581816048756668,0.052613215282548226,0.04622032126356043,0.030897017623177366,0.05193507082199716,0.04920412027385292,0.02735967845873386,0.09399547046902632,0.04494746535100896,0.019179506898871563,0.01906353447211819,0.014731572302802622,0.013101424358584326,0.001316086150871695,0.002543731952704377,0.07186053567688819,0.028019168009283134,0.02936151064926837,0.011415132053645747,0.06502238716883044,0.05495892980827097,0.017356779555357103,0.010881733896038954,-0.005897240673883869,0.01559838971474988,0.0033295350611915447,0.06752636932060445,0.011128709398291225,0.07813459767716345,0.03916397298677858,0.04146081703357719,0.012885960077279405,0.03987704864036252,0.07809900111529011,0.049678573480104654,0.07542816699610459,0.03100151513020612,0.07412265367370247,0.06066998577904938,0.049317710084123785,0.0803946413877228,0.07048946106764359,0.05515660132977848,0.037579810620835354,0.034590426394529604,0.02356244792296597,0.036530439455734504,0.07869385429639077,0.07739575211099858,0.08176526536517872,0.03853709360211823,0.044743386825462396,0.05345488635713085,0.06480112394971316,0.05753077969378513,0.05356138497572309,0.03368327816691335,0.036734889988798085,0.057476759424805006,0.02790420135732637,0.07944444458121384,0.012291550239439382,0.020933195803743986,0.015593222780503907,0.013644805675515206,0.04552218153731877,0.0707717519573532,0.04809115735805104,0.009461150884482596,0.004250183325000051,0.037178297351535855,0.03967182589122388,0.05681330450464532
Month End Stock Price.1,0.02795229194432168,0.033780366171597076,0.0116411135907714,0.01721768951597829,0.0012899364501942647,0.08150518186545613,0.0026106946564749363,0.025794002752326385,-0.0013305684441805494,-0.003358969633521585,0.05249162399841508,0.0267084063011305,0.03793356563340616,0.021193656485051258,0.028687829240355286,0.03167899182341171,0.00465902430668824,0.026170588033234233,-0.016761954255466595,-0.0036626023220493,0.00070469874533587,-0.01271274112090918,-0.005372938912898835,-0.016435322283440093,-0.0068838460094929055,0.023340689146466708,0.027549113092585537,0.01937920906425839,0.04030373213706778,0.01592154652018045,-0.03279866381035305,0.014578066258140947,-0.01478519621801428,-0.013471222836927322,0.01470058349405816,0.016293970333452996,0.021891279984868985,0.02579268039812428,0.024094564752859794,0.03189948898085648,0.027561559064573065,0.015099717298916375,0.026476325691751762,0.014479978576631787,0.022600456029622858,0.025554175577007877,0.025878799250656333,-0.004378197121895372,0.00878181999578299,0.0307301364432627,0.00829619138027066,0.008531941928621098,0.005912348840840504,0.02368532158642886,-0.0025727104598437995,0.049011778990747136,0.051311081786997746,0.0021969070033604583,0.0022359091511617666,0.013959027411627526,0.014401449099399187,0.025886467210563986,0.04685878605913792,0.018959897673333774,0.012177697963019367,0.025822745703997004,0.027377299788244037,0.0273603190683525,0.022382719804165,0.025434611629435538,0.03246985656386112,0.004808365568643691,0.008783556643745945,0.04972581653511296,0.006443825359102441,0.05312341826072921,0.0466694407654392,0.06651854261844498,0.025772766664867396,0.03511508327878031,0.0929024581798225,0.15044167785507095,0.12208760430776656,0.018965021470751308,-0.010805662194869711,0.11283759030492584,0.024862994483451552,0.022097699733853917
Net Cash per Share,0.17882257771473434,0.1774209819047011,0.19314696938903367,0.21121793799225597,0.5589033422046253,0.16410593379011088,0.10665872909051,0.11219719970010764,0.09046318435334398,0.09392185757592753,0.09225802048297607,0.12920112662402944,0.11529446293575654,0.13034412266375828,0.13174672294509115,0.18383123212119074,0.12058942254891364,0.111684289993019,0.09764605330335967,0.10256582744229029,0.09275986471261094,0.08053767471661037,0.08781265094724752,0.12011096783191222,0.11933623950513543,0.08647721186485287,0.08793613360408317,0.10388212707096506,0.21136298619525826,0.11920638416057955,0.11524155421222053,0.11960137355642475,0.12175331692369866,0.12259340942918111,0.12571890529208504,0.07950272634265178,0.07993814608691223,0.046916559734183856,0.05208770725528925,0.09163100214577502,0.11193785371532908,0.09513606711397152,0.05788002257958016,0.12503836462615467,0.11500352653897017,0.12655928864652738,0.125380770597927,0.11421383010859704,0.10291943825734393,0.12242416595492688,0.11251293762673234,0.11676571555734402,0.09999715288822943,0.1200033194735358,0.10153472250349303,0.10658953488466534,0.10241301990434465,0.07738043522643358,0.10717721194817834,0.10786626881901747,0.10585599321403152,0.09004606607718439,0.09759062133383978,0.12465391795726123,0.09277951809010346,0.1265738011635552,0.13781201967286652,0.11418947985236261,0.12081581665244177,0.12252476976669646,0.1249864605039684,0.10880960019428626,0.11701713779293613,0.11469869015136731,0.10328848242422702,0.10049386550660297,0.16107961501378756,0.11934898942155826,0.11004272642511698,0.15615059339296172,0.13266489526986322,0.18414024494648568,0.0977091356320686,0.17125499637096386,0.08618763580379138,0.12874875003604855,0.08767496544097991,0.13046737339584952
