,Gross Profit,Total Revenue,Business Revenue,Cost of Revenue,Cost of Goods and Services,Operating Income/Expenses,"Selling, General and Administrative Expenses",General and Administrative Expenses,Total Operating Profit/Loss,"Non-Operating Income/Expense, Total",Total Net Finance Income/Expense,Net Interest Income/Expense,Interest Expense Net of Capitalized Interest,Interest Income,Net Investment Income,Dividend and Investment Income,"Income from Associates, JointVentures and Other Participating Interests",Share of Profit and Interest from Associates,Gain/Loss on Investments and Other Financial Instruments,"Other Income/Expense, Non-Operating",Irregular Income/Expense,Fixed Asset Disposals,Pretax Income,Provision for Income Tax,Net Income before Extraordinary Items and Discontinued Operations,Net Income after Extraordinary Items and Discontinued Operations,Non-Controlling/Minority Interests,Net Income after Non-Controlling/Minority Interests,Net Income Available to Common Stockholders,Diluted Net Income Available to Common Stockholders,Income Statement Supplemental Section,Reported Normalized and Operating Income/Expense Supplemental Section,"Total Revenue as Reported, Supplemental",Reported Total Operating Profit/Loss,Reported Effective Tax Rate,"Operating Income/Expense, Supplemental Section","Depreciation, Amortization and Depletion, Supplemental","Depreciation and Amortization, Supplemental",Basic EPS,Basic EPS from Continuing Operations,Diluted EPS,Diluted EPS from Continuing Operations,Basic Weighted Average Shares Outstanding,Diluted Weighted Average Shares Outstanding,Total Dividend Per Share,Regular Dividend Per Share Calc,Basic EPS.1,Diluted EPS.1,Basic WASO,Diluted WASO
Total Stockholders Equity,0.01487323364912304,0.021996817992940614,0.0062292749098639515,0.018261092554885727,-0.0009495543592546139,0.0002562002631547747,0.019726668033131396,0.007553143543451539,0.08336188576534322,0.03299318167951784,0.07244094665038019,0.045261472194512646,0.043819072403325436,0.07080465309960807,0.07233835598143894,0.0687978731049925,0.06800227459887638,0.0671715364314447,0.0926561861637851,0.00870925536796016,0.05247638058960864,0.07433687892398336,0.018189318284553183,0.025772940506984827,-0.006035704414874351,-0.006035704414874351,0.026869910456772738,0.008133602195775138,0.08622955963359201,0.08996033292306826,0.058969467232737424,0.03718062908565688,0.026247509048008127,0.029419311393056383,-0.007139782248106123,0.051737316939850606,0.02206054081160582,0.01985247104020688,0.03806752127855317,0.06207569150483001,0.13669027234181952,0.13447844210456525,0.05999817320142168,0.06500341039404146,0.12213354135484805,0.131442186218325,0.048049446130743946,0.07206941997683873,0.004819242614288951,-0.00022787561604750966
Minority Interest,0.03048802534869076,0.0391994047450182,0.034978146254562435,0.14501752189494582,0.13328368635143772,0.04696565920982856,0.03764477261546687,0.03504200759525821,0.04104034358166743,0.06472286476345486,0.02665239862582995,0.0649071903657344,0.06398911272220476,0.04873539529835897,0.089829435909574,0.02421176886764936,0.055728110296259945,0.06376846930737984,0.009204053297649303,0.020395473022954816,0.01646935369830673,-0.005361506112171757,0.03945809799203317,0.03603445408228653,0.039958417474290825,0.03300871636614803,0.6697687752299876,0.5175595327785422,0.030097193482689678,0.026657313971785754,0.019534236514640504,0.021293384094862314,0.033669836089345984,0.041861475183097775,-0.006878198393039813,0.023670479213764386,0.05206564463646518,0.05819294597750033,-0.04713336464052413,-0.030051039328388894,0.17944940844662693,0.1655705321706664,0.03753057364100758,0.036152389577146844,0.031129779109775543,0.0279490045324572,-0.04698105139634264,-0.010862338522430603,-0.002461143497282215,0.0334348583059559
Total Equity,0.10089205622877663,0.048568155401249036,-0.005638780049422679,0.006651631672957323,0.008776216978828664,-0.00734537539172518,0.011026015471326355,0.013346026089500905,0.06067346846192438,0.005349535041622068,0.07572669510625263,0.005581537281905061,0.048172968175576335,0.03865154816883296,0.042399789010228665,0.0009286316210014476,0.0034159841678160045,0.050253957500777394,0.01415331296476769,-0.00157866445802071,0.05469938089900064,0.0744746900661239,0.01839194263730956,0.03048381177873754,-0.027607083225564467,-0.01424670434562027,0.025164824287635626,0.006129035886022221,0.04186629500215735,0.04076890648124564,0.04012146880823588,0.013512368134891659,0.023156302104294826,0.02398744956547174,0.0020487970420907413,0.029780482433782562,0.006463878299936358,0.011411219356843043,0.07580856256046854,0.07030557386897286,0.1312578456905477,0.12039406302259223,0.053350877620365965,0.059147891073860225,0.15718920894800745,0.05511885643969975,0.07609914940214828,0.07717287386169092,0.007387748801393808,-0.0012027931227430316
Equity-to-Asset.1,0.17652605380372074,0.18389009473351786,0.1840368193703633,0.06678038889893617,0.02804191380919057,0.14742759647631343,0.11047764632613567,0.1196744294033199,0.06610760097428238,0.0547078015629026,-0.0034509678994592533,0.03391958995702484,-0.010536492469265243,0.07239167290809713,0.10899759160855034,0.12255576970911829,0.07536282411688643,0.1417724584043657,0.0835991077616834,0.06375014130217835,0.07969799538845683,0.17495057645503803,0.07371378645824947,0.11774944841137168,0.017371696974251002,0.016707294905960374,0.01810500017487291,0.02069694251130072,0.07949719624002483,0.07349433614061474,0.07460404015753934,0.05400890974758461,0.147391194640296,0.07636183902787476,0.004205279458640902,0.061433302763405515,0.008432614177772054,0.015757000620838298,0.06418150090116614,0.07015152503357991,0.11240279044752868,0.0476770616950092,0.12391026855658527,0.09981317160472813,0.11475938095930445,0.06876021751115102,0.09332490457566288,0.09169683329144149,0.14491687336657397,0.18349243853951847
Net Income From Continuing Operations,0.044270948148389465,0.06348111215053377,0.04510140006582943,0.1816145439193743,0.12581762191118015,0.2918930869073825,0.1256351724036982,0.05068078619039447,0.07861477890566702,0.10828040091423524,0.12826525334013314,0.13580825350025447,0.06137544779873009,0.05745008670717385,0.12817157485789143,0.049819200646438994,0.12414884137906364,0.11174324154286015,-0.000643842375046738,0.1046991536071628,0.06128979360939323,0.03241590880407123,0.007420180859169253,0.0742849349697041,0.0690591979971874,0.1543366695579688,0.054705040869698816,0.09894019659016257,0.09605215751110305,0.09598274592230545,0.03249122003092854,0.08989968620414733,0.09670439534362323,0.09261173912742396,-0.013690967897832846,0.07026042997083307,0.07635315542386176,0.08404594708530974,-0.05357019107366371,0.06249559100878714,0.10737886309424156,0.234271564829617,0.04990530394877553,0.048317956222434705,0.024899237929122516,0.024939914533312582,-0.05357019107366371,-0.05364721696377255,-0.0023558416406508948,-0.0048846931519795555
"Depreciation, Depletion and Amortization.1",-0.008834183786043219,0.007786987488549568,0.0025156138181015412,0.07516734400848527,0.11418858369770182,0.007130759436435294,0.026908008274527013,0.02770327268382422,-0.024721746045795003,-0.009438828695785554,-0.010267739763315683,-0.018576504721769346,-0.01459126546032041,-0.004234743411985136,-0.01900194697847212,0.02000606553902983,0.014061809780095613,0.015983437450528014,0.05247132832331521,0.0019920782946009634,0.028151532146107962,0.09587984000551765,-0.04500301783508905,-0.0018262801990778072,-0.0342824983091547,-0.034630666640439664,-0.019044868831847913,-0.04669523742063976,-0.047071126790377886,-0.05188930113431829,0.008066575256106908,0.015651429620840415,0.01032894149627003,-0.011619200848166788,-0.03782357191767728,0.02067153108073858,0.5448484085113457,0.5220063609533019,-0.010668617106862385,0.064142222010096,0.061922365972583,0.14541283040674188,0.016480979814891362,0.01616727274374408,0.04450163271539618,0.03784241901302117,-0.005404565282859661,-0.010186378330356152,0.007050005804064573,0.005576317955263786
  Change In Receivables,-0.013499228470481808,-0.029470067270252594,-0.014186925603580296,0.036620482937573674,0.0366667290606595,-0.014559775940243241,-0.012399550240018885,-0.011453070975945442,-0.008482312004838465,-0.0043384759965081785,0.02719432204386297,0.012699384302977254,0.013391946548967443,0.04885317602371262,0.006332854348026635,-0.001702782647452882,-0.015994301529868103,-0.012904562286317617,0.01079011723235352,-0.010706239130581247,0.05744765194935208,0.03696042161114899,-0.017257523906845824,-0.005815325137156442,-0.03907272337432718,-0.03372723209187489,-0.0012438836424414164,-0.02356225172646419,-0.011110261669642886,-0.01947226366881687,0.00180090609393469,0.002584110014571676,-0.012101215462317882,0.00245222739563672,-0.02605737390860613,0.004924451460582989,0.06659539647055049,0.06308284008154716,0.005744177530015778,0.03522651204534637,0.062021370566720274,0.07351052775412827,-0.013237988714673504,-0.011292605979495935,0.02825298463123032,0.028960246751508077,0.005922428028869523,0.006788695156552714,-0.028769064432475566,-0.020768417858365616
  Change In Inventory,0.013400464990044053,0.09592642062888486,0.09807425460958498,0.049527201285299714,0.032327167037060775,0.10085221222219297,0.09452847858904301,0.08974511063320818,0.03259974674612951,0.04320339991706675,0.0296296924508662,0.029232594300041954,0.026084378999746628,0.0943773124374262,0.08476063100051606,0.040456824736795786,0.03942061330079068,0.047388880349446355,0.06207888971341352,0.004224579777434348,0.07532850505145097,0.04769706871042197,0.034227697939397686,0.0191184841863625,-0.0020390975984793114,0.016933514075240814,0.02334092309776413,0.016744508132553695,0.01651909034646819,0.02250710878696709,0.023400320118247112,0.020450651854880604,0.08872030509837556,0.02056929904396663,0.012163021434966573,0.021003165833298077,0.04134761187575153,0.04733732141243581,0.035103132791943784,0.06922236307684655,-0.021122097975274354,0.0228330052992357,0.08716984340398604,0.08104287838489688,0.05256956965333254,0.04562769996569629,0.03928839534323599,0.032775098743490876,0.08520802978379792,0.05241818516242533
  Change In Prepaid Assets,0.018011012362044054,0.0047322561629195604,0.021934303520339232,0.04136237598414631,0.04329618481491574,0.05971940269621075,-0.0007625704063669672,0.03679375006930019,0.12634596944423482,-0.03024938899494703,0.0012989459932605967,0.04668530924078146,-0.02486972188995292,0.08756741617272756,-0.016404589457499424,-0.024295003953381994,0.014649231880325448,0.01857949273097217,0.1131293083135843,-0.019818089923382895,0.010435799841324062,0.09308324088624162,0.13519991381399524,0.011036471469563332,0.08059427850092431,0.08495464212269672,-0.005439441695884952,0.09108348716049025,0.06915020206694614,0.07034814569079956,0.01881206735637299,0.0159815990367058,0.0342830928389733,0.06905717360754916,0.12098635795470168,0.021302838146765923,0.16913420695913195,0.18192970571242822,0.025906480035671253,0.0312779267085679,0.08534665270276531,0.08332133847463337,0.03200720748628946,0.028472088462505655,0.022164856869017913,0.02605374305003014,0.030499230375585027,0.03401857668416092,0.0016002696637653557,0.02011986517684967
  Change In Payables And Accrued Expense,-0.08062492669303778,0.03915508632834319,-0.002630260107657152,0.06355496887619577,0.12784170042489432,0.1041186200443312,0.13648678511850237,0.13576409983814708,0.10905228269587448,0.06503129125224157,0.1221360001914667,0.11477493041200026,0.0960338716603344,0.06894620781418041,-0.015370338610828562,0.01614575351500541,0.015145836996035549,0.013754143868381728,0.12275881902131096,0.07526145736138902,0.03806659856253075,-0.0008096050230589832,0.10052510474003286,0.0582572942591569,0.17638923869164194,0.17987000195407254,0.005867129558464263,0.06917354724367461,0.09711170924581973,0.09674176039952063,0.06837502745482117,0.08730284421842417,0.05753665195227196,0.043859293779689466,0.17650174126161258,0.07430146798122905,0.18388044650953048,0.1920224662149867,-0.003869718380976891,0.0320541293621785,0.08397982475754595,0.11472091879907358,0.05294207650721898,0.047777226140139406,0.019948325205223574,0.023772642573135664,-0.003347969490456467,0.033389008143377634,-0.050202480709100564,-0.03969441698061516
  Change In Other Working Capital,-0.01114361454471436,0.020288961985550143,0.009919324704766284,0.1034931645475314,0.09970573206504713,0.03846287376009595,0.021182358398464347,0.025296030925622767,0.01803586617682526,0.033153783857948066,0.01105390480835174,-0.00757015792035229,0.06254023605293256,0.10189802171087622,0.01693201056983871,0.03754495059872902,0.06236963240319051,0.044341105436145827,0.12965327663995008,0.08106011024185261,0.09367019810914527,0.08429571718031022,-0.008446051480575395,0.000786112355712949,-0.020132534063789904,-0.016718205801952865,-0.0019348111184699104,-0.02029693873147307,-0.024157471612289524,-0.01514208407427044,0.05011363437960214,0.05495163186268104,0.017096480785528046,0.03631567346803184,-0.016574889177992956,0.06494011974858607,0.023169059950014205,0.022116906002019335,-0.014679915631737034,0.050062832639536786,0.10129705613407411,0.1512568366689563,0.023395069856468,0.023686848216155746,0.10593861884933131,0.1139240046459828,-0.014584896397152436,-0.014584896397152436,-0.016738295757185936,-0.005740121971443465
Change In Working Capital,-0.015623075130356174,-0.00394138496391215,-0.01398132929238308,0.08105500886154496,0.09074525005549387,0.008245575950116003,-0.005833679259578501,-0.003943941352464151,0.025750104238016384,0.03036855421697442,0.02875922963353296,0.005551344129259912,0.10732140299819903,0.11363992326990478,0.013695589075896837,0.03466761217723591,0.03774892192921988,0.035881325903891,0.09541015943657678,0.045150384719872184,0.10734549422172311,0.10813472785965811,0.0025131634106506113,-0.0036992490493379052,-0.008190357443844254,-0.004567805325473992,-8.236804581730241e-05,-0.018942729861264454,-0.00562996934234726,-0.004405590744009792,0.05701698882507877,0.06418970491110813,-0.006954300758629909,0.027625552610497275,-0.0015396573480544345,0.07344870640848225,0.027645216054261713,0.025553427669953933,-0.01499811641574576,0.05642406820726508,0.06617423854520836,0.11408209693844042,-0.003179702810504891,0.007592776584728198,0.09669542872789527,0.09960986475586935,-0.016427456376966028,-0.016330513056807057,-0.04853542349070844,-0.03841619727265936
Deferred Tax,0.10370643605243622,0.15160275950343163,0.15077146987789292,0.029641184625142064,0.006059601965385128,0.1258517350328378,0.14759959435866085,0.15990712732065357,-0.008018268256859903,0.03748566214754457,0.012148804742937877,0.023313787778081494,0.017599790976805616,0.06055016150612187,0.029899597592663047,-0.0013827860878355834,-0.010653423798022834,-0.0042840706256281336,0.004668731452480129,-0.00353600959215819,0.06777584491123988,0.08573106674963801,0.06765661826762207,0.19074869483486,-0.027268919976144834,-0.02596074187116388,0.060890367537509205,-0.03146540325610999,-0.026281260920792106,-0.02575414596561823,0.00846583055215679,0.017386653874184796,0.15504560215504642,0.03160609892884546,0.04842378165400304,0.011662077525405098,0.006840608206653031,0.03116142849428972,-0.013440261731132892,0.012579416032209554,0.056858669944457436,0.03070711722033438,0.14450663167855632,0.15909601572550056,0.036305565799830804,0.03262537449641337,-0.006220719729810036,0.07604133894538095,0.10237561921435599,0.17482762738389512
Stock Based Compensation,-0.02657775093157575,0.02105697401346714,0.02019965313792859,0.037112759650908024,0.044235807429813485,0.0368076672274105,0.02462774009472217,0.054910699189467733,0.11410859184419875,-0.00930283766162909,0.021816287052052095,0.024764267253647512,0.025365095011902306,0.02304620789091321,-0.015051644261443113,0.045265594757083624,-0.02466866558023579,0.06230174449100616,0.1042225682734555,-0.00018368756975420462,0.026037920245782636,0.011695114064002136,0.09801772379352702,0.022425376511972794,0.0944101561879691,0.10858382791793109,0.009459322724576584,0.08049110659968423,0.17948774885400126,0.18401248117480043,0.023626578858619886,0.024042962512765883,0.016993411833513414,0.06164995103726061,0.12275684852779137,0.018586280130200316,0.10818594828569368,0.1015035865625835,0.03496750640019134,0.06111378890784711,0.09020130792344547,0.12383969067161303,-0.014355990227920598,-0.007125036947900716,0.07918429449056703,0.07735430365387119,0.040346493666731716,0.03782397528236265,0.022281352734995208,0.022965765101814143
Asset Impairment Charge,0.012439053481344617,0.013819331248379528,0.016993411833513414,0.014557620282507759,0.026397478348130787,0.0005192668232755306,-0.010751052551619723,0.0023298703877398944,0.11140467265851015,-0.028798099448698204,0.048079465202889034,0.08699872201754691,-0.02486972188995292,0.01875679425053191,0.008669480085340145,0.008811919597508813,0.008175682800233348,0.009526321749078609,0.06079781056080545,-0.01699166944663551,0.011012289132846251,0.10195514021069836,0.11339625636074034,0.00255881126517778,0.04434038447434176,0.06598918351013068,-0.006431720974684852,0.0999280547586795,0.09275278869940908,0.10368729041446995,0.03190445611072602,0.0007017057217656238,0.032634157212680294,0.0646818230869529,0.09886307757709177,0.02216390164810606,0.16563171200493995,0.18384877597878763,0.023331003249774728,0.013414981502605991,0.033467993639461575,0.0737452273386048,0.018155555533163156,0.022975231975960967,0.037170473655999764,0.03016166120104665,0.027916164230956705,-0.00227180097383512,-0.012130303924580607,-0.05356142833003891
Cash from Discontinued Operating Activities,-0.043357748703899426,-0.06713444919320279,0.029213001816958704,0.017629404503820292,0.040311920687906705,0.10692141514572973,0.09819366721665648,0.028490079497610576,0.22259004545702815,0.07069259702216057,-0.0277987500851902,-0.01628653934955156,0.0058024099739145425,0.022708459193738838,-0.025766079000980567,-0.018857225503644052,0.041350963313629904,0.029231983383233313,0.045580061780149186,0.07739040497955968,-0.005609534502739621,0.026761121844843354,0.052584468054401826,0.011373378830197881,0.2058291642970318,0.206824971591466,0.03408338190368189,0.10152430581096511,0.08068681153012108,0.07739647678235624,0.01502931305206165,0.05666766604239935,-0.008375690821109252,0.18858101549058034,0.12785566430909348,0.0928337848575647,0.08508313588119612,0.0893855230608909,-0.027618326111349963,0.06532195645710234,0.029990343368143945,0.1692795177381888,0.03451367276442701,0.045289698580360034,0.028853608526132883,0.035934247041975946,-0.03320021257496738,-0.03979022797015799,-0.04368646826202995,-0.03788280548278408
