,Total Assets,Total Current Assets,"Cash, Cash Equivalents and Short Term Investments",Cash and Cash Equivalents,Cash Equivalents,Inventories,"Raw Materials, Consumables and Supplies",Finished Goods and Merchandise,"Trade and Other Receivables, Current","Trade/Accounts Receivable, Current","Gross Trade/Accounts Receivable, Current","Prepayments and Deposits, Current",Other Current Assets,"Deferred Tax Assets, Current","Deferred Costs/Assets, Current",Total Non-Current Assets,"Net Property, Plant and Equipment","Gross Property, Plant and Equipment",Properties,Land and Improvements,Buildings and Improvements,"Leased Property, Plant and Equipment","Other Property, Plant and Equipment",Accumulated Depreciation and Impairment,Accumulated Depreciation,Accumulated Depreciation of Properties,Accumulated Depreciation of Buildings,"Accumulated Depreciation of Leased Property, Plant and Equipment","Accumulated Depreciation of Other Property, Plant and Equipment","Accumulated Depreciation of Machinery, Furniture and Equipment",Accumulated Depreciation of Plant and Machinery,Net Intangible Assets,Gross Goodwill and Other Intangible Assets,Goodwill,Intangibles other than Goodwill,Other Intangible Assets,Total Long Term Investments,"Investment in Financial Assets, Non-Current","Financial Investment Securities, Available-for-Sale & Held-to-Maturity, Non-Current","Trade and Other Receivables, Non-Current","Other Receivables, Non-Current","Trade/Accounts Receivable, Non-Current","Prepayments and Deposits, Non-Current","Deposits Paid for Business and Fixed Assets, Non-Current","Deferred Tax Assets, Non-Current","Deferred Costs/Assets, Non-Current",Other Non-Current Assets,Total Liabilities,Total Current Liabilities,"Payables and Accrued Expenses, Current","Trade and Other Payables, Current","Trade/Accounts Payable, Current","Taxes Payable, Current","Other Payable, Current","Financial Liabilities, Current",Current Debt and Capital Lease Obligation,Current Portion of Long Term Debt and Capital Lease,Current Portion of Long Term Debt,Other Current Portion of LT Debt,"Bank/Institutional Loans, Current Portion of LT Debt",Current Debt,"Other Loans, Current Debt","Provisions, Current","Provision for Asset Retirement Obligation/Site Restoration and Rehabilitation, Current",Other Current Liabilities,Total Non-Current Liabilities,"Financial Liabilities, Non-Current",Long Term Debt and Capital Lease Obligation,Long Term Debt,"Notes Payables, Non-Current","Other Loans, Non-Current","Provisions, Non-Current","Provision for Employee Entitlements, Non-Current","Pension and Other Post-Retirement Benefit Plans, Non-Current","Provision for Asset Retirement Obligation/Site Restoration and Rehabilitation, Non-Current","Other Provisions, Non-Current","Payables and Accrued Expenses, Non-Current","Trade and Other Payables, Non-Current","Trade/Accounts Payable, Non-Current",Other Non-Current Liabilities,Total Equity,Equity Attributable to Parent Stockholders,Paid in Capital,Capital Stock,Common Stock,"Common Stock, without Par Value",Additional Paid in Capital/Share Premium,Treasury Stock,Stock Subscription,Retained Earnings/Accumulated Deficit,Other Equity Interest,Reserves/Accumulated Comprehensive Income/Losses, Available for Sale Financial Investments Reserves/Accum.Comp.Inc,Non-Controlling/Minority Interests in Equity,Debt Maturity Schedule Total,Debt due in Year 1,Debt due in Year 2,Debt due in Year 3,Debt due in Year 4,Debt due in Year 5,Capital Lease Obligation Maturity Schedule Total,Capital Lease due in Year 1,Capital Lease due in Year 2,Capital Lease due in Year 3,Capital Lease due in Year 4,Capital Lease due in Year 5,Other Contractual Obligations Maturity Schedule Total,Other Contractual Obligations due in Year 1,Other Contractual Obligations due in Year 2,Other Contractual Obligations due in Year 3,Other Contractual Obligations due in Year 4,Total Lease Liability,Total Lease Liability - Due in year 1,Total Lease Liability - Due in year 2,Total Lease Liability - Due in year 3,Total Lease Liability - Due in year 4,Total Lease Liability - Due in year 5,Total Contractual Obligations,Total Contractual Obligations due in year 1,Total Contractual Obligations due in year 2,Total Contractual Obligations due in year 3,Total Contractual Obligations due in year 4,Total Contractual Obligations due in year 5
Altman Z-Score,-0.041335288821013665,-0.0632579808590697,-0.06319771426994586,-0.07699126749331922,0.021805915140393574,0.03559642599004734,0.0037721833358773044,0.03331988992319905,0.006103461155610919,0.00474412592604973,0.002922770383084097,-0.019892261147658668,-0.009695097594422431,0.009954974736948948,-0.0046816594412027275,-0.06516465286010288,-0.08907306767568468,-0.06930424453855562,-0.06728992696540104,-0.01931427924689262,-0.06825236999692676,-0.08823092363939539,-0.10920633581526229,-0.018832836338563787,-0.01950779704993118,-0.07562571368162421,-0.08972020005244287,-0.08997529459323718,-0.10915895665150138,-0.019011303652613977,-0.00342688197860078,-0.029492612675108637,-0.03042593275895253,-0.02710794078051026,0.013567077075724934,0.01888263520707024,-0.011421376946682073,-0.023970130246017088,-0.03520452650529704,-0.03410645651243367,-0.03400034765062385,0.021095123169632583,0.007278957782047924,-0.02806788298466679,-0.03933346688869285,-0.012093171405218657,-0.03618101849993529,-0.05704040988623899,-0.062125465296200756,-0.014178942861452088,-0.0014995420843495952,0.03251184021318146,-0.0022899823817266896,-0.02999373813502789,0.054930776558545995,0.0185944804064982,0.022213453369819412,0.045612989289166884,0.03073409591285622,0.04306341325738371,0.025178978681244597,0.022615881035286983,-0.023660686900377013,-0.03956919205823658,-0.0018932367692485242,-0.061978906869672556,0.04994474803605846,0.042114967141188786,0.04996911101255957,0.02151519183235007,0.03517356363554629,-0.013928742489394328,-0.022925604624537594,-0.02392142935406426,-0.008738559513559695,0.00011386021975470307,0.006402871724167496,0.023352293963417457,0.019973379145793394,0.00561058139300739,-0.06553144783756723,-0.07966114712594406,-0.08862610321268598,-0.04056184287914211,-0.07194808543438383,0.07746871657249998,-0.004516667824493948,0.04097046887492841,0.019621367473940055,-0.005457272360159882,0.0007278000945756711,0.00706141692445348,-0.006720922691209642,0.00031318519689272863,0.03579551488329954,0.04646079572433463,0.020975297506398635,0.01927673573714732,-0.020304316019439154,-0.009597168678322384,0.02182720226336785,0.014257782414069387,0.011123636651369982,0.03374979746993179,-0.02247622458441826,-0.022589136193664445,0.022918186123940903,-0.024724748670742477,-0.026170592639643275,-0.026749420850522423,-0.023903583044093013,0.025179404909735754,0.02121118114869596,0.009871483565611287,0.0439730394984754,-0.02086251119030443,-0.01735111748807744,-0.02733470021488744,-0.01058447766204696,-0.007885213231108752,-0.0016672400540876527,-0.031032990682690907,-0.0198038806507138
Piotroski F-Score,-0.06309484424911285,-0.030938112591636906,-0.060313121292370764,-0.07144351334704006,-0.042209535654911964,-0.056955070663136875,-0.04022450788505634,-0.051821528825098044,0.07410024473412107,0.06536139185607644,0.07710515248437173,0.061912188372684,-0.03609495991717707,-0.04074696317240536,-0.03376050714586878,-0.033679485404099194,-0.06300047790269464,-0.06347495478135831,-0.03072851248853845,0.061215844242460196,-0.048674533877755784,-0.07475861330996995,-0.03165678261451297,-0.06143021020610628,-0.060106628758072364,-0.0778540122274609,-0.08001702706818586,-0.10707029061018933,-0.10522426149053365,-0.05879245074946543,-0.0447454157017151,-0.04965058803319509,-0.030257790672614648,-0.05779909529129562,-0.04547353478357612,-0.0411284188358403,-0.03257956065228027,-0.03653171085533374,-0.04165814290267099,0.023543648047394932,0.01714236740720992,-0.03935948319195798,-0.015251339823813662,-0.02479224547510435,0.01507906354444601,-0.03190058534349645,0.017951285903815326,-0.025898734056842832,-0.029261321051784812,-0.059214730771478936,-0.045941402611456135,-0.053159152365953304,-0.06135424786864979,0.0248606760225566,-0.051571816178034725,-0.08792585488131265,-0.05736079410534906,-0.05895859600829463,-0.05023166732868805,-0.10829005247310187,-0.03305339119766456,-0.03921881289545222,-0.0686652728425212,-0.0786652578949189,0.065364964912123,-0.030177149223175957,-0.0487907012357902,-0.0975248109712552,-0.061405163958541474,-0.041483216850251095,-0.07001177288939293,0.09454289407710237,0.05026996519321315,0.04939369100699893,-0.05498351044825808,-0.03620151453159587,-0.0317873893090036,-0.007272133772382835,-0.006387159114938586,0.0630982184149345,-0.02813255038938283,-0.02597517898217043,-0.047285890765927326,-0.02893523426699707,-0.03045512309575562,-0.0759837711612364,0.051128744968278766,-0.04578300028600202,-0.04182826836255805,0.006150870664789289,-0.037316740370614034,-0.03043197072257662,-0.04240247743184671,-0.025813400737135846,-0.05146101484798656,-0.05169380096180079,-0.057255374016100674,0.07552200627572683,0.025687308413985154,-0.05225114021059412,-0.050646759190980585,-0.05251714534342242,-0.05126537311120706,-0.04449436886450696,-0.04045770185928221,-0.04057061346852839,-0.06297081190291476,-0.0036876617844166237,-0.005011525071599475,-0.004279745189364624,-0.06226024679864497,-0.05096677881306801,-0.054037032669623966,-0.05278526043740862,-0.046014256190708536,-0.04553327056537845,-0.04390600226056812,-0.030771369975484453,-0.07223273907399241,-0.07145555218405338,-0.07087213063317249,0.010727509001309594,-0.05906113484011738
Beneish M-Score,0.04331305849896519,0.23749367543245578,0.171758022947423,0.18419649292572057,0.10845883610894752,0.25409188142222594,0.028691829210239883,0.24725524931803092,0.07289322768925846,0.07240728082828957,0.040140470935409824,0.07236435280821625,0.0961663505860771,0.1248779225306329,0.09213020363861972,0.23168168225345692,0.19299421635363664,0.02617957578965058,0.1872706470182988,0.06961906163762352,0.2091630899865269,0.14047115077115066,0.1541129151887081,0.038285616944961326,0.010824238994030653,0.07634106234827881,0.05016454420977647,-0.004602832857133481,-0.0029078071527344276,0.010288597271312008,0.015809517350948828,0.08464114834316884,0.029958661481570833,0.04167955015835962,0.054180747936126115,0.09990264573938706,0.08997239448162335,0.08313297816711582,0.04261424204613646,0.08002962268518407,0.08086931319977206,0.09015134423176614,0.03739126784501209,-0.003731423845798986,0.06007057498303934,0.16653894232412322,0.08718780269748132,0.1889827370954975,0.16894794752937578,0.24794030672935735,0.24696551550516463,0.06483775004575201,0.07528809858250157,0.08736831151427264,0.2435617907427374,0.17950726113790427,0.17298657278619037,0.24334734202492334,0.055269105003328926,0.05205533756748085,0.09615635681243781,0.0984742851258074,0.12135711192894713,0.04226039648629557,0.04269379664122894,0.17060545220136397,0.20541741863141372,0.13928441330177332,0.20369586993320615,0.10279220302132465,0.19489164344117552,0.0779680329265817,0.015891306112850712,0.012130388598915168,0.03628288775906103,0.0941282955867029,0.031377451747894,0.040017776496314224,0.037860970242959785,0.07060053382224477,0.16216766850682596,0.16643215868563874,0.16044615479448227,0.19374172645572976,0.22958369775261336,0.0897901975215551,0.01723072115891708,0.2553570955187654,0.1067504941385273,0.021974703302693785,0.09609985381549717,0.05342617302693699,0.04443490779491069,0.059986461427810105,0.20638081821805637,0.20940727416055505,0.20103408220002394,0.08156249825094651,0.04333445635061815,0.05166665218552671,0.07006958022916764,0.06146999770321136,0.06857184619285119,0.07494461826329163,0.003452961881976568,0.00570670091839513,0.023571797884676254,0.045295002393541714,0.04510181694689049,0.04581162699054514,0.06226920437965202,0.05915764173834424,0.06404041316105959,0.06920902229666824,0.07418801792484446,0.006009596800655819,0.010814137941428244,0.19279279970080176,0.01194304877750113,0.13978557713358378,0.01194304877750113,0.011129718773231014,0.019810257429928667
Scaled Net Operating Assets,0.04594034095077951,0.29174997588217816,0.13022541290086642,0.15043862102253666,0.056229616052426615,0.11530506128725446,0.029384119937441246,0.14283788113161408,0.025970404121516057,0.022466692890688367,0.011620314325844906,0.024406786717057143,0.07054640328692549,0.11929649727723216,0.08711339004076372,0.28855161952740616,0.2682328291077663,-0.012593519564854409,0.12730129757513045,0.024742629687367408,0.14492168583420256,0.16554608909668533,0.15873818634439765,0.0109014843662988,0.027953851523661935,0.04792820385830339,0.052605498145389215,-0.03051413732889132,-0.016831360776473795,0.059695519439250604,0.06363390298610055,0.10175719818623424,0.04068823665342408,-0.038264917351446714,0.0596140483200971,0.12087804751928748,0.014955890906861814,0.032368535819629514,0.009854263202621824,0.001652395379256575,2.219168477627688e-05,0.055941199648031244,-0.03807673386960053,-0.014230938655763099,0.03926808829711096,0.10255443238460388,0.04051488214129285,0.13008398884022546,0.13322264767539288,0.12835007013638625,0.13109254715942703,-0.024029914671931364,0.07177467959397298,-0.005625102211762158,0.11590913649868824,0.13120696864790882,0.11628643165488314,0.15946566417882413,-0.023543420366211834,-0.019420399701820815,0.04330567316060692,0.060971380631248046,-0.004851928848286957,0.05119863962988439,0.024285850529079257,0.13393328426740742,0.11525071272345032,0.13153138173492127,0.11678123682307386,0.07670761167936194,0.09956652139503351,0.0038207658110669005,0.018153102622847576,0.01892879681157076,0.08760935680782427,0.027221948209018486,-0.03346033927837401,-0.03184795293820927,-0.039567909211324546,0.019228856447765,0.121842307625517,0.12974919233416013,0.1283709761899104,0.1280462686351445,0.11740203362308929,-0.015517230931556991,0.0233008221794459,0.11759496218524498,0.06747277165858287,-0.029892009625537327,0.058369340344973195,0.04899218445419804,0.05204530271834834,0.04742290192366226,0.13390730298941966,0.12404936707265245,0.12908717876584516,0.029681475167842766,0.006883091566802975,0.027141451298663122,0.08279050511358525,0.08690298771341166,0.10500264824632634,0.09319300133140351,0.03766263597076618,0.03703659253629725,-0.016539339011072268,0.01620694507153342,0.016967642432757196,0.016494735889486505,0.030385847319454474,0.08642218330192078,0.08886652063550997,0.10692627188069301,0.09641821349056995,0.043749028228356926,0.03897437178181367,0.18731247478525462,-0.025763052571149227,0.13060429313070668,-0.02833234618856462,0.008414235011146739,0.024821543711702407
Sloan Ratio %,-0.03733756071479245,0.07309669201905908,0.04425736296157216,0.07963299991176566,0.0027238311581465747,0.11780978924341137,0.024601958559286045,0.09453333535943213,0.0045287670579570016,0.0034986803446692165,0.006350542240311719,-0.004191472306897379,0.010449595900331012,0.029983327249850488,-0.008955940051091672,0.07424710945936723,0.0688985718257521,-0.0328797453610274,0.07526791350346412,0.002151613564305527,0.07750232388020868,0.06825464932176048,0.046202244033331466,3.891229973421607e-05,0.0023340853090193948,-0.007304805319344372,-0.0071614774374084,-0.05585510881779822,-0.05775876459280446,0.00886306487880648,0.008804159780368182,0.01201979485190445,0.004880652530081225,0.002519978669174968,-0.014845335887346697,0.010496872300565643,0.01712309444022389,0.01144752024996202,0.0004697604364504648,0.0044559780563532625,0.011097581605229225,0.005267790975599361,-0.012110535124052085,-0.022136075775628865,-0.023262793199757555,0.0519251923277298,0.0041621005447455214,0.07987237946643493,0.07453079824947118,0.051849083268305694,0.08239290722637496,0.06927867637462795,-0.0029167470540681353,0.0029245931174489617,0.13523922688604137,0.11807596306673335,0.10101948892452377,0.13652250264603025,0.029943483550402952,0.013589159590410356,0.0022424901462768936,0.029995977844737984,0.02454475604873431,0.016998194078386444,0.008089307252125581,0.08018845643921971,0.11063596899974205,0.12755955865666985,0.13744967616656106,-0.0035119190454888315,0.11639839000589652,-0.005064182701437815,-0.004062944033156331,-0.011765428585466607,0.008146143174992784,-0.012306616716097443,-0.02150266980247431,-0.0033713262842675023,-0.01669613831840372,0.00892819205343816,0.1544507622624487,0.04576658734092535,0.07994148436343536,0.07816440475907988,0.07870893438324106,0.009732466532408833,0.0017860363192952278,0.1152332565909413,0.01858853883605196,-0.023831050458979486,-0.004733297178121595,-0.010872511402448316,-0.009934020944300442,0.0304044232885156,0.12084865376021897,0.13667654219728737,0.1333676062533104,0.01822822348440087,-0.003862747975006066,-0.0011422122203098043,0.020174085295935174,0.02386494923874202,0.0464429808426869,0.05103852762846589,0.0018477547967938619,-0.001678995732434048,0.05383666742120143,0.027467444838887967,0.02722836683602779,0.028095903398026697,0.026100418753277344,0.012235432766805486,0.01126928754709352,0.037286821293029265,0.041923525733706855,-0.008284209177777906,-0.007865365869674951,0.18117800640816567,0.021985029672115755,0.14763314531783275,0.021290418174724796,0.009563047062389217,0.009282071618667866
Current Ratio,-0.03191814580015897,0.07733250785858138,-0.06289433858742938,-0.058862270244163475,0.03958338790450192,-0.06124413312030891,0.03761299780583205,-0.06467993887801875,0.0796369437463098,0.021478956753449463,0.02819869170348708,0.010076444476863879,-0.0028500370503916485,0.04884131450818073,0.0613878805596019,-0.018878608699181506,-0.04892848195758272,-0.00996575586956055,-0.05226769449058236,-0.0003251736417831312,-0.04826386558603757,-0.05874186703237225,-0.0484461108642631,0.03087063591375172,0.030730601885924653,-0.022508676423124752,-0.02025615961103025,-0.045111303659561626,-0.019295192310016283,0.023065399839482286,0.03248388302407344,-0.05057288236472687,-0.05835682470480725,-0.04927722120580751,-0.0011954010496410647,0.023513579680874832,-0.04227808952911991,-0.010831882370504503,-0.028983037427034498,-0.043869676153987,-0.025433844383604225,0.05501835430374942,0.11528065471400703,0.07743976265051901,-0.026711052157560217,0.02826634096646764,-0.027349173546756672,-0.0645167513467037,0.023578146849319213,-0.04782538478172707,-0.006991647832934238,0.12107802151297938,0.04957707128915659,-0.02170231131732901,0.09894061613989233,0.09199260335266556,0.08204032533871775,0.12483880994355984,0.14870190124577437,0.15444995809753248,0.09771464737742537,0.05523053477470101,0.033798291503463605,-0.011796545201748904,0.015960638995665802,-0.015936616637355076,0.11068483878509774,0.0798695558770651,0.07243847083155537,0.06233752739779928,0.11275573859564245,0.022167383298108637,0.005865707613392293,0.005906060927914366,0.036661217935112816,0.06952210681193967,0.0875489509133143,0.11269435390334347,0.11160053203966695,0.022026205827711167,-0.05345404017851401,-0.02343992029554346,-0.05634812749978729,-0.05325017513108626,-0.054414734815302665,0.10893283895457272,-0.023889143610969825,-0.054753579185870545,0.02443021852817689,0.056615678056884625,0.031509763475408126,0.026269956399843093,0.024978090037635403,0.007653329742954074,0.06695126230414007,0.06559488246056852,0.07402017064146627,-0.03862221311662939,-0.04173599934983086,-0.027773648358258754,0.005417402737323081,-0.0068429312972914345,-0.013765946370866719,0.007901076686105438,0.001010608899354505,0.0006463567280750845,0.04914657954705862,-0.02730969122140295,-0.02636841299041099,-0.027750021219925543,-0.014476704648748298,-0.008902036004191573,-0.016088527613455555,-0.021819841200872762,-0.0001394886471288155,-0.006421119169104984,-0.007717099409999683,-0.009763864414339666,0.08058851657273974,0.08372364838575602,0.08326723733440115,-0.02765828940300779,-0.014844747552712353
Quick Ratio,-0.014229035564359189,-0.06074763620596829,-0.09062013849137912,-0.05708595793893841,0.03272281282838375,-0.041235989921970334,0.02925394061862398,-0.05033168590687875,-0.010338884281554477,-0.014001289865167374,-0.019120247806087336,-0.02343287155908111,-0.048936291365285926,-0.025971810187738156,0.006584960905349171,-0.08082650943842452,-0.08098086406388055,-0.04514394006792921,-0.06496663811207062,-0.020743329527592932,-0.04910968625260273,-0.10070612666066259,-0.09144377543430508,0.0006073440884586361,0.022479245881134858,-0.04266192093261866,-0.03249020690903494,-0.04911674108133686,-0.057832001301733826,0.024819753837935794,0.02413876436323742,-0.05428782639509243,-0.056176979925686946,-0.04580924779976678,-0.008611018870695862,0.015215889146566299,-0.05086436654245313,-0.050793283416872996,-0.05054766751631341,-0.0658256136100734,-0.05746255537617834,0.014150816957781153,0.04839027949166486,0.030269485325248827,-0.0718549411356266,-0.023800614962132247,-0.06862415555108314,-0.045166003123907145,-0.05733190917718321,-0.09198753156274941,-0.08778785649704561,0.04006868939316118,-0.006089429268462981,-0.0522142327184301,0.07363102151566979,0.04864935091182643,0.041743017603802716,0.07438867250850904,0.07351901427394779,0.07933398348104953,0.033566481632620784,0.00601649432274969,-0.024661739492960227,-0.04873183797424352,-0.014256228628428912,-0.07756793116843116,0.06157423454590557,0.03131630089038445,0.060727099146269434,0.0013091994620307366,0.01948573461243565,-0.013073708069142861,-0.045172362602341545,-0.04430710075159566,0.004543539125398237,0.023570911915911354,0.04880639616745167,0.04975145784920519,0.04910814067541435,-0.0118679646474282,-0.029005510499558233,-0.07245139590932184,-0.07707507944847367,-0.05449716438984506,-0.05032269619255869,0.08729744200241896,-0.04357934897836325,-0.024299901330435254,0.03827642860181805,0.029855161798065268,0.03450455244083013,0.008979500656137503,0.007994904515729893,0.020762534767672265,0.05146236410161538,0.06581988847381999,0.048198334455922504,-0.04300403116112296,-0.052662853744435356,-0.03923148391600507,-0.0016355597703964202,-0.018968888397226567,-0.019699881753998255,-0.020917475762364628,-0.029753629862624004,-0.03380134214326563,0.05830855628728532,-0.040510608338650014,-0.039933757407534944,-0.041472920847409465,-0.03205922258350723,-0.029845387901564113,-0.02155528556122463,-0.021717901088520217,-0.00674261845832457,-0.009858593589859518,-0.0099715051991057,-0.0038872690964373907,0.040448292979408725,0.018845776536230662,0.03931054505352127,-0.0406850879311054,-0.026198877985415536
Cash Ratio,-0.024356654487465407,-0.05637653486003104,-0.04609464496405293,0.08464888916006205,0.17734016947238593,0.012789188617988516,0.029786684172501066,0.045753133171328994,-0.015570666895313242,-0.036036696978898705,-0.03740682256878475,0.01905935831162152,-0.039804757816671504,0.0196159025908132,0.012314524690286644,-0.08023258806447685,-0.09016071090555394,-0.050859981171562936,-0.06389845737871529,-0.041710128040883004,-0.08709875882935685,-0.06341327901371349,-0.08661619757263567,-0.004392320066991512,0.005220708718343455,-0.0400988010048634,-0.027034632619369985,-0.04949257304350107,-0.05032506303280421,0.024891381282474277,0.030775602024419674,-0.04599469013230868,-0.06709812466152346,-0.039903076622803846,0.0036029471831348367,0.015517165248201369,-0.048836224526345826,-0.053346341227532,-0.0514552294027201,-0.06966632912983098,-0.05614701300244289,0.011916965404568498,0.04353972936617046,0.01905485176458592,-0.05876428838273863,-0.011876131200391372,-0.05836094414126364,-0.06993454024846998,-0.06728114215350674,-0.03453570392491372,0.01448181395581899,0.06038940521368623,0.00897703854616011,-0.04027858202943095,0.06547759240958463,0.08094153907659415,0.033361765421607556,0.05667924042449647,0.0743029373464236,0.09486138182725881,0.026135023043468524,0.008011796784307799,-0.027796408211498737,-0.02804146929275825,-0.024522771824138503,-0.06779366990709719,0.053747621260412604,0.05433601477822061,0.05326484391901908,0.05002476674171371,0.04602169858890673,-0.027708208049331898,-0.03488088025263251,-0.0349921956274398,0.020557308370676805,0.02999243971661963,0.022723297226422568,0.09151180716287612,0.02245227770674678,-0.024649745982684455,0.0004958639191600892,-0.09112116930088028,-0.008806293770264609,-0.08138611494359518,-0.06494774009627055,0.11223133008940687,-0.02362747531100708,0.016633439512775332,0.02403348619319082,0.0460964722951279,0.005922536092098909,0.004802664183368528,0.002829487503684752,0.008880706869104306,0.012075383417580784,0.02056277208197215,-0.024854938942501372,-0.038596713624091505,-0.05494358339724032,-0.03632837499522257,-0.0012246183721123186,-0.002890368787059938,-0.004430707265104458,0.020450871956421503,0.008084210759269942,0.010225705251997034,0.08449319632327247,-0.03181114170760957,-0.031073870755101964,-0.03233208271676346,-0.02526160731442497,-0.0005170065186396585,-0.012174943166338287,-0.014994369281129662,0.011112847530180003,-0.00024520208641063074,0.00010900973800115885,0.003706837780952694,0.04501882415870713,-0.001388984989193768,0.04581564385957131,-0.034544431247106905,-0.018971516720247203
Interest Coverage,0.1616038430293738,0.019099678790565032,-0.019962520592487553,0.04400064752310495,0.05673880589862973,0.02888200625403485,0.18592051262271003,0.05390754734219185,0.0016002116435572629,0.001178847145548151,-0.0028176997380225514,-0.015160506564206413,0.08029078656145469,0.09404407186567508,0.044680557611349016,0.02756603010325958,0.047519830338340785,0.17701842574242385,0.05759871351314588,0.03720868363761197,0.060419481264729076,0.04679680073666145,0.048864180754029436,0.1984899171545146,0.19887469691228338,0.20002490590117306,0.20770005499765376,0.14417510799166877,0.17192264721681907,0.04414125414560989,0.0325082263910588,0.025925448467277137,0.027501796370533124,0.03762586970477147,0.181458388971704,0.1657369773084071,0.08215421835882741,0.05738339739309351,0.022045902377629645,0.007158988098996489,0.01091646096958085,0.04681335955085228,0.015730170315589126,-0.02147094261270411,0.022632458555429318,0.2023171132727061,0.011258008015621209,0.023004329769220032,0.020405580129473487,0.013764314849294947,0.019528140015699812,0.025997062036331425,0.1461296027746589,-0.0011965752227597669,0.019432647270820946,0.0027767602835913367,0.005522209209011348,0.0034711777459937713,0.038290088608790226,0.03664074151697243,0.0441639597883803,0.049971263704834464,0.12732799589480645,0.06199091686991262,0.006918481270365739,0.02545157414507432,0.017576240072620528,0.01472444252905214,0.008079528893227324,0.168197995348753,0.0030213872018145117,0.0023408819903614534,0.004204611921002206,-0.03619844732482835,0.12668812714526154,0.04823916505865357,-0.02957466209403722,0.023707027527932804,0.019334096447765053,0.0064833550778069645,0.022881576271832425,0.023354298274905615,0.03908659811973267,0.027064218578686374,0.02608958224620424,0.0795208972783875,-0.03009676936914312,0.08051141510015626,0.15808781408126177,0.017844391732680296,0.0628508738733627,0.03190503440029294,0.03397422917309987,0.13630075505795283,0.029856220290469707,0.0351952454492382,0.049886510551798095,0.009806489796301226,0.05029154313658341,0.04350082168009531,0.05213533456477945,0.08488655823044897,0.08192181102692041,0.08375712976690808,0.11793910372176807,0.11740948604423812,-0.0007752651549235201,0.013091022652212835,0.01820517612801304,0.013137571487406659,0.07643902297889017,0.0805305012500457,0.022870433572613407,0.021667022143268117,0.022255159446728477,0.04316073052553357,0.042807328770840876,0.013517569337042963,0.03166019226325937,0.029240584141014124,0.03375307447468891,0.033657814884627435,0.04016924010718706
Highest Stock Price,-0.0909904866849284,0.05172844851886976,0.05805782280146451,0.05876577254446759,0.010693940480271431,0.0373826643986112,0.036756986918082164,0.03933542786770593,-0.005283382668183587,-0.00034896532124073206,-0.01265829102120311,-0.002533632552558433,-0.008083571602685682,0.013715172845221767,0.0234233648553365,0.05810168018470444,0.06496686694234606,-0.07716346944000409,0.054769111733373746,-0.025575757297977283,0.03929949797994974,0.06508423829764222,0.0650447200633437,-0.052981957062376905,-0.04694053971910819,-0.07758560882983365,-0.10947391234944692,-0.11055695202759741,-0.10901897119419524,0.003583579238583985,0.01925244275438863,-0.009102887069750487,-0.01689772529642202,-0.04244617578332133,0.005604869524253369,0.024644588695455716,-0.007393372802913447,-0.005513048253607587,-0.02030026246246157,-0.011718895349036732,-0.02019600950984564,0.016901435376011537,-0.03964033764439979,-0.048976362992809885,-0.05112607888062759,0.009510606195838043,-0.01264939384026747,0.05969170517853142,0.06725118566821643,0.060088501745677904,0.0630125464999679,0.02826924781075515,0.02638595212578981,-0.021972832264109704,0.03482216402427261,0.03091623158551216,0.02562338901853085,0.036352246787961236,0.06353360130310648,0.07494089840075402,0.024804912871453786,0.02301354306504909,-0.008795102300406593,-0.02237691244726226,-0.005902676701882099,0.06313012314839404,0.03268227558818833,0.027655913630002388,0.020175739751536845,0.022414983649591116,0.012041953619677978,-0.030318783339830176,-0.024317161677201514,-0.031736473113331866,-0.0017924093992793583,0.0014742054580313443,-0.04824003156531585,-0.03365342459854448,-0.04487043415718655,-0.010879292170286724,0.040933932171658555,0.07701695625665056,0.05383633625522307,0.17815409555614345,0.1758564934941068,0.19000702755094792,0.00908139770815456,0.11534152634565452,0.12215812400371667,-0.04406437401715241,0.01770952914373095,0.026142754161905504,0.0035547058032769576,0.05099788331916667,0.06957676028601488,0.06936241168243824,0.06382171085204216,0.006800369359979703,-0.007846877567445038,-0.008010691011871044,0.02904843555251493,0.013805519799548378,0.018901253205292068,0.028679149182641767,-0.008840981994947063,-0.008953893604193248,0.08774794622506897,-0.004009811929767894,-0.015330670187343406,-0.01153991273913084,-0.008425838245977422,0.027600479029033884,0.017025090021041682,0.022057995407944814,0.03041640505001869,-0.004138564778055192,-0.004251476387301377,0.04935246679905204,0.03721610014436347,0.04130766090510726,0.03580255813236874,-0.004998726390056793,-0.005311476115037956
