,Gross Profit,Total Revenue,Business Revenue,Other Revenue,Cost of Revenue,Cost of Goods and Services,Other Costof Revenue,Operating Income/Expenses,"Selling, General and Administrative Expenses",Staff Costs,Wages and Salaries,Other Staff Costs,General and Administrative Expenses,"Legal, Accounting, Auditing and Consulting Fee",Other Professional Accounting and Consulting Fees,Insurance and Claims,Rent Expense,Selling and Marketing Expenses,Operation and Maintenance Expenses,Research and Development Expenses,"Depreciation, Amortization and Depletion",Depreciation and Amortization,Depreciation,Taxes Other Than Income Taxes,Provisions,Other Provisions,"Other Income/Expense, Operating","Other Income, Operating",Total Operating Profit/Loss,"Non-Operating Income/Expense, Total",Total Net Finance Income/Expense,Net Interest Income/Expense,Interest Expense Net of Capitalized Interest,Gross Interest,Interest Income,Other Finance Income/Expenses,Other Finance Expenses,Other Finance Income,Net Investment Income,Gain/Loss on Investments and Other Financial Instruments,Fair Value or Unrealized Gain/Loss on Financial Assets,"Income from Associates, JointVentures and Other Participating Interests",Gain/Loss on Foreign Currency Exchange,Gain/Loss on Derivatives,Other Investment Income,Irregular Income/Expense,Fixed Asset Disposals,Impairment/Write Off/Write Down of Capital Assets,Write Off/Write Down of Other Assets,"Other Income/Expense, Non-Operating",Pretax Income,Provision for Income Tax,Net Income before Extraordinary Items and Discontinued Operations,Net Income after Extraordinary Items and Discontinued Operations,Non-Controlling/Minority Interests,Net Income after Non-Controlling/Minority Interests,Net Income Available to Common Stockholders,Income Statement Supplemental Section,Reported Normalized and Operating Income/Expense Supplemental Section,"Total Revenue as Reported, Supplemental",Reported Total Operating Profit/Loss,Reported Normalized Income,Other Net of Taxes Adjustments,Other Adjustments to Net Income Available to Common Stockholders,Basic EPS,Basic EPS from Continuing Operations,Diluted EPS,Diluted EPS from Continuing Operations,Basic Weighted Average Shares Outstanding,Diluted Weighted Average Shares Outstanding,Reported Normalized Basic EPS,Reported Normalized Diluted EPS,Total Dividend Per Share,Regular Dividend Per Share Calc,Basic EPS.1,Diluted EPS.1,Basic WASO,Diluted WASO
Lowest Stock Price,-0.014460414349300933,0.022241869927535674,0.02425061895666857,0.017145642726828593,-0.017961777685082825,-0.03675929591517722,0.04282134934346632,0.05990655173820353,0.05309538588535716,0.04758293438372311,0.0718157043239686,0.017599083054674454,-0.01899461801882006,-0.005749163039839061,0.005295149443482168,0.006517615367255969,0.029422332796224516,0.0771054314500268,0.028429107744586443,0.06449791928589498,-0.02173572326906673,-0.013568647698345157,-0.012776867523537433,-0.04275776126129746,0.0075015691687389955,0.019218095321629783,0.0019589776697341637,0.00041329415720512373,-0.006048457352064331,0.052766430653379826,-0.021820302331183313,0.011990917301034748,-0.003959953747391425,-0.014575110967535231,0.02955024815809951,0.013825917268942908,0.01686502733249504,0.027630868392269862,0.022643958874119297,0.02804778103942898,0.009707542385076526,0.0026828148183781373,-0.016009669342361317,0.030301909047547412,0.022712472848213497,0.07843128576090694,0.024171427867839886,0.06125962773147252,-0.007219136686869312,0.00431794426512342,0.018679394308557244,-0.03433480031069084,-0.05821647146059336,-0.05695201521001749,-0.0052601174539642775,-0.05027448086879983,-0.024279648960697894,0.018571548430918836,-0.00155373042615486,0.027809940623963785,-0.0484270425522855,-0.0583084043871418,0.01148746865877358,0.015290124718951584,0.025939775255440223,0.008488678836484763,0.014198600306904587,0.012021812402431995,-0.04049301904377239,-0.0462120582695608,0.051562227047233476,0.039631843423577534,0.01756727713772331,0.016432392811837147,0.007649141875926677,-0.005193908873316913,-0.0280684021769985,-0.029080063725721257
Shares Buyback Ratio %,0.025769986926617486,0.021730963299048833,0.03664183653146783,0.011311412688398761,0.01897847249079037,0.024671591953787535,0.01888376487747161,0.07444704052751645,0.048909834148752294,0.13691968552512074,0.14894471041201818,0.006818383300569184,0.013943425462811318,0.018859766593651864,0.02605537893295825,0.047984546901042445,0.031328805836387426,0.0865526110847978,0.07373154518931412,0.010712417687517243,0.01881464953160219,0.019496780054551598,0.020372975871294257,-0.010970252939769817,-0.02543262777378056,-0.012254949524413613,0.031230003004371436,0.04429824335801208,0.024822337900106812,0.02252146289485569,0.015089074190793276,0.018670112872319396,0.01208654348195584,0.003572476608244337,0.01888724535441039,0.02696960050687028,0.027445958579530066,0.007396860805090577,0.03321520733783898,0.0035089111254343053,0.02577913864211783,0.04160237727083554,-0.006367234398396374,0.013322381903704446,0.026701429089846636,0.058542848427719826,0.02387259893725187,0.0703855083744824,-0.033385976823772166,0.02225575942773826,0.10339478817846286,-0.007028634688173698,0.09403381498003816,0.10796046900861482,0.03377175383023785,0.08439962839238653,0.07940988124068289,0.024223684827569335,0.020492711881180917,0.032489364324702924,0.0915870421687388,0.07476453439907609,0.021786097946701326,-0.005227126137107397,0.047484714521080974,0.0642385998961335,0.03912922299381893,0.0749262739401482,0.08999068336016693,0.09073931559112074,0.0034786956847337736,0.0006783234021528091,0.09623128246406576,0.04509708265378188,0.028079239888652168,0.041954058595158564,-0.011367211676659666,-0.014128637393927833
Buyback Yield %,0.0543297808971371,-0.030931911425591846,0.008118785648379367,-0.018226212993771418,0.014623784480082136,-0.00908377232421299,-0.01966909119613226,-0.018480704146790386,-0.01886747383207835,-0.044656765292230005,0.01873979946255843,0.013800872046888716,0.058657427421884206,-0.024035456821300843,-0.022625147795093472,-0.006721725979213503,-0.0260857986945618,-0.013093817933421768,-0.022592982713681334,0.006960340867694462,0.021741048677486066,0.01816607901267862,0.02265143222520985,0.05918242975160045,-0.028196460634281835,-0.02698036137862571,-0.03378434795772619,-0.032169991357099345,0.01921165747189282,-0.04339362917986994,0.04607981265243485,0.041380056697130796,0.015335147081703856,0.10911517620090885,0.0034804015717574206,-0.03060219391296095,-0.03016834446881878,0.013254309535945476,-0.03638266171444846,0.01957853898751665,-0.01807730873828798,0.007895340436772109,0.036818746396227835,0.017088275419791542,-0.05713788310595001,0.03385114494090391,0.0031320911358348187,-0.057680143010048666,0.03703481830422442,-0.04218020652364488,-0.005988306590461324,0.03465290263831749,-0.037604259300658076,-0.03494545445241937,-0.04422508186726353,-0.03740085075118562,-0.04573395136146358,-0.006675245590830499,-0.007254394647401955,-0.041611355120125516,-0.05173835658961884,0.002317116238071608,-0.0072828779334596664,-0.015493973844938762,0.029766177935606375,0.015949747427670198,0.03401924661727367,0.015934070427416337,0.08727907527924793,0.042707102101243385,0.003760136676099148,-0.029555316633376474,0.07166073239651742,0.024688759317765405,0.025749135442106563,0.025132845748968034,0.0808281668480528,0.08214785516178506
YoY Rev. per Sh. Growth,0.011904543670894243,0.08795580773362222,0.09302914012233787,0.053900256809455656,-0.02022996626128526,-0.04793142380069361,0.05980697736463116,0.09804636802885294,0.08833545345264213,0.004746299609544283,0.012084786220169215,0.08228631845619704,0.00791144619759481,-0.03948264567052775,-0.024024661967123034,0.01241590371863345,0.03264689907256983,0.09158476622171101,0.05218365987442328,0.09121867702465654,-0.01720432926831353,-0.0048914957259700185,-0.011685412274957528,-0.005967731469013374,0.009185681330517895,0.02006894998448026,0.028115048816578246,0.03901262665847701,0.0032760480925205938,0.06522732486451432,0.015891444171305984,0.01110841190944024,-0.0049881273270749975,-0.003492748951691704,0.03775029545363051,0.021515470891530664,0.018963289845039553,0.03149053509691116,0.006269115654035809,0.030963924009444956,0.03330382406712921,0.006113205124568564,0.0023467440907874084,0.05788685660282051,0.025140871224234022,0.11253753103454553,0.030794714777866872,-0.01267528976649108,0.002635210023919434,0.01762798772879102,-0.016023771058530506,0.006262291417331867,-0.015100586566175073,-0.014020079394779603,-0.00426171070010236,-0.018499410406988437,-0.02834681288098463,-0.010951990034336596,0.026041645526951034,0.08198267236756032,-0.020092980024200967,-0.01306115382413773,0.023886088726945354,0.02178155167216759,0.030168072436023475,0.04590965792930055,0.028444137977700342,0.04661023916927793,0.012716096422149818,0.012768198486885898,0.023487227963182703,0.027376446442132912,0.08137665678833916,0.08016169018491999,0.021170710747661567,0.019715397341108356,-0.012844754525896203,-0.0019950667388923494
YoY EPS Growth,0.03464520862515998,0.07054771559708077,0.0829104151339679,0.019032092556449588,0.0676842756580514,0.062191561587511046,0.04210461887225269,0.06368723510452441,0.052241390955891795,-0.023762263149367763,-0.010605221166965842,-0.0019442411280495534,-0.023109249833191153,-0.049755590469037894,-0.0417603049499337,-0.020003726141426773,0.0026985519846615446,0.004496227922060515,0.011263703808294561,0.07213781500954862,-0.020178681902858677,-0.015728039011513387,-0.013958341667229873,-0.010423095326350643,0.04591929134575891,0.015967414724040254,-0.010147850708162903,-0.011020800373637691,-0.03175032304558801,-0.015565766858323143,-0.030496671912856252,-0.029490981420311695,-0.04673008078212567,0.01216478758007981,-0.01433060566050584,-0.01089609473116505,-0.005994092611651233,-0.014457852870575497,-0.02217006762565562,0.0230285376069874,-0.010089187167717714,-0.022713244124397236,0.01915182873940996,0.04446782703335389,-0.0010560275218981056,-0.0014400272623152272,-0.006930301640856771,-0.033571105492798244,-0.0058129638812567525,0.014827341613143053,-0.015093052239485817,-0.017706232087734277,-0.026421903844142933,-0.02736831600610718,-0.012130071265518143,-0.02724611360613627,-0.023803630263310734,-0.023236119903409284,-0.013384505691478348,0.07311388904472217,-0.014348757814332898,0.0038793959723126114,-0.011777976225156056,-0.02631929865399805,0.11961024839854759,0.033375820790790565,0.061352833352131965,0.049993344577188736,-0.00854708276095919,-0.013393422312880307,0.07441533330816501,0.07539877974959097,0.03514577897934106,0.046435918743496826,0.07116909660987315,0.06562436894271649,-0.019488261805636096,-0.016556296152286536
YoY EBITDA Growth,0.017239626756592515,0.062369404416512994,0.07563779899260818,0.023720898241277658,0.009380924938860566,0.009340182270594423,0.03535939127680844,0.07599169734085326,0.056226463090212536,-0.016712868895913495,-0.009491353582878895,0.00485255280958285,-0.024281636262015297,-0.040512159305704634,-0.037754906674407125,-0.018716841282733113,-0.01726843180272085,0.0003004911888540751,-0.008529504325008996,0.07332556644542208,-0.019436917886000476,-0.015709768881183077,-0.013420871024901132,-0.011778868972063122,0.050823404862754516,0.019843685253989284,-0.02441302317588437,-0.02277790457378502,-0.029571784233488572,-0.007395299681352358,-0.016688208417977905,-0.022043001896064236,-0.035511598452926584,0.00396354944844158,-0.04395785480600434,-0.019700391381198088,-0.017751196811798556,-0.008012458028404197,-0.0066784604565422725,0.022789896351798847,-0.012682359912701443,-0.024949871965063576,0.018037937346059504,0.0270398696972261,0.0025943521168014703,-0.008667868638069412,-0.006911765565338332,-0.02452902627196922,-0.004088327222096679,0.011440368853021108,-0.02251486875685396,-0.012681222601270387,-0.014689606829972356,-0.014021454373006614,-0.020100373059184714,-0.02278373632838805,-0.02424447030942925,-0.02356773020544522,-0.0231791851477096,0.06181308131058797,-0.010063166677406189,-0.0075872245374536355,-0.007694491793671947,-0.02708583960335413,0.019660571026424625,0.023318088063883656,0.02300988058305656,0.01954730691951272,-0.007980308343293755,-0.017738813263895523,0.044666526393357046,0.042908248778307456,0.026998049594463554,0.04116792965910266,0.012438007555879288,0.015070535794262159,-0.0031275535004829606,-0.009304977024548963
5-Year EBITDA Growth Rate,-0.007329377953468377,0.04295413002500569,0.037358146353395495,0.02929740561939963,-0.05825342967234184,-0.06506514126917898,0.033191320955459826,0.07690717938280678,0.08038525946396267,0.07981776196592157,0.09211170370713138,0.014400236885957212,-0.00921352238914988,-0.025509404981692737,-0.018087258900185407,-0.0006288945413347111,0.000655655357441878,0.08893885112861386,0.026211585391260186,0.07165068096783311,-0.036090042686319795,-0.03393327812824605,-0.03669044309551853,-0.03101335935693282,0.002971166633733232,0.00614340660401928,0.008213410745066388,0.012155252672460842,-0.024645371153280006,0.04980693570157815,-0.018650107911267283,-0.0022518984481868618,-0.027674064207181055,-0.030345646178512767,0.01891859432103002,0.008543676837624766,0.00841591270721617,-0.002198865826864958,-0.005361729864143775,0.01943518910976622,0.01957104980275187,0.009438403698329831,-0.012149312605966472,0.05126106393397288,0.020072363773578995,0.09725742058489453,0.013857090312365105,0.0113525025186345,-0.004049910767816622,0.024457109789504494,0.016074639614470143,-0.0068223804481870095,-0.0345187580082525,-0.030578687900262393,-0.019376295926748784,-0.03441772678640543,-0.04457262012900601,-0.0006016720469539654,-0.006190844068107542,0.04641699677633229,-0.027475332507668853,-0.044383728144739794,-0.0017581707855136382,-0.01934914644385957,-0.0023224492247553973,0.010322182283569476,-0.00047271212202077296,0.0144393601545607,-0.006884574478937363,-0.009393950622698233,0.019488271899103248,0.022299004723310797,0.022856521209945437,0.019643930730024406,-0.0010833477295471112,0.010535021949900135,-0.0206522512575982,-0.02823808123057857
Shares Outstanding (Basic Average),0.007719625657273148,0.02668956033987536,0.040475592221647275,0.017461477213731036,-0.005309955118110877,0.014049220979696816,0.02716053811717347,0.06108839098519696,0.05210120982711791,0.036342436080019205,0.05474159944722546,0.011978317018157141,0.028115309133448573,0.013737835457458047,0.01418535533262915,0.031348291494991014,-0.000409467987081206,0.06895166209879074,0.04435524999267687,0.031430813743934735,-0.011389417875737256,-0.007204813299947977,-0.00904342179240068,0.025493373983331256,0.01665333549569067,0.014102946855698977,0.006709830726361362,0.010220891494708964,0.013502480823520494,0.026398507727369614,0.006755966915305267,0.00702443084364842,-0.012969299823964166,0.06696303040598313,0.03017463398546213,-0.0012457430962100492,-0.0017217844771561007,-0.0002561217317303666,-0.003892190653600686,0.028885329597148755,0.03336306338146845,-1.1693444076678328e-05,0.04827928995757085,0.01780741269399092,0.026211920670429954,0.04441026154411666,0.030345515237339873,0.038963370284768865,0.04104667857842709,0.06253409209522878,0.033912225658516565,0.009894407808505996,0.019092934018625232,0.013716163659158011,0.007650185402261277,0.023563348170134175,0.0818910346258057,-0.0031675103789572737,0.002077153621628091,0.04048760911019034,0.03854126240635197,0.01931785217470641,0.006368405851813062,0.050581312552725875,-0.00394525068427902,0.03638741308781899,-0.02191542287867995,0.01854116937507612,0.5311979331048858,0.266515987912401,0.061217969392424736,0.03390931943205051,0.114174173551611,0.11547385608201471,-0.01449236186525691,-0.0244642056104957,0.021294430355200664,0.01216264253222113
Shares Outstanding (EOP),0.028869468987163954,-0.00903130329910879,-0.003307490881179846,0.02040929305012861,0.1282078369089268,0.1461011670789487,0.0313603050452376,0.05935142289179522,0.032415060998246356,0.017739155251959737,0.0359429897709259,0.0344290408126303,0.0400696395094828,0.04569687642983506,0.04354570562491121,0.039791284251667544,0.010248788707642554,0.0562683165550616,0.033234156234058766,0.02231249889136819,0.047677724601521004,0.04280456466925033,0.03405360277349077,0.0498823747830166,0.011959967666332852,0.01308846929077348,0.01822970367880467,0.024396657985334753,0.06511562823792874,0.048878979185016665,0.039140502210518104,0.044053629372581456,0.04400104761555602,0.0427117226783661,0.028611670393625672,0.018490913015136046,0.020987982895736945,0.046290464216241015,0.020198950030334006,0.02417581160084164,0.04608263988755513,0.01504331509298137,0.02330902099852731,0.018904477225509857,0.06990669929659316,0.03575578773607367,0.04068184034643497,0.048172832762482,0.021776907838492537,0.06904175336518213,0.05118132935068989,0.04004761856679411,0.008438028799579085,0.008796299820098878,0.031956008939459685,0.011231272116671975,0.07023990094723435,0.04344424045430925,0.03957418217116914,-0.009555645223333312,0.04228848632014958,0.010123476417266596,0.03945702378342839,0.030331765225700233,0.005835295572243256,0.03531029421761388,0.011807848361954023,0.03557327259747665,0.1118412741744216,0.11637182475922435,0.029112904641491813,0.031542751612824674,0.0875770042076059,0.04444676982387708,-0.006622308488552001,0.00516797113952149,0.025640545624051013,0.0396440068250971
Beta,-0.028704585197467804,-0.07871919008027363,-0.11069190486973449,-0.0019423623536362646,-0.05256857823661577,-0.052372171132887696,-0.0033239200003361566,-0.11935536194186674,-0.11774730913609491,0.0510233258298712,0.017458298653581217,-0.02702660882118392,-0.0565059435987097,0.011911802753009439,0.010499550097347706,-0.036540427707577344,-0.010965683758116055,-0.09038283018741364,-0.036542018471448445,-0.10315757689143448,-0.008498477806500034,-0.010348724534094755,-0.003864067424474797,-0.05729836199721634,-0.0017438429008638286,-0.004034044292951932,-0.021949256455080113,-0.021482264716840074,-0.03536854305775015,-0.08910134407306657,-0.0544544955772999,-0.055747542341604166,-0.009422351042430539,-0.009671221884110109,-0.01696806511739645,-0.023148665731812318,-0.008312705951106152,0.007687508507111922,-0.016261360198487947,-0.024267584688912325,-0.04008361435886634,-0.006353896646600755,-0.06035963428370389,-0.011085120098181325,-0.07497127778535022,-0.08978913192305239,-0.010697303178014508,0.01242101307458385,-0.08289271144889909,-0.06365706170371986,0.05471086011046371,-0.056144524724343926,0.02479549682677293,0.0252290193265425,0.0057489717268849215,0.027285141603449622,0.025236477085396523,0.02103551927556607,0.007177311866422665,-0.09536973610022241,0.0364534281603335,0.027134571421479736,0.025016211074569396,-0.009266770494889156,0.050059765415664176,0.03532914829856384,0.04452337535890175,0.033688689311960944,-0.030511038350194548,-0.030930205770887398,0.036530871373902166,0.036530871373902166,-0.014530422754261113,-0.0012899380584368422,0.022058062537550133,0.02219613572956095,-0.029650478752753555,-0.024292817109194634
Filing Date,-0.04374679092452181,-0.029654151395544427,-0.03530320343222974,0.039438954170255495,0.0736320264145531,0.06892069004334495,0.03580055877138881,0.05210941528262454,0.035755612531560815,0.045523883700944456,0.035607132770334615,0.01727242378029452,0.017715338305269886,0.021765075343406208,0.03752420119296264,0.023448084733273145,0.007300978925582841,0.036974850386978814,0.02582473835737927,0.03797821531989775,0.011986231221660634,0.022800359166771627,0.012842416727609322,0.008680587177578072,0.03452089975319916,0.039146168811797735,-0.05581301353398705,-0.05302933416287208,-0.046104646347674444,-0.007243204563128414,-0.0010245978025709025,0.011581019823576452,0.006607326514849526,0.017957757390040185,-0.04731563514650155,0.005544694997820881,0.007396027081431578,-0.03418469916415507,-0.06936046953986702,0.025454480645384976,-0.03298756748311025,-0.0900046916713743,-0.02095446060045669,-0.025615680897332994,-0.03630527841604436,0.04346767059562724,-0.024933459451125115,0.05042321073661547,0.06547484428490905,-0.030938599707052296,-0.013448444876559149,0.014796003665961725,-0.007075359128151225,-0.017473295076852663,-0.05547727871374402,-0.02170128883929249,-0.02043112106483775,-0.022291512654266155,-0.02650317643148189,-0.028822165472113564,-0.013504396389385664,-0.011670316655137113,-0.035494597115589326,-0.05547504781161712,-0.03958912014429488,-0.04457576987054647,-0.06021540394146804,-0.06099610087577262,-0.058198387123937524,-0.05128112665666569,-0.006060105567134063,-0.026143795482751277,0.014393885435004243,0.02043575881573941,-0.061133760895852034,-0.09012111149640598,-0.05080046895966214,-0.05846220351759732
