,Gross Profit,Total Revenue,Business Revenue,Cost of Revenue,Cost of Goods and Services,Operating Income/Expenses,"Selling, General and Administrative Expenses",Total Operating Profit/Loss,"Non-Operating Income/Expense, Total",Total Net Finance Income/Expense,Net Interest Income/Expense,Interest Expense Net of Capitalized Interest,Interest Income,Net Investment Income,Dividend and Investment Income,"Income from Associates, JointVentures and Other Participating Interests",Shareof Profit and Interest from Joint Venture,Income from Other Participating Interests,Gain/Loss on Foreign Currency Exchange,Irregular Income/Expense,Fixed Asset Disposals,Impairment/Write Off/Write Down of Capital Assets,Goodwill Impairment/Write Off,Other Irregular Income/Expense,"Other Income/Expense, Non-Operating",Pretax Income,Provision for Income Tax,Earnings from Equity Interest,Net Income before Extraordinary Items and Discontinued Operations,Net Income after Extraordinary Items and Discontinued Operations,Net Income after Non-Controlling/Minority Interests,Preferred/Other Stock Distribution,Other Distributions,Net Income Available to Common Stockholders,Diluted Net Income Available to Common Stockholders,Income Statement Supplemental Section,Reported Normalized and Operating Income/Expense Supplemental Section,"Total Revenue as Reported, Supplemental",Reported Total Operating Profit/Loss,Reported Normalized Income,Reported Effective Tax Rate,Reported Normalized Operating Profit,Reported Normalized EBITDA,Reported Operating Expense,Discontinued Operations,Basic EPS,Basic EPS from Continuing Operations,Basic EPS from Discontinued Operations,Diluted EPS,Diluted EPS from Continuing Operations,Diluted EPS from Discontinued Operations,Basic Weighted Average Shares Outstanding,Diluted Weighted Average Shares Outstanding,Reported Normalized Basic EPS,Total Dividend Per Share,Regular Dividend Per Share Calc,Reported Normalized Diluted EPS,Basic EPS.1,Diluted EPS.1,Basic WASO,Diluted WASO
Net Income (Continuing Operations),0.022645632155860358,0.03885311822701097,0.011548864715911706,0.08317821246511871,0.03385601291173983,0.23592362577257137,0.07819110728466674,0.15686530102018573,0.11791794513543796,0.14585275331257677,0.16079798676375862,0.15150051846290635,0.09845280486210535,0.09090902209571779,0.11672477715732808,0.1042020762387066,0.015916391528019293,0.09431278723863934,0.02720755821757586,0.1622521274541963,0.006265306453119806,0.015041236395140569,0.0029403070778235537,0.10901593725112076,0.11548875144446842,0.12552975128437063,0.05654570413571826,0.01126740100919598,0.2756200530787754,0.2756200530787754,0.10857533413273669,0.07203416547421994,0.07188418258955073,0.12109532214449495,0.12245956135054085,0.09808449783514728,0.08629785718399641,0.04980445182644545,0.09685785391114703,0.10282794786931622,0.022677490579111823,0.16661532106558077,0.002333079670254469,0.09478767138119068,0.0460505016620898,-0.04008500604102689,0.03307595917927698,0.05160661412147574,-0.042131859985462504,0.03385309316675863,0.049705662498143954,0.008744323399640964,0.05193544364843213,-0.0012050036582329615,0.020421031319362334,0.02464279310369618,-0.018842906693342286,-0.04065121087216396,-0.042131859985462504,-0.02692882415844793,-0.040826145017513756
Net Income (Discontinued Operations),-0.0036595972252981886,0.08279830216930699,0.12088131532044567,0.008819407992683088,0.007164648551867065,0.18009170117469825,0.17748499845665988,0.08650609801434626,0.1803846025136202,0.0791773716510795,0.1084572956088509,0.10825032148824743,0.0919863709907064,0.06523992358588497,0.1082083554118816,0.05754597659929729,0.007188595323640653,0.09607386672001245,0.01775376361820368,0.07945923479904647,-0.010847914560453482,0.02383620198211577,0.13845123514003102,0.13686023392000457,0.09249309354301764,0.05414340391956188,0.026369185610266816,-0.006384925655989384,0.2480659739449171,0.444959160743042,0.05838051698473839,0.059938874616046404,0.057591200251782985,0.06783380337125565,0.07535554906953733,0.09418885191847431,0.08064683276939644,0.14753131122244276,0.10637884207429885,0.07674105624798484,-0.009207062330019718,0.1193840159929919,0.04008879088193334,0.09327447989891602,0.46174475113555347,0.011262768220905203,0.07570533827455278,0.037772537013284986,0.00039326898934690735,0.07674662097187475,0.04645097521439421,0.04264629954426633,0.04049449493256234,0.01911143104991461,0.010900193756385644,0.03081250134342913,0.0004930616963200931,0.00861759046778602,0.004261452866611906,0.02228865871625017,0.02924339847128616
  Other Income (Minority Interest),0.07246801221427673,0.03341575834167687,0.05643953853122466,0.010631145660817461,0.02009457593425477,0.16827975325551353,0.05881756551280171,0.06867556055749725,0.1665034506320957,0.19764609376940723,0.17363323005590794,0.2009440289971899,0.3057164233121665,0.1469643936152042,0.12153852667537736,0.14739523453484094,0.07860176119276847,0.19320253285882422,0.07650674300858427,0.19087121681721592,0.04379974940241727,0.05576953490247853,0.07792188145548296,0.11632844387618863,0.17649650585151005,0.17833262770523758,0.13629668105683043,0.14868191473671633,0.12806540708152095,0.07387149586448215,0.28920362716768694,0.13183896845220788,0.09782285700248472,0.14564916628780672,0.1305501101846775,0.11400743551082038,0.10568001911061604,0.12966379294114386,0.035405716001648976,0.19598568468057054,0.046472155465932176,0.08565247499706104,0.022304285744253985,0.034294898828430606,0.012301948773173749,0.013372270007232546,0.006124072809054122,0.00014896708773810092,0.011085394169001932,0.007934030643220695,0.0029214519268418605,0.0341097475391215,0.07498500346435515,0.08333172317643084,0.04467491901276462,0.039109236733530395,0.04398073099485379,0.005186849644445719,0.009388958778887693,0.0016707953378618198,0.013856374261041547
Net Income,0.06324056876317681,0.04546690427538053,0.05565166650968685,0.09542804859429158,0.027505479888512353,0.08555888456449982,-0.02059659370843563,0.059101346975517326,0.10176023432682293,0.3599270659966324,0.3534146291867748,0.13767800095143673,0.09876325128583581,0.2829644585002552,0.11434214961271523,0.015417918833730424,0.019905059898250515,0.07027150480828577,0.012259614193654383,0.15413371067158949,0.012498517800599277,0.0036683507248063013,0.0013036725017567486,0.09336924007086712,0.10497405133096988,0.12725170227121455,0.11555125230125743,0.0030126202050793846,0.46467392375341676,0.4647467584178997,0.4344321880635378,0.015040319388889032,0.022252202542032383,0.49132148140514753,0.4786808248612913,0.06956105823544351,0.04860755606725981,0.03873424979988796,-0.025008696013821573,0.16029428514289035,0.06429444998188352,0.019182724671509672,0.0014480350222544755,-4.925712929008301e-05,-0.020233045267028158,-0.022386078189373777,-0.027817691029581013,-0.027211261312435064,-0.028233441695495846,-0.03237267830076011,-0.02591493540857137,-0.017885819642415025,0.01494072450523232,0.022343745863723435,0.002813621165500335,0.009064415176189188,-0.011654816980127889,-0.015119226159932522,-0.03320660778066411,-0.015194907964400577,-0.007563443941384912
Net Margin %.1,0.06758633369044942,-0.027392382484157606,-0.011053886110036637,0.10101304135239683,0.09558311859998889,-0.015177963022086434,-0.018147161623475704,0.03516366050104674,-0.008201909328848036,0.12556253972361325,0.07929029743041635,0.037376030599602685,0.000715513353379724,0.07870174129998671,0.0260367566244078,0.03297027604381954,0.06118610768607235,0.012156723338009209,0.043057618640646854,0.03387615534200738,0.027032523192088445,0.019770067896728662,0.003455761826298428,-0.0008423114574827239,0.035263849284868136,0.04526314810092946,0.04415494826867713,0.010951679099298567,0.04208754187510428,0.04162853122344453,0.0469822462196219,0.01420811645482263,0.013771406363179847,0.05975330395058284,0.03828139413459787,0.0073109966928399705,-0.025897523943013458,-0.030375650553947767,0.046667897080019165,0.03341148722080628,0.059665312541361655,0.034378958881269156,0.07595560476042543,0.00857190564807268,0.009374151836571169,0.04384373489127286,0.04786502644765176,-0.0020692495574723517,0.035130065306393135,0.04124967457070177,-0.0033807955446487313,0.041397943030038596,0.018504810015608854,0.037423219354042275,0.017500631554213626,0.024578322551066033,0.03238413457348454,0.062314968163069764,0.06342052826448116,0.040692284959901626,0.021317026796098926
Preferred Dividends,-0.026934382122085668,0.07815994488269709,0.07879072695959854,0.023286453031621124,0.020864080495680566,0.07994444327052548,0.09513404512015192,0.0433643051835876,0.08439889065406582,0.042412574051016914,0.027409292817125213,0.04124073970744267,0.06999770010124615,0.017302404001535654,0.2155218614542272,-0.040560975046810485,0.032790054066687835,0.011196087875044048,0.019419420495618695,-0.007657053976815605,0.014180416611243684,0.02776918108073838,0.13315719893133832,0.04672105402997965,-0.011077044592671226,-0.015081241399325113,-0.016112256559610395,0.05695624356336927,-0.0189596446061607,-0.013322799868241572,-0.02523722178791057,0.08611473079161171,0.04041202719517162,0.040728041345644235,0.020800873525015456,-0.009922788203156402,-0.009081311009472862,0.0825275027323528,0.044335001283118666,0.03897820208583235,-0.007270957718247795,0.030153028061365755,0.04370282443181432,0.02351892982929012,-0.007007488409244957,0.016006304117713567,0.00681117689233789,-0.00716916692249665,0.049105966982200884,0.04460088203422049,0.022048550921996757,0.0472354914242179,0.09827605827979771,0.016606583979413,0.24730410825839103,0.08376181781820861,0.04680225092153943,-0.006741670866875186,0.04302521011338961,0.015428522768021688,0.0461430843166267
EPS (Basic),0.06818722955610163,0.017217786976560897,-0.0009118074191341212,0.0740806301459839,0.14130494232737634,0.012995151365935821,0.010732394564565111,0.05042708471217018,0.0049230661419951615,0.005475375601495547,0.028810968862685343,0.007365149220433229,0.07247694739771687,0.055369331279075076,0.030353780124423007,0.03142991186066375,0.04653285826581404,0.039346192127225794,0.06609600743402481,0.010179007128346526,0.10293830731362959,0.02357852705323216,0.027276284419162692,0.05767305860597507,0.0905841253433177,0.08979762129279455,0.05799396409288132,0.05981996151200779,0.026240333682281153,0.020137420687838598,0.017742224836069576,0.05210269539141357,0.08867480608444281,0.023847648739763513,0.023532881465686536,0.07119151861094257,0.06672366014874001,0.019374000878115874,0.031971048150943426,0.08530803178880143,0.06136046100711163,0.013951067765124999,0.0631438318749253,0.08858947755360706,0.07432869417246445,0.6129244927798543,0.11664069290622342,0.10545918242918599,0.14961559543587494,0.10387582086357573,0.07967029295000304,0.08513405573081183,0.035812620525580784,0.14940480351541416,0.03373574740709553,0.06593017066552884,0.13045860330035394,0.38560850404234454,0.25053059379170156,0.15198711457175765,0.11891862392982178
EPS (Diluted),0.06925874515375076,0.0631063731664697,0.02918529615934816,0.11309980333491042,0.08899713118711973,-0.005004179320598217,-0.005630496346944203,0.015250003073328534,-0.01997066604193137,0.005783297742319688,0.03815629612749079,0.02208161137427229,0.08030702748339028,0.05564614799100869,0.04386447430426156,0.028407100451121634,0.04688100924965181,0.03946407369947802,0.06718434409694639,0.010455823840280138,0.12326033092183046,0.04108999000982676,0.05291485472019422,0.057590264253826934,0.0723415911038583,0.08892053423789739,0.056170546721177425,0.07996916919909482,0.036008286001074925,0.0194658364502783,0.018198630772391623,0.11158268629082979,0.1244774469543586,0.024709653527952114,0.05240659152888758,0.07787491798352818,0.08663881576537072,0.02956464963960827,0.043471181649605145,0.08592419277848516,0.07527232458995636,0.04449847729614674,0.09205683254672987,0.07234732878804763,0.12691227162339588,0.3019954074327485,0.12522094578258944,0.14876265775462696,0.3200545518156602,0.13035687799217452,0.1488240425918763,0.04660394101014047,0.11567827990477837,0.1631729827096484,0.07465615072907135,0.08231004348015458,0.16828404228845573,0.17024390739489,0.3284404234030599,0.06284410354453401,0.16213691019180657
Shares Outstanding (Diluted Average),0.0027158125471518054,-0.0244207938009628,-0.01307669320415352,0.010202084585395912,0.015763756271953932,0.006671333094088849,0.008140099193336171,0.04548971666441185,0.030752538789570467,0.02620026947207198,0.03221779820112745,0.03838176280364786,0.023274541529211525,-0.0012602299696060065,0.0899452312258449,0.017983329032899474,0.09981511309809993,0.018785350044674364,0.03155248026661511,0.02599890251669702,0.02701408687016053,-0.007966149042385566,-0.03157177556322152,-0.014371532946527295,0.0341462028033169,0.009116707083154145,-0.01263524008922058,0.08336033023430528,-0.0059462783828505205,-0.006559338174836186,-0.015707670571018652,0.10613029023221843,0.04141313944516822,0.04755627826006638,0.08805819593755382,-0.009067641736111581,0.01658082129077197,-0.013766590642329641,0.0179323436809096,0.04441684859995793,0.03525137371651863,0.051022803959360034,0.011892083246520777,0.021104818220485263,-0.0037089505785559843,-0.03451261899958295,0.006136788932724566,0.001483730718373884,-0.01979310023138428,0.02097076005878601,0.03445972455586252,0.2774349869652022,0.37470228178149667,0.0438166025475227,0.10139168619444439,0.11094858642732844,0.08249641839844032,-0.02944248767982661,-0.002253378038355102,-0.03452860129660952,0.05215853088538877
EBIT,0.004113748545191717,-0.028881842478861428,-0.0214887150828151,-0.011693468429766297,-0.013201316451494253,-0.014176464079244671,-0.034502955502479456,0.008212367195889109,-0.015800263582760644,-0.04724281196072365,-0.024711027814570987,-0.046432054659910266,0.010033934012800613,-0.029234610185244304,-0.013638882200896336,-0.024115488660275956,-0.019415108726110856,-0.0455708653541,-0.018812625079138785,0.02948960078804093,-0.0004352972980520807,-0.013038775146792568,-0.04093317608420621,-0.02833037800255507,-0.015272915280859115,0.009661256414841522,-0.03434620787229677,-0.010954158442385942,-0.017254917750153927,-0.017883868588859472,-0.04025763950564235,-0.02131825322062525,0.00599722511425095,-0.03689249677193517,-0.034875219991103545,-0.029543224723576955,-0.043521668071922315,-0.034513104452937995,-0.04609259951152386,-0.04278477163377742,-0.014537635312405029,-0.04522134529544823,0.4433096016440146,-0.030270073250271066,-0.02062047670086888,-0.00537669360824561,-0.03032992720032215,-0.026803702683321537,-0.02380898212914098,-0.030754020831346318,-0.026803702683321537,-0.04652139332129751,-0.0486125666334716,0.012943638567066535,-0.01270771272347954,-0.011103687862502872,0.007670977684318281,-0.025429828524048903,-0.03012790786902616,-0.02303055378549458,0.02012629722173567
"Depreciation, Depletion and Amortization",-0.019073493322246164,-0.04997762169740958,-0.05395342522204717,0.0030453671119961617,0.01847333481569775,-0.048093339614275095,-0.02867373576742639,0.04998556242187211,-0.008601236333805076,0.040123263588528565,0.03719738965728403,0.03947844661519978,0.0056987175041363,-0.04059036511149569,0.044118710829047,0.015984461964684428,0.011206710462877802,0.001689992775894123,0.032823808362438985,-0.006099459717718518,0.0757890240789994,0.038562348959549145,-0.024040018308368945,0.012616544852349521,0.03371143235847611,-0.0196159044290105,-0.014902383144122807,0.026236361532030423,-0.009007829884161465,-0.005277368574305935,-0.024072725039961208,0.06515337425576223,0.044358357659007266,-0.013931337276697854,-0.01945215671626184,0.019530023302948625,0.021863752813328582,-0.04367514591801312,-0.008039120797168038,0.04375788283674657,-0.0026710093966855466,0.05683963267630442,-0.008965952596144166,-0.002210918135972549,0.012931315353833238,-0.033806153143347936,0.011359584323773134,0.02556981845838499,-0.033664164381147464,0.016026143804187223,0.02075431178072166,-0.007279266514673435,0.054868497254598386,0.04424938185847476,0.040948266698304654,0.036005583421005447,0.05572062163985361,-0.03653903299585007,-0.032787050421880265,-0.05270204911331613,-8.887457909058979e-05
EBITDA,0.003580427772302257,-0.006674739240577965,-0.00909048548631877,-0.013610025768108512,-0.016180931923190395,-0.01291775674646575,-0.030903300768531955,-0.02971705133975845,-0.016012268265616893,-0.024391003510284993,-0.002210234984493194,-0.04418999390459122,0.009305860484361564,-0.013433097637076383,-0.0080897030471518,-0.027217733533622286,-0.022162634583217374,-0.04374204984780628,-0.01513827366445838,0.03185497004344804,-0.004391386742132308,-0.011992946022468299,-0.036310668450297845,-0.027718106485194727,-0.010427752078109899,0.03399032824361859,-0.023775623286740283,0.01443089667122824,-0.016967199384857783,-0.01616991480156063,-0.03922427117409324,-0.016343303420915604,0.006087604595248718,-0.035899500669484746,-0.035786038377206564,-0.021485359028770516,-0.017192629297404324,-0.032930904346634156,-0.05101590734372959,-0.010634489214418114,-0.016131459590641117,-0.04246237216246153,0.4734913109805733,-0.031520144787554154,-0.013819013622152907,-0.02811013307982005,-0.03473150432858134,-0.022309775426632327,-0.020606811036909183,-0.03078887172776568,-0.020409150009860863,-0.050299198843097456,-0.047753103104790036,0.014723877186633982,-0.010100307722735086,-0.010926051646247754,0.008504957237632296,-0.02271260688531318,-0.021601333330405835,-0.013844425571857177,0.023488522537935704
EBITDA Margin %.1,0.07222000582008804,-0.022524158687535007,-0.011904604686987707,0.09809053907308404,0.09602562421593511,-0.015074875152591543,-0.020667885840844044,0.032819825410202536,-0.0012561767928861278,0.03787803723188245,0.02688333871844281,0.014328791825952718,0.0010769458576593153,0.046187371474346185,0.014951340880280557,0.03654888194151866,0.0730999709424417,0.012459269299974169,0.04381692870006454,0.03439708684521391,0.003110159816896835,0.019995109281136583,0.013319030503716382,4.8597746088682205e-05,0.03381694847696439,0.04726553950649972,0.04489585451189938,0.011232320430296433,0.027171950931060358,0.031230152755622877,0.027173950591230418,0.017785254574859966,0.017567373472044227,0.050197129867532095,0.03514207601315864,-0.0007517093508596426,-0.020582527039883274,-0.02770873590746507,0.05138781968935685,0.03614230762575661,0.06116859440437786,0.021865907199063134,0.12690842754209372,0.01174692276014754,0.013025019225639475,0.03618014893594311,0.04938140556476594,0.004553280460993697,0.038722024177924225,0.046572569710325834,-0.0037497679876093036,0.05412646945019618,0.020462151964466064,0.034170503435239724,0.011843438646654063,0.022963695249483163,0.024911344392641293,0.04623014457999333,0.054810062169632336,0.041303464204537864,0.00993003642466647
  Cash And Cash Equivalents,-0.005709870087215545,-0.003377270434824773,-0.012210737925362224,0.023094156474702855,0.0488213638285211,-0.011049771405128936,0.014800766362868773,-0.001978509106994303,-0.0038907506419397775,0.00041502743470969543,0.0005407246121835107,0.007893693418133495,0.029553653398946077,-0.0037247515197206603,0.053149328705812585,0.014228597236260973,0.019042129526687414,0.00651439505787914,0.025500659340506417,0.012099685298119299,0.023905808548096485,-0.02997682177844118,-0.018410774448243312,-0.014037190758701797,0.030212914496877886,0.008887942041881446,-0.03089818005460631,0.045888031881503116,-0.014324849500589158,-0.010121021836433257,-0.02485803397106506,-0.015110975887844344,-0.019833823405793653,-0.012971978593721626,-0.012244092919145674,0.0035656247723483683,0.013567833557063999,-0.010882274167759042,-0.04467913680416864,0.011509843146259004,-0.008802754340989493,0.005041585060760925,-0.03239587458488864,0.009997853711027186,-0.003288954871393705,-0.028040299171508548,-0.04182906611842913,-0.01545856124247351,-0.03932881753661711,-0.04222867372180636,-0.01148885833400182,-0.041266519819009584,-0.02450065656996417,0.006253057954206389,0.04004410804406489,0.04822512706698066,0.026680097826934056,-0.04788518655086243,-0.04186658506492309,-0.03774357417296758,-0.005341878295809558
