,_PO_,_PO_.1,_PO_.2,_PO_.3,_PO_.4,_PO_.5,_PO_.6,_PO_.7,_PO_.8,_PO_.9,_PO_.10,_PO_.11,_PO_.12,_PO_.13,_PO_.14,_PO_.15,_PO_.16,_PO_.17,_PO_.18,_PO_.19,_PO_.20,_PO_.21,_PO_.22,_PO_.23,_PO_.24,_PO_.25,_PO_.26,_PO_.27,_PO_.28,_PO_.29,_PO_.30,_PO_.31,_PO_.32,_PO_.33,_PO_.34,_PO_.35,_PO_.36,_PO_.37,_PO_.38,_PO_.39,_PO_.40,_PO_.41,_PO_.42,_PO_.43,_PO_.44,_PO_.45,_PO_.46,_PO_.47,_PO_.48,_PO_.49,_PO_.50,_PO_.51,_PO_.52,_PO_.53,_PO_.54,_PO_.55,_PO_.56,_PO_.57,_PO_.58,_PO_.59,_PO_.60,_PO_.61,_PO_.62,_PO_.63,_PO_.64,_PO_.65,_PO_.66,_PO_.67,_PO_.68,_PO_.69,_PO_.70,_PO_.71,_PO_.72,_PO_.73,_PO_.74,_PO_.75,_PO_.76,_PO_.77,_PO_.78,_PO_.79,_PO_.80,_PO_.81,_PO_.82,_PO_.83,_PO_.84,_PO_.85,_PO_.86,_PO_.87,_PO_.88,_PO_.89,_PO_.90,_PO_.91,_PO_.92,_PO_.93,_PO_.94,_PO_.95,_PO_.96,_PO_.97,_PO_.98,_PO_.99
Total Stockholders Equity,0.02229121129601325,0.0378064711837501,0.016270856413576767,-0.01393735155988015,-0.02914456903136641,0.04509765345948781,0.03771732559703333,0.011257665161191916,0.03829536380899901,0.04839069246399556,-0.006784327200773188,0.018410761411725082,0.002386525875924057,0.043091186239694816,0.0019578725420838342,-0.02847574480011577,0.0018144960555402407,0.010080690041603804,0.022575810810309262,-0.0036059527885689245,0.016895146530423497,-0.0013634710095811566,0.01747032273953883,-0.012374084859314936,-0.0030848317395530886,0.029072045699536517,0.02787095202438478,-0.017438083943681282,-0.016317820617490698,-0.004856561760768557,0.01212931733267107,0.024241270667861428,0.029811339050554483,-0.005127641451434831,-0.005832435356799025,0.017404516476382213,-0.004519879374205184,-0.005781646334175846,-0.004295619488840934,-0.008212483656158308,0.022831917503577957,0.025535083032810525,0.019129284125957394,-0.001162828118336304,0.02351616926045885,0.026126793263602333,-0.0012623643946307519,0.0399331164620618,0.019129284125957394,0.025423260401122152,-0.0067299049681167865,-0.008212483656158308,-0.0053284614541795425,-0.004366100927899165,0.03597987213117353,0.032121622819959235,0.030666714475491567,0.019896015260053884,-0.0009390280437197216,0.05888260737591942,0.007247577537942959,0.00758487005196155,0.05908139828565955,-0.004522721584779033,0.006833387683547852,0.009075087901907135,-0.003982133763742509,-0.002766243197916828,0.0063663460624798955,0.06735059788625816,0.01079578677241562,0.05664042726033183,0.058950439731396055,0.059534679563664324,0.02772245460015407,-0.004745193417950725,-0.0054007693275319015,0.0133323522911391,0.059534679563664324,-0.002349534893315122,-0.007210977080578116,-0.005781646334175846,0.009435715685976929,0.013873826896586864,-0.009641691241335315,0.03395264571086181,-0.003369609838179587,0.02872641149641626,-0.0032469943907026803,-0.0032469943907026803,-0.004894850027546973,-0.004142756425044081,0.033187877909550516,-0.006427387951815968,-0.019972023351932575,0.03302543226613354,0.026126793263602333,-0.009377037501124877,0.026126793263602333,0.024240557969665278
Minority Interest,0.005081921773221387,0.002773044621186077,-0.02770986116731241,0.005356471642460906,-0.006186874143410638,0.00466638621925335,0.004747880302706597,-0.019814902658759462,-0.01456497535758719,0.007898712070397123,-0.013806843582837357,-0.025636196790446212,3.096150473345764e-05,0.024020954202608216,-0.0004903519432418926,-0.004508742434868497,-0.0150307656885115,0.0017962891005899176,-0.0317260532875791,0.013748196035530442,-0.0007243235972604605,-0.02147912411124858,-0.012466808246070212,-0.002194851336236119,0.01350028977051665,0.0017962891005899176,0.00017932071594856233,0.008648341355601722,0.012755376449017437,0.007320104782094142,0.00678764891714055,-0.01064018683006936,-0.010333778677395431,0.01198780699878076,0.02092133602980375,-0.008372544642187951,0.006722761468406655,0.002211522435516388,0.015591292667769678,0.020923299761706666,-0.004198651220474411,0.00017932071594856233,0.0001968036833112554,0.006028881617883819,-0.017638723437171416,0.0016729715648778193,0.015677752373889815,-0.02481965608529708,0.0020160334019060874,0.003018766500443604,0.02114861380545221,0.020360902788664106,0.007432507216593496,0.015082988219394413,-0.01527937633906615,-0.02658133467229343,-0.02721106983072303,-0.002144972197035017,-0.002183957068119,-0.002847263490485568,-0.012860852695826444,-0.010352031709663336,-0.008349269626220745,-0.0010782000715334758,-0.010743745902760412,-0.003247679406582892,0.007477449354588829,0.015553208706923973,-0.020232270456364033,0.022882504778349664,-0.01006381930844775,-0.008236358016974562,-0.0027955327212110664,-0.00878068547683202,0.00027315341947331496,0.007422101290127584,0.0068887677488817115,0.011756774936389058,-0.011839063189703843,0.001323427559015379,0.02114861380545221,0.007545418825839681,-0.022098453343212258,0.013676733224555494,-0.005189952800715074,-0.02001903040044371,0.008728215493618208,-0.013707106268879828,0.020237348328184284,0.02429544437078578,0.014288947246393553,0.004496916670330709,-0.02043277770747383,0.013995712931471681,0.004642468535402527,-0.0499024661138776,-0.004798073243747522,0.0028526462298980246,-0.002936673817284138,0.00017932071594856233
Total Equity,0.03964275391470371,0.0413252583351534,0.021717392270617097,-0.00558730498317172,-0.006476352544313023,0.040899636939103916,0.038491532087769,0.03656158972755537,0.04261364002673975,0.05604573732841948,0.04480069339217986,0.03106635714497332,0.02296998784904973,0.0638288743126144,0.024031578728441146,-0.011303204584640798,0.0199622491443904,0.02705350103061322,0.022430989758940936,0.017894284120223144,0.024083876523541804,0.007141310558276924,0.011622178211693047,-0.00017406885323393851,0.017721988253071756,0.027216790397455753,0.027293853423059868,-0.01043043937599624,-0.00332217225234868,-0.005801724320849566,0.02642000022959209,0.031835328347004754,0.03212622929471364,-0.0016174152275933865,-0.0016862483080578709,0.015105490098391058,-0.006076499798673403,-0.006006572479273593,-0.005777731949473912,-0.0018949556417607498,0.02705350103061322,0.027110591881824454,0.022354707162138557,0.0056564686371239885,0.024989905288798204,0.022318062065779444,-0.003198522077792003,0.04258401283063109,0.021964562680815397,0.027110591881824454,-0.0002825069232350032,-0.0020152058381298636,-0.006103326872615863,-0.006515779321063463,0.04190246684315149,0.03348283375109507,0.03311184902313394,0.027346450557715726,0.00146301559889393,0.05601184020765181,0.013013881786268748,0.005998205458972004,0.05609756142002855,-0.00031979277185226543,0.011335569963139632,0.017298695046839188,-0.006477843967638999,-0.002418200656511982,0.038052079854820654,0.061689261302982815,0.03329046487206783,0.05545883149262923,0.055601662008080685,0.056792862440175396,0.0281917700746662,-0.006076499798673403,-0.006281347225492515,0.014970558959260956,0.05621047302927474,-0.00043221283853861307,-0.0020250633164570803,-0.0069233365134234014,0.00790814452621538,0.018423372280351354,-0.005518357883694784,0.03847613054766614,-0.0030579142805777053,0.028783067914637837,-0.005913457438590775,-0.00568622670868692,-0.005859062908946503,0.010644833204013632,0.03622048998713999,-0.0014158436558425564,-0.003138713299034915,0.03870511699663853,0.027110591881824454,-0.008192485038324988,0.026473739561350636,0.022318062065779444
Equity-to-Asset.1,0.047696240548973166,0.06309549652273755,0.03607288829217382,0.07451357005450397,0.06294332952565457,0.07167067962919758,0.07441101919478481,0.03389434334324645,0.03607211704929998,0.08198544557874642,0.04029651457319575,0.0466552829499378,0.04837355171378331,0.08221182005131378,0.038497180954920204,0.06684379209426292,0.045350628975646214,0.06187022186880594,0.03551293411484828,0.044251852745588995,0.047472956934189084,0.045190577508056044,0.044734866189082574,0.07217533055555561,0.03926315114252726,0.060148345538881265,0.060148345538881265,0.07971673684495631,0.08551762704748742,0.07343471524989095,0.05416990166425821,0.044802781744855524,0.04976229086156934,0.08827363948128594,0.08711922516161195,0.059182543443926795,0.07390393946551473,0.07284821240127243,0.0860657481917583,0.08711922516161195,0.05892483595547235,0.06094763336168398,0.03808449183211475,0.08596127796367406,0.03308870243423555,0.06027166307459336,0.07477882981916567,0.038780259680236795,0.03808449183211475,0.05989700497684802,0.08699590762589986,0.08838854580442176,0.07323452910885442,0.07274036437983962,0.03362613177557008,0.03493530482101872,0.034977316799534496,0.038449648936872347,0.03663073369571927,0.06592512786562976,0.06387139626228293,0.04281697595566305,0.05439999972787445,0.049988754381268666,0.0430408286651518,0.05479513909529081,0.07684831936821086,0.07468923249284475,0.03012725589188896,0.09413799264347761,0.0420597053672643,0.05768829695849548,0.06580181032991766,0.05247820098482304,0.06027166307459336,0.07631435296606792,0.07666965376803753,0.07563446319681522,0.054056278569732115,0.04901616973103647,0.08376096910775324,0.07884825408087685,0.04202422002477282,0.04361242255273524,0.06493494390854188,0.03386627498319175,0.053313335891365735,0.03931551089837214,0.06119514972154607,0.060358864710259384,0.08800223636281776,0.0673867986188269,0.03304165938109777,0.08615284122117466,0.07474320627354991,0.03360177180223272,0.05892483595547235,0.07987333268096183,0.05989700497684802,0.058826421026223936
Net Income From Continuing Operations,-0.026060556179014673,-0.026211001442344284,-0.02408689695909886,-0.03376364464010016,-0.04875561373434461,-0.02481949791576251,-0.016224338742562166,-0.025106644016112324,-0.04258712640675313,-0.02068360068007613,-0.04694893573377379,-0.030530875242321353,0.006818869487486842,-0.00761685120106482,0.00916679185478125,-0.021381877927847764,-0.020877789870275408,-0.036368759043622675,-0.03834488626498659,0.005598198206912208,0.006818869487486842,-0.030040220140603206,-0.023099567820583755,-0.04425241790532948,0.008008321434164547,-0.036368759043622675,-0.036368759043622675,-0.03542751907145386,-0.03175182101125056,-0.03381899270456141,0.0005382213052101737,-0.0175552335552633,-0.018411033456008915,-0.030256729444770925,-0.029535041828370523,-0.014457690793697603,-0.0317394137222748,-0.03381899270456141,-0.028194479436915602,-0.029535041828370523,-0.036368759043622675,-0.036368759043622675,-0.006386622243411222,-0.039416627064967756,-0.024596855770526733,-0.03388146758434011,-0.024561341489602664,-0.021391957355027587,0.005767964627883072,-0.03388146758434011,-0.028324333884247814,-0.019902125175552066,-0.031852325331520985,-0.024596965035218417,-0.0483469606645602,-0.023945784083767897,-0.011202598438956315,0.01274872936682804,-0.006946841327469529,0.0023205532593296384,-0.017408792939640316,-0.029269894153958823,0.010365149565813914,-0.005448501866817791,-0.02581376406226607,-0.01729619149547537,-0.020885696327972096,-0.0029070991417255105,0.0034311518178190593,0.014956742485327645,0.0028796085026965342,0.011724456505446179,0.021008597666090315,0.011724456505446179,-0.03462857912956615,-0.020807833604602637,-0.02094104439243334,0.010769928625117468,-0.00611796649695565,-0.023766633160865476,-0.0281392438660734,-0.032693490484810905,-0.030153131749849387,0.005598198206912208,-0.04827524781420972,-0.04985789276851951,-0.007143814787614162,0.002604848496344422,0.0015019673673646317,-0.02061068711880259,-0.028817882284095146,0.0019070045193998316,-0.025859626460043084,-0.017523440750344187,-0.01575003725345816,0.0036367882658679936,-0.012092061466512883,-0.02103479655974481,-0.020609790953393266,-0.010638905630837529
"Depreciation, Depletion and Amortization.1",-0.021112465289969566,0.0033907649502921662,-0.026372349907480705,-0.019116528535089883,-0.036955323142463074,0.0012541531746035608,0.0008039859032409623,-0.0031013935723967923,0.0030402827525645394,0.010600147170780446,0.0037494025612015225,-0.0042379497554873025,-0.03626654036292351,0.03447429478302919,-0.035972519079569026,-0.022114059298764907,-0.0134923977183612,-0.02148010489261781,-0.010877562167982269,-0.0300508123088905,-0.035185184313304994,-0.009429686735860882,-0.008209098127203126,-0.033859502581659776,-0.02311322461395169,-0.020864188167151458,-0.021794872166694786,-0.04517415512137979,-0.04067247056183922,-0.01753507090188905,-0.03326232199220831,-0.008957760939548727,-0.018277098675877117,-0.03856920797963913,-0.025441508259686326,-0.020058465007614955,-0.019655167426910397,-0.01895252781964062,-0.03963170290951075,-0.024984816026259484,-0.02152472690755802,-0.021209959633481042,-0.03303729806191466,-0.028613323372667487,-0.016917903099885483,-0.021650424085031834,-0.017382094360329985,0.0034057054365196986,-0.03251067850908801,-0.020864188167151458,-0.02556720543716014,-0.024549798555813393,-0.019065439428886805,-0.015997955170632187,0.0022241981578812577,-0.03507894622275316,-0.034749988692681165,-0.02625719291031923,-0.023019218270507947,0.04481908498410677,-0.019422050861755094,-0.04377415085988525,0.01930866550154789,-0.024189401931949656,-0.00035323156752445654,-0.027640105084607222,-0.019474122184975334,-0.017248169228483448,-0.0010859367545329357,0.0362722643092118,-0.014439084072028112,0.021036064179712228,0.04096543704737802,0.021505217563555782,-0.02152472690755802,-0.017429320206329053,-0.019655167426910397,-0.019999223079171277,0.01903143262947092,-0.024787696639277115,-0.029145132748140016,-0.01875801074193276,-0.010604748375274364,-0.03080744485137516,-0.038190452581240625,4.928573464881882e-06,-0.015132267370022216,-0.01096721561127856,-0.015064354974707001,-0.013901002683997278,-0.038104551695320274,-0.0020121163152659965,0.001418636736879422,-0.040539912518762135,-0.015638099848030346,-0.0010859367545329357,-0.021794872166694786,-0.04723582670690874,-0.020184518504044086,-0.02152472690755802
  Change In Receivables,0.00836105713288437,0.010778526925694336,0.019973146488209043,-0.028446285757866563,-0.03865938812015319,0.008184807847565206,0.00875792076826545,0.0038282106797556384,0.0057344346436752425,0.02632688431146737,0.007399993060184508,0.014013084840131307,-0.02279371753589022,0.035857777618677276,-0.022055525444078333,-0.034955701334369524,0.008452480354975745,-0.0035412141389957364,0.0065037348806789705,-0.023213888714941008,-0.023058164839739558,-0.0021480280777404727,-0.0009448603681980095,-0.03150846971034153,-0.02347833447920566,-0.0035321300663046055,-0.004748089509311297,-0.03445347406288975,-0.030283917918641858,-0.028675789121326102,-0.0002821018858649429,0.0006915642063166113,0.001237150654506441,-0.029293399467919503,-0.03237778979760189,-0.0033991843548129507,-0.0293484705370778,-0.028172676292255807,-0.02766645124858464,-0.03270674732767388,-0.004622392331837482,-0.0038686058756373263,-0.01993557514042544,-0.031743081699738405,-0.006786927244145076,-0.004152315434897289,-0.02422132555213223,0.00689007703774443,-0.021473282254546127,-0.003961853591430926,-0.031079799108339017,-0.03328913673857454,-0.029071237665000832,-0.022119639972995847,0.005774546095062209,-0.013918794515557963,-0.014672580971758113,-0.021431543551665815,-0.034915550391109135,0.02908607746054005,-0.014630793728461109,-0.009942742479024855,0.03874583800782157,-0.041930882021696314,-0.008711798888393286,-0.012000907996711331,-0.028446285757866563,-0.02395572473777492,0.0029858014131262135,0.0359834747961511,0.002361086802474426,0.03819027567086336,0.02954276969396689,0.04039961330109888,-0.004622392331837482,-0.032759033697220455,-0.02850163382232781,-0.01960487582243532,0.04039961330109888,-0.04314801862291109,-0.03270674732767388,-0.02765860626091347,-0.0014426929955575233,-0.023674552527938073,-0.03631466112921654,0.005809365656018891,-0.025425065092253934,0.0007638357159155426,-0.024054923540275636,-0.022548225517309888,-0.03353504714927262,-0.012619375105997062,0.003699391336272714,-0.030170243857055155,-0.02346470849367975,-9.159993237248427e-05,-0.004622392331837482,-0.03341925295480672,-0.0034263793707446106,-0.009202921126214434
  Change In Inventory,0.00025297933327144654,0.018457274575826695,0.001381497204622148,-0.004382093311552562,-0.009363598213282621,0.01913557687722911,0.016351742122104666,0.03132627488053814,0.03386949309042296,0.020346824915085757,0.03504425856206688,0.005904574987593235,0.000601374483607111,0.031117556863571295,0.0018311498762857079,0.01003340767361133,0.0037779105156305294,-0.002568171253528326,-0.0035563441465795466,0.012371613367992914,0.0037373500175933412,0.003563083335712516,0.014174190011506885,-0.006626813258081696,0.01244854869564332,-0.005415855412771368,-0.005503635631296055,0.004184142093113066,0.008530056317993036,-0.005351182897514248,0.010775095006163568,0.009337151883351075,0.006346503479028671,0.009620401541611824,0.008978295492105215,0.022279667854089687,-0.005351182897514248,-0.00487256455983255,0.010856711782631976,0.00793962299751217,-0.002568171253528326,-0.003628615591962866,0.0032771451171587735,-0.00341213043087313,0.0020779272381154157,-0.003972465802356931,-0.009286247659484805,0.03255518813496317,0.004000950283669227,-0.002568171253528326,0.008773091538767944,0.009333596294074818,-0.006680862298086487,-0.009448115064964235,0.030164406721007488,-0.0010124597446500342,-0.003219017516180641,0.002304763781627949,-0.0034658496417232826,0.030098361913174304,0.021023606183111165,-0.017890511841289328,0.04069405660100198,-0.017170175596851214,-0.020663466604267686,-0.005755850063193046,-0.005295834833053003,-0.0087474910098724,0.03059577122013761,0.03326699473184999,0.009803479197067012,0.04126547645752159,0.027658448783898542,0.03822833740846098,-0.0021935131557829918,-0.005351182897514248,-0.00487256455983255,0.027484157634943957,0.038924633512127695,-0.015121010731716188,0.00611065830359323,-0.00487256455983255,0.00579243356639775,0.012024780226321367,-0.01011618808021752,0.03080901127605793,-0.010544103169541158,0.008032386698579128,-0.01028575099119527,-0.010348034421222207,0.009635352433295276,0.01690322045965595,0.030745677948879,0.009228229546261228,-0.007916403004514192,0.030883691824151443,-0.0021935131557829918,0.004901242684425464,-0.0031862298844765585,-0.002715267555072065
  Change In Prepaid Assets,-0.04433526657903089,-0.042233912083485065,-0.04122740416352659,-0.03687151911411863,-0.018952212940669087,-0.044260717304158245,-0.043071507598500355,-0.03675210411453186,-0.030311588762871284,-0.03497872849426143,-0.030966595306471036,-0.029085707334083475,0.07820677984778651,-0.037136052707567285,0.07831098578247006,-0.011093283172406388,-0.015299526303319978,-0.03623505018575294,-0.03476935049749745,-0.045306865145423085,0.07994058688154473,-0.02763770986300511,0.06139496922495259,-0.013641291591064083,-0.03535516582505217,-0.017617413388909604,-0.03436514928364356,-0.023161172562304582,-0.012338239817057865,-0.04307476349173783,-0.0031792444029822313,-0.010844493212688546,-0.019409745482522556,-0.01696424158713619,-0.05421630129720811,-0.015315090916409101,-0.052882310398562685,-0.053255008092070094,-0.0161777893875318,-0.04249502572535087,-0.027903614280424732,-0.03436514928364356,-0.006043493926382304,-0.008868612393851488,-0.020461678879952042,-0.03575468426561805,-0.0547706416079967,-0.03283649620858043,-0.006043493926382304,-0.03623505018575294,-0.054602355200975006,-0.05421630129720811,-0.05490895067284125,-0.053730132003595346,-0.03406366242823807,0.08913119037632138,0.08856540671575353,0.08059509151947386,0.07301627041153301,-0.03362395134200076,-0.007898762723824315,-0.020358960023006967,-0.039601034690349486,-0.005873345575826948,-0.011360935058424802,-0.010245309688709167,-0.05282696233410144,-0.053247870673304235,-0.03495394004941372,-0.030014655104750446,0.013480031661499704,-0.039971617239219034,-0.03602117416514889,-0.03960119963674407,-0.03436514928364356,-0.03738249768801661,-0.05433167439875547,-0.046431541574408285,-0.03927237883309058,0.011286984585680119,-0.02552582419758039,-0.0400034708567652,-0.023590947632343012,-0.045306865145423085,-0.020606320467834848,-0.002929093218929297,-0.05602423651991272,-0.012485690116484129,-0.043274501832397824,-0.02885294419414642,0.009795773287126561,-0.04494263705989515,-0.03480984456271081,-0.019800159289590426,-0.05442082178312946,-0.03480984456271081,-0.03623505018575294,-0.022912154772770508,-0.033796787712626945,-0.0086610012308239
  Change In Payables And Accrued Expense,-0.04389602909869988,-0.016300528032131233,-0.015345629671927392,-0.027180418534668835,0.008232737075648618,-0.016227658806219084,-0.028535395676392857,-0.024105302766101448,0.0011508924686530523,-0.019566703199028,-0.01347257575841177,-0.0030601300900299534,0.09487843413038302,-0.010287062997554029,0.10398360965465851,0.015135306677504918,0.010290764630297442,-0.00951252090104107,-0.0075846384740747685,-0.02098179984477578,0.10460182656649772,-0.008834986974233532,0.08609647957747074,0.01649771928439044,-0.020496025406331244,-0.008481933516635579,-0.009620479882106755,0.0029537566606551617,0.009620527455266568,-0.02739374245748858,0.00690819136281301,0.013615018370971602,-0.002642835581689827,0.010094566780972172,-0.02682513535940388,0.00853336144981612,-0.026649891362230657,-0.02604455199373351,0.010231114390595486,-0.02665602883274312,-0.00951252090104107,-0.009649068510664384,0.02120587369091041,0.018379151393435135,0.006391152975506578,-0.008358615980923481,-0.03729517776440241,-0.01348225724953299,0.019760493519733052,-0.008839688093384809,-0.025142976416230856,-0.025613311651577247,-0.026762802971476846,-0.02740396854750597,-0.0005577342852529354,0.11389480567491432,0.11344624683298318,0.10626771539166231,0.09696821869633074,-0.009888841422193512,0.01691914224952963,0.004898465746621639,-0.013976422459481589,0.02092289960663241,0.0140675631248589,-0.009969365613134162,-0.02614598445583828,-0.02727837719905879,-0.0023605589735271344,-0.009646235607183631,0.011775543888500058,-0.012906831496430016,-0.00914186869602112,-0.013385449834111711,-0.008358615980923481,-0.026840856048042833,-0.026649891362230657,-0.01928778022826292,-0.012651073427714222,0.021200961804092613,-0.025621594753912555,-0.025846031718329922,-0.00791346450464916,-0.020533241002844642,0.006177975485079802,-0.002039553991647484,-0.027429529976617177,0.015015159178237675,-0.02773689104265195,-0.027737085394988037,0.010842223568142233,-0.01896908218347451,-0.002839177311208832,0.009298504953590398,-0.02621155861031691,-0.0039234981402041826,-0.009649068510664384,0.00474047127298432,-0.008358615980923481,-0.00890523825154651
  Change In Other Working Capital,0.025624638045432954,0.05524585047672385,0.01605151832041458,0.025459498514135735,-0.012690351315158499,0.04121705510151335,0.05376068290841922,-0.009987234999617234,-0.008522213935249533,0.03517814902673381,-0.006905505015937825,0.023706211156965085,0.013860860197135873,0.09165859125237565,-0.0003440140769734174,0.01995968066566489,0.037285875062293715,0.02915520830909077,0.03711935400106641,-0.016485104701860844,0.014602771819773387,0.02943564714845408,0.03397374352514722,0.0053198483555564,0.025417029236365855,0.02874781755214398,0.02874781755214398,-0.003041883875321374,2.7715413653456528e-05,0.006893616391580163,0.013320853607570389,0.03737179215033752,0.04190231774258704,0.003867112995587478,0.013214366783851326,0.0231069873794913,0.026136270793071445,0.026341474746408723,0.00313273658918999,0.015080015636352606,0.02887113508785608,0.030717236571153668,0.01638396247849301,0.014710781724908318,0.029992978195248068,0.02887113508785608,0.02519405227933484,0.05828076119343153,0.016028661676523413,0.02915520830909077,0.014396193345333637,0.013736942227848822,0.02670718147484423,0.024923233985431018,0.05684433622317517,0.01249606271684777,0.013677340203393524,0.021045856748559147,0.013907661235175268,0.08256123551106569,0.02570218782021786,2.248488959692016e-05,0.07508368713481285,0.021566587036989455,0.044182244588617116,0.026801625386462125,0.026191618857532694,0.026485451246784933,0.05370671169381684,0.09095171760629059,0.03756307748180746,0.07465239117729569,0.0912506449767118,0.07418213615844375,0.028496476990110743,0.023560800014392088,0.026820093084090415,0.023377362255481326,0.07395682211469821,0.02280613352036384,0.014523913500376837,0.02696617871173738,0.029322735539207896,0.012303871166491193,0.0017630336195803488,0.04958957343985494,0.030172914056482394,0.03750353350936927,0.016684120307238936,0.015198396748553044,-0.013790006394458893,0.02572051520483286,0.049939012505868054,-5.5688340793365885e-05,0.02515842873371909,0.049226706732732856,0.029321214589565825,-0.016918851468891567,0.029470841240767588,0.02808297598312381
Change In Working Capital,0.025535573858243336,0.056025464067185955,0.050370710130892886,0.014645965853120387,-0.025400022188448786,0.03321356055070726,0.05679147309644705,-0.0062161426415370605,-0.0021304005283101194,0.04001897607233469,-0.002964157046119301,0.012947739617673953,0.0030652065764835827,0.07247233874408959,0.001961533748496041,0.017561626844722476,0.03860976393695358,0.03616487151194569,0.03753698401461722,-0.013380356163247198,0.01596236005393865,0.05722601332180832,0.030272612106415995,0.005881740713293253,0.021001773544438808,0.03550614019296566,0.03539431756127728,0.006052301379859979,0.008210662046296946,-0.00012420273846614583,0.03786242148522229,0.03857638192804557,0.04419847809966832,0.011435345338686538,0.0101606977219047,0.025795174322160417,0.013460411102539083,0.01160578016225237,0.007884004364135588,0.009426321315507212,0.035757480754998905,0.03702471201038585,0.01615068807801276,0.014017537456570226,0.031173424206259463,0.03550614019296566,0.02012917599627532,0.06260211747447388,0.013366853322888325,0.035880798290711,0.0076436059001855116,0.00933962093179888,0.015186775167743848,0.0179721455294425,0.06145361310823134,0.016281283193950658,0.017462560680496408,0.023100987773971366,0.026543576269282096,0.07514480733675682,0.023837202960837564,0.028695525070767166,0.0842954654942964,0.021862836008130472,0.05048054077869122,0.03307541993554047,0.012282693704986566,0.019625556724881588,0.058490252564135564,0.08499456206644394,0.039004086403698915,0.08510221132150769,0.08348880925255193,0.08408774873589242,0.032658456033722624,0.013460411102539083,0.014821068439308333,0.018438762499163805,0.08408774873589242,0.022540764929668777,0.00848899701877298,0.014199377074250917,0.056903395084929136,0.013026378399933657,0.002509944664526896,0.05404922367370937,0.01760953777374533,0.03868878436254493,0.0060011642101865095,0.005369135142028029,-0.0030741119213107504,0.02699823898424003,0.05383598361778905,0.009966089359522038,0.01927247566055374,0.05383598361778905,0.035092639185978734,0.005325564242272074,0.03616487151194569,0.035880798290711
Deferred Tax,-0.00969303474366605,-0.011620197537221884,-0.028998394726172216,-0.021032769380623324,-0.026227929079024347,0.01710486397593561,0.018756411000994424,0.02493988246175866,0.013432839218282217,0.04343449146741147,0.003930823750209383,0.006981139211624533,0.0010555925547939458,0.011676362876885147,-0.015716295131279416,0.00612041131738888,-0.011625380299615887,0.0029692966616742303,-0.022100646583789584,-0.024819608463728715,-0.021673447663901342,-0.024724773546573476,-0.015153414811465104,-0.014625443580188321,-0.026265401308655213,0.012707569035185594,0.0035293894915104326,0.0052361753641168695,-0.011390229241146318,-0.01921139066464356,0.007495465567204318,0.01248240291856576,-0.0015186896303238287,-0.005926119892662607,-0.0446588767347879,0.006711041021937398,-0.021156332999171242,-0.019953302287281077,0.012852947454596406,-0.017213062392853716,0.013537074933418788,0.012464805329420925,0.0055676408457715435,0.005720871563181731,0.004059106282142192,0.014177872825167423,-0.0188447870624301,0.029679439235283045,0.004962301477274391,0.012707569035185594,-0.018204688087304043,-0.03144752597748519,-0.03338507725728077,-0.01870227480404775,-0.021307193739405816,0.007486737407362519,-0.0016688887209515462,0.004359785980770484,-0.015755548975716134,0.019601137558488704,0.023789012930678748,-0.015466705654202448,0.03900388435561854,-0.01710713249294821,-0.029002696048772165,0.00333730526303065,-0.021032769380623324,-0.03228666560315231,0.02634496642481514,-0.0026785424024865084,0.011425280063784408,0.039116795964864726,0.020250691179099285,0.048157556674357505,0.012707569035185594,-0.020254755626991278,-0.02070343775060977,0.0019228619769714596,0.04723402834360886,-0.018638797520784806,-0.03620475748178637,-0.048042452406340815,-0.029183345818311043,-0.002117630090431407,-0.03472827140776791,0.02628934487302708,-0.01809287396256011,0.002570959952847842,-0.018362420586670578,-0.004353271045784663,0.012011027653875211,-0.011935775600333914,0.030637056448054936,0.01012703877358578,-0.04679142492310748,0.006276664632418518,-0.011166260752065,-0.022691513181017923,-0.011307178535615508,0.013537074933418788
