,_PO_,_PO_.1,_PO_.2,_PO_.3,_PO_.4,_PO_.5,_PO_.6,_PO_.7,_PO_.8,_PO_.9,_PO_.10,_PO_.11,_PO_.12,_PO_.13,_PO_.14,_PO_.15,_PO_.16,_PO_.17,_PO_.18,_PO_.19,_PO_.20,_PO_.21,_PO_.22,_PO_.23,_PO_.24,_PO_.25,_PO_.26,_PO_.27,_PO_.28,_PO_.29,_PO_.30,_PO_.31,_PO_.32,_PO_.33,_PO_.34,_PO_.35,_PO_.36,_PO_.37,_PO_.38,_PO_.39,_PO_.40,_PO_.41,_PO_.42,_PO_.43,_PO_.44,_PO_.45,_PO_.46,_PO_.47,_PO_.48,_PO_.49,_PO_.50,_PO_.51,_PO_.52,_PO_.53,_PO_.54,_PO_.55,_PO_.56,_PO_.57,_PO_.58,_PO_.59,_PO_.60,_PO_.61,_PO_.62,_PO_.63,_PO_.64,_PO_.65,_PO_.66,_PO_.67,_PO_.68,_PO_.69,_PO_.70,_PO_.71,_PO_.72,_PO_.73,_PO_.74,_PO_.75,_PO_.76,_PO_.77,_PO_.78,_PO_.79,_PO_.80,_PO_.81,_PO_.82,_PO_.83,_PO_.84,_PO_.85,_PO_.86,_PO_.87,_PO_.88,_PO_.89,_PO_.90,_PO_.91,_PO_.92,_PO_.93,_PO_.94,_PO_.95,_PO_.96,_PO_.97,_PO_.98,_PO_.99
Debt-to-Asset,0.05169547669287894,0.06147250215517784,0.03924203405925052,0.02562868561466731,0.03832973136550826,0.06087517054848342,0.060559537616806595,0.025055976268410354,0.030282774706350254,0.07254337009090621,0.03022323073391206,0.03230678967006245,-0.006731497222229927,0.053122823570543244,0.006980951528446251,0.031068990460405375,0.045533825500019304,0.04896674924253177,0.024435953879371974,0.010135821273690395,0.006327186065439127,0.031813732656499005,0.030127651879228275,0.03241040981020032,-0.00035181012770497955,0.0503135763616528,0.050604457102076984,0.045708876493460386,0.052479469614080086,0.02631550543421418,0.013981496898867131,0.015458699010612581,0.014139251184193785,0.05438082015730807,0.05164498317395771,0.05116795880202527,0.02631550543421418,0.026192187898502084,0.053347427753218095,0.051578767610904915,0.04896674924253177,0.038423622572130264,-0.006973662316630038,0.03754464638953084,0.006423617424809019,0.049043395575196075,0.017103398639502918,0.0070813574861235806,-0.010764575022992884,0.0360941405373617,0.049641255578637085,0.049856471612550995,0.0036570099143698334,0.0021134123763326762,-0.00014119200180762398,0.009888681920964818,0.012614230355053213,-0.01883177023127911,0.014213308037159974,0.054956045058312426,0.017359434299305653,0.029925961012854576,0.04157479579600222,-0.001244370552588886,0.031328148200586,0.044764000330456424,0.025242680194601796,0.01169468778177758,0.021887865660497257,0.0473265589877141,0.0151495733050888,0.0526744023016772,0.06431233019728176,0.0527977198373893,0.04896674924253177,0.025396748965676015,0.025396748965676015,0.026778830841286835,0.041979118799688166,0.009483364966463697,0.051389225105241916,0.02532387973976387,0.03267170236953652,-0.0053987126561885704,0.02515066708564363,0.025746040922289874,0.030276632326579213,0.0038078409630755298,0.03207368956926763,0.03282066229544001,0.05374046996870262,0.02621994890826248,0.021887865660497257,0.02479735156227089,0.01694571976892428,-0.018630933788784575,0.019330414316444347,0.033811752797935656,0.049258611609110006,0.049315650408928886
Liabilities-to-Assets,0.048597056737523056,0.0775001155317129,0.036713940484180405,0.07575712753969484,0.08027183625821657,0.07618739916811708,0.07632394677774039,0.02601093771057171,0.007399494723988534,0.08576574765144203,0.03167201092848603,0.05164235323835193,0.03730487160666766,0.07610343717049589,0.03734042409120976,0.052587773701687476,0.04728207915512609,0.05571877096549526,0.04583418000209524,0.026842619829954565,0.03730487160666766,0.04932960440855321,0.03564661505381658,0.07331599682173078,0.007516929400733919,0.05571877096549526,0.05526728542519566,0.07941886872944413,0.08539125288224347,0.07469692370687206,0.05445580274098537,0.05769731479524669,0.05585460721149889,0.08767141701335462,0.08149631996164329,0.056095755835861114,0.07559978296720014,0.07490634054240752,0.07067553612888457,0.06950361786320587,0.04239287602570997,0.04449775046037491,0.041673442360787495,0.06473528166967854,0.02377521000266655,0.028857011134136877,0.033186875672950776,-0.009255543406493217,0.025676282557878852,0.02726493050243043,0.053737016079330985,0.08071053919512478,0.06322335364801225,0.048564270352007215,0.013805082551557922,0.02303033184701102,0.02325869590749363,0.04841155211232203,0.02508017498013132,0.04068233274166959,0.04460349824625742,0.03773377686263988,0.034299716776939305,0.04198320034387935,0.042411248612475326,0.05074673605645798,0.07588044507540694,0.04858071442156679,0.007633231786406054,0.06441095862099479,0.05773602522101454,0.05468440563298343,0.05322392588955845,0.054203687500238275,0.04239287602570997,0.0625612096164375,0.0625612096164375,0.044636632422568344,0.029880149894248812,0.027388183391653637,0.069377125423267,0.07429234351825477,0.04900147676539312,0.014884847843040323,0.0519322326588704,0.010466683349024702,0.027082330483575324,0.03042307984903675,0.02897990317297017,0.041601504502635146,0.05826555623799905,0.05581608555883255,0.010120686084612422,0.056118579575381286,0.0395105792993418,-0.013304724839662252,0.02726493050243043,0.05268864167017003,0.029425372705153493,0.029425372705153493
Gross-Profit-to-Asset %,0.018972855796868526,0.034014261446657756,0.012472591979207241,0.01739844011639626,0.04671680447850943,0.0340041561686146,0.0342804166619106,0.009105706112777662,0.01326342900385125,0.04621454496323501,0.011391953677233155,0.008727243463169,-0.014894860786422093,0.03906258603887627,-0.006407734728148485,0.020320928100719688,0.015133276419453931,0.02123445414897956,0.002281839555351441,-0.0021550274493554716,-0.0065147500236655345,0.013831498551096002,0.017311666756462413,0.04590710426675479,0.0032708333081402203,0.03839301849159962,0.040159648809823104,0.029965925985649164,0.03441895231255262,0.01652043469450199,0.006899843428892686,0.026230323704635475,0.02257016598449815,0.03687061039393198,0.042089480950514895,0.03688367254584658,0.015610139354135738,0.014882446339699576,0.03769326775136501,0.04277330324153387,0.03949800804779119,0.03949800804779119,0.0185261420080211,0.056198137738621465,0.01629423183050455,0.03664650054947718,-0.0011022339290327884,0.009794623791958786,0.018454679197046152,0.03949800804779119,0.0405472136504938,0.03953801160399527,0.01723018044268883,0.0015982058460618739,0.008882975601611942,0.012978850038311231,0.011089321000871417,0.013051393966380224,0.014269511177339565,0.0343294994881268,0.02741450295528546,0.018802760354239462,0.026968229153411342,0.005132483206025903,0.023444197380505977,0.033823457037147286,0.016563404070203316,0.0010306673870300867,0.005845315350530039,0.05528214017489474,0.02497980353808782,0.025096179400844867,0.036233378067597515,0.025271439361420123,0.039123349950045856,0.016396101488453125,0.01655837888271138,0.030863311687575296,0.026930023941909624,0.0076198765478209,0.042294684903852166,0.016864473714253314,0.012658449207345544,0.0026086726640364845,0.04372301643671654,0.008748841673088311,0.013723912261390496,0.02375096303396216,0.00312878125685514,0.0014477270087637226,0.03509714537094738,0.027385161170492212,0.0077138443062976245,0.03557246949125372,0.0009143835550429044,0.0077138443062976245,0.03949800804779119,0.028739721278804753,0.03949800804779119,0.039070626265728915
Asset Turnover,0.045513579954678494,0.0725073791608909,0.03228039284096713,0.07251480969437826,0.07729426419364568,0.07125234389446128,0.07193961523649244,0.0257780010962324,0.02737789592572222,0.05525257903326627,-0.006281819445321935,0.03293148376346365,0.0325027600532758,0.06648542828267898,0.032156707514746474,0.06184812492016329,0.042792471237362795,0.05170307209925669,0.03657814664983856,0.0204224726336584,0.04264423711251848,0.04327720670983812,0.04056682816205748,0.07130355367715067,0.017332740300783592,0.0508537912240919,0.05050969489985906,0.07873075980143172,0.08493140182918743,0.07270411459819494,0.047230191563578994,0.04945928978448726,0.0507457941067715,0.08629603674331106,0.07561900878930797,0.04983140789540231,0.07332776978865521,0.07037683489156996,0.08680904410007964,0.07635586176916101,0.051856522018980084,0.05137544990651875,0.047220566055786846,0.0909594342120108,0.043293754273509184,0.051095570136758486,0.03657902227033806,0.02716872530208226,0.031099123521978456,0.02371758704506582,0.07558955011845625,0.07721504897871709,0.07234655002067084,0.03676749327299494,0.008702062953832449,0.022857959007121495,0.023764621483634066,0.04382382213055885,0.025665094389753545,0.06307740981983298,0.062222774683246246,0.029330449485379606,0.05272913916086996,0.04505201213375529,0.03344313508823012,0.04664833084531098,0.0728226130978096,0.049167404905332106,0.02211025948061724,0.087776625733324,0.04921795676821709,0.05284205077011614,0.06377095621112558,0.05284205077011614,0.05137544990651875,0.0695063284218901,0.06964889406207679,0.0631536145001063,0.05208501494480532,0.0452243852162263,0.07645785827719445,0.07345108732436731,0.04316429510059193,0.031109087958475532,0.0760539851543053,0.02512290313530464,0.05239121706906628,0.0525697679389124,0.05265974719294192,0.05189343554223714,0.08601140355093166,0.05360030011666378,0.021870942830949456,0.08449323910378655,0.04772357153399127,0.023888926378378153,0.05050969489985906,0.07888735563743725,0.051095570136758486,0.051481863921234744
Dividend Payout Ratio,-0.012538096324880834,0.010964829039988754,-0.020662971059749357,0.0028493120328797693,-0.015661562681840675,0.0014223781773305953,0.0014223781773305953,-0.04049258256939488,-0.0362495855046018,0.00920931819488824,-0.05714768988036813,-0.03022181114173651,-0.02867217487130381,-0.004912265581867191,-0.029792209987803693,-0.006085815719298868,-0.03800738648050236,-0.020733666224220158,-0.03495590045821696,-0.032015604132633706,-0.030213205842828786,-0.03392105317901679,-0.03668369571940955,-0.009455074531159914,-0.033470146860737016,0.0022025688848310875,-0.022318258777561748,0.0014662883056201729,-0.006658223300041742,-0.019725747042302913,-0.015759747558747317,-0.02155721211521308,-0.015011228511451723,-0.011642446352885805,-0.017087882705726906,-0.013268979260324387,-0.008690927414913535,0.0008514248946413553,0.009583161407244568,-0.003133605140202913,-0.012105772147582128,0.0026468995449786563,-0.0107099078526328,0.03274840310710286,-0.02175629403575674,0.0019852587829467445,-0.0018147614648086417,-0.018155443848153117,-0.009615025638078261,0.0008359886294006522,0.0070213901478254435,0.006657260921483063,0.0014378531071160962,-0.0013717666727426987,-0.03584730854237908,-0.013135761979714842,-0.013768966294732086,-0.00774965550692599,-0.011709622448818326,-0.02853637851218522,-0.006083704081342907,-0.00970174084322282,0.007099846273344833,-0.00783453203400387,-0.014002974107082613,-0.00769155376340459,0.001729430316535625,-0.012291615771547998,-0.0247994846963008,0.008606660780965985,-0.003718288185993227,0.007978191608149483,-0.01850009237691093,0.00708944034687892,0.0026468995449786563,-0.0013684535088035008,0.0008514248946413553,-0.002439248289523477,0.007978191608149483,-0.01443342131882735,-0.003133605140202913,0.0004995362392670988,-0.013609885406956124,-0.011348566831309847,-0.014593855087824443,-0.023149055563187075,-0.00043293918377760535,-0.003148097000001822,0.002141979434699259,0.0011945252653984897,-0.0003277765002530756,-0.008612709472275867,-0.023006994817137798,-0.00279417829425502,-0.013609297518689296,-0.025864602818996274,-0.012105772147582128,0.0014172476935767654,-0.02016530465320355,0.0019852587829467445
Days Sales Outstanding,-0.00451390833046292,0.016032843510981273,0.03637196444259993,0.04844602699758065,0.030304695470163845,0.017083765544255666,0.016067015459976606,-0.0007855113880516726,0.020714269849839723,0.029504775880451403,0.02065472587740153,0.060178417372845704,0.023432205370206356,0.005810853330988979,0.024519590477394233,0.017891736955776522,0.03900401896920097,-0.0006238170326410913,0.04982571411805741,0.0363577294763645,0.02430557618985978,0.023118212098634797,0.03314641999719486,0.03521555429480302,0.037993333678815494,0.014148470002173771,0.014148470002173771,0.014059762655201953,0.020283567299501915,0.045150615253390244,0.02733841375683997,0.06006114791637882,0.0407273363101134,0.008047903579216812,0.04564076796289396,0.05557123796358211,0.04673105860647276,0.04767063896620752,0.02394749597633788,0.04586804573854242,0.014148470002173771,0.014148470002173771,0.03614684191822368,0.03648513706045129,0.0508086844921123,0.013661989272740063,0.029002994056000205,0.02065472587740153,0.03430889860870375,0.013661989272740063,0.045184223447523444,0.04321925694962234,0.046086853088212684,0.030678320171551917,0.0168655834369378,0.03428177941903195,0.0333474259211668,0.03084557650636823,0.010429396927174626,0.036413783341789456,0.04129179146226322,0.016752840695426784,0.02843689856703578,0.00862894678959059,0.04099721918233287,0.003578833215131017,0.04699161062427128,0.013948078756908554,0.01596749201504373,0.011629553920376047,0.05883939874701115,0.028604471901396467,0.037951490455910133,0.029079148695751567,0.012084217343736828,0.04693626255981003,0.045129880574269726,0.0632781865983687,0.030657888528339543,0.01112696399189648,0.04538942740086072,0.04767063896620752,0.0198900210917959,0.0363577294763645,0.030912197432662054,0.013077558722603161,0.029713077530475866,0.06017355035087817,0.029851220461946517,0.028907659336115946,0.023372005210337044,0.06252384677516636,0.013202748271489644,0.022641235512598296,0.028871938186011616,0.016322792817013328,0.012247253818176368,0.016068849585896133,0.012306164550358304,0.013041418557004126
Days Payable,0.008105145228397843,0.004803566626875845,0.024983494061806062,0.02570420318265332,0.03225093400068958,0.0041977813922126,0.002893189761261065,0.0006614326779941747,0.004217491354309497,0.019236337194194278,0.0054621708870149985,0.03142296068655801,0.020409984089464678,0.019899013483682084,0.02054096889837962,0.023816253262931412,0.03371646390589615,-0.00336850705868493,0.025921025561269222,0.01594165938668081,0.0212913785481549,0.010927136676682134,0.032370230127661784,0.03794253018980302,0.016071308381994293,-0.0035922024881844747,-0.0019488547089979488,0.02252426520604813,0.029680533528498674,0.023696636812057158,0.028621132594366272,0.04017702410108988,0.03599152983492887,0.031060735872855533,0.027065328930206405,0.04237126644426871,0.024876672940782087,0.02346125727969119,0.029580308394519195,0.026953374412917452,-0.002574342319857169,-0.0021537028674219767,0.033713308660205554,0.03988298898477696,0.03241074480226631,-0.003466505310710659,-0.007042561845166245,0.0025675000722345377,0.03191077064372092,-0.003466505310710659,0.026461849868183205,0.026016179486137794,0.0247637613315359,-0.00687333723235797,0.0023722937555928658,0.013130402928228722,0.013004705750754905,0.029355622721346477,-0.0044442127090438075,0.03658403235183189,0.0522247508148382,0.0003933812824531242,0.025035072169835994,0.01210675995171454,0.0031285455819028184,-0.011497707708315458,0.025083168994142292,-0.009797883286308868,0.0001501553713556679,0.02097013712334879,0.040733790852111956,0.02514798377908218,0.03705218736083211,0.02560467601250902,-0.003128154666238279,0.023557471434659864,0.023260505288432654,0.045340967851711156,0.02407686013941547,0.011730999332685897,0.02747550712977755,0.022631445636445202,0.011772550302486013,0.018079284578971205,0.032280850777019116,0.0011876710544785965,0.004146232523625915,0.040693790150034534,0.00023685826944675392,0.0007897646578422721,0.029346503315129373,0.04346612702605357,0.0008039473547985137,0.029517219499297837,-0.006668007191210857,0.0003164571334074752,-0.004461540337307965,0.022201319205766446,-0.00336850705868493,-0.0029964284137704708
Days Inventory,0.00488072150831805,-0.0006301583438794852,-0.032185898769329674,-0.0015014122322498345,0.004125975142816044,0.0030005246553089352,0.00284999214548546,-0.02722029332195268,-0.027776960725498265,0.02070060195228033,-0.023180252043640756,-0.021887165316988987,-0.02275443041055768,0.025819354363170975,-0.02271887792601558,-0.023409107893301303,-0.010339319614525989,-0.003009984174576348,-0.02941380281103478,-0.020896763786310394,-0.0231166351611805,-0.025611592602280242,-0.009253360455548323,0.01123592899712006,-0.02139448312210231,-0.004829562268465513,-0.0038469107383372904,-0.008235636757835294,-0.009419697512687257,-0.006165036541013314,-0.020900135958065412,-0.016448734492433423,-0.020376214594551696,-0.0019371834494011763,-0.006518859651298012,-0.02606493034261883,-0.006598410659062397,-0.002002430678756495,-0.007992491073346835,-0.0015868354548806314,-0.004829562268465513,-0.010133633614009535,-0.029074328832595628,0.01959487792272366,-0.029179815877528815,-0.010224726368408548,-0.002971401197615517,-0.023180252043640756,-0.028144299859876896,-0.010224726368408548,-0.006421776498285898,-0.006495884253610359,-0.006621592247337434,0.0015481719488907647,-0.02459496377885777,-0.02882244104277658,-0.03339517169676292,-0.02334573075715545,-0.03235915288525897,-0.01417681979881515,0.0003713175764159652,-0.02456623286452361,-0.005475061341184846,-0.02915580372788715,-0.02122729829254005,-0.009223364896418392,-0.0007476257760496803,0.0019706743138770645,-0.02662983269827044,0.027357061477291656,-0.01618715252000962,6.609379070234185e-05,-0.01417681979881515,-0.0054518797529098115,-0.004955259445939329,-0.00155676029671108,-0.00155676029671108,-0.009479386958687082,-0.0011443848989246563,-0.024764029410725218,-0.00017889483114661743,-0.002139149707611739,-0.02602287612497606,-0.021164703168511063,0.0055924951287415064,-0.02904703436891192,0.0033340688484805375,-0.01808285061103917,0.004648634518111377,-0.0005118622319189425,-0.002202930748324527,-0.015066612893393953,-0.026735583393830434,-0.005624545359502325,0.0019104374372748483,-0.028634014707977943,-0.004955259445939329,-0.009495376365522695,-0.004075775812265359,-0.0056367186180252635
Cash Conversion Cycle,0.012296242293799267,0.011646485494581811,0.03222858986717105,0.036714980553172134,0.0251944998775433,0.011608820674288858,0.011453379667928679,0.015700388343938682,0.01924205128245636,0.02899630813749327,0.023164390191656947,0.0462671431116594,0.032215674546491845,0.018548726957566323,0.03225122703103395,0.02692140584989086,0.03816811158943714,0.015944011963470277,0.04100264600931502,0.035042236036786065,0.032215674546491845,0.020564859505717993,0.03652922177251048,0.02983241962955313,0.03786006851115525,0.016674343421916506,0.01538813772811109,0.026656275075626814,0.029469660431105767,0.03638566095945769,0.03409255740468018,0.042402889888275376,0.03498616644102618,0.03361780943833054,0.04452656582156035,0.060540250768370045,0.03498205509492591,0.03393762416179615,0.03314034178665157,0.04302082011373016,0.016412912403896696,0.016674343421916506,0.028827106153811264,0.037772692138047737,0.034228239786082804,0.016250635009638442,0.02951937613331326,0.020455793744436762,0.029425774017881323,0.01514778533566444,0.04425430212321864,0.04285714604517245,0.035316663360850827,0.027294184588848348,0.02150810453236227,0.03504422400723383,0.03494879168286099,0.026583397753915793,0.017526921956075678,0.03715942484894296,0.03675587000987173,0.023361743961093275,0.030197150055486992,0.004864255197449964,0.03237526911280409,0.004122985632329714,0.03511393830659713,0.029271514930635317,0.01847715632929914,0.01614742482737797,0.04313548438578477,0.02801479327545266,0.03676901640799214,0.028194676635156825,0.01669902338962175,0.035375392917848865,0.03638566095945769,0.06276788277841444,0.03010485771139591,0.004493049099053559,0.04425430212321864,0.03373687217053761,0.018661804910505387,0.039783385848984394,0.023942575915152566,0.017297720890675022,0.028028688942196824,0.04228997827902919,0.029091819400517555,0.028166831873667475,0.0327835488701926,0.05977233455160691,0.0170844808347547,0.029425504275852762,0.028242424117423986,0.0170844808347547,0.016621619737599572,0.02633425257395064,0.0159419500744922,0.015803573539838866
Inventory Turnover,-0.013108488063389117,0.005604584440177915,0.02576540378896067,0.02517425455138565,0.03388262024411576,0.006193352325189333,0.005164128960032256,0.0023931042586741984,0.003121327122154852,0.01690465943745527,0.0026567209296795955,0.03598483705753319,0.026492323562807625,0.023794031878288237,0.02604925770966803,0.02557084005867336,0.03729715899396712,-0.0015292178372414674,0.029723418612493252,0.014683891443990748,0.026492323562807625,0.013968510525989795,0.03385181147683629,0.038895906284729186,0.015389508319813922,-0.0013948281406416328,-0.00035135905513774754,0.02647567874711654,0.031737100900257054,0.027280589274434303,0.033376592157841944,0.0433873829364655,0.04055979154012445,0.033465949436223254,0.03037369572450763,0.042679621141896516,0.026925288472464705,0.027280589274434303,0.03184958098436491,0.029639319318110147,-0.00035135905513774754,-0.0022525752391351515,0.035449111792562715,0.0409036475584666,0.03302035070455199,-0.002339551639779454,-0.0054206763237656394,0.0036482859983351774,0.03655252881269786,-0.00035135905513774754,0.029639319318110147,0.03011793765579184,0.025101427202051062,-0.00410653318489098,0.004901035397472596,0.017833733826997322,0.015848772465184666,0.030523804489710406,-5.943205139627254e-05,0.03852229198981573,0.05188374916199201,0.0027225349505352143,0.02781617886002327,0.012898749440980553,0.004983470660517809,-0.012787375032630102,0.02526968687575849,-0.003461076899843581,0.0019376748533768127,0.024138070898039567,0.04034147446324312,0.030460911912948686,0.036018993351593934,0.02998229357526698,-0.00035135905513774754,0.02505066474273954,0.0243111808127945,0.04585657801717865,0.0272804056970721,0.01525099151967526,0.027669900858130304,0.0274039068101464,0.01385559891674361,0.020570685451985773,0.034056884229378304,0.00040293861278309405,0.0036894951049328034,0.041931098627883405,0.004380582169989917,0.002647629472190646,0.031606063077235985,0.04550611032157527,-0.0004828950707944984,0.032017014271974675,-0.004205919236364378,-0.0007709215938433748,-0.0008378397845714546,0.02352030048129557,-0.0021471394892094457,-0.0010377710478721982
COGS-to-Revenue,0.03973618274707127,0.04040624516103421,-0.024879649249630285,0.010165270056061472,0.025637203945098726,0.038919969271395474,0.03807662544632997,-0.005667695219888146,-0.0009715319287624152,0.024029506775527797,-0.0026414130894008036,-0.015938005574437232,-0.013804464489747259,0.042655576910976996,-0.01389222954091726,-0.009630015213963804,-0.014622544366434682,-0.0005941883323680661,-0.021600722558806927,-0.009294467078076317,-0.015870663180591108,-0.01808476123699843,-0.013608847282994227,0.03324405739459255,-0.008950486603402565,-0.001121136702474775,0.0004363990520374239,-0.0015887317791187907,0.005206433801497445,0.010111928499216851,-0.010905243410424878,-0.009820238907996631,-0.00942501983253024,0.008674689131074987,0.01095680662672014,-0.015173502283840953,0.0073688112009800836,0.010375478045543271,0.007737220178599079,0.009872485797724793,0.0001850584900041875,-0.00032894207242276444,-0.013347887877516704,0.036902056484897465,-0.018957032710649788,-0.00032894207242276444,0.006312182239664214,-0.001855450955083421,-0.012398251674641616,-0.0028623211778690313,0.009814400323510403,0.009814400323510403,0.008921827811213305,0.006566476622469847,-0.006019144772554092,-0.018300662631818024,-0.018065055171829384,-0.014951837814084344,-0.016111444973621453,-0.0019715231574484685,-0.008039168589515196,-0.014501124828135169,-0.00030951863868057755,-0.011283351898241043,-0.013070939533357487,0.015607358139150753,0.010117690392238008,0.007235559703957302,-0.00599323149366438,0.04252933305111332,-0.009494983936684024,-0.0015047866841751889,-0.001845279297584791,-0.0007729827504912704,-0.0028623211778690313,0.009139690420684635,0.00907153203503535,-0.0015038199238351815,-0.0006997198585046854,-0.012244259952284977,0.01079123428285068,0.009857494169352731,-0.020139671953257235,-0.008647732727617829,0.025482678663644003,-0.006352544159991036,0.001275563810696657,-0.009273432242789106,0.00353104758165022,0.002745085447332837,0.00815582725111217,-0.006209901726678917,-0.0074434094879888505,0.0057895446802440935,0.007718869837882451,-0.006007473962034627,8.461341970414198e-05,0.002494641720109031,-0.0009321923737787676,-0.008131215751180473
Inventory-to-Revenue,0.07693117267252216,0.0741636428660592,0.035914656608356764,0.07363589317418698,0.0796928793293622,0.07358261577534836,0.07406566597343246,0.0256495244040619,0.03142734487566374,0.08484243841257517,0.03323610690524003,0.05262814983138606,0.048545402521707845,0.08997712957011185,0.04566882817994462,0.06234070768986785,0.04786720774830131,0.05369142780600949,0.04464004456430089,0.011878010722653052,0.04803018779866341,0.04801590616226164,0.046556256429638065,0.08645404780601439,0.033705953937051863,0.054480536480004865,0.05374917116994501,0.07993828772936788,0.08704161522123519,0.07543667608575094,0.055773925236356034,0.05778751220773364,0.056522930838305945,0.08835684229375344,0.07891887420062021,0.054667838993097406,0.07568801664778416,0.07492366872898232,0.08616150525475184,0.07891887420062021,0.0535068224922795,0.054586950494720864,0.05081798787774303,0.09047847869748023,0.04669960976379667,0.05147063748165316,0.0559561717127242,0.03275748856755833,0.05081798787774303,0.05229738692724663,0.07823505190960126,0.07879555666490812,0.07346763350047954,0.054349551101347426,0.031413886339304024,0.03292420058200833,0.029751153617575347,0.0492326355524243,0.032803999356382396,0.06293560763440625,0.06390964696987453,0.03688563075860276,0.05243772615200234,0.04940782958373414,0.040314494070434304,0.04766869757161226,0.07384074133261101,0.05801742450301237,0.027374189070388917,0.08776921943531293,0.05844211790034741,0.05486411376830576,0.06387670921449395,0.05168814047972117,0.054586950494720864,0.07292082683527203,0.07215850090041762,0.0686559170134138,0.05168396067182115,0.05162386967165262,0.07658412488691328,0.07543667608575094,0.044919683548712806,0.03647640871811065,0.07933757852739258,0.026659779141065564,0.05219132802115719,0.055232162259342,0.054630531854977876,0.05385508387664839,0.08743602195040517,0.05284749786937719,0.02603581949189863,0.08344141753422568,0.057983027088650364,0.02463083200171081,0.05143487583145472,0.08147881493816286,0.053462184491848606,0.048962486743433405
Capex-to-Revenue,0.045948426299760946,0.04045484954336401,0.01238894174033189,0.04114081925559372,0.04743878407561237,0.04317924757313772,0.04410570819721185,-0.0018756926272732065,0.004106308858459393,0.05189021588042185,0.0032751866462050632,0.021618614479186424,0.012059681576932709,0.0603942652198703,0.01007774754257041,0.028512694792377474,0.02126498486007012,0.027733986509901838,0.013635008306759424,0.004639971341375847,0.010202001258240424,0.021614749498146072,0.02087119587367053,0.05361856176038795,0.0031409746083514525,0.028949945952908528,0.027859683687375653,0.03855725357197572,0.0439693044082702,0.04108547119113248,0.016734903546413687,0.0289804062274013,0.026557752648014687,0.04589427927561695,0.04445075863121601,0.029659874557460726,0.04063980080908707,0.04108547119113248,0.04109051432887299,0.04445075863121601,0.027859683687375653,0.022419152146784846,0.022882211582676292,0.05807693804762971,0.019724584592914,0.021755132569182312,0.0105222701439825,-0.0006360291071553048,0.017034948158681777,0.022526881444190426,0.03828690093714243,0.0374896375589828,0.03571112336022471,0.006087672386764045,0.0018494530596066205,0.0019168510762987076,0.0022605813671439517,0.013447141785117453,0.004650917622981304,0.03709743237175862,0.03121018827962393,0.01066813607917149,0.030148253774952286,0.01562066537155107,0.012453541581322353,0.02476583609308069,0.03571554525763653,0.010312995092122393,-0.004465511794386967,0.05577403201708384,0.028907372430337044,0.034396136597930733,0.04122759925291196,0.036128835512825586,0.02905569664846852,0.04046396213991923,0.04063980080908707,0.0341471930702995,0.03407616339335913,0.020739268419553248,0.042404220042810234,0.04108547119113248,0.019887079567657534,0.006488765738028765,0.048545448738935994,-0.00021145965323103545,0.022161643719527856,0.027822684931702014,0.02129841740807748,0.020981646381648605,0.04726369828950117,0.026545222277107983,-0.004465511794386967,0.04557517690715286,0.012732987420065121,-0.004684394870312596,0.027859683687375653,0.0388505684368365,0.02235924088205258,0.007700980904254796
Capex-to-Operating-Income,-0.01200399297456621,0.009673052954998191,-0.001467640050680861,-0.013575623645055122,-0.004353052046391253,0.010241435846204749,0.00037059699939916277,-0.03996905425555611,0.018063529313482523,-0.001135737323748021,0.019015457212600097,7.447863612675912e-05,-0.011494795122964321,0.017804001370204423,-0.027528883027140426,-0.0029284267384189007,0.009077595659445253,0.009287356109194083,-0.011721105677057402,-0.022004694617416734,-0.010642579775469185,-0.01566511417226054,0.013244936522312435,0.0013341561912352338,-0.007841284611052456,0.0075528029596776325,0.007804143521710869,-0.01173097212002982,-0.0063331105669883325,-0.013037208842097825,-0.002391816912756017,0.006609191648807058,0.0030811580350176507,-0.006134291429203241,-0.0008679426292077883,0.030012702817063506,-0.013292966910813614,-0.013518280954559153,-0.005415446296018603,-0.0005126418272381897,0.007804143521710869,0.005397894410387595,0.0031737338209716012,0.0008118136807823881,0.0016632574237062823,0.006506008487614361,-0.01954906534038351,0.023334548190680267,0.0012451494693644302,0.007059820833995471,-0.0025828197752842804,-0.0014723256028649398,-0.013823557196645887,-0.01710902138922095,0.01646114883948936,0.0024045904009551648,0.0019259720632734678,-0.0030963742556601743,0.007087080104348721,0.04520371979902421,0.007437549953354906,-0.010934311929820965,0.030625762819040406,-0.024716915932607664,-0.00743961527090784,0.0024638735904409215,-0.015025298793142504,-0.017050173837963773,0.01886379902015464,0.03997914327307362,0.009959035327057619,0.03200056804569519,0.04641077428508367,0.033031084650223655,0.0074463889449616376,-0.016395020417880893,-0.013630971709516366,0.014959347239128576,0.031769317690253006,-0.021893546043049446,-0.0031801148612273693,-0.013771585248495312,-0.0014815972842556991,-0.006060016201940355,-0.004960554008889458,0.019446453763542034,-0.01529876780251014,0.009418419242158093,-0.01587366034397821,-0.01587366034397821,-0.005379197383328356,0.014523478716953581,0.01771053474735235,-0.009879349406954265,-0.016605952914644086,0.01771053474735235,0.007440980327989258,-0.012195252881120586,0.007685308444854692,0.0012028443523841958
