,Gross Profit,Total Revenue,Business Revenue,Cost of Revenue,"Dpreciation & Amortization, Cost of Revenue",Operating Income/Expenses,"Selling, General and Administrative Expenses",Staff Costs,Stock-Based Compensation,General and Administrative Expenses,"Legal, Accounting, Auditing and Consulting Fee",Other Professional Accounting and Consulting Fees,Telecommunication Expense,Insurance and Claims,Exploration Expenses,Total Operating Profit/Loss,"Non-Operating Income/Expense, Total",Total Net Finance Income/Expense,Net Interest Income/Expense,Interest Expense Net of Capitalized Interest,Interest Income,"Other Income/Expense, Non-Operating",Irregular Income/Expense,Impairment/Write Off/Write Down of Capital Assets,Write Off/Write Down of Other Assets,Other Irregular Income/Expense,Pretax Income,Net Income before Extraordinary Items and Discontinued Operations,Net Income after Extraordinary Items and Discontinued Operations,Net Income after Non-Controlling/Minority Interests,Net Income Available to Common Stockholders,Diluted Net Income Available to Common Stockholders,Income Statement Supplemental Section,Reported Normalized and Operating Income/Expense Supplemental Section,"Total Revenue as Reported, Supplemental",Reported Operating Expense,Reported Total Operating Profit/Loss,Basic EPS,Basic EPS from Continuing Operations,Diluted EPS,Diluted EPS from Continuing Operations,Basic Weighted Average Shares Outstanding,Diluted Weighted Average Shares Outstanding,Basic EPS.1,Diluted EPS.1,Basic WASO,Diluted WASO
Lowest Stock Price,0.034706955542223236,0.03973124295228607,0.040047652511953295,0.03726542971284467,0.031326530526081905,0.012009547766958976,0.005168809071091799,0.020544571502014115,0.04124253101732817,0.010019474011699888,-0.003551177895088896,0.008579956683854181,0.012574504648972112,-0.013965132928794713,0.008130570075570345,0.02557206891993771,0.01355205407717815,0.0029136164624284193,0.023336735063688982,0.038446845191489575,0.05876967393350112,0.0016595258043263532,0.030884929948176786,0.03131115354505824,0.02377864641344081,0.0038973390882987556,0.012258144502178176,-0.005732123789368287,-0.0026975481538920043,0.010327625810500158,0.03442309480620134,0.016615127858851487,0.018571548430918836,-0.00155373042615486,0.025246590839184384,0.01097674343537631,0.016347034792052146,0.0019239768277308188,-0.015926093044248826,-0.0019440685399041264,-0.012192959596674657,0.0013932726646929605,-0.004703522589386688,0.016967207107965374,-0.009117713295819486,-0.0011831279623023853,-0.005923634154836387
Shares Buyback Ratio %,0.018935218961141895,0.006918399382998688,0.01850518335811255,0.010137326620440042,0.024801601943467685,0.0497426225826036,0.033987044715543695,0.02471178268614042,0.10699061479240708,0.020190291650591514,0.02579907123708143,0.03303051177208884,0.022414404094377893,0.025119522884335103,0.0213542458817056,0.03958682204550586,0.040943866982011856,0.010339750398438693,0.022790827525595057,0.013140702817041132,0.016041482976335026,0.020190472106383077,0.01000058018976595,0.011836768549050415,0.0020120912933678193,-0.006539742568129647,0.026634626966376987,0.03145554182453488,0.04307238967639137,0.027942003177621067,0.014408674872187176,0.008997002672158133,0.024223684827569335,0.020492711881180917,0.025496178603436757,0.035361122725997673,0.017474291626248903,0.02273088824782797,0.04874538918677321,-0.012260353613950838,0.05477270006857757,0.06907092698876587,0.06961666772419807,0.10507692538940908,0.0013991966880078982,-0.03862636152087234,-0.03876141276718578
Buyback Yield %,0.010138288168807196,-0.012700754810397568,0.025934855066405645,0.016537753038174438,-0.0069076807021148465,-0.03306539581669582,-0.030865780240908094,0.06974296633842493,0.10287960967728393,-0.029908821421978676,-0.033783454630312494,-0.03210747140625703,-0.025574404409114078,-0.013266812314156776,0.006770493436340343,-0.0388111860592543,0.0014973815013997636,-0.00038183404328642886,-0.012917213186401275,0.0012049458895561547,-0.013330100808964173,-0.015929501071152933,0.005321580550953869,-0.01864115349413151,-0.006088827214514986,-0.00477351720848539,-0.018766670875248647,-0.03404793596086202,-0.033526147346830994,-0.03390860015967543,-0.03418976265328512,-0.033775014870861805,-0.006675245590830499,-0.007254394647401955,-0.0072760328002068305,0.008053103925365396,-0.0029646265878015493,0.06683078110895463,0.019820127575407735,0.06640526129515942,0.014300471114415805,-0.04443593800901753,-0.06076189449499646,-0.01553928071149241,0.06651499273967695,-0.0533173133062355,-0.05126661373926683
YoY Rev. per Sh. Growth,0.05620416119097404,0.03622163071666501,0.043862540631723027,0.07414794959774001,0.061300438898184234,0.02069325607060694,0.0189484103551728,0.023203271364923846,0.02391168693714333,0.016097086533664328,-0.020479612364322698,-0.0029484619295043505,0.016860166799946185,-0.0203501801124076,0.03805934225390347,0.028692252998041765,0.06291020537087405,0.04148244713437436,0.04007403763275261,0.05860921809880233,0.03185759956622227,0.015887954224099936,0.04232152802123401,0.03479508377029089,0.011361180498424718,0.0233179869287818,-0.008939458758440544,0.014779242725441337,0.015859749896836813,0.005851823129214804,-0.005349781339517835,-0.002468838235996947,-0.010951990034336596,0.026041645526951034,0.03099531937292604,0.034712629036503885,0.026050744492494473,0.03336495402574423,0.07408160096429132,0.026965515132140003,0.07125180876965556,0.017170145624021846,0.01713702825528065,-0.008436927425618596,0.05809674060783499,-0.01240513981554358,-0.0015554520285397258
YoY EPS Growth,0.07857896392248083,0.005285911825790453,0.020173563775668035,0.01802094876001517,0.01116752713875636,-0.03583815683251965,-0.022674369219057713,-0.006996538823907107,-0.010650099591643206,-0.018621930394345763,-0.04174894412136023,-0.03105794271365549,-0.02383146276721345,-0.04099674164384553,0.01937744387920095,-0.021633230585242455,-0.04660617036242507,-0.013704086508180722,-0.010044264267247431,0.0027826115482184038,0.022473347904184805,-0.008853227493999914,0.014382153334680917,0.009333225753284598,-0.010481650321292372,-0.011092834642894728,-0.024473399447624302,-0.03841374117010544,-0.04026121323134987,-0.03927751423047534,-0.03705241937157893,-0.041849039192954525,-0.023236119903409284,-0.013384505691478348,-0.016787988882491285,-0.011738400576718265,-0.010481650321292372,0.1637122126244178,0.08077119727458393,0.1047178732856561,0.09811146128643004,-0.003441218326966142,-0.00800922763008402,0.05261094051567424,0.1226428507649517,-0.016317095437041913,-0.013480052333344244
YoY EBITDA Growth,0.055733629514417495,-0.00106700040984008,0.017906469035955955,0.012810448783911452,0.010484486962370844,-0.037466316771552585,-0.032658665467868706,-0.014972830506177993,-0.01823210037493703,-0.032665490399681245,-0.03483451838419106,-0.0308928960516554,-0.02958890638764893,-0.039521845220366884,0.004894895218504274,-0.019459387453191944,-0.04132360076477417,-0.015293458093696295,-0.013327997966460649,0.01120196519811359,0.013754902908921628,-0.0016282663108907504,0.009016402943853396,0.012048698061222989,-0.009790423323736523,-0.009561048329561738,-0.03291416929328484,-0.022516659260943865,-0.022261208675819724,-0.03405635852224749,-0.03862744165153849,-0.04209337018284607,-0.02356773020544522,-0.0231791851477096,-0.022150611850703966,-0.009822381061617598,-0.010208975537376522,0.06756215500601125,0.04681501792135947,0.08278059468023478,0.06979153484343494,-0.007713948189986949,-0.017437949152348538,0.00421972187994589,0.08291453169380603,-0.0001180935144688474,-0.00446560028554289
5-Year EBITDA Growth Rate,0.049692377505634294,0.003976680499784207,0.0028786539377368735,0.04436706338636002,0.046833438109617494,0.010477314759649685,0.013949839804662615,-3.43057163598344e-05,0.017355677779404374,0.010768479110685398,-0.004467633696439967,0.006763420342116595,0.010082983990161264,-0.023262852172799813,0.0067840697328948665,0.01689024677183614,0.04406927811983215,-0.014513525639762055,0.00020252498562600783,0.05132567952175334,0.028533134910920896,0.00121861601085315,0.04382237655200917,0.033005592838862584,-0.029023186883376344,-0.0051861441701403724,-0.010072475805442929,0.009450214091512171,0.013057551767054938,0.009307407443213388,-0.00625532122108682,-0.007972557385060301,-0.0006016720469539654,-0.006190844068107542,-0.0034886055128953842,0.001813786456607275,-0.0031238622107276214,-0.05821208842679847,-0.029207352939903515,-0.031184098639447818,-0.027130560713681456,0.009786597457790239,0.00727722131402937,-0.006075198101664012,-0.02351669385994478,-0.004415963430175296,-0.008894743831756783
Shares Outstanding (Basic Average),-0.006531603769212918,0.025212918598355123,0.033810246454704616,0.005333337728099142,0.016129202501737994,0.021262242290524903,0.012939809436012941,0.013803902267744837,0.03779407407774867,0.017268730788181103,0.018407390484911544,0.01889748112424842,-0.02862130187373034,-0.006199379131363789,-0.020577428605814053,0.022324756527377837,0.0606547515699464,-0.007378861383935046,-0.006090538087236778,0.012062035099026484,0.029543114978565873,0.019697002131059828,0.02708510967897302,0.02806068339238769,0.004363073140732792,-0.0011731605393848319,-0.012898463240777553,-0.0008664907698470478,-0.0022425116322612156,0.0031290614626000622,0.0647973987252042,0.07297230169567352,-0.0031675103789572737,0.002077153621628091,-0.0024655895657314515,0.021875718670704997,0.01722740032029606,0.044694196243818,0.07856883662736329,0.03690782140607958,0.061075861548875905,0.5509761187256568,0.28703280446324103,0.05067223663851469,0.041199675679270534,0.04166860972715239,0.031989703119391436
Shares Outstanding (EOP),0.0020466238403627026,0.020354857609222923,0.026597491538986513,-0.0031808003875222887,0.010527101399374142,0.04223737943019985,0.024572506757231258,0.007836017924447667,0.024848895027700515,0.018444695891028894,0.028002943265946566,0.02585177246102271,-0.019466563825740562,0.0262010557861126,0.01818255211644406,0.038547771752211114,0.05731356156027895,0.03265064602295241,0.046085671871434926,0.016481752107102215,0.03502517251613472,0.04167890920276737,0.05548914225916788,0.05043955072261847,0.03778937072497883,0.04398443952223043,0.017191746960140045,0.022589702716417494,0.02294797373693729,0.035945381885536594,0.09696626710500719,0.037119699096261005,0.04344424045430925,0.03957418217116914,0.036532902073763515,0.0666915714157891,0.05273565489864733,0.17293790852522184,0.21658862269999965,0.17494777386432184,0.21665378020885473,0.1380561750884368,0.14339050071759557,0.01747635309635819,0.18111117137939847,0.029347363137267303,0.04343196767161163
Beta,-0.008296727807769638,0.05599125851328084,0.012864038975268801,-0.03618603693045345,-0.01156655632165939,-0.02838212796867945,-0.021663749247077434,-0.021406610629451865,-0.04044635409805111,-0.023579697180900187,-0.022711296551470028,-0.02434725007264691,-0.02838212796867945,-0.02825085095289539,-0.012692993576908885,-0.022631122249468828,-0.030541285458706786,-0.032748243215140714,-0.03564863021434007,-0.008716126941810343,-0.01027451135900391,0.011968432636582083,-0.0258294275262577,-0.0002209479416378753,-0.008320858983559986,-0.007877235512914662,0.008633836281131211,-0.028703642556163055,-0.028315070947699212,-0.026213997779486367,-0.028051402553941153,-0.028313480183828114,0.02103551927556607,0.007177311866422665,0.008982800222850397,-0.009390170343030963,-0.008320858983559986,0.0038812991742122665,-0.027778152759613723,-0.026421138481967955,-0.029716904743482056,-0.0538138940648548,-0.054595211943472055,0.08977786302613794,-0.04873249556444452,-0.054155616946703414,-0.04841788578706339
Filing Date,-0.012773396524588412,-0.012026935012570468,-0.017469922284234874,-0.013041390764565935,-0.016743646434523397,0.02807058633602947,0.0017531839011314017,0.014781878988626517,-0.007224370493193601,0.008009950456097582,0.010851621578271693,0.023434954323146028,0.02441221076597446,0.027248218055719513,0.03852929341831415,0.01773512122765595,-0.06322834096453031,0.05058052462277818,0.049455978704801715,-0.01727508880392096,0.03695473650908239,-0.04168859069659724,0.03939593605955048,0.03503334495550321,-0.023536440655895365,-0.022031335875581794,0.021696473264226163,0.010811668737451666,-0.0023391987634386892,-0.002168867221289302,-0.002281711238460443,-0.0018919947163977143,-0.022105548107069755,-0.026317211884285496,-0.04054033254243965,-0.016532955339492318,-0.03085149418834712,0.12046550231019464,0.12184047965985642,0.1106460184818354,0.110830243324215,-0.03872205801587178,-0.031804797548599946,0.07344771378156256,0.107435374242173,-0.0229678919365409,-0.032276361492279686
Restated Filing Date,-0.024657076006781815,-0.016246563813685274,-0.021490068863144574,-0.012312226327581142,-0.010454385468238755,0.021428563393888527,0.002897870622992637,-0.0016812149663736429,-0.010355220975503366,0.011427807489566809,0.016361673516077764,0.01649063183357182,0.014403014236556218,0.031168417189077948,0.037822920699741386,0.01636713684805313,-0.05935579275373131,0.04088133995652481,0.039070412957415784,-0.01381210433060481,0.03638456108925133,-0.05361223212742211,0.03474936134504399,0.03334610347397541,-0.04361486173022683,-0.043708694433751576,0.02730819021213757,0.022067700663850307,0.017170731080905235,0.005948712820560656,0.0057057678805890605,0.0015255960704988235,-0.028719044331962654,-0.024607792894984205,-0.037856451083671215,-0.018541862220131627,-0.04441821407592757,0.12618830889871324,0.12509576719548451,0.11823959170142395,0.11778364964362414,-0.027501551609268034,-0.027501551609268034,0.056871993989667004,0.11892299501688694,-0.021552497475378237,-0.02659546212266258
Earnings Release Date,0.07909464181246885,0.04145438846476582,0.0606118306668579,0.10892113529813108,0.09893286884618897,0.1701180820619432,0.1594022047890169,0.03928948536213204,0.0810748166917255,0.1623158354930605,0.15702098215445048,0.15251995416280928,0.1711467105849633,0.18328348933662789,0.07627033137637287,0.15823512133596052,0.09612694576233995,0.06708287103710171,0.06964914622654812,0.10532268587003521,0.1465460153401775,0.07053361381913255,0.18416056171048462,0.1849026905484379,0.07708806518161815,0.08403500315289539,0.15124582803432532,0.12696551019922325,0.1540347056235144,0.15473786124628067,0.1508650498874087,0.1497367076427226,0.0786492826869301,0.08690493198786632,0.07995926534764095,0.07954415618173595,0.06978032318783066,0.06552758507486595,0.07965572323534718,0.07255361007757767,0.080988724820346,0.05960142963603592,0.05651154518200589,0.046586705713167385,0.0809211898514316,0.022294373145105215,0.027270693352945834
Number of Shareholders,0.025509326445434674,0.029477953758649398,0.02324013600159684,0.054993414752703466,0.04494149179326399,-0.01712530937651003,-0.018648634230665248,0.08366504225476465,0.15944037757414609,-0.007100772925875113,-0.03942410117432058,-0.0039868249230582105,-0.028380948868755747,-0.021641649390594306,0.024665983281688765,0.002558336257798313,0.0394990345576668,0.026685244434362855,0.03274633982333752,0.033289010749554815,0.005964054313669465,0.019681335876638905,0.020351802797457904,0.023145228880673465,0.033538347242632834,0.03088934283651914,-0.02481191315882855,-0.016248416578911972,-0.012578307925225064,-0.00729066662891141,0.05437734074611578,0.05379932957979671,0.01936051136660471,-0.004331428338488862,0.030576642703880323,0.029582696964736595,0.004606652451361333,0.03630063754655626,0.05190551177742472,0.05881467485463271,0.05424892474532738,0.041345509236720646,0.06941894311894797,-0.052272196936955916,0.05807287329785156,-0.049146024120443124,-0.028555156449884104
Number of Employees,0.00640583505077729,0.01750926748524212,0.02083552405363222,0.03709727048457431,0.02165208597950174,0.0019865164258477948,0.02230391470128668,0.09273859305416403,0.023803594275050348,0.01352768532665928,0.01326437233449842,0.025740989620443275,0.016464757271399413,-0.0009492147149717702,0.05336371975860835,0.016460895380720496,0.02961561795510262,0.01441029132998935,0.03039099781014036,0.019534057032570693,0.023047962675339394,0.04068784868027243,0.05070431642605412,0.030756054503715335,0.03145950214315209,0.03485622763066714,0.0014698667139961459,0.014643849313807031,0.023765604598111632,0.022075766971297494,0.01069916237179522,0.009243165134065258,0.0365463983711091,0.01983202613657178,0.03484700862920009,0.03071265877755676,0.03059943466327408,0.15911428541691455,0.17455156249469195,0.1616943879450125,0.157131702267543,0.05750710715165759,0.057133676490319654,0.029161976633394007,0.16347588893752754,0.02640120387958702,0.016425729488303675
Price (CN¥),0.05347620535529094,0.013948321277538785,0.014083866293916874,0.09920649133309388,0.03232260823157755,0.04156763062059041,0.040944122375467344,0.0007607179667443661,0.0153887570411951,0.04300460960943948,0.03531983773380686,0.03882802869422861,0.04935784641422856,0.0638329246841131,0.014509523472396403,0.05579714675084346,0.1450066214937284,0.02630482688106865,0.010872681193551417,0.033730727427705685,0.008331584715974139,-0.001514773576642528,0.0038519570975759955,-0.024303434731265967,0.1318280781854057,0.18619033498770404,0.04594518398527256,0.03622886831232382,0.039254889448999346,0.03864762703582954,0.04102243913554487,0.042001806887916056,0.16221335088193586,0.15301456983736447,0.15283432994061164,0.1799493136964822,0.15521129548221285,-0.028746297231008692,-0.02595851423797423,-0.0191810614403371,-0.035595912401863904,0.01557512652580616,0.01624950499977158,-0.023123641929713393,-0.02033033029546792,0.00834213694739135,0.009476014291670963
Market Cap (CN¥ Million),0.0017796008495227214,0.05076889637264431,0.05040615156265037,0.01887275927034366,0.023419781282914436,-0.02552814757850587,-0.007087064726096125,0.0037221046221443165,0.0018453711355479266,-0.003377183528556595,-0.016719028173405672,-0.00899535634207103,-0.018072504210330784,-0.017613011306094366,0.027326212716936013,-0.02793061004184406,0.06983153993665091,0.02227033382906975,0.020760323560957264,0.026969479928849873,0.0701525499509852,0.07232725694851327,0.0648310026053362,0.06574381804754911,0.07270046050923198,0.08646431610566421,-0.014931290351713786,-0.00440392317046805,-0.007441876999387186,-0.01725203399907346,-0.011958902311601391,-0.004483999515334807,0.08422604582589281,0.07461345279613282,0.05555187792425251,0.07193886161878378,0.07258301756893645,-0.007406170824039748,-0.023309184730026657,-0.013875548820442576,-0.021467769841548235,-0.05311772463596402,-0.043981134321770025,-0.040997088615584105,-0.006445248050935642,-0.053332515294858704,-0.05232989609385577
