,Gross Profit,Total Revenue,Business Revenue,Cost of Revenue,Cost of Goods and Services,Operating Income/Expenses,"Selling, General and Administrative Expenses",Staff Costs,Wages and Salaries,General and Administrative Expenses,"Legal, Accounting, Auditing and Consulting Fee",Other Professional Accounting and Consulting Fees,Selling and Marketing Expenses,Research and Development Expenses,"Depreciation, Amortization and Depletion",Depreciation and Amortization,Depreciation,Taxes Other Than Income Taxes,"Other Income/Expense, Operating","Other Income, Operating",Total Operating Profit/Loss,"Non-Operating Income/Expense, Total",Total Net Finance Income/Expense,Net Interest Income/Expense,Interest Expense Net of Capitalized Interest,Gross Interest,Interest Income,Other Finance Income/Expenses,Other Finance Expenses,Net Investment Income,Fair Value or Unrealized Gain/Loss on Financial Assets,"Income from Associates, JointVentures and Other Participating Interests",Gain/Loss on Foreign Currency Exchange,Other Investment Income,Irregular Income/Expense,Fixed Asset Disposals,Impairment/Write Off/Write Down of Capital Assets,Write Off/Write Down of Other Assets,"Other Income/Expense, Non-Operating",Pretax Income,Provision for Income Tax,Net Income before Extraordinary Items and Discontinued Operations,Net Income after Extraordinary Items and Discontinued Operations,Non-Controlling/Minority Interests,Net Income after Non-Controlling/Minority Interests,Net Income Available to Common Stockholders,Income Statement Supplemental Section,Reported Normalized and Operating Income/Expense Supplemental Section,"Total Revenue as Reported, Supplemental",Reported Total Operating Profit/Loss,Reported Normalized Income,Basic EPS,Basic EPS from Continuing Operations,Diluted EPS,Diluted EPS from Continuing Operations,Basic Weighted Average Shares Outstanding,Diluted Weighted Average Shares Outstanding,Reported Normalized Basic EPS,Reported Normalized Diluted EPS,Total Dividend Per Share,Regular Dividend Per Share Calc,Basic EPS.1,Diluted EPS.1,Basic WASO,Diluted WASO
Month End Stock Price.1,-0.026604815555437318,-0.011035888570525742,-0.009899863979919132,0.05390024427909022,0.11035411337886668,0.07399216445378463,0.05959505776185964,-0.008252695575484166,0.023879081212756538,0.006564559596498568,0.0181540487581603,0.014386885463087161,0.06369215729886575,0.01821229140949429,0.016745501062948035,0.022877236286793622,0.013020581960839578,-0.006011759347314731,0.00019406488427766919,0.0033079047646786012,0.007235005938863886,-0.0014739326645741204,0.018095364333633054,0.021844417701701303,0.012700433013248821,0.010703665970155402,-0.0007023352412197737,0.023480411255151015,0.021795784524280097,0.017685889971460072,0.021256112752073127,0.013719264414195412,0.01706397133651802,0.027841206505087913,0.018092635629105132,0.03507905428731524,0.009299994423015625,0.029905493594906428,0.01039545626710866,0.010044203098679844,-0.005369856908577472,0.014062786210363927,0.014689252867985452,-0.00859955862860617,0.011782127654392929,0.023490056713294006,0.023544628656890172,0.024146299418041525,-0.015150597634290788,0.004790196193709625,-0.005463323385726861,-0.013088615759228251,-0.0012359128553228625,0.010311809327825137,0.001736079449468843,0.014231371444122997,0.009706278734542129,0.06261651982877697,0.06062618976607467,0.06735886831390181,0.05688150410512645,0.0034905942249907887,0.0003783538212557727,-0.0023399528793656412,-0.017005014493928956
Net Cash per Share,0.11870698439112409,0.1321886526737707,0.08766960886552301,0.20756513152606382,0.2083181477316165,0.263003262905628,0.18403305209377727,0.08168441547634725,0.08917325781320033,0.07613661936649119,0.028453816057622112,0.044673062704887676,0.18508824675998045,0.031182272301707184,0.10293241799088723,0.13250385545513463,0.1319619926601011,0.08977331090879802,0.11539621791229115,0.13158235164026189,0.13632250065323115,0.16269008008553798,0.196383963627449,0.21518619973923275,0.14450853816845255,0.1423390607467888,0.10190365326641425,0.08579052467703109,0.07929177215550293,0.16033143695725624,0.07800538266479584,0.09851569712011832,0.1219523670396417,0.18236570753110698,0.0665188964734201,0.12684205362022397,0.08475046142945275,0.1425494236827663,0.07225519812301512,0.06667210524863096,0.07648456837922075,0.09429007437734435,0.12976728874470334,0.08816414996127739,0.1454900563519155,0.11027958942850905,0.12476997791600974,0.07225049518857388,0.13667314271786088,0.1300419890689046,0.04856851047662642,0.08338158074705077,0.06888506228660797,0.04938695573184808,0.07521869077336307,0.09488381988211962,0.09386404056995869,0.113873928285293,0.11835127613323457,0.19971239168900617,0.15244512546889796,0.07573469327407521,0.0491853847676691,0.07938068967428259,0.08004458858223526
Net Current Asset Value,-0.0018703810267880734,0.03706380942548333,0.035664558236324174,0.14527464775236282,0.14429389327697287,0.10880802873820695,0.13153211466551862,0.026699334189871166,0.03888666217581647,0.03880885989858669,0.03409152791877907,0.033176031878192576,0.13380991522299876,0.013121125164202533,0.08374562720387803,0.07862415332222186,0.07509514937548417,0.02997316363411184,0.07560403271378692,0.0669694986309515,0.033143024596613245,0.04138437341834814,0.155014904795376,0.17017039615151286,0.11259715050324819,0.05218157433945115,0.06699588031767031,0.03354124738163672,0.03627059740943198,0.15969115826700434,0.1421757299217098,0.06176209098782344,0.10579859436182558,0.09765995114730673,0.04363694073097849,0.19286487208695186,0.05536174713022523,0.1066126087789665,0.03695515777014591,0.03548626928686031,0.024044352013541864,0.04719941442627049,0.04115209048451905,0.05264083335257451,0.04548452843039184,0.10243533228406848,0.09728129540298446,0.08562957887919347,0.04063275399529502,0.023733577435348017,0.026492501872893474,0.005736144708239413,0.027977156496589023,0.013214128129614044,0.027977156496589023,0.023009234518368112,0.020910066911232605,0.06627731925925004,0.06042059597228548,0.07068751077533075,0.07839719394731112,0.011242837055694371,0.029456956638393282,0.019937693731646097,0.03843264046215333
Net-Net Working Capital,0.05336458114297482,0.07891944392364098,0.08327126863566454,0.20123254166130666,0.19968075444369815,0.2247401239502968,0.20020942738332193,0.04425065614352526,0.08307432215110845,0.07803968364645811,0.08650591359552719,0.08996300322687985,0.225953288993087,0.02926279992220151,0.13839221080343916,0.13832451549560468,0.11715653161166112,0.08808624149337331,0.10893354782563473,0.1142661988363772,0.10909951141511613,0.11039809657726729,0.21613141343504827,0.14359003088182246,0.17702006739221332,0.07070402302082016,0.11257105851077903,0.07621567467836857,0.07815238976335938,0.19085564698200735,0.098579363285989,0.12362248681730982,0.13780580094010306,0.10664926920945712,0.08011223753903329,0.12749753028416808,0.10245898996119919,0.14177993951855042,0.08318975789294315,0.08184259860567654,0.08630733451680503,0.0658313073742429,0.07561154037699744,0.12728571485549992,0.0700016508146156,0.0826385997892669,0.12918497246899158,0.12512301632009343,0.08715807903767153,0.10119544675163251,0.059701972655038585,0.01872537914344969,0.07892777456792671,0.019623850744009328,0.0768397952022878,0.08612853899839483,0.08436227664066541,0.1082909873644822,0.1089591733922441,0.12100157168523692,0.10599968346913269,0.01708207964974576,0.01962544150788043,0.03560926026796331,0.06059132890915344
Intrinsic Value: Projected FCF,0.018062698895792546,-0.012580413447363461,-0.0023042103494012225,0.03268619859923836,0.039022439069340865,0.0767643592646913,0.010870892642819336,-0.03789694709922783,-0.019411036384720137,-0.0032571383840878146,0.009632726738919828,0.011984757898044835,0.01198998361400402,0.04938849499302746,0.018395479445261084,0.024031409127244337,0.004035848065102492,-0.016659760072247624,0.0068953091839385585,0.003699344381056618,0.0016372210214919527,0.0004880148642998905,0.018366859906218412,0.030014945436349992,0.013465067790989488,0.010841210902853237,0.003312196703350234,0.007513452238445675,0.008562877411606858,0.011551423731447377,0.11123764694418405,0.02095970212307614,0.014267365090669724,0.021437574832191678,0.0025219671442645794,0.010208092351156016,0.007504969385101774,0.03131256726359402,0.009011975915243813,-0.018850911684153038,-0.009186912366089034,-0.002824309380684753,-0.007867427349631192,-0.00825309640457969,-0.008577779926455554,-0.010642038575378992,0.017876645700335887,0.026799743606678444,-0.010435148995994679,0.021625466611348145,0.014748373599729156,0.004806578549853901,0.02232245484814307,0.012909432636752214,0.01997776686144039,0.026496090301114952,0.017496849094269556,0.06626001071967057,0.0639966348645542,0.008850719156318278,0.012549060229888599,0.014654657983748171,0.007042302680689159,0.010533623097898147,0.011243255859537964
Median PS Value,0.007435623707700558,0.0015795316910401903,0.002079128280350554,0.04968071234619686,0.04699363888333303,0.07191538602575824,0.005986714595524122,-0.011726962374498025,-0.009286085079603294,-0.00429240426650943,-0.002749479182752536,-0.008191059950464943,0.006626710834175407,0.011722955758742302,0.0167168993602733,0.017215657134000285,0.0174015542369423,-0.015615554262644424,0.006578817149532578,0.0018503911121938773,0.007377115905276952,-0.002668910787476637,0.021887017590284552,0.028613129021824876,-0.006563501248210874,-0.006126562725736766,0.006576956385604869,0.0019595318848680842,-0.008813813691298756,0.007710691568520214,0.04871965400953659,0.005583447986639397,0.015390210271156663,0.026175634247239895,-0.005619529269907294,0.013199123117151327,-0.02315021770938557,0.0014943124766323003,0.0001222959194120874,0.004474548062728673,-0.005667521266919182,-0.0010584455836281205,-0.0009646128801033679,-0.020394092001602103,-0.003889463195613073,0.007162335143524113,0.021042650225806304,0.003951489630439591,0.008786198313396599,-0.01508224650693583,-0.013361805357916501,-0.0006397511158932613,0.013144641284180806,0.004323519893877227,0.014267308981997984,0.010371938004636375,0.003408395791014751,0.014461001997525383,0.022372075594178975,0.009886735333708187,0.004683018041998854,0.007112787099163823,0.021653887902237108,-0.027946985631199003,-0.01245963446752043
Peter Lynch Fair Value,-0.02559855655533993,-0.009460770795712257,-0.011979150610715285,-0.007427881901346673,-0.007920889443101025,-0.03238080931752661,0.08098061264879163,-0.02045301346550535,-0.011979329900184084,-0.002220456524559813,0.005824715689075717,0.013953923415999723,0.07268926902633273,-0.025300350206823197,0.0020008442318982652,-0.0019651944555995034,0.00040614373973114123,0.003031083633570383,-0.006552837199558876,0.0010536754175699964,-0.003938348381958631,-0.016789455027868147,0.03257948097321904,0.04415041237129911,0.0056876267689813,0.010606079378589504,0.009980633045828833,0.0020399441983788695,0.0037350633161478456,-0.0034323210246294963,0.03639296059611227,0.0037835108072793236,0.014341976945770033,0.004334897490661635,0.00836484014320319,0.016713893282239337,-0.003794314222355489,0.008878678741401465,-0.007020228368696943,-0.0077356036606182135,-0.0072326197552718356,-0.006970035942092388,-0.006688137084333771,0.015420436000383005,-0.001160830582531902,-0.002050761152432933,0.024722213540619917,0.011694171567085793,-0.004478554680681283,-0.0061036117527027076,-0.022592676548661213,-0.050631283770957436,-0.030155206107084494,-0.02902068957135318,-0.027432343804177407,-0.001947181520399325,-0.002478082485215148,-0.0007769356341678301,-0.0007769356341678301,0.015226586788476795,0.016239714661183072,-0.050631283770957436,-0.029358966352769873,-0.0345863631485,-0.029333202466759883
Graham Number,0.012362886958763792,-0.004384662409734201,0.0015393164688790799,0.03259566263658267,0.018306143765245884,0.0401665316168928,0.041248465759336904,-0.024947361339852616,-0.04139529041756752,0.006972687392237336,-0.02551124854139322,-0.025129463376135842,0.03792839706645527,0.025730466197244874,0.006057864545924111,0.023218622748728032,0.013483366535109797,-0.014026711525201156,-0.0009194594444285097,0.003688876840525823,-0.01831759106931829,-0.007260640633211615,-0.001346616650506914,0.0027290778522283668,-0.010942258815921788,0.0074308489493875585,-0.011482469487850294,0.012136221937243407,0.01970961946737431,-0.018363850432380535,-0.007774247282879668,-0.017112727102327377,-0.019760186903227422,-0.0035391236243707633,-0.02385524292177968,-0.02984298243310972,-0.022728857961485674,-0.0011255833293030535,0.0011887658027246867,-0.03564918547703313,-0.035654133976493654,-0.02513747180296573,-0.03640127965376855,-0.004856476291684013,-0.03804808595973652,-0.038257474016530596,0.0022625014090952196,-0.0007564467668222371,-0.01626052878300428,-0.016955546029767475,-0.02195278964936221,-0.013376095476432162,-0.001208040409071061,-0.014227117275797032,-0.026918681258364125,0.0178478391437656,0.007597567893504605,0.03933602127691721,0.023056042913228783,-0.008574121021984685,-0.012778986700609098,-0.005024158196097804,-0.015361404137798206,0.003638674236612103,-0.004959215465649094
Earnings Power Value (EPV),0.049582515434654494,0.03158234865101509,0.022639417454682,0.1521676562542927,0.15663559329786225,0.15333309896189434,0.15025131791402413,0.020523106126129582,0.030219811831626663,0.04429577803211677,0.03734335326425519,0.0323703101599887,0.1483989935549814,0.017258430344965204,0.04403123681245924,0.051611536095542004,0.028383732004943967,0.055771932915063493,0.04023315541276786,0.04153490071517986,0.0347909156312355,0.01541426695357041,0.04323322818238326,0.03970900524899051,0.026868009192160352,0.023005195529528195,0.03851772875356951,0.03168643232493896,0.03987882077736764,0.022872741664545206,0.09093567359460973,0.020740839528937675,0.04728896129278847,0.04809697263268396,0.04735793552087282,0.05705966316247512,0.03203204150010332,0.04054885167975748,0.04561825410893597,0.03415892828774991,0.041769278782447454,0.0224392557984278,0.03733911652199045,0.04565627088720384,0.040744525020533974,0.03321300402739574,0.016911923583698064,0.012078218188023175,0.022375604620174645,0.032465766656117556,0.026792994160071276,0.07462767078557776,0.06379796284334958,0.01716519352887652,0.06048103719271062,0.03738116323642589,0.023551664104134364,0.06118779273448542,0.06084550459731849,0.05381400542365204,0.06442195189105895,0.05768522863163194,0.05509630711808099,-0.0007120345148575831,-0.006516219237303457
Altman Z-Score,0.001463452251607056,-0.007043532301447615,-0.011465086364123439,0.046605512921092954,0.04740711947731118,-0.03121457133321869,0.03323194791432601,-0.0368224546212026,-0.03845442787488508,-0.014235780564578384,-0.015605527984548749,-0.021964153015186706,0.039762031756943025,0.02290101678854482,-0.003989395549843648,0.009898446079606694,0.02180568584371627,-0.01891973761056974,-0.017935025886180532,0.004262640010153648,-0.015591421098711498,-0.023193041371266893,0.005546195348503868,0.024636992847816716,0.0015750650963817056,0.016127810713033014,-0.0005715476077834719,-0.005516982194443628,-0.007786043479802917,0.01621925231268011,0.01814311761507354,-0.015273706565085005,0.0033643029031572656,0.0002467701856889979,-0.0038372397551596792,-0.013408700632338344,0.001901181257905375,0.01198189611035342,-0.014013886069271928,-0.04213532263682012,-0.03015306537165832,-0.016177663202233766,-0.023991062885070885,-0.007340885412730467,-0.02602549946720764,-0.036795943829503755,0.021267932836074966,0.0023503910449204856,-0.006502983363236297,-0.021214808996146167,-0.006943320169179316,-0.014566200395917125,-0.03983928896663794,-0.04352069829675776,-0.04311609869075479,0.009033223443036347,0.010107137398671251,0.041356103196931615,0.03358418236133519,0.006255980492930378,-0.004147035375467168,-0.00945850692407373,-0.009765230020717516,0.006776785836449404,0.008810070878883471
Piotroski F-Score,0.08622422586408758,0.061928462840840574,0.05298480395069926,-0.07446166406815222,-0.07485182073002059,-0.06496611654611283,-0.1076270029383466,0.01951624660875684,0.02171443182849774,-0.050535026477619975,-0.05817650043461463,-0.05766707642830027,-0.07578058169666972,-0.1015877560712658,-0.03719469046301092,-0.046473150545081165,-0.03907103171191749,-0.060201854004732165,-0.06446131941092059,-0.05742297960565956,0.009770027478886405,-0.06751197581158927,-0.03017380666152999,-0.03549900460932612,-0.0422005760707751,-0.027866612735002242,-0.04619128053793171,-0.04568950189693795,-0.04337100027826585,-0.04996634275070799,-0.025078826360520598,-0.053868898821731945,-0.03143920718085079,-0.047229300507954486,-0.033953981469141435,-0.04129171759828049,-0.04890518982601609,-0.05582413713673063,-0.05738539756399978,0.0010788000717057936,-0.016374630474662415,-0.0035567838623942814,-0.011075699686974699,-0.0743496395504941,-0.009342373713763872,-0.015393626185269394,-0.030669463224958424,-0.04309805634867171,0.06561706028192045,-0.038182458871987464,-0.051696801101484606,-0.04762758989044359,-0.04063661038063914,-0.04939797683963019,-0.04132213965479968,-0.04096546613431625,-0.04236952156232469,-0.041925351023930586,-0.03964025782874539,-0.02890092621485733,-0.022392513031573198,-0.047066216339170505,-0.04813185440996876,-0.05162095392959586,-0.054177034903125525
Beneish M-Score,0.02890098870222731,0.04976452733320587,0.08981082972890607,0.22488412069601824,0.1728370544121707,0.2404821198986128,0.1386629107996905,0.06451983869871532,0.06679731803339975,0.07424587368898224,0.014849678938770065,0.02873395965864294,0.17160963477010627,0.024712188476402896,0.06028916559713007,0.09472394238851953,0.11801203883658457,0.06403497155563541,0.0912363649961415,0.11183403698675191,0.03931832371057136,0.05748480474078662,0.1243101724834436,0.1399032641000342,0.06315263805647726,0.10023829231572325,0.13069377254777417,0.09807974365304818,0.09770854506312955,0.12993843896923377,0.09029979993769921,0.061402847925216615,0.07510200445685997,0.12030505203304431,0.08560558912758807,0.09880539906141941,0.04705293681105847,0.08440619272155149,0.06498568178594868,0.0840067911457963,0.06489408595877381,0.05395550306615607,0.047794736346944575,0.06470146168227513,0.043583506758276644,0.06763096555002082,0.09277737056069181,0.04253789491060043,0.08720034995897913,0.040140257878225796,0.0659547644726155,0.07444132205946348,0.0420681240773386,0.00790191433570837,0.04216153131694204,0.06329991720608441,0.06822227155621222,0.11864787823630213,0.07508149955769199,0.09087160077767749,0.0939986748586938,0.10063327823608284,0.07133829324522899,0.08490948948536596,0.08654485512321815
Scaled Net Operating Assets,-0.010973776012120972,0.0073926134318117905,0.019178192585662782,0.13392627798264897,0.14404483298404666,0.20618846009479422,0.14650561383535524,0.006910068102776942,-0.01316591182477463,0.05298599035573323,0.06824952402517137,0.06884874038569785,0.19194231776337406,-0.024159979339357665,0.08854723344439988,0.09932486696901635,0.08518699785948573,0.02604984219840201,0.11194017044778634,0.119930039666894,0.055558676564539944,0.08793624425901299,0.16756272407329156,0.10821665980326911,0.05609161631625897,0.03977479839764945,0.039803333453623274,0.07123656106189605,0.07380585467931144,0.11258443255069396,0.09493468996498232,0.10382167736179965,0.08922259976578745,0.0722899145282778,0.03153524925820826,0.09625690414580841,0.0877011524031827,0.12494116471296234,0.1098588206236892,0.013691978320066906,0.02081015671407129,0.060461218298400586,0.08661805185088713,0.0177903690519517,0.027705130451613085,0.040944603759248445,0.06087408551491133,0.08626766364041885,0.018767829501080524,0.05042010657117434,0.05210844607188398,-0.0099098575228231,0.08208866982829448,-0.002614831739447586,0.07452837763221622,0.07297166015682639,0.057403225922170946,0.0897999860103434,0.06580363478147798,0.06558485965712743,0.06920446743721757,-0.0019832054024208727,0.00025059245410167765,0.04406174954600178,0.06643380124954178
Sloan Ratio %,-0.01585467506149676,0.013511248482252197,0.024831416602574024,0.08867534355159284,0.08175366329617853,0.11490348071660066,0.08685864241379943,0.007261244790332954,0.017404325411696276,0.021779808760339664,-0.009871571999285313,-0.00976210190976565,0.08207591480140226,-0.0008758195150137603,0.043142742841275665,0.05356419754125404,0.06761361382620769,0.0036295455109103154,0.027823803953407153,0.04264584854599569,0.02934238164732704,-1.9400980078103022e-05,0.042971519426994106,0.026065244393478182,-0.020982874246491607,-0.004923029206315845,0.017399752143278355,0.004636593260671212,-0.00034444230534998437,-0.006227536757818191,0.03673942405079948,0.012757250252714007,0.030735586097813676,0.013976322037844813,0.002514995465700034,0.012493169118856177,-0.0162214411168514,0.01175385067958504,0.006474151102913173,0.01619419953780188,0.016068275331455027,0.008580265709595573,0.008455228900633042,0.010521480272578064,-0.004441551075066048,0.0012028977473964898,0.015318295002745138,0.0006715058659544776,0.006764113234640504,0.01776000316560093,-0.01925605490802406,0.014834849167570122,0.060359815178116095,0.020587632920825005,0.06141631276037898,-0.019815358313534683,-0.01995788213721507,0.0011607951862531896,0.01131323699754533,0.029280727666040077,0.029334266394739923,0.020632129699916374,0.0394893215354818,-0.0041859212831745546,0.004765427024367608
Current Ratio,-0.012084650589067254,-0.023173706639201902,-0.029059221134240802,0.04963376181427376,0.032279168747214045,-0.004620197627650052,0.0048724322344082215,-0.06382707315811477,-0.0714675190737665,-0.04500471485246105,0.00399483475163624,0.006041902123717423,0.03298535113141638,0.0782516051810759,0.03768827873446579,0.04287983377455873,0.06568483448801767,-0.05758732548200383,0.023690092330009672,0.034941215834949406,-0.04931702801892298,0.020315055892826436,0.021852350155882196,0.03809720705437629,0.008445539448030405,0.018363323898410076,-0.005274416905631211,0.017657124144291436,0.015634389980614345,0.05039823392934911,-0.012759192519680648,0.005917327888746952,0.04611249087757541,0.033064487184593906,-0.02785082698163785,0.03579681117473727,0.015047033285879925,-0.002677647444203739,0.029082229641770464,-0.06455264369188143,-0.05890032660521806,-0.05016586357893229,-0.05984282430110368,-0.019984086157902054,-0.06832992106111149,-0.06871015982164837,0.032406941528761446,0.013717746181051198,-0.02814103238490044,-0.04302883717580965,-0.036689314317340876,-0.0075498160277291115,0.021009330917390275,-0.003190964798832801,0.014396172414989798,0.013486316826801103,0.004596904942901881,0.017970745572235436,0.020032395870677264,0.005919286476598525,0.003974201417516877,-0.004188101701493392,-0.003123271433913598,0.009277391007649084,0.015856916384342935
Quick Ratio,-0.012560880755938687,-0.028725648417418558,-0.027225081660000712,0.034619052333458106,0.0026697792742643688,-0.013572912659162092,0.006129390477190895,-0.06220254688874695,-0.06855271801321333,-0.0462394796954405,-0.021080270200278355,-0.016183551027086993,0.005768603823744386,0.016631757465761725,0.022979785243323083,0.03502647518062646,0.06374230328140326,-0.07151220508012404,0.018539600114818835,0.028429540055965104,-0.050920334516207595,0.014459322017986345,0.008817161022994673,0.018845438418440174,-0.0022122749487753397,0.011460905108468903,-0.009655117190855766,0.0005886644544245475,-0.0005197392286730856,0.005371965002031523,-0.005980953406310356,-0.009490069166628225,0.002864937420518715,-0.0031271187716875952,-0.05214285979640241,0.02442730562634025,-0.0010701691763918895,0.0006181282568687723,0.02416060671201707,-0.06348379315966361,-0.08176251245417454,-0.055501078361565946,-0.06126458692148399,-0.037228492979761926,-0.07077881926671614,-0.06966574491803165,0.030220686734196922,0.02258790156816529,-0.03787525181884559,-0.0454185101076622,-0.04249264950241496,-0.010609424821590517,0.01013614889349982,-0.005298653849800779,0.010803162267928252,0.008405462300045286,0.0031786703943648287,0.019109929163920684,0.0043231385796851825,-0.004339807544366854,-0.006353044246904287,-0.01649417557564789,-0.009327775747915988,0.012921727929552396,0.010807284506741817
Cash Ratio,-0.02583726434502784,-0.046493786466236156,-0.04481301739010521,0.03141423119379395,0.03040095142098314,-0.03753634005346403,0.03922806970058933,-0.07134126041697052,-0.07787013738908861,-0.026669944200943395,-0.003731809480144586,-0.0012882668431233335,0.047039994763868845,0.04664695623209886,0.012519850953750527,0.024499498849163054,0.05374127130351299,-0.04895711479545653,0.01154754035300885,0.008666474613183333,-0.0489138296813932,0.007205621022540543,0.009771219622532683,0.018325888500035237,-0.009173239832772503,-0.006185870822295289,-0.00019742991746485913,0.004994932713021742,0.006387036411662889,-0.010469914068875825,-0.01158702489600984,0.0015051654224975805,0.0021829448222778153,-0.0001391585784694246,-0.06318642087599298,0.04560031391077895,-0.005749365904875419,0.0067975976204956955,0.02324515748079003,-0.063665216556402,-0.05575264999683036,-0.06765584852369562,-0.059641545648948455,-0.03664324616387575,-0.06982430905740747,-0.0693020101932221,0.022843123471910327,0.01952306409041831,-0.049903969032146875,-0.033809852650635366,-0.04018682196814027,-0.026283428730948917,-0.018375652074742326,-0.015291827289795737,-0.020379784959767056,0.011025854066965421,0.0038786157048453307,-0.00425188455027827,-0.016523573335747395,0.01742024407098009,0.016352578741525042,-0.02882420670141902,-0.007402214699295264,0.017237563120374565,0.01690068887967767
Interest Coverage,-0.006364085005142601,0.030014237791358235,0.013726571637165196,0.06013076488777078,0.06591330072643842,0.03559341197237478,0.038796090730586416,0.12685192327800265,0.1328452164043067,0.10969373085847256,0.15392059656370477,0.188633638625103,0.03502326647849995,0.07414836932411865,0.20249222544602344,0.21015435732539348,0.23237292960787476,0.1495473449618769,0.15105115908057629,0.15735854746922237,0.07095318654537935,0.15972782136107583,0.1324191414927466,0.15462444294920305,0.20443384864968228,0.19131331033038507,0.21499367759303734,0.19332347065535535,0.19257966415718986,0.1581030284887493,0.03253905535635586,0.10830523582182666,0.2005792366708381,0.1736540847623907,0.12323081841762698,0.10716558992200781,0.19919658286560993,0.1861736515381319,0.18738295986803105,0.0641586282798824,0.11088089162518833,0.025830815277777322,0.07328435493356387,0.18018351116318393,0.06408801221025748,0.06507988317488424,0.05310912453871332,0.0407770650440979,0.01605158615061662,0.09564452930914855,0.05375239665352936,0.14203354084389114,0.2368967177512249,0.22515880095031185,0.22485920244950466,0.1675252728563601,0.1736901865437084,0.19609203667818376,0.20052767297281343,0.16215029372367792,0.14755899792006158,0.1876247174885209,0.2251044233395643,0.12659502071865092,0.15734915928272392
Highest Stock Price,-0.029589587487907163,-0.007760437153672237,-0.007280618968330954,0.06242483099225123,0.07263111520517311,0.08433131691002597,0.06394688901656978,0.00223300388720748,0.005493505929150626,0.019278730595463353,-0.0037968284722573356,0.014660612912328922,0.06446936447355092,0.022218412292127378,0.0012682158924965034,0.013611700930729938,0.013545019192794912,0.0028735816241558486,-0.006936858973624935,-0.0034184331904921804,0.007893737239198926,9.948651262469549e-05,0.01771602604137714,0.04400161596109177,0.018256079479324484,0.015966634696818922,0.02878573343231814,0.015274413619201574,0.013230858623686568,0.016667748074913138,0.008098349951999912,0.0003097701153289816,0.005674510688339184,0.0305027395898237,0.0021169571810025593,0.040556013219696256,0.002268693221672046,0.028592174859840072,0.01372880879721528,0.007638677951684682,-0.0015357021936717357,-0.004761904260671093,-0.00370898605830152,-0.0020997603017313773,0.010074473540487364,0.07496812151718812,0.020874370904359178,-0.0006322014619104028,-0.0015657785449775963,0.012758953464156291,-0.01830052608657083,-0.022344742584176493,-0.03548552214071383,-0.050320718037340464,-0.05170755122532431,0.06620046905128835,0.0015123611166912108,0.03803151391356465,0.02449010573012479,0.09747911629413401,0.016491826887267465,-0.024151988237070078,-0.04841774914103239,-0.010795098145499248,-0.02410869108882502
Lowest Stock Price,-0.013027078614619512,-0.019556272269573717,-0.020022201475897002,0.12026191575802499,0.10247675149333044,0.05990655173820353,0.04225642134309672,-0.01285581346388448,-0.016749393756539232,0.006918913122161323,-0.003477437394431225,0.008385352475827234,0.04594910419956294,0.05094617145169708,0.007451341263802156,0.017777830748189866,0.01832220403689753,-0.014036835631548967,-0.008378554831822572,-0.009198899182945516,0.013624905582095882,-0.0009398990495461477,0.013620119892486895,0.03930367023205389,0.025121767186520535,0.018721905031022047,0.027676660069519094,0.013825917268942908,0.01686502733249504,0.022113130047155923,0.012256749916304637,0.007550838682749521,0.01016204055973442,0.02939301281192417,0.00016556174080444973,0.032972595730145854,0.004559667987781936,0.030695988595031445,0.0022947181261352154,-0.0006862836435304748,-0.020055853121433938,-0.010083927923992965,-0.01055144913513387,-0.005847234696228131,0.0016928660423639209,0.02704685045964604,0.018571548430918836,-0.00155373042615486,-0.01398898324851181,0.004550482158943969,-0.017501419456131068,0.00662914750619291,-0.03143025032034371,-0.017918715990933982,-0.022137232155141462,0.0024114405034345943,-0.0032955621131107475,0.045447779310552286,0.0333570489559673,0.01756727713772331,0.016432392811837147,0.008778035219325455,-0.016204710406359058,-0.002286330099149304,0.0002498432179935976
Shares Buyback Ratio %,0.01798237182964383,0.015579860624200798,0.02539430640157179,0.0741841601761235,0.08346480612826937,0.07444704052751645,0.1471475544756665,0.01649031921264261,0.019300323794791366,-0.012979907991507068,0.025231015077386492,0.03246245561239391,0.14077921977734642,0.05384240407352442,0.03351765626743985,0.03493622670614188,0.03627060455844261,-0.02644640264605058,0.013472872189938334,0.026827094598635616,0.0008361813807009478,0.022200372271597543,0.04164277515380396,0.05803809888614376,0.02752799373007613,0.017653933884290547,0.017520844169237784,0.02696960050687028,0.027445958579530066,0.03918361724188892,0.005262601993695775,0.021059359245461793,0.02414979183568921,0.0052479957907162565,-0.03256173511235225,0.011219721381244484,0.020329825845169024,0.03765516839747511,0.004265715867687034,-0.01310041828222112,-0.03805226182045458,-0.009795075702175637,0.0029635141058429685,0.03417643450029138,-0.011374002139475373,-0.02383161242933523,0.024223684827569335,0.020492711881180917,0.02110789840288276,-0.014707702797439083,-0.0005915017127781129,-0.00333273498196833,0.011430531788500259,-0.019964362449819396,0.029543139533078938,0.10309149830999903,0.10419392579669119,0.007914333792125885,0.00519918094302218,0.09623128246406576,0.04509708265378188,0.005017447775914761,0.01855210411701857,-0.008190833100370465,-0.008851041065373386
