,Gross Profit,Total Revenue,Business Revenue,Cost of Revenue,Cost of Goods and Services,Operating Income/Expenses,"Selling, General and Administrative Expenses",Staff Costs,Wages and Salaries,General and Administrative Expenses,"Legal, Accounting, Auditing and Consulting Fee",Other Professional Accounting and Consulting Fees,Selling and Marketing Expenses,Research and Development Expenses,"Depreciation, Amortization and Depletion",Depreciation and Amortization,Depreciation,Taxes Other Than Income Taxes,"Other Income/Expense, Operating","Other Income, Operating",Total Operating Profit/Loss,"Non-Operating Income/Expense, Total",Total Net Finance Income/Expense,Net Interest Income/Expense,Interest Expense Net of Capitalized Interest,Gross Interest,Interest Income,Other Finance Income/Expenses,Other Finance Expenses,Net Investment Income,Fair Value or Unrealized Gain/Loss on Financial Assets,"Income from Associates, JointVentures and Other Participating Interests",Gain/Loss on Foreign Currency Exchange,Other Investment Income,Irregular Income/Expense,Fixed Asset Disposals,Impairment/Write Off/Write Down of Capital Assets,Write Off/Write Down of Other Assets,"Other Income/Expense, Non-Operating",Pretax Income,Provision for Income Tax,Net Income before Extraordinary Items and Discontinued Operations,Net Income after Extraordinary Items and Discontinued Operations,Non-Controlling/Minority Interests,Net Income after Non-Controlling/Minority Interests,Net Income Available to Common Stockholders,Income Statement Supplemental Section,Reported Normalized and Operating Income/Expense Supplemental Section,"Total Revenue as Reported, Supplemental",Reported Total Operating Profit/Loss,Reported Normalized Income,Basic EPS,Basic EPS from Continuing Operations,Diluted EPS,Diluted EPS from Continuing Operations,Basic Weighted Average Shares Outstanding,Diluted Weighted Average Shares Outstanding,Reported Normalized Basic EPS,Reported Normalized Diluted EPS,Total Dividend Per Share,Regular Dividend Per Share Calc,Basic EPS.1,Diluted EPS.1,Basic WASO,Diluted WASO
Gross-Profit-to-Asset %,0.24660538830403642,0.049736550339904345,0.0663700162649985,0.08979462313709762,0.09178134391900505,0.1569502686507331,0.042369055405435486,0.0011672425414768614,-0.0034261565214578705,-0.009207950659651246,-0.021780643740249336,-0.007866917117958026,0.05407358998169549,-0.04156730403556303,0.054749719258532975,0.05198383275298677,0.05163018788925229,-0.0011673975560927154,0.051754055787140645,0.04830467089268925,0.09850276714111371,0.08416820993125662,0.10205836790713661,0.115350056987879,0.06549422778180863,0.06253756517912303,0.09685178250320467,0.06868120529089923,0.0011721761137180198,0.07117098142008525,0.1087395558652325,0.10163020333256412,0.05152791862948243,0.09432632604949964,-0.010738366728243047,0.07743473088023217,0.01267135967222408,0.09771313760788372,0.0032971601021684637,0.005830493695043083,0.006319405149727664,0.0510228923584051,0.0510228923584051,0.044266278305619806,0.058989140757408395,0.04896077768750855,0.057096858482571164,0.07988488451161962,0.06721861694835593,0.08538376951526114,-0.02548138538432094,0.013386419037714451,0.03302491227783297,0.003324626036766839,0.022094442648368295,0.05417239448875726,0.04137304501313066,0.060274429053574344,0.04132900085530254,0.10899520260317837,0.04005265349889664,0.019263295428908537,0.012695872129737404,-0.005851414816070993,-0.0003815118797984916
Asset Turnover,0.05909731815600344,0.06547320195678788,0.06589887995367504,0.1880896284657407,0.1915481260211111,0.19303225714356526,0.12753990848787292,0.06821509511241178,0.06108738066040306,0.03867095514427588,0.030445664445646455,0.03919845936873021,0.1436924204351824,-0.01682417835834077,0.12158706218828155,0.15588557992846014,0.09906055077254879,0.07906285819189654,0.07401859894158036,0.1015278717405005,0.06194439757009891,0.06728934378636198,0.12283824532832877,0.11483223652240365,0.07222676828914538,0.08594210223366541,0.06756793319677941,0.10456691666331473,0.0950365103607956,0.18458360419310688,0.12267863938286115,0.07707970673437603,0.10779683952247554,0.18297299781131499,0.06500024266537999,0.20697955458895378,0.12534853707530774,0.17419057192208323,0.064919343876602,0.0792559401702,0.07203160589553832,0.03700735685864005,0.035853185098075495,0.05952265943895856,0.029072817016065077,0.02162347451725647,0.06937113665880643,0.042404466011337925,0.03217069009805037,0.02451825229490548,0.0457081932229463,0.04380848975227933,0.05670119886409434,0.02524904798255003,0.06643966106423319,0.06977102550267615,0.06120312476705483,0.10017865136439824,0.0823831171390449,0.08122777475017516,0.08375733634707472,0.04274520629159834,0.04789634867946367,0.11284011693787012,0.10754601094655349
Dividend Payout Ratio,-0.02320397466981387,-0.022109660900648927,-0.018114709152856755,0.07671203975115867,0.08917584569816862,0.1214004420746562,0.05389428861714091,-0.010776455736445673,7.226523970573374e-05,0.02332404288639908,-0.0005201979300353664,-0.005460738134002462,0.03031551302555683,0.03539507703789898,0.023203710120609285,0.031007740701175856,0.033726067596259054,-0.01106380598365278,0.015184424541550025,0.015713488903781596,0.012793431487020702,-0.00016415206268766396,0.005798179962689302,0.08745804518332548,-0.006967373292453686,-0.014889050666898124,0.054714136740174286,-0.012042861512549054,-0.008063543053364767,0.06532439326859639,0.0031125387908708794,0.004080091146031377,0.010504698159547203,0.07892852235091774,-0.012412335790537613,0.015224239452864635,-0.0059623424056363524,0.009433189462872877,0.004646372201736327,-0.013381782337846565,-7.080024300181505e-05,0.004018691037186404,0.004924013946595011,0.0017717265456751305,-0.01799994284384722,0.06105478254119283,0.012176807967894094,0.013630579405993075,-0.017545375773213776,-0.006958749919152792,-0.02846381522627644,-0.03523043255495999,-0.016865397527416025,-0.001109103135060113,0.02302642844282392,-0.0007150219285537067,0.0541233915246884,0.00923606706268651,0.02047539092889754,0.2916924013772757,0.06280676401009247,-0.03786653402601879,0.005167645108118435,-0.03886087969211095,-0.008265053789323525
Days Sales Outstanding,-0.01951371905147257,-0.0010101843756106718,0.007483631760060429,0.08147063706694177,0.10566129374412046,0.1348581307666399,0.006230593768402569,0.011706907803072611,0.041894173854927726,0.016576081184896025,0.03542101666560014,0.03800284772750571,0.009524850465396896,-0.03867471491213229,0.06294059422254673,0.05789032123391095,0.04293576904414979,0.04293990679479191,0.05093236248019332,0.061279181799662304,0.019645444693200256,0.047373816536285904,0.035110511771876254,0.044557216681334985,0.02070688088589468,0.04973324913120989,0.030835044080517095,0.04478973796394487,0.04595467800908515,0.045311009002389824,0.05978083902252941,0.058510696027581105,0.041287778809796796,0.009670611959699446,0.0265921379618012,0.033916610673199045,0.025406192618107563,0.04329191166419254,0.057034727799043894,0.010611944384188712,-0.008489581681767631,0.005066415025474271,0.01748890555883233,0.021146496008882933,-0.007229974135820098,0.004437459165388678,-0.0088101297020457,0.02700045160131742,0.008520889250369734,0.026584425270157218,0.01637427820892649,-0.04546735319504846,0.014205154889324617,-0.023407442732802774,0.01568638123796862,0.10345050711751784,0.1027208311789143,0.031124522391865868,0.03358018136027685,0.0446852807228289,0.04763368407143345,-0.02775390136556216,-0.024611755335454517,0.014934153816889511,0.026350122032571227
Days Payable,0.0051631573287564785,-0.010984567692920087,0.004192709288774581,0.09654546988035714,0.11125071882549009,0.08110872798038131,0.06883465652889978,-0.0017134847370119288,0.011945852198397796,-0.010510998007491938,-0.004844763851944178,-0.0041308903335047845,0.0737605123937208,-0.03422558114822894,0.03504320187905036,0.03423138053347721,0.04404954429929799,0.012264197986817242,0.017704861381044094,0.017734778157373628,0.0029475590950200662,0.013325312777261643,0.02266335311560135,0.02407374109520211,-0.002952397791378656,0.023312921853994716,-0.007989530724131638,-0.010089870027025431,-0.00020847976867719754,0.0263838762209036,0.05338246173490162,0.032573598315347625,0.030834430364609852,0.029419893351659815,-0.02328792083429544,0.005299004769314282,0.004103905333661062,0.03255200253434926,4.607094665698072e-05,-0.0022519537333326118,-0.017877325053418984,-0.019079330025645033,-0.01551096595149355,-0.000628472482713663,-0.017796465523651293,-0.0016841363854791847,-0.005594188732014935,-0.01308904323920742,-0.007329533072360889,-0.00441624221666653,-0.018236765112351963,-0.03132779967925084,0.0019096584728464198,-0.027447056626342146,-0.04252434567372983,0.006767712729115215,-0.00218426225736513,0.023345665612929885,0.02244965152583154,0.04197197143788418,0.05374982023369201,0.0047318684454765855,-0.018807464284167796,-0.0038333323116380553,-0.002293013352268039
Days Inventory,0.005865387689949214,0.007445941224877685,0.0019011671810476157,0.053077659363878794,0.03646961278820901,0.04209147845555513,0.027242208350772932,-0.024076164104126177,-0.01808610183919396,0.0016468201600477609,-0.0006460327800660286,-0.012597397501789676,0.04841767988775981,0.028005110927517708,0.002832690588863284,0.016456089407668847,0.00789449598775284,-0.00022964337514615272,0.0036955590574941086,0.000987088277920687,-0.007382722198450738,0.003108969477992156,0.015126993834098108,0.02280876936449808,0.010485589867780913,0.04622979602890098,0.01494500662547523,0.016632260147711436,0.02019479224052661,0.052877880689930344,0.01346484961007254,0.009986037779913533,0.013677055640645419,0.056285775404354504,0.017386027715688084,0.00971819867229469,0.007116207966192489,0.012607917302383018,0.01438538908185022,0.0012692233352661966,-0.006991448058910143,-0.013126949880320204,-0.013660753842278986,-0.01911401125469228,-0.029226549720586262,-0.002835415101224646,0.01865430054240247,0.01076835545578811,-0.009062984582304904,-0.002486747279591232,-0.0036797886845491164,-0.01560931362625071,0.0024892413517005126,-0.02919458432939452,-0.0010588689940267324,0.01329719840251875,0.006018010288915109,0.03236729321260544,0.02708124502188258,0.021643892998994104,0.017286988972170063,0.003563412468369181,0.004358009926668207,-0.0010639920763315675,-0.011050505416511947
Cash Conversion Cycle,-0.029389872847023994,-0.00012033073976454658,-0.0004890024827753255,0.11550010508526509,0.11708076705498802,0.13556967842492956,0.01786138981283108,0.011703155525392816,-0.0035745160942176404,0.011560041146214853,0.04659886135277728,0.06367445758932427,0.0072163245075030115,-0.01929607775997503,0.06728484447842624,0.07726688020915175,0.04840901547297635,0.03906120685714579,0.05208849923642382,0.04454174563203725,0.010456861643102186,0.04578518932441686,0.03464869460208073,0.03950300778688063,0.04281021145408585,0.047852989196445365,0.020535159136038848,0.03998734540384185,0.04697149254807838,0.07718469248628151,0.0533023545576816,0.04281227991374957,0.1343444075281051,0.031899848808323,0.026296623344778412,0.02243514944842571,0.04359158238987197,0.07270806635355513,0.042741908080549666,0.006233548603202573,0.03774931084807781,-0.009474513493737978,0.004361365242647551,0.014511751889178044,0.015422164026834205,0.01769740463778317,0.017936629728557203,0.019533364341386045,0.0033152072654038713,0.012950930471242676,0.009583662909763207,-0.013672091173384918,0.043287367049670934,-0.009270192012925688,0.03695052002095894,0.04926774733981508,0.04812215958781757,0.02346343083510453,0.010133972619562151,0.04469723488624891,0.0427396498648896,-0.029659408559859834,-0.02700268435235675,0.023493902021712587,0.031934018971325695
Inventory Turnover,-0.03214831158507381,0.002559745048007,0.026981664804993345,0.1323429285320436,0.11866238939452359,0.12992020720627076,0.10864588490137189,-0.004947431027985667,3.4409589591112913e-06,0.012084763890128742,0.010676850213578132,0.011211271705609835,0.11478884476801858,-0.026327164594132868,0.03218233432008336,0.04101567835811295,0.033274578139289496,0.016900314298229205,0.0276667082760735,0.03896050424697982,0.002087402577584799,0.028533720563238926,0.051474216542150716,0.06466121091976626,0.018069787215005413,0.018396745437236538,0.026171112520881477,0.027057283359241544,0.025852158834653582,0.08213253682384168,0.06798239402354067,0.03699827068816812,0.05158715587108016,0.07872108714468476,0.010673513826088258,-9.569297507585825e-05,0.025031186304578918,0.04229794931051026,0.023437995364723355,0.008744377194837791,0.010745179738528291,0.014688091919790976,0.01860124871550244,0.015132356394358039,0.005588413471342835,0.009222865582715203,0.01067421235515155,-0.001666668003483727,0.009359875281069675,-0.0028984820185027627,0.0046731067479008695,-0.0026760477715645965,0.01903891145401012,0.0022262604092674458,0.019253573480191553,0.029069048462603816,0.02430253391981001,0.041044353094048865,0.04225211301788952,0.03808050322308093,0.042333824232772634,-0.0031413980677261603,0.003098102244882282,0.01183002759520566,0.014948730230242176
COGS-to-Revenue,0.0017372225709676612,0.08578560868310403,0.02249051230470731,0.10231891881090162,-0.04439677833778302,-0.0809630833541924,0.09577064382867828,-0.026414609810739176,-0.02805647697812961,-0.028929915855559173,0.004012324040136955,0.002600183867034981,0.07557830103885066,0.04138762524122934,0.02540712811828045,0.0418709930006055,0.046159100529597694,-0.046750048253822646,0.018076231518353785,0.030251938019157005,-0.04319281235849153,0.023781582927012056,0.04058796743770196,0.047321799135378255,0.008351571182819347,0.019225501950335965,0.008709705292089837,0.015849940852124517,0.040991850074330205,0.0384221452577863,-0.009030805762635385,0.022712361341404225,0.04282353525295365,0.02272505766783002,-0.0543585170742123,0.024975945380939907,0.007840386822123124,0.01619803619292956,0.017202311978343838,-0.04868648591929346,-0.04077352286215224,-0.04472829338628961,-0.03708722633715558,-0.009048675944001265,-0.05190436618132943,-0.04329777744910811,0.03982982953007971,0.0022998052217417866,0.01462999888162062,-0.04943385281396044,-0.026219214214656922,-0.00304776921918283,0.01545350952095233,-0.0013452805755711887,0.01315699155473511,0.02636856824656625,0.013664950330426874,0.023864848548459924,0.024297260745755313,0.027905967375183572,0.00528626267427323,-0.0016258688139418821,0.0018757069513557199,0.010078630781266452,0.012637350569037493
Inventory-to-Revenue,0.03644381747648785,0.1564388851015136,0.13938132435370626,0.34176827457394066,0.16509832295807564,0.2725375385532989,0.25411438514431384,0.009147459578169932,0.022855950831683437,0.07635552120046567,0.03227923397853214,0.02910171720256218,0.24649542373048627,0.017641541574521493,0.12235977460366401,0.11685400990713335,0.12241712703953826,0.07033917621553641,0.16529900732405498,0.1716747926819015,0.12154621535573866,0.16076193411190492,0.18152550710816545,0.14252901806869833,0.083276940296054,0.15175144243104388,0.09022773554149516,0.16361859744137247,0.169236819698852,0.14615579515435134,0.06651521050134414,0.09026553575636626,0.13286936785341263,0.1471410730191136,0.1350098394475187,0.06861490490977164,0.09675039825032429,0.11212774356690214,0.1596811700107212,0.023534094186075917,0.06490540301321743,0.07530586428073506,0.0811693525426417,0.09266096127365026,0.06267754151417428,0.06903508384591922,0.09646682894017049,0.11388860645922114,0.16048650617248358,0.08382733906626999,0.052010667375822196,0.029465103300110908,0.0901432769296662,0.03277770760864553,0.08729819805080917,0.06484298697163371,0.06513916432187257,0.12553389062576778,0.11272355775305572,0.08936474265640165,0.09267768543738633,0.032211302983892284,0.03369114694165474,0.05547422963702061,0.05483711499589267
Capex-to-Revenue,0.029243418413552286,0.10667286395960388,0.11019720729294717,0.26587667636788076,0.09886948601271955,0.1935012763254894,0.0666445629172509,-0.011829130372754555,-0.0027664283861977123,0.01306881055676382,0.05552683024486328,0.055233067025183935,0.09284083837933697,-0.03776522603408096,0.047615450363888756,0.05615076833399606,0.06205329552078958,-0.00466296920256702,0.09756897512596859,0.10487729146480411,-0.00055146102804774,0.10090376813882199,0.1230177805552984,0.08795653628062215,0.04848182621508412,0.020201238693654953,0.03964535165672539,0.09131550496290494,0.09737157944526431,0.04897250417831427,0.03160156678426436,0.04617600578098008,0.05208413358291089,0.06940234450553401,0.07432707131514127,0.055376759526929956,0.027689966615497358,0.05468621743919944,0.08949835517397252,0.0704635235632617,0.047096686470509665,0.05530162537089603,0.008961742452497905,0.02548406418028847,-0.018105376453729068,-0.018361629569620643,0.09533899572446644,0.06969691683776595,0.09483057403914254,-0.0022548958759478358,-0.003023042382476323,0.005267115437852785,0.030813143076546787,0.004252397126685171,0.028821732927952325,0.035562315218871154,0.021590112250853676,0.07442408869931229,0.07237859177620139,0.04111818128698979,0.05610112976507845,0.0057996290313534855,0.006046400537458908,0.02055240966694198,0.017482742122774463
Capex-to-Operating-Income,0.02416195177454435,0.05177391659977821,0.04370721573071132,0.1865599156274263,0.10979532640047836,0.2531846356028192,0.02867113698438323,-0.019029667297204587,-0.011982794054646691,0.01520262082674579,0.013141065831074042,0.020061731837774995,0.038334841599027725,0.009397732119497636,0.02907543838311095,0.027845706738544508,0.02962340172511575,0.04932623991704814,0.10771773576090497,0.10994421909273139,0.10576293527956954,0.09600100444006346,0.13058856040126013,0.13917241337700842,0.06799624541140925,-0.006806321582124874,0.17134627953637024,0.10557509696503285,0.07022271587993907,0.1197160419209634,0.02163193548094635,0.09843354975625497,0.02181706216871137,0.11495346755948434,0.10549537441447976,0.02515895149406462,0.0017131930744146264,0.010462624689520254,0.10747891456244615,0.09002703122033673,0.032547318496701644,0.08466766532249474,0.08741466673353324,0.01031090654365548,0.01544102073615446,0.035315322760939204,0.049043121383061425,0.09922618931910449,0.06065123272037928,0.03754631455054514,0.06276238937396468,0.017189753626323613,0.09393554927472372,0.012240547352518193,0.09213550941337632,0.0037992352443954195,0.004356736637781457,0.026125127801279152,0.012445164504165284,0.06214946581353027,0.04634476095395953,0.01731568439154258,0.012240547352518193,-0.014965229469133914,-0.017025655982483626
Capex-to-Operating-Cash-Flow,-0.025885501370013414,-0.006257677561419963,-0.010039530765130401,0.09722056738841213,0.11190687535563754,0.17477253896587566,0.04927209765963235,-0.008941258240839217,-0.003998280094713749,0.03470600532032009,0.006429333616649801,0.004962554205066702,0.05625399026374213,0.006818312007069661,0.014963256492277286,0.013195185664861438,0.0015447520061334704,0.016813982858868582,0.047125559478098177,0.04760647302791965,0.05351474288204787,0.046570813912861504,0.024579130595899255,0.03385287819707217,0.007960587217834592,-0.02340001906926297,0.02594193365281979,0.014725679873924837,0.009353362524536498,0.020681043351485694,0.039998186505670164,0.009467120203517126,0.024996108520742813,0.022590183603622478,0.011299270590616676,0.03477546634369567,0.011302311420746195,0.020460199356214872,0.05589270944912558,-0.00465245525270007,-0.0013251635786279631,0.024895832025346554,0.024039205852782596,-0.026904884416246062,-0.004691131375435939,0.006469922267936925,0.006191746756305533,0.03245496055340725,0.010624683483635029,0.05019836635846544,0.022152137705622847,-0.05486354451812467,0.07320342800451349,-0.053562351722336296,0.07320115964293437,-0.013339830966714586,-0.012887146413658885,0.010212958991978964,0.006382730683190838,0.06110677250924802,0.04654199388765403,-0.05576570694175522,-0.05564471426898558,-0.029223932558961562,-0.030770799932431096
Revenue,0.03757655906887252,0.894843832890586,0.6329672211921064,0.674790117484162,0.039112334009527495,0.11102235915259762,0.08718118692729873,-0.013371651412816531,-0.00274809920201556,0.08957571258250571,0.03166660597824043,0.032255892780005437,0.05404238732368904,0.035301519217614714,-0.03305306689888029,-0.02667239299170189,-0.010762588763204205,0.06359995192075946,0.0241806649939157,0.009770353870089407,-0.004142598413026407,0.021403269031750497,0.011101695161178619,0.034460995995026965,-0.018648403026773522,0.015575168346266068,0.09370513525298739,0.047123709278205486,0.06100461340064343,-0.014545211464658678,-0.021280369109840158,-0.03646561919545973,-0.024069585682173517,-0.019001060394402445,0.10805076377588717,0.003557554570704107,-0.020713534976328468,-0.020171408794192987,0.032825183713647815,0.0978705935137022,0.0674030983126937,0.07663827937231743,0.021676646312014505,-0.022452520064883116,0.014277316838564143,0.004975303377366069,0.02108958620470329,0.010706519682139998,0.6146204329728686,0.021675707919616476,0.06949215327004159,0.005747503331205573,-0.00019356195419743122,0.004683448367065207,0.0021765364266168887,-0.013109653364814542,-0.013531315679845463,0.03975017528993074,0.03948249986646929,0.03614900030046902,0.035239524349596735,0.002210230319878325,0.005039702042364501,-0.016956078990255988,-0.008382173729245823
Cost of Goods Sold,0.0002993724873997707,-0.008075218068668143,0.006079826097900267,0.1329616668371318,0.2804453020468302,0.03402460888161131,0.098174887409131,0.04071566985562899,0.005281365342610627,0.026869501383719956,0.003009841384453051,0.0062526384492255765,0.06097782690849132,0.02613318026902539,-0.016179947287884813,-0.017048978970096607,-0.013792117027677,0.022531936936420548,-0.024107440995818963,-0.016605443205839693,0.008826088061089199,-0.014304041309958075,-0.029451147445035703,-0.028813524606122236,0.038316195497102454,0.0165688090466207,0.04105797760484551,0.015907459096435272,-0.001343385517210187,0.00922525945605054,-0.0036129006224712105,-0.01540309445335589,-0.005706620633453758,-0.01782969533242317,0.02125455557014813,0.027390584228520587,0.007506122951977914,0.011490804559056243,0.0064320907924211215,0.022389224978034257,0.009317637119630729,0.0072194793597210125,0.007324276934548593,-0.032472127113775236,0.024316656039228637,0.010442713010297755,-0.002179402334007022,-0.020095231150969346,0.005735341125475298,0.021935918568149554,0.028820413335910715,-0.0007383403346142943,-0.02858306198801268,-0.004232269092137753,-0.027186090483097364,0.013493795874228765,0.01799015283501975,0.0047579159511924275,0.007561113462284226,0.04246755293158961,0.044777435600298815,0.0035027608593177703,0.004821868451295467,-0.008191275045680879,-0.005555717291523893
Gross Profit,0.9053096165525456,0.0371460732625104,0.053387509772187584,0.10651097624830938,0.030272353933203596,0.06568900590950132,0.08731393719525142,0.0018402299373630393,-0.0004746178162925701,0.01777054848581573,-0.01902643853319144,0.006410945654713824,0.03896290819993925,0.008254561738990005,0.0005933877007346096,0.022974400316506233,0.025428226226715485,0.04449708254405977,0.04450577830419234,0.046820477545186506,0.20945363590829727,0.03735960828514697,0.03504909752287335,0.02153175960341655,0.06547429455096013,0.08774002007317694,0.07418221351686262,0.06403171468159055,-0.005284569061699117,0.04272143055782215,0.0010457751141225687,0.048772066426319254,0.025603942750993845,0.024005091625917387,0.08032941631228854,0.03251362149619826,-0.005215960774133346,0.02680374773328068,0.04309584165094306,0.057668491292632365,0.002418177523821427,0.053157230402574585,0.053157230402574585,-0.008800309693634205,0.06016109650186838,0.05890684508118007,0.021053556812291624,0.01682545103434717,0.04962555693154198,0.08945882644618759,0.03357440187100378,0.00923723300466556,0.02903508178854355,0.03247735627034028,0.027053049292915504,-0.015834840545180848,-0.010914385302769879,0.025605336186246455,0.024349594852186924,0.09603920168048374,0.015465875381555498,0.03493443167920291,0.036390685636635514,0.0043370959170820475,0.008061127252590523
Gross Margin %.1,0.07598143397942358,-0.00989868823539931,0.016244944763959563,0.11959668114850139,0.11446732665048334,0.11776872861834826,0.07822274127482888,0.0061040763881952615,0.01299803947221841,-0.004929391327035092,0.0031635202044386097,0.012976909134031938,0.1343444195396504,-0.014183062520351246,0.04233809018720613,0.049785865373484346,0.036382468388485315,0.01908797832004476,0.03729640933436047,0.036981138011904065,0.026728576469747287,0.011720309300312114,0.02916550285830709,0.044883520607942186,-0.004003326548408596,0.1262069478425334,0.02519898109008534,0.025493661225595248,0.03436373125487958,0.0401881957131762,0.07071206360988865,0.029211232821303286,0.06015106716680472,0.04596854125287447,0.008500770892370573,0.0423868170894771,0.01936285398238507,0.04179027135988344,0.02374934941670651,0.006216163635094473,0.012862976665629102,-0.016155050825248717,-0.0165884249432978,0.022224529187807256,-0.023314752624706513,-0.011511786901330427,-0.00838503065434169,-0.012002471967139789,-0.013761218972220143,-0.0009856551798152705,-0.011238366620114744,-0.000902450085662687,0.02724957002887503,0.000557376496095459,0.026267119009222722,0.02339406901722841,0.02616219510036572,0.03747117721393227,0.041302133513024225,0.02907225053258302,0.04331540800298671,0.023029439159649865,0.029206322204793758,0.015140230103612973,0.01393353714513713
"Selling, General, & Admin. Expense",0.03838150776742501,0.04633373584834881,0.0449867581724707,0.08012903592430368,0.11260081171024773,0.14934176941918056,0.5598789798313089,0.05316604026563638,-0.0008141144713849613,0.2662594778896091,0.08947042035730544,0.057361208261680584,0.2137882465653841,0.06975116434166322,-0.00021236409121857657,-0.00022594293210157282,-0.016741313588045308,0.02932780456059875,0.08725534982800076,0.018797163721067756,0.07915921416677883,0.09828975611003425,0.12464712297211027,0.07001209199786973,0.021989331441412695,-0.007766275151235211,0.0105318279459148,0.1124500464848758,0.10527247254289672,-0.0025647032003911045,0.028754581639724126,-0.012637394644105085,0.0023330716993503996,0.00028689117207319863,0.039004526588985136,0.025364626458246452,-0.0024345098883228377,0.009727312778364434,0.1098586575137975,0.002241697670574876,0.0011495702153448582,0.02552138792270371,0.008335479047367016,0.03142883069111472,0.0224672869553581,-0.00028447827611059436,0.004929769987573736,0.07653169814742021,0.06452112033194304,0.015994974407630425,0.03201157511397988,0.010188411805941489,0.049149831329387585,0.010314960027717672,0.04741640518419868,0.010981423065107555,0.007901207711137503,0.025770435951307655,0.013752982990958394,0.038727362203720445,0.04017408404491598,0.008709724893324642,0.005055466315630275,0.0004941873133696281,-0.022547029729465838
Research & Development,-0.01999763060714252,-0.02964701993668553,-0.01874726573551314,0.11904342100448081,0.10675872353231393,0.0832173467149567,0.052883153435940106,-0.03781981437156882,-0.04445355123754856,0.002651921055017977,-0.0009635013865628012,0.0037500479352296826,0.05167771285111312,0.3271432742391922,-0.0013635050866625796,0.0030269018966941766,0.002817230602641634,-0.007539184050752426,-0.012456475336837615,-0.013533062176346936,-0.035979504074683394,-0.019371563999238377,0.0011407556659284307,0.024234557069228564,0.01000194256194957,0.0020423264557899827,-0.0068239824842655904,-0.005189313227064093,-0.00656780088830126,0.009041007998367082,0.008201497916475824,0.004452155351473863,-0.015508174677003262,0.02419395657949496,-0.003306115096915322,-0.0021912370355136965,-0.010116871583968021,-0.008026510457531867,-0.0054493129542937625,-0.052856745626622806,-0.04858285592677096,-0.035915285560558285,-0.040231088949160984,0.008901608599744757,-0.0336900046838724,-0.04641120519400639,-0.014598304325788954,0.004629565996424812,-0.02641651783335287,-0.024604278104530274,-0.025738789427574453,-0.026518750536829505,0.00048261871926534973,-0.026557953078596694,0.0001359073010342893,-0.029970230632099092,-0.029564487884645937,0.003983050460141169,0.003836902339166881,-0.0327935670357833,-0.02838417842229684,-0.02632853333833184,-0.02643623922355033,-0.038198342331583035,-0.014922516938293462
Other Operating Expense,0.03515528357389089,0.057856242130185996,0.05840356360925548,0.05492702143228318,0.08552084674669877,0.28388164902162594,0.19240165338008783,0.028486073289250586,-0.024679785011851148,0.15706509652628797,0.07947230671723438,0.08609596036161112,0.12437365550709659,0.16515099825862356,0.0033453227312412693,0.0004814815352818208,0.0010667503447243237,0.06015995343603613,0.2920321328604414,0.08006338788997805,0.10014314376661126,0.06167732387599174,0.1019091267556419,0.1023963221127181,0.0250262576974539,-0.011989837158244612,0.019855362595865615,0.09676083407241742,0.23739453099985808,-0.004772245723291532,0.02185922799189992,0.010859831534324543,0.0031357693593011653,0.022072421447358402,0.10191701204775366,0.031096123034661003,-0.00047984860440985523,0.03087483234363393,0.2575345737730013,-0.004320720242797206,-0.0065881655647667126,0.08660233238650822,0.08851570955055514,0.0028351417899210784,-0.012165977976013969,-0.004279548723428216,-0.0006007593300178088,0.09785912088982758,0.001961115763680117,0.09822035990748594,0.016104277758450167,-0.01225917436155408,0.06327455346702869,-0.006159575780674548,0.06804438950741043,-0.0009786496515377299,-0.0014089336057201496,0.022424317718681606,0.010329787926499643,0.05511027524498148,0.04254818759925033,-0.0056876766400868,0.0338621059991698,-0.002744160435438532,-0.03846976440731732
Total Operating Expense,0.058335476421911066,0.13792843916671643,0.09836747858286747,0.07480539771529386,0.11071721994831936,0.2860925369771557,0.10683939285884532,0.06791075729594255,0.027336780615179537,0.11990732022633974,0.08777372284116955,0.09695261031410124,0.1369515071363641,0.060700300365981355,0.035691589419343944,0.03308393542738795,0.03245800983646768,0.06284112422929078,0.10040878230091471,0.13361035498445226,0.111103483076212,0.1722306282865294,0.12220895324231752,0.1279197231840821,0.1162655169820925,-0.0018653793391021608,0.027424878876493117,0.12235848569572602,0.11019260857241371,0.017465170791303854,0.041723796121308214,0.021861155683227575,0.03562164627561211,0.015572092854197746,0.14312079707739767,0.029566744873004754,0.020652756055654323,0.02326530470672064,0.10954358334384585,0.04273420236023954,0.039587280644853465,0.13287252840790695,0.13399774996735975,-0.000765195180922952,0.04102492452959826,0.04322124496533646,0.02177687674839755,0.09943370568444816,0.12344451528681293,0.12972072397714549,0.049145848641514445,0.00710786710744709,0.06933292770177085,0.010556561976224956,0.07250652472892188,0.012535700113041653,0.01072104742527703,0.031588103822354725,0.023703833484550622,0.08658150445069865,0.04285078616036681,0.013388411697987055,0.031167401288122686,0.005563070730592274,-0.0030616951685965535
