,Gross Profit,Total Revenue,Business Revenue,Cost of Revenue,Cost of Goods and Services,Operating Income/Expenses,"Selling, General and Administrative Expenses","Other Income/Expense, Operating","Other Income, Operating",Total Operating Profit/Loss,"Non-Operating Income/Expense, Total",Total Net Finance Income/Expense,Net Interest Income/Expense,Interest Expense Net of Capitalized Interest,Gross Interest,Interest Capitalized,Interest Income,Other Finance Income/Expenses,Other Finance Expenses,Irregular Income/Expense,Impairment/Write Off/Write Down of Capital Assets,Gain/Loss on Extinguishment of Debt,Restructuring and Reorganization Income/Expense,Fixed Asset Disposals,"Other Income/Expense, Non-Operating",Pretax Income,Provision for Income Tax,Net Income before Extraordinary Items and Discontinued Operations,Net Income after Extraordinary Items and Discontinued Operations,Non-Controlling/Minority Interests,Net Income after Non-Controlling/Minority Interests,Other Adjustments to Net Income Available to Common Stockholders,Net Income Available to Common Stockholders,Diluted Net Income Available to Common Stockholders,Income Statement Supplemental Section,Reported Normalized and Operating Income/Expense Supplemental Section,"Total Revenue as Reported, Supplemental",Reported Total Operating Profit/Loss,Reported Normalized Income,Reported Effective Tax Rate,Reported Normalized EBITDA,"Operating Income/Expense, Supplemental Section","Depreciation, Amortization and Depletion, Supplemental","Depreciation and Amortization, Supplemental","Depreciation, Supplemental","Amortization, Supplemental",Basic EPS,Basic EPS from Continuing Operations,Diluted EPS,Diluted EPS from Continuing Operations,Basic Weighted Average Shares Outstanding,Diluted Weighted Average Shares Outstanding,Reported Normalized Diluted EPS,Basic EPS.1,Diluted EPS.1,Basic WASO,Diluted WASO
Earnings Power Value (EPV),0.08034799697975552,0.10115503159908865,0.09324529392500083,0.14579504015102984,0.15007620968269478,0.1591996467089398,0.14867944818228973,0.06332101872601723,0.06491343308502256,0.03701576095086545,0.023115716618711184,-0.009469598801930598,0.013225820867225131,-0.010552857265585396,0.029192431278058435,0.07168047413312807,0.04126501040622534,0.037230281471633264,0.04542266992406195,0.025583375711013247,0.07035353828911377,0.016764032635203593,0.048881948353594266,0.07127476612979983,0.08269611857857032,0.022916058309618362,0.04233733494214239,0.01178634878024919,0.02689763629286182,0.07414144111806517,0.03178102645894119,0.06492986794995717,0.026286928180337593,0.026605423949802136,0.016911923583698064,0.012078218188023175,0.0926724670884929,0.0360577224477508,0.05242232756349621,0.022593172451664218,0.031396842191131064,0.015392105042343366,0.03963782680580043,0.050306397447604324,0.05294961837071899,0.05084658368173187,0.05752916839893239,0.0506497733429071,0.002317377977365746,0.04695520411455733,0.03747475738995649,0.025401553873699162,0.030998332519372597,0.040985431005473714,0.03136003215948711,0.0003819194068765521,-0.005551082221242311
Altman Z-Score,-0.01023938621958963,0.05017558787717668,0.0424710107215294,0.034959153221569554,0.03437524256003473,-0.037905673864014444,-0.039578401727361705,-0.008395437488105605,0.010873356472789754,0.004112181124168687,-0.020302021655412825,-0.007126762841280309,-0.00031251042213236856,0.0008460330334186276,-0.03061134964666823,0.023325167980126803,-0.0008147269573877485,0.0017612943745491136,-0.0005077669108101792,0.0023684030399906066,0.004583500489501721,0.06482755593811868,-0.021258749209349274,0.002762819203516449,-0.0028652992758283926,-0.01125614906378905,-0.029585009211963383,0.012801641516016753,0.0001464641729003865,0.025956803374427014,-0.007971972858505056,0.01768777378202361,-0.010646283834729013,-0.01795108240300996,0.021267932836074966,0.0023503910449204856,0.047589171818661784,-0.0164035284416961,0.00640008215009243,-0.014526979360520869,-0.00026358581917150644,0.0028021810885890354,-0.013410176078871525,-0.015591016479894594,-0.007698275833793121,-0.011469252738456278,0.0005731925569267917,-0.023485278549218423,-0.020687733482599346,-0.02849059500443446,0.002319738996342451,0.003303724817453228,0.03810633517749777,0.004396572469225552,0.0053787655336490605,-0.0017249687333596175,0.0008212960637540706
Piotroski F-Score,0.08049006185598304,-0.06152597697715194,-0.06641167352496571,-0.07353994231900261,-0.07334462003754551,-0.0650754095313126,-0.10142233040323372,-0.03916521533028906,-0.028634902044089167,-0.023438603487592316,0.044889718759393626,0.07064078538748139,0.05599108469841079,0.06961567416381768,0.042924155164488574,-0.03366722492207062,-0.041855810811846486,-0.0433112189667107,-0.040992717348038624,0.09423090774033117,-0.03407234785293749,0.055233730635941905,-0.03048221804142439,-0.04076489240829036,-0.0325457708636219,-0.04310658922276212,-0.01566645805385107,-0.036312283335681775,-0.0438311991602622,-0.043017244646709876,-0.052670699259859274,-0.030500081113715456,-0.06260077728541483,-0.06093788945930527,-0.030669463224958424,-0.04309805634867171,-0.058845082231196555,-0.029241941356567658,-0.051393938311577486,-0.07589094221633287,0.06096568083643367,-0.04086962611977,-0.0533563147998268,0.009359431555587583,0.0073849587446320475,0.017294430532003864,-0.03450262824901962,-0.030792618077378302,-0.03533476747029987,-0.030838421804393966,-0.041731391412480806,-0.043234535333290976,-0.027907925817221152,-0.034117180953462466,-0.03501343790528964,-0.052449623615428244,-0.054761069542962885
Beneish M-Score,0.043278924024671823,0.05682659200845437,0.0942574510355085,0.17274813135571385,0.124840685862087,0.24383107690233063,0.19699033991793485,0.0996282312465025,0.11567960491265339,0.040179320724339225,0.038560353650249436,0.06914529367711277,0.09005366883410332,0.03905305187296068,0.08388641410223915,0.1270166277601361,0.13485662705156568,0.10225688621786552,0.1014010350692166,0.0573695047601398,0.07780485531188498,0.06190043860648177,0.04341640276840613,0.11164841816578559,0.08108543873894047,0.09791554867774681,0.06546214211846875,0.06748289926422013,0.06065922650493714,0.08463044759893278,0.04921389127303423,0.08330819243572131,0.07114513538088355,0.02453369632537601,0.09277737056069181,0.04253789491060043,0.09463256543428189,0.047908926623620396,0.09904413338177899,0.05300553519774598,0.07910520390912393,0.0522519223762663,0.04275897684164238,0.03746164715249963,0.09106729311019815,0.05451864046580972,0.05024797485640064,0.042515167307525394,0.007704194593236988,0.0424815941262855,0.060764963201512694,0.06593975696389831,0.05674740844942964,0.06835027461679039,0.052950620623437264,0.0824874470900404,0.08463579248257222
Scaled Net Operating Assets,0.0013101899084898604,-0.017927003769001804,-0.006776276524978657,0.11980694224527796,0.13108511149229046,0.20951006674502054,0.17083236240036367,0.09627743788626898,0.10467974499497675,0.06080042941309077,0.05562449196409171,0.09739790653932577,0.04627272938528157,0.02266998959640823,-0.007465916501794131,0.05349002702387473,0.039870783702912034,0.0736561233600967,0.0762254169775121,0.01835324074965793,0.09714987308229939,0.05640703606735245,0.04394266647381495,0.10471436412463887,0.08371068694508076,0.05799362381222112,0.021378212873766227,0.10141020181496836,0.12774561683530478,0.049964136689534866,0.04815519044808152,0.07145570208593455,0.08289278515494442,0.08173650279996134,0.06087408551491133,0.08626766364041885,-0.00784239543768178,0.05624726697053136,0.056956940753177226,0.07218911067435357,0.05084669956189695,0.0884465053426235,0.03229329509145916,0.015680588720016538,0.029511339053293863,0.02528478565664214,0.013013748449516235,0.08250025857025244,0.014060712026104169,0.07866552029327979,0.04985745489548963,0.035651003307630116,0.042621111486494195,0.019583811541328246,0.01589275996236925,0.022422749535526417,0.045258827003090966
Sloan Ratio %,0.010097245029486342,0.015617709514544758,0.024758594649308203,0.08370730265211662,0.07691618243157469,0.11467437500635583,0.0904354281470853,0.05252441606986042,0.06726952525206761,0.02852324762837316,0.03131126201534583,-0.0015666445691167813,0.003572007687669853,-0.021095764537383044,0.007805182569145695,0.02526078440816827,0.022625098156456892,0.010626562505867231,0.00571961074851951,-0.015377669939555947,0.02185773004864576,-0.010089599296247254,0.037067128996624656,0.025540703459207052,0.05650085170068522,0.004222676364784605,0.01663633149114996,-0.0036514482586050057,-0.0038350141940383486,0.0318864558097838,-0.019647619214158463,0.03222048243069686,-0.01210572446076259,-0.015025583570777823,0.015318295002745138,0.0006715058659544776,0.007468906413591143,0.025047709643635088,0.005578058000998951,0.013476549693838184,0.008682057012261053,0.01589333451323809,0.013163161057126792,0.03185035815364305,0.03894927950485707,0.038903881924466664,0.014245627679270248,0.04544439632899833,0.019010028104393853,0.04635067994103989,-0.02078520395380932,-0.02067528836523189,0.005992333239896865,0.019143670470201987,0.028158291382166672,-0.00720961071227015,0.0026767754285040852
Current Ratio,-0.028176132090931835,0.07891507452965639,0.061178866415981296,0.04991827129288238,0.03208266234823656,-0.027100708568374914,-0.08545116447214074,0.01981048996353381,0.03414127977122762,-0.039363016344237736,-0.0205016710613986,-0.014761748430171934,-0.022944984840468318,-0.014139882369805401,-0.058552187994188376,0.01475891652011848,-0.0025300839172523607,0.017857610883860384,0.015834876720183293,-0.004516149314173372,0.006430859025625158,0.09650185424766124,0.004622778043542657,0.009185339466132217,0.025569967601095634,0.014305283519373919,-0.058332270445523124,0.023909689127986786,0.014760097249870712,0.020958737087353057,0.001797539645944951,0.01404083952322797,0.0032697233767012626,0.0040434867623839405,0.032406941528761446,0.013717746181051198,0.061838972807008424,-0.04881742647686365,-0.04599246509924019,0.023894543894224535,-0.03210271618321401,0.023608299493234928,-0.024702634850568034,-0.029324239429201236,-0.01602924400874455,-0.014950968307887766,0.023005455979131655,0.042855188471006264,0.029076435083335198,0.03572078297936696,0.01112030289330545,0.002483330421664041,0.055487188689387255,0.028079298180674606,0.02923764626138383,0.006155081558552296,0.013247586689925775
Quick Ratio,-0.029417430654287535,0.04170512772330932,0.06657987495748036,0.03471389157277577,0.002256238416550702,-0.03683844527794182,-0.08287522383536525,0.017117307370053226,0.029774194185104505,-0.034461634463792794,-0.01860190729240796,-0.021725245312553692,-0.0361704798673141,-0.020814295537115876,-0.06398085355829365,-0.003581259068713023,-0.006971109299919629,0.0010016605300726803,-0.00033445278114638136,-0.03508388643920955,-0.012198448158524014,0.0735494825693635,-0.011599269711304278,-0.001106876760947356,0.03451301159685135,0.014779059996512696,-0.08119445629447959,0.018829270011826826,0.013876685002771713,0.0011990312453727045,-0.002873793294550347,-0.0002121213222583255,0.002169323313213038,0.0025795303920943735,0.030220686734196922,0.02258790156816529,0.03525043235139489,-0.04629092503546579,-0.051956167671674866,0.015690282108264106,-0.04908592737808222,0.017526635043023348,-0.027781219664110145,-0.03947195149981153,-0.022181067613784307,-0.025193760614329867,0.03090668119158826,0.03592583986950039,0.029600397023650953,0.03625284856628433,0.006307005181122331,0.00106430797901507,0.04330584568825483,0.02595894996116954,0.026172516626878986,0.010066975295028304,0.008465511626897355
Cash Ratio,-0.059188845208880236,0.06449233329181785,0.06829659911441507,0.06133315505029662,0.060655868361437576,-0.038374442094381116,-0.07989975485465468,0.026010584235844545,0.022720235269993835,-0.0325668063500614,-0.0385740598859491,-0.012421573843690588,-0.04212232310516682,-0.026280715997048898,-0.07794365005444409,0.0029983630107779558,0.0023164381416968765,0.010726148526790866,0.01211825222543202,-0.04648201275345897,-0.009191831120410061,0.07358422864223219,-0.00963703053220561,0.013882253186027727,0.03506046503963518,0.01339778599373313,-0.05518459383713543,-0.002136932430481622,0.005728635308514211,-7.288650493524973e-05,-0.0066776794303978,-0.0037203613117199595,-0.008635114644632555,-0.008568382087370372,0.022843123471910327,0.01952306409041831,0.04079573475162561,-0.03004374966123741,-0.053968924185200995,0.030859523337067728,-0.07499332726389778,0.011819911240051212,-0.03233204807277731,-0.03718612434231443,-0.018171871334149624,-0.015862893944007698,0.016460619686717,0.00869913873119978,0.020438353828299494,0.003656688948535043,0.008471738902311204,0.0066084605988205114,0.0193831199371545,0.013669121257100009,0.02710321149047714,0.012858704970485954,0.01402824129393222
Interest Coverage,0.0019224055025842354,0.05337950651115487,0.03620477144605423,0.04822038351543116,0.054017414180754605,0.058085528506354706,0.05698824882358095,0.14618262903833404,0.1515177316881363,0.09667067688200015,0.06666199207296189,0.048683871193146926,0.06395794478818943,0.04705874436809289,0.04436058976753651,0.21789079216235716,0.19638293906462512,0.21704002983385362,0.2161902673420818,0.14427994849710107,0.1779272244860162,0.13049850128800405,0.1783963394698371,0.15937669560367615,0.10665868802358457,0.19121974041432002,0.12682894613828838,0.13929129818928784,0.18688099573711545,0.11088612377029153,0.16810557443106172,0.06374750535246318,0.1795834723593475,0.17930260179628338,0.05310912453871332,0.0407770650440979,0.044132336416133566,0.105256153817658,0.0992416070604109,0.14646369952126262,0.03838592650792268,0.05028279169661765,0.04671534913852574,0.0726559679914115,0.08299780705017018,0.08822064243477189,0.14763560068479786,0.2084767827069911,0.21413121979553418,0.21075283439129228,0.16786751039134948,0.19508167675362753,0.148479156254476,0.18357586016163396,0.21413743006734376,0.13185973891039196,0.18687444818202362
Highest Stock Price,-0.006245625616592843,0.03592810355449061,0.039147553038616646,0.07767963808589358,0.08745526206560102,0.08135963667960078,0.07849384217989394,0.03440221002982816,0.038031361667100354,0.01808784934240923,-0.0009173897048733474,-0.023982432963048625,0.013261585204443021,-0.023603430777997366,-0.01227552962101669,0.03686667162691171,0.028542554082713865,0.02636019229518834,0.024316637299673337,-0.018563212629018305,0.04421543610362306,-0.017328029928518722,0.024431954105352722,0.05679906695546725,0.04526266623173981,0.012017768720233789,-0.0009676460339767996,-0.008323117924704566,-0.0032193246891448796,0.012181003006462523,0.011052891297762485,0.018256046595323434,0.07189269452653757,0.01023761621829555,0.020874370904359178,-0.0006322014619104028,0.03722164371276482,0.026456130436221827,0.0030002740159544485,-0.0022151155962747645,-0.03755369272671952,0.008963097687693123,-0.019718842558705145,-0.00861856506290468,-0.0009945904214797067,-0.0006417560268707143,0.006131065731591454,0.017172197321857628,-0.014799761495204233,0.0045850296590242146,0.06707389937627622,0.0030116828056048744,-0.003033671038438884,0.001002769716828593,-0.012610613209979879,-0.009735691765499242,-0.02361903337602138
Lowest Stock Price,-0.014460414349300933,0.06382894381566528,0.06606821983923089,0.08925358773588125,0.07224356606158121,0.0708843023717578,0.06473229853010976,0.011842249187412179,0.01456116405261835,0.022075133647222647,-0.013074414125869984,-0.021281678395256756,-0.005556588590575933,-0.003959953747391425,-0.01649765040062382,0.03728685646608699,0.02743348071991482,0.025204987272197853,0.02824409733574999,-0.023237531207247655,0.03131115354505824,-0.010841536665688174,0.0035009716575267287,0.043841860216337444,0.016375497702374203,0.013449676041858356,-0.019487796961739,-0.004754015565901405,-0.0017194399304251195,0.01791133560560219,0.009981336512816682,0.032032336782664574,0.034804145001670166,0.01704900736362127,0.018571548430918836,-0.00155373042615486,0.06899347423890305,0.011048386419095507,-0.0033450589809184373,-0.00017340364828183265,-0.044719581969956006,0.004613622049256476,-0.019029331855142873,0.00019747622154756483,0.0023748849436759393,-0.004182749237996686,0.005807834909602821,0.00707049252559129,-0.0057314827959265464,0.01627820412029935,0.0011607834829418994,-0.004293779721345627,0.025354942875355127,0.007597482165509011,-0.006079231285229637,-0.0033457805118205152,-0.0014984871238238173
Shares Buyback Ratio %,0.025769986926617486,0.10050570289852488,0.11283351310858174,0.1293241766470351,0.13777849614740262,0.07119905406219322,0.04640785027846521,0.02413563867996106,0.03973241734606774,0.004474789375385455,0.018402002900382554,0.007347349440812385,0.018050966246322027,0.01208654348195584,-0.01758321597085571,0.021026944593801746,0.017277664819633512,0.03844075021244316,0.03891710828510295,0.045468547630664484,0.011836768549050415,0.1414611743854407,0.0365949073579311,0.020052224436531402,0.0002737630534799759,0.027292630975393604,-0.03748420566075964,0.03248699778521949,0.04389528378331262,0.028536629696153882,0.02759571387993759,0.0059394268695861785,0.015537698774527285,0.01012602657449824,0.024223684827569335,0.020492711881180917,0.10856753809016038,-0.010012810699776914,-0.011513252168329796,0.0400022940464675,-0.008584976671545789,0.035105472899179146,0.010006610109772659,0.05348673548425089,0.05346157151014021,0.05369943313048804,0.01923416831571362,0.015505858347527417,0.008442606997676452,0.030937609972075217,0.10151914884360401,0.10324746769422198,-0.017467699157591835,0.02053467048224747,0.03471233900681537,-0.009650270957519315,-0.010439295828195222
Buyback Yield %,0.0543297808971371,-0.04615470138465784,-0.004932368646295923,-0.016008635770235088,-0.039435359956269386,-0.01884967507965745,-0.018863894121577237,-0.01967199890821445,-0.01676414624694738,-0.05064445015810218,0.05395016525913576,0.019366082647072895,0.03363600537401914,0.015335147081703856,0.10903540391511858,0.0013154206715950416,0.005290284605655195,-0.028453568024528583,-0.028285754267538342,0.022813875798478874,-0.01864115349413151,-0.07178383938127743,-0.015277377274363688,-0.009924129320462043,-0.018794660815198656,-0.0179424668759288,0.026031783266263337,-0.03284797098834149,-0.03232618237431045,0.00242284490783514,-0.0342548894573589,0.006037140824426732,-0.03321340375709467,-0.03279865597467136,-0.006675245590830499,-0.007254394647401955,-0.06025357371977569,-0.043978933312456114,-0.03997863622411002,-0.027705011828940695,0.061953800247419935,-0.006832982394398544,0.04105564670178874,0.04956137652178848,0.054973058029976034,0.04823636766567728,0.0006264797335420414,-0.02484323627784053,0.004958783828286455,-0.022614103411554738,-0.03485160819341812,-0.05008874832356487,-0.02984830089101978,0.005799142690687669,0.005068515272803973,-0.044492535025753524,-0.04185876502264155
YoY Rev. per Sh. Growth,0.011904543670894243,0.013423203840821931,0.02088430555872664,0.040211012647560045,0.019075119679561943,0.1239588558140328,0.11417769127582103,0.04521968105838754,0.05615308843513228,0.02475921774471719,0.018021701389042716,-0.002925199462867743,0.013806306545870067,-0.0049881273270749975,0.010682672330740581,0.0033279984925449735,0.04073405333042039,0.024863944044980216,0.02240167547256005,-0.005415120274169215,0.03479508377029089,-0.012860435011891302,0.02201118230811725,0.025679250450544887,0.026271975286045274,-0.00645154939104086,0.006676199734635147,0.017267152092841027,0.0183476592642365,0.03356523813284918,0.0055055338315313255,0.049149870421041235,-0.003235323923786145,1.9071131402735326e-05,-0.010951990034336596,0.026041645526951034,0.005203602667295199,0.014376510337829926,0.018321959075006757,0.01046801504113052,0.012610506928118407,0.022663041496169163,0.0026374965694192787,0.005164135762521357,0.015854784223860652,0.015785519364841197,0.008497387462818945,0.007788885119828217,0.0066257782913082324,0.009071868410430867,0.020172917473926587,0.01961465612382735,0.02461804284483294,0.005526264339533507,0.0042837328384399825,-0.011677178328029563,0.002406570336609806
YoY EPS Growth,0.03464520862515998,-0.022042966301780376,-0.00823037597071971,-0.021051394310050854,-0.016133799970063194,0.08427068138938232,0.06080845204955462,0.027300709333612016,0.026438176570960203,-0.007958157484294976,-0.022114050718134402,-0.04812418250838502,-0.026930272254232092,-0.04673008078212567,0.029651020279822887,-0.0350259564440574,-0.009897800848970215,-0.013647828380946988,-0.008745826261433172,-0.012479493935460056,0.009333225753284598,0.03197928745555961,-0.008390399826270158,0.012105407324827996,0.015926398362350852,-0.012349117398830094,-0.014885589272818623,-0.02564766246095863,-0.02749513452220306,0.015232794188376727,-0.03962380352815882,-0.0011402444950658196,-0.02428634066243212,-0.02908296048380772,-0.023236119903409284,-0.013384505691478348,-0.019012898103774226,-0.01211002777011019,0.012838349484468506,-0.027173645925791804,0.000496024631431979,-0.028083711584750266,0.011817657029911267,-0.021274672536995477,-0.00982422501243748,-0.004569627674393664,0.10734785372924269,0.02529558563380891,0.04576180824962811,0.04211705267390023,-0.00977109508531626,-0.017982710118745616,0.07105598553740032,0.06418233883653596,0.058548465582662544,-0.030950759656132365,-0.027446921117336626
YoY EBITDA Growth,0.017239626756592515,-0.027708942128024484,-0.013176486506646316,-0.011239986573959884,-0.005030784408031653,0.08036296230958292,0.06097027870231041,0.03615209636231396,0.023632930269891536,-0.005460930092540412,-0.025537442020204353,-0.03445080182985939,-0.0174712081897753,-0.035511598452926584,0.018879450280242502,-0.009012144776364634,-0.03923285599567039,-0.017607294067348574,-0.01565809949794904,-0.014441148390587173,0.012048698061222989,0.03530054849616281,-0.016696201399776674,-0.001276917192818827,0.026339186092768297,-0.03198536175540674,-0.016852028275364393,-0.02121439977139779,-0.020958949186273647,0.020908523664372316,-0.034402647819930965,-0.0013599762235872413,-0.037325182161992404,-0.040791110693300006,-0.02356773020544522,-0.0231791851477096,-0.025085374817855714,-0.008970303672407367,-0.0007065304259621123,-0.034511272576228484,0.10944947025169822,-0.027227091762070648,0.01245717510811895,-0.0157646859042862,-0.015795397037475463,-0.0018536149441935827,0.01819206964090887,0.030999711445342852,0.015229662871221801,0.027165314902530203,-0.022411143264760798,-0.03316275509383606,0.0417352288047642,0.019628603794001356,0.0162826018571651,-0.010138141937712519,-0.016422585088938065
5-Year EBITDA Growth Rate,-0.007329377953468377,0.01743033792804673,0.012518118278732424,0.09004160506636912,0.08626107663462475,0.08791975293841826,0.0920061912355493,0.020599606521017944,0.025709884295709175,0.022358220874881766,-0.0030213468845109647,-0.04102864348055037,-0.01622250979137705,-0.027674064207181055,0.008439701423897121,0.029533231447664524,0.020664707757330078,0.014683217885034901,0.01476850816255184,-0.012212129693135659,0.033005592838862584,-0.012559829237448843,-0.00541992055212161,0.028363207169734596,0.030512820389222907,-0.008612599557078125,0.003451633169745793,0.009786525654626448,0.01339386333016921,0.019497457648682524,0.008961118145529908,0.024477678209823505,-0.005650664949287924,-0.006994449161593415,-0.0006016720469539654,-0.006190844068107542,0.02238800441694868,0.011017095746837034,0.011992491505577466,0.026240098499937192,0.08050256576129276,-0.006440966695018958,0.0077214417811691935,0.013721465445758987,0.021679365327757504,0.022455739889342727,-0.017376523904445468,0.00018529527266817345,-0.01977455990353815,0.004288772965005426,0.004171232991320919,0.0022967352458550115,0.012833104365482711,-0.015540438894138794,-0.004345187640150466,-0.016748397852554924,-0.02235318705695241
Shares Outstanding (Basic Average),0.007719625657273148,0.03189386102601757,0.0373559766359095,0.03761152298422362,0.04911690142089346,0.06324417281901595,0.05503898190946884,0.03745880610897322,0.041485655217327846,0.05283687007837972,0.038141390982586794,-0.012123834947277257,0.00753659235486168,-0.012969299823964166,0.10031600287334795,0.03569854313837336,0.032009888533210476,0.004613202705012186,0.004179732088231904,-0.006854673999182737,0.02806068339238769,0.022543969098718013,0.006344695230954254,0.02948941250054542,0.041987013545756166,-0.016410512894270285,0.03347475246880401,-0.0038376172236220655,-0.0036062759799792747,0.024053149711742106,0.002678131061279357,0.07739963361771571,0.06022183489582835,0.06839673786629771,-0.0031675103789572737,0.002077153621628091,0.03584386932126734,0.05309541682356521,0.0240181745718035,-0.009705394527015593,0.013001544833209887,0.004260633465225976,0.062041116767238814,0.01602006899167154,0.017062634697540262,0.01950412369942221,0.010047532180405425,0.04724665680912353,-0.00488566585137858,0.029167321828229696,0.5367002043100032,0.2689939206688494,0.033262560391756214,0.007620933367975265,-0.003419329012964796,0.006552018815315669,-0.009708481491640879
Shares Outstanding (EOP),0.028869468987163954,0.04399719462639779,0.049264391743276834,0.015727511388958254,0.025115857378788603,0.059137488802958216,0.03305177060808275,0.036126768911635326,0.04233099673289102,0.058986017561753576,0.05827624484037324,0.043862270074798156,0.051972828949174744,0.04400104761555602,0.015191857918634248,0.04045576785702201,0.027141353135269056,0.027083321936108996,0.029580391816709906,0.02160614901125082,0.05043955072261847,0.01991402677086395,0.05513388893866671,0.05112865806435175,0.029754034971214652,0.016265092577432416,0.03855214632178301,0.021707786966064423,0.022066057986584217,0.01930460256210199,0.03549445148421589,0.011795446757552445,0.09651063261562304,0.03666406460687686,0.04344424045430925,0.03957418217116914,0.04347285270217327,0.052033431234130706,0.0655696933009147,0.01032023386718721,0.036512313877952195,0.04519529552864315,0.02543306615456,0.034529468759627945,0.028389457107217228,0.025042290148124587,0.01789043305462072,0.04574022216967332,0.023789166382077922,0.045209825734786754,0.1173252297050204,0.1238087027801982,0.02403377273863888,0.018521679088899803,0.029991429467520106,0.00648156208905277,0.022607084846459246
Beta,-0.028704585197467804,0.017119489100883876,-0.01523517481195315,0.016924067725907724,0.017021166836505657,-0.12339818289777149,-0.12168592415731609,-0.02579875593890318,-0.02542244878148648,-0.07797920266967072,-0.05482670192351634,-0.0362828897755892,-0.055095347603263116,-0.009422351042430539,-0.05507366078256998,0.01867941693027973,-0.015062529174281348,-0.02137762045885371,-0.006541660678147545,0.00729243323828436,-0.0002209479416378753,0.06765573379547013,-0.039650206078747974,-0.00034348988205741646,-0.029190181697549597,0.0174069034224128,-0.07314944311595137,-0.023860869975474652,-0.023472298367010813,0.011338068151584973,-0.02656028707716985,-0.016716839917356147,-0.023208629973252758,-0.023470707603139712,0.02103551927556607,0.007177311866422665,0.0005684274219870506,-0.08217390265357005,-0.07954700130078571,-0.02220970088605268,-0.03312464958156395,0.002373067534846819,-0.03966618545969479,-0.03464316035036474,-0.02962063923034521,-0.031913538112129596,0.044117902368785364,0.013750561796032824,0.04547045543517272,0.011864379263196587,0.0030355962686096317,0.0019051128487718788,0.03639777187315096,0.0329901434700169,0.034417963571666516,0.0027101111750839737,0.008934276756585993
