,Total Assets,Total Current Assets,"Cash, Cash Equivalents and Short Term Investments",Cash and Cash Equivalents,Short Term Investments,"Cash Restricted or Pledged, Current",Inventories,"Raw Materials, Consumables and Supplies",Work-in-Process,Finished Goods and Merchandise,"Trade and Other Receivables, Current","Trade/Accounts Receivable, Current","Finance Lease Receivable, Current","Accrued Income/Unbilled Revenue/Cost in Excess of Billings, Current","Other Receivables, Current","Prepayments and Deposits, Current","Deferred Costs/Assets, Current",Total Non-Current Assets,"Net Property, Plant and Equipment","Gross Property, Plant and Equipment",Properties,Buildings and Improvements,Leasehold and Improvements,"Machinery, Furniture and Equipment",Plant and Machinery,"Furniture, Fixtures and Office Equipment",Construction in Progress and Advance Payments,"Leased Property, Plant and Equipment","Other Property, Plant and Equipment",Accumulated Depreciation and Impairment,Accumulated Depreciation,Net Intangible Assets,Gross Goodwill and Other Intangible Assets,Goodwill,"Trade and Other Receivables, Non-Current","Finance Lease Receivable, Non-Current","Prepayments and Deposits, Non-Current","Prepayments, Non-Current","Deposits Paid for Business and Fixed Assets, Non-Current","Cash Restricted or Pledged, Non-Current","Deferred Costs/Assets, Non-Current",Total Long Term Investments,Long Term Equity Investments,Investments in Joint Ventures,Total Liabilities,Total Current Liabilities,"Payables and Accrued Expenses, Current","Trade and Other Payables, Current","Trade/Accounts Payable, Current","Interest Payable, Current","Taxes Payable, Current","Accrued Expenses, Current","Financial Liabilities, Current",Current Debt and Capital Lease Obligation,Current Portion of Long Term Debt and Capital Lease,Current Portion of Long Term Debt,"Bank/Institutional Loans, Current Portion of LT Debt",Other Current Portion of LT Debt,"Convertible Loans/Debentures, Current Portion of LT Debt","Capital Lease Obligations, Current","Derivative and Hedging Liabilities, Current","Provisions, Current","Provision for Employee Entitlements, Current","Deferred Liabilities, Current","Deferred Income/Customer Advances/Billings in Excess of Cost, Current",Other Current Liabilities,Total Non-Current Liabilities,"Financial Liabilities, Non-Current",Long Term Debt and Capital Lease Obligation,Long Term Debt,"Notes Payables, Non-Current","Convertible Debentures/Loans, Non-Current","Bank/Institutional Loans, Non-Current","Other Loans, Non-Current","Capital Lease Obligations, Non-Current","Derivative and Hedging Liabilities, Non-Current","Deferred Liabilities, Non-Current","Deferred Income/Customer Advances/Billings in Excess of Cost, Non-Current",Other Non-Current Liabilities,Preferred Securities Outside Stock Equity,Total Equity,Equity Attributable to Parent Stockholders,Paid in Capital,Capital Stock,Common Stock,Additional Paid in Capital/Share Premium,Retained Earnings/Accumulated Deficit,Reserves/Accumulated Comprehensive Income/Losses,Non-Controlling/Minority Interests in Equity,Debt Maturity Schedule Total,Debt due in Year 1,Debt due in Year 2,Debt due in Year 3,Debt due in Year 4,Debt due in Year 5,Debt due Beyond,Debt - Interests Charges and Other Adjustments,Capital Lease Obligation Maturity Schedule Total,Capital Lease due in Year 1,Capital Lease due in Year 2,Capital Lease due in Year 3,Capital Lease due in Year 4,Capital Lease due in Year 5,Capital Lease due Beyond,Capital Lease - Interests Charges and Other Adjustments,Operating Lease Obligation Maturity Schedule Total,Operating Lease due in Year 1,Operating Lease due in Year 2,Operating Lease due in Year 3,Operating Lease due in Year 4,Operating Lease due in Year 5,Operating Lease due Beyond,Operating Lease - Interests Charges and Other Adjustments,Total Lease Liability,Total Lease Liability - Due in year 1,Total Lease Liability - Due in year 2,Total Lease Liability - Due in year 3,Total Lease Liability - Due in year 4,Total Lease Liability - Due in year 5,Total Lease Liability - Beyond,Total Lease Liability - Interest Charges and Other Adjustments,Total Contractual Obligations,Total Contractual Obligations due in year 1,Total Contractual Obligations due in year 2,Total Contractual Obligations due in year 3,Total Contractual Obligations due in year 4,Total Contractual Obligations due in year 5,Total Contractual Obligations due Beyond,Total Contractual Obligations - Interests Charges and Other Adjustments,Other Contractual Obligations Maturity Schedule Total,Other Contractual Obligations due in Year 1,Other Contractual Obligations due in Year 3,Other Contractual Obligations due in Year 5,Other Contractual Obligations due Beyond
0,-0.01078749202277866,-0.12875433955599674,-0.11098864919462632,-0.11088444325994275,-0.12406752141364306,-0.03409509947368024,-0.12410081640933326,-0.04963965157016605,-0.0390646082781476,-0.041887785195908564,-0.12822061801562573,-0.04963965157016605,-0.052572782432825885,-0.03620310649259028,-0.0757280252861627,-0.041851454030503936,-0.05004935325921556,-0.11088444325994275,-0.1024794905494352,-0.04617584142784666,-0.14608545833998696,-0.04159436202487402,-0.03138741127622006,-0.11088444325994275,-0.12748304242832179,-0.05004935325921556,-0.12741122404946634,-0.11991516772418702,-0.1075551538469288,0.001143649823052451,-0.002270565343230653,-0.03621901178901708,-0.03621901178901708,-0.03883139048050729,-0.048885369164001206,-0.041496395534530085,-0.04976386253485566,-0.056508959270785766,-0.08127887532686373,-0.13875590569821947,-0.14773805150071737,-0.054310427732916736,-0.054310427732916736,-0.04175067846601597,-0.00500186617800946,-0.11032253641829733,-0.15253968965573084,-0.03402363666270529,-0.04969239972388071,-0.053359663930062015,-0.08486950843780927,-0.033369332377146545,-0.12829208082660068,-0.1199966418270027,-0.12755450523929673,-0.12829208082660068,-0.14266659800372972,-0.14621636866524174,-0.0937826155086405,-0.031391486603708864,-0.06161191924456335,-0.045869815186487695,-0.048825547089437434,-0.12834350403275002,-0.1271489432040179,-0.04355280096944799,-0.005786893788169123,-0.0023640394115003985,-0.05355666789234315,-0.12868287674502182,-0.13931637223503623,-0.12365896978109825,-0.039161573471832016,-0.12241951038794655,-0.11443289241554606,-0.14113969575209917,-0.1192490813430404,-0.12889838540200652,-0.03708252512288731,-0.023029042461198176,-0.028447945557803563,0.0071682801920075435,-0.013976607278032932,-0.0054381307090998875,-0.06804595539831049,-0.006012560625296141,-0.09516221438189354,-0.04012959685378472,-0.10122114890871475,-0.11106011200560127,-0.12755450523929673,-0.08704908366963623,-0.1377538211655297,-0.13763279199890585,-0.15197778281408542,-0.11511867735019266,-0.10979137567904663,-0.08364507922471427,0.006754467812136802,0.006999148185121366,-0.07299685350422468,-0.0733559128681593,-0.07438607692671413,-0.07739244655996336,-0.0780825665435478,-0.0880556960691091,-0.029785657898445332,-0.001812153214905612,-0.05344864955075444,-0.07640390935435103,-0.0754830043978897,-0.03588656628703389,-0.1323522567262707,-0.08406928876647134,-0.029880072793405262,0.003106059268851372,-0.07095846859374312,-0.05344864955075444,-0.06890892917674164,-0.13313285128554636,-0.01314385140598792,-0.04775676372404257,-0.12135472323963307,-0.10567204371369274,-0.11976076263054698,-0.13325706599311202,-0.12128834747917433,-0.10317363311605282,-0.045154239874420916,-0.13352101353204943,-0.050040423197513784,-0.13269331830519346,-0.07191701622930546,-0.13382563425684013
Revenue per Share,0.10985300442931313,-0.0209080424946579,0.011699951809736474,0.0066801882899744204,0.02017540589653677,0.05535782972501915,-0.004182782089232906,0.016188049503412055,0.019366856892542555,0.06994024981129597,-0.01852078963493247,0.0237347328416126,0.04110846137314203,0.10389473352347126,0.0501304611249427,0.03696085796529246,0.02658913105969203,0.004187904683720396,0.006269524455616491,-0.042507600870862985,-0.003582359896852884,-0.0024325419136984553,0.06987597661249637,-0.017854916762531755,-0.041333509298769056,0.014402292212247361,0.005634445301696786,-0.008605723686259725,-0.005084232642312321,0.11119617876485242,0.11111461349730796,0.04949705442535274,0.04376746226544155,0.0003192462174705637,0.020312131155833798,0.027072786352453703,0.02572523396441579,0.01901039347334641,0.05545492648542615,0.012729825323279386,0.006343725254254279,0.02627894066877349,0.03024655504461372,0.025513218433628214,0.07471567444721595,0.001943646211038358,-0.020196000638102472,0.044787717260308384,0.02439540212158997,0.03840929909767221,0.03520891483645075,0.04196313271079981,-0.018862570347859396,-0.017650203395571988,-0.020366125077394975,-0.02107647324221898,0.005064855492556827,-0.006501550284048313,0.04278119340158057,0.0619045070191326,0.06363642976348784,0.01681741451365212,0.011045712732309004,-0.010539899146722074,-0.026628942320850318,0.034311691474876546,0.10616893296565125,-0.027634176974121533,-0.04640166931524613,-0.014399710693499792,0.0021760255851251947,-0.006936487800472268,0.0509060767525847,0.020082411526623198,0.0069847162886866486,-0.00383719036699849,-0.017140226899374215,-0.027833255605369252,0.06238831745411549,0.09774836876053768,0.11110471717875284,-0.03146017391525615,0.08823762029654775,0.0880816813273481,0.046589093143017894,0.21103216593892135,0.0027515492732435084,0.053732012938511424,-0.02320563872068007,0.006319052953582044,0.0043280301739959115,0.009962407248883946,-0.011148223056223712,0.018627848376417257,0.014042669667408665,-0.00817959522818074,0.003994260520337468,0.04905879026971897,0.05958748709176873,0.058985441935142914,0.0740389576961308,0.07205023387907931,0.07223376637496466,0.04659936463146847,-0.030667186698244718,-0.009072510907244093,0.08264984148070027,0.03822714338195793,0.0770167023429299,0.06740144746894336,0.07152514678542805,0.04641393077069874,-0.001713845101192696,-0.013160147506253096,0.07454454510173444,0.03892720682818645,0.06960243063424422,0.06749588543111167,0.07341257096642047,-0.0007444707657372858,-0.03800163492447749,-0.062143146873018945,-0.019020708955369576,-0.004729704389208533,-0.01153311343730839,-0.0002251350463022871,-0.012487199902200503,-0.0007496586480009162,-0.04571178191341477,-0.005234052783713419,0.07028756553169604,-0.006406249993414225,0.06488831422731928,-0.006406249993414225
EBITDA per Share,0.15334174568627165,0.024509106276162807,0.016730927500852515,0.013425536254635915,0.04564816957593919,0.07486814118823056,0.005835235920312066,0.022596916596613906,0.03905982183636214,0.08345898173900534,0.02402470958028874,0.05362383901352076,0.058431175200662315,-0.0062482147014013435,0.030048670061015685,0.0567012004827543,0.05506023122087328,0.01595679660428536,0.013995611013755817,0.025621328116253502,0.041875573197097365,0.00977599334059132,0.06511189663532871,-0.020382523065271062,-0.00023494893529324695,0.015056020907458112,0.03974156185243271,0.0340489495130698,0.025791484764259763,0.16066542752695934,0.16358776056147778,-0.0013593156793407636,0.01832941632276117,-0.006101704116138867,0.054545160621509214,0.04997447574826565,0.054666211316950555,0.039181597357816976,0.03632362720871216,0.024643801205459746,0.056975641874295074,0.014964383369133154,0.023048805425675896,0.0027777300768046928,0.1954018744848918,0.01959204979859913,0.03719638641473866,0.07211213701418548,0.05256427333128082,0.054016974781271244,0.02278998795998405,0.07886661494578377,0.024862357867462017,0.02463691655520682,0.018891103861467667,0.02651014724825288,0.05848216665186792,0.046112837625521305,0.041899020570472116,0.083564451026689,0.06513896987179313,0.04049748179579477,0.03951290057171246,0.030490219243472807,0.014243401570851683,0.06498828071461146,0.17820664577802017,0.046394800869541605,0.029182518033851815,0.023820712186414128,0.03505948598739537,0.03363437121675196,0.09423666883803702,0.0423639391196397,0.029321869257634043,0.05523709106948575,0.027464433683040385,0.01605114790791093,0.08502768424208193,0.13883522133608261,0.13157138623359527,0.003859000701701372,0.1595358046293039,0.15723578652916798,0.04693057296621562,0.18033267274977893,0.013800792443181343,0.06573910791643356,0.01667814571938089,0.018097167599727203,0.030415867700692507,0.03662871384051837,0.01517824439372125,0.044490119129653644,0.041587935368486546,0.03258006643845533,0.0112209286739225,0.08570230174754526,0.043105217641444704,0.046803450663798866,0.10238389944567146,0.10388895223787421,0.10426361033561954,0.09648378133693611,0.008289697057802522,0.03146175290697129,0.07879535631387624,0.06942218296318527,0.07059241154168747,0.0718746913708902,0.07520338588415115,0.07581533347179491,0.025768463691035283,0.033172647919547646,0.07468515340325782,0.07674248587840912,0.07940793184010166,0.06668728403530252,0.08400504608370887,0.03481773315396355,0.0032415881481553622,0.013268709294927582,0.012760920526869609,0.0210126171996387,0.009787516097674136,0.02614852653583163,0.013314921178521642,-0.0034324702434171553,0.014803424200208488,0.01974586071284378,0.09449046922050962,0.027897519483302737,0.0992378561747651,0.023435849314708178
EBIT per Share,0.1541274835089212,0.02708747155477957,0.009310555903945267,0.015810593733471597,0.05494109537102912,0.07518238087662764,0.015158601611190368,0.018601107241240856,0.0381138032523938,0.08178906405781669,0.031082680401671614,0.05887238560276173,0.0545301863135645,-0.003458667007341612,0.03134678604483601,0.05765777829853147,0.062121704124339885,0.016466298766078163,0.013211070075011194,0.020557704590365013,0.055212566936281106,0.011780278202836907,0.06553688633114697,-0.020558172715294528,-0.0009422110555710028,0.018826423796780893,0.03049530261117211,0.03510831213049377,0.03237535084397445,0.1583626078771938,0.1631813859606999,0.01632346019111261,0.019189767636373155,-0.0012913030027243639,0.060841765804024825,0.04842641703464692,0.054914688940795,0.04460417024411764,0.03820323456893534,0.024859804240092633,0.056056893389169186,0.023837781820839017,0.02362631792197921,0.0033796501987990325,0.19428117384682023,0.019009424615245334,0.029535334663076267,0.06764727678576843,0.055311018718969526,0.05632271307903828,0.026631247089167982,0.07797062405032176,0.02797340603034358,0.01754533105915599,0.02450625568836918,0.026635520187354378,0.05473089020330161,0.0523663728830179,0.049195814929672066,0.0817407819815257,0.06856648427261476,0.046701526846175,0.04411258127343657,0.030713754254648794,0.016690893920771666,0.07152937483104864,0.17866857552487586,0.04287897781995961,0.01991089859970449,0.020484355527737808,0.035303816977286906,0.03209856819563859,0.08748932368406773,0.04478392754694591,0.0280168563293648,0.05067501515405134,0.025771488117253168,0.019484717773493098,0.08501094503567745,0.13980094112462996,0.11558133808700567,0.0038335244383262707,0.15671341031125505,0.1522657802754414,0.02899096733473214,0.17053333102662444,0.022847899383018205,0.06783939967186402,0.017074154024998636,0.018060374985151346,0.03158454462781684,0.04046316738996666,0.01599379564445478,0.049371244588681834,0.043995836826233925,0.02560076629898708,0.010193026762889261,0.08305828054441951,0.04519069179794918,0.04505682954054735,0.0949502969407049,0.09203372510568972,0.09172974154574579,0.09499144074661033,0.008616243114824198,0.027506242844387793,0.07883594799681061,0.07152937206862105,0.07073877925963669,0.07199040420185303,0.07438079081537119,0.07487610082278684,0.02581374276633868,0.03829140265582848,0.07395512522094318,0.07693311651635039,0.07772343613481732,0.0659289661685906,0.08219130648187387,0.041309233495649855,0.007549586942678634,0.006748821982251221,0.013342706990933255,0.02078761094435274,0.010160595228034901,0.02664368847689192,0.012248055482989326,-0.004503170178508097,0.01625203828438076,0.023330065580752606,0.09456194473005827,0.030776045820240204,0.10751868152348436,0.024804846606284247
Earnings per Share (Diluted),0.17284532865105465,0.08729346772640997,0.06984959739595613,0.07295990025096151,0.042675795842794406,0.10121510067281213,0.018412179417154447,0.054753489693091746,0.07228891981819195,0.12008896018749714,0.02991340135593184,0.07794958005722043,0.11118926963091971,0.08294419010715186,0.13807673645377308,0.07612053653496861,0.074390898325862,0.054500657540429244,0.07265309420348025,0.022501714633285798,0.033906608581783446,0.07738245176457535,0.11689802198952222,0.047737020134568285,0.003037444151766133,0.051137811041122694,0.03905824193928039,0.043869163248831465,0.04136004234002482,0.16350952845840144,0.17491400332867188,0.10494564965639737,0.10022392684897986,0.02132800397143234,0.07568857227400597,0.08370817532612124,0.08261404839055124,0.06770469874818699,0.14797329920103391,0.08184176390258531,0.036226878802973754,0.10302215870505062,0.15489590581971258,0.0820292313611082,0.14822118375679927,0.0741219065655103,0.036743984233336115,0.09582553660763463,0.0772108786799766,0.10544891139287946,0.12393667119390687,0.08915403992089951,0.03837508882989738,0.036018500852603386,0.02231971655392046,0.03180525312182938,0.06120265427191462,0.031416362846838415,0.07600425869026212,0.09268842211242556,0.10402992224076055,0.0670867208292166,0.06589171526166578,0.040374372775378184,0.023856605640517486,0.09239936537619547,0.16221339066995719,0.1231486822940156,0.011483343835018835,0.036349878332812995,0.058468978092073,0.035376917422036344,0.09328501734375769,0.07987573491957993,0.07236459344736024,0.03707372443436274,0.039473542192988695,0.0052714933324757175,0.12395861530971833,0.24348857404547383,0.18432550287266894,0.10274666083833069,0.15826699891384727,0.17893010811648558,0.1248612393950432,0.26917419947258925,0.12012414850627418,0.12325576877474677,0.031162718713383036,0.07774177083299098,0.035760038790116314,0.04121807952909351,0.020487173157367967,0.047003925482111804,0.04430765746870204,0.02214037770074674,0.07779257548222832,0.0970997927704281,0.10387113805584672,0.10473363533737406,0.10564335551768672,0.10556311063951195,0.10655392093225334,0.0927977475039659,0.0008358442071635967,0.041951989646541336,0.14758137152572487,0.09060813045328021,0.14189484927660215,0.15421350985340743,0.15407250498806324,0.11556702312495883,0.04130996512288471,0.038151040994870176,0.1169604680064086,0.07116236757177392,0.1340284595469618,0.11444960501646298,0.1394344277068105,0.046465544702503116,0.011412179228711293,0.002101909206507149,0.03353763990057869,0.038087453679124285,0.03446443971016513,0.042234415593088694,0.034105696060273624,0.07223017381816849,0.0130184009963474,0.0486734767116844,0.12884785806862747,0.055341615586650544,0.14142527937888444,0.0416265664756166
EPS without NRI,0.12220572008415535,0.0027916453564271098,0.03330115683538653,-0.005321565907250197,0.037123901956851627,0.020760508048572844,0.037484072518281085,0.05189875819145069,0.08095394025355092,0.0955940551097711,-0.02619005547779038,0.05017834982909226,0.002695625510836068,0.03798116522525611,0.09252094413891042,0.04097443397521165,0.0073286680076791065,0.07608366136551614,0.071909298840261,-0.010762075170521756,0.029463940515674535,0.017951813429324903,0.0838851336845221,0.0422427767507883,0.025993928275506402,0.01958258015530967,-0.02299192550078315,0.032181126491370615,0.009133886358537614,0.15705505283489443,0.16046849002468117,0.07580265559885145,0.06769883737855717,0.03439722610499582,0.04988874968719863,0.041737194602075325,0.051601336346134404,0.07054291690473798,0.07083892326818224,0.058155460057565174,0.03867490348752474,0.036938491249172575,0.04973778479368574,0.05924162944434717,0.15257148256415384,0.06962095133060188,0.006207340123090422,0.027051819620292003,0.017757209221297955,0.025055443739933868,0.10872792055811654,0.07576855678687835,-0.02000744530585676,-0.018559693726100716,-0.03227324259609838,0.003734092676631001,-0.0017908743661117286,0.01291582749595415,0.0306440457434873,0.06589814767741044,0.0604390189566003,0.060690049415081146,0.019921564776732483,0.010754258148205315,-0.034708587020564716,0.08455101988235356,0.1642653884432757,0.09913172891260967,-0.045104278211994454,-0.027371637019439322,0.049648909321035634,0.006939704832986783,0.07444260972145196,0.08277892844416647,0.0628605601989751,0.023028964979618916,0.03320865318138022,-0.018847347608637467,0.11352989689218658,0.1606780421526758,0.16295445075490772,-0.019510027949055115,0.1347709478726029,0.13286427587156974,0.08172160425992288,0.10190085635398084,-0.01752023033607329,0.04943355527706556,-0.015490552805346258,0.051215623488347226,0.01567774437805163,0.013137784906352163,-0.005412577712896462,0.02164495476643841,0.01605885212426868,0.006974176229874508,0.04092416821110498,0.03368642200768051,0.06363462725193758,0.06363462725193758,0.06396318049812112,0.06333728913419531,0.06333728913419531,0.05888412454015478,-0.047547093931637266,-0.01969744459687922,0.08874032373106468,0.021835627490679656,0.0843535692728656,0.09114655206561731,0.08468154850402085,0.06578293614271169,-0.006045852483439836,0.036707615318012164,0.09522259933507743,0.034748756684178185,0.11027983159091782,0.09273722426238135,0.09917081142804277,0.04253690565952385,-0.035058813213860694,0.0027009605980755436,-0.0014236260739854774,-0.007845484868087928,-0.004087267966089503,0.007355861817261314,-0.002621810899008964,0.029760217580640496,-0.026792257170896956,0.00627488435310279,0.1092513580657925,0.03538310845305578,0.12028916114196059,0.018635332021088274
Owner Earnings per Share (TTM),0.26866167943973773,0.12819249403823854,0.06575827546544291,0.06400461604209229,0.08459041719525477,0.13228537109517208,0.02296053882078528,0.07835813211737057,0.09407944172152771,0.13303487891661236,0.07569131566785967,0.0953625950938553,0.09736450591456393,0.04750549754018612,0.0629720105734608,0.10888920465420229,0.10644170240938951,0.0453607148568486,0.06854774387728392,0.06990705247176582,0.04017639156230729,0.10086862908241068,0.12402334431066181,0.04428906455421542,0.054218704318382306,0.07746556499155621,0.09290278209302372,0.06218732719194898,0.080356449725062,0.2189013087802552,0.21466635568015022,0.05276216149322234,0.04950393147503625,-0.018700182770909287,0.10594428161260884,0.10587664508557854,0.11335649064260936,0.09696748750948252,0.08728950028965378,0.07597442693969617,0.1120694389895106,0.055724566832810456,0.07092765124150446,0.03429992358597845,0.054478212383435434,0.05727343651617555,0.08099783137769846,0.1302083875657468,0.10236816797842585,0.10059634819538835,0.06376692370992344,0.11838495920616024,0.07957508340781413,0.07431554480436214,0.0603953373064355,0.0836973057283387,0.10906450026356232,0.09237028833219041,0.08539878603346246,0.1128877636058786,0.10817691020043645,0.09196583228240682,0.09437302322286234,0.08231454643672717,0.08811666857547637,0.11475445722945632,0.07549873010834515,0.06900385887315538,0.06756520975760391,0.06120940674564729,0.08763335440233513,0.06690657739135836,0.1372981453411766,0.0818901412756902,0.07497660004695222,0.1154108632927984,0.0816178831762721,0.08481489029016959,0.12285379922438883,0.04368786350088116,0.021208630084388835,0.07774039986150641,0.00016406680590495132,0.00899416176415234,0.043512543081910306,0.1347269747856079,0.1624863044718925,0.11359197588220672,0.06873511454179383,0.06543776914644256,0.07966147401071072,0.08707350354046334,0.06439441907648503,0.09028464210119107,0.08528063337211668,0.02475086556262099,0.07718196039761928,0.13669117410884044,0.11251596408043255,0.1100688911003021,0.14824748426842935,0.15575619235988059,0.1562036372084684,0.13258974605502635,0.03408193918891786,0.086015308300803,0.1540419697912641,0.1575226079538072,0.13876373275898754,0.14814539797446416,0.151485267918656,0.13797895885562536,0.09921957523680976,0.08036991120795112,0.1186019043205351,0.132814724258111,0.12464024671227773,0.11050592013128625,0.12892496883077034,0.0864229113216427,0.021518596382993777,0.05804450997362728,0.08130224890336117,0.08472807701805252,0.06723804705030134,0.09081066030253512,0.0799875350517572,0.06488588804240092,0.06625016398763398,0.0703626036494479,0.14717112015092715,0.07157151368490443,0.15435491555112282,0.06500807133285741
Free Cash Flow per Share,0.17039049614186974,0.03637400795553107,0.09562429883635983,0.04493888318481667,0.04643975313090605,0.10469073098839844,0.002932060184044456,0.03430052398998572,0.04163501955300782,0.08008397391369003,0.02241926193060003,0.07707442237128832,0.04352305408083511,0.0037650245997710155,0.020075387874747018,0.07480672201667862,0.07148162918856996,0.07777096655505635,0.011070253899441145,0.017137395469029607,0.021851542692254033,0.01936252579963898,0.09478270510226913,-0.02454454545708153,0.007852966292396766,0.03203389003556906,0.026334812726518192,0.04450495701092286,0.021723319835285415,0.1796192108388941,0.18294442596495053,0.004063153211087644,0.0016726832826046531,-0.009828486784714742,0.07161241075436699,0.06778639397919806,0.06497386144065821,0.05667374496965868,0.04240310896123489,0.05593750435616967,0.07772608600357299,0.006044516491957948,-0.0016726267377587614,-0.008258013145186389,0.16153819663774577,0.013689562910407703,0.04423986453519943,0.0954266013922736,0.13128107653792748,0.04221324452417561,0.018163934279169666,0.09317297763988036,0.03960992783119556,0.04223084456918837,0.036633603133223974,0.041340611358697474,0.06646185282956968,0.06526245140016294,0.05603809867415646,0.10160439401757225,0.04055754938907354,0.056295758215816206,0.052634663243146536,0.04555564833392402,0.035604037035742477,0.08079402345812789,0.03585415886894557,0.027011634166428156,0.021539119743187563,0.02507521272685516,0.03930673635776565,0.03632918588495514,0.10011956820827794,0.040408798507262145,0.028369646634965516,0.05851581136386613,0.040411468845144835,0.026280122506212773,0.08668105148770099,0.04197501243316863,0.07054430564755293,-0.020147354833857056,-0.000916082455737828,-0.007901013127796643,0.015440994459755655,0.043421996993715385,0.04063712551141571,0.07446664101701554,0.032693180370621,0.013366818256798186,0.04165940034399543,0.05240379867212674,0.026011124436845758,0.06010233911204663,0.05870139920740223,0.01833875887908278,0.014942707172547389,0.0731039664380689,0.0575461098459404,0.056915292174202436,0.07805316057702195,0.07742726921309614,0.07669101579143246,0.07903753843709027,0.019990788575917854,0.04851065313066214,0.10351817690777672,0.05206504175058708,0.05230371895401154,0.05649559857790347,0.05977403454617909,0.09099518750553486,0.0458950458071015,0.047015005928157154,0.08912393671103827,0.05587735647774688,0.054484760094711746,0.04017522948792083,0.06322792619526287,0.057764237111901984,0.025520678777724418,0.019660643785180787,0.03733398067332217,0.050410464787000286,0.02072038011992389,0.05401425010237397,0.03954907822161972,0.012555458495205465,0.015207978281485502,0.03777171129224774,0.07177323982926535,0.03867869112372685,0.10076766699887854,0.03809882907264424
Operating Cash Flow per Share,0.21600842583791546,0.07891526879618296,0.09371736202540815,0.04258435673271037,0.029435996299511106,0.09570116155227243,-0.0027788816230484062,0.021546231071614196,0.05201907577408412,0.08414095015141672,0.008994557383705228,0.0905920382182846,0.0495900871474077,0.01775033489566446,0.027758036082983738,0.05607270525503202,0.05176674488181952,0.024632771268783233,0.03048037825728583,0.04118337693680671,0.00752343648180849,0.014478952653327753,0.07977578597980924,-0.003107243377423418,0.02464890290964606,0.019482464535525955,0.0359831568761325,0.05121093368921639,0.0496820541378316,0.16127309752727675,0.164416316217591,0.00823652556569371,0.004348315525804245,-0.03999747110243681,0.04110103159740255,0.04776526473555138,0.04779681703157062,0.035759758413549586,0.01870959889710258,0.04399096368531068,0.054641017512341336,0.009745121989584733,0.014266898648723249,-0.012199826955283086,0.18748943731129306,0.010263024086979388,0.02141920284037318,0.06835361417623556,0.06410688117012357,0.04717391220348702,0.014053960875710564,0.05920887698656523,0.02461612131810993,0.03623640435637303,0.022562563727682027,0.038620050384778955,0.05937180610662067,0.05286762194587119,0.04142512655163455,0.0919885009996082,0.08386412551799773,0.01896044017497189,0.03795581196988101,0.030694752711615307,0.023374014557322794,0.06171504296227715,0.1757454344567632,0.044181076726360485,0.03444240707485311,0.025406752203679585,0.03722402075118751,0.027724006023998778,0.09208569864222914,0.03974947890221852,0.02570841223511824,0.06889456100396799,0.026784324306855033,0.028694947410538997,0.08607791718859487,0.1305955333164263,0.1864709250551316,0.009867554216321135,0.15367747511873103,0.20971873599599883,0.009916637299971652,0.19837038043347074,0.05603970525756789,0.06009821895761589,0.030147318149737597,0.012789686527382112,0.02382067699517069,0.03311821313694244,0.00853524491581096,0.037738676431340906,0.03196568494917154,0.0077879061894546376,0.01969764164680666,0.09747088898181563,0.04035631787680241,0.04067629108137401,0.09961185190723709,0.09833076362936914,0.09887146994520973,0.09740929253687729,0.006497111092422775,0.07761376773552991,0.1245403815360941,0.11858092773682574,0.11581611660736217,0.1177569669076233,0.12126992504918273,0.12373800105676526,0.059714605760768466,0.03229893295759761,0.07718667797494493,0.08059408848977721,0.08169577114125291,0.0695416233412716,0.08723334683461244,0.03917369908243823,0.01132335326581961,0.03941561649680515,0.024348522359091303,0.033586658228098226,0.02229556048901712,0.03976586795553504,0.026406763558446206,0.017062154291205694,0.021950534566184947,0.02136905147609433,0.09915936537038363,0.030963522712392066,0.1038081857790928,0.03064311993476487
