0,Revenue per Share,EBITDA per Share,EBIT per Share,Earnings per Share (Diluted),EPS without NRI,Owner Earnings per Share (TTM),Free Cash Flow per Share,Operating Cash Flow per Share,Cash per Share,Dividends per Share,Book Value per Share,Tangible Book per Share,Total Debt per Share,Month End Stock Price,ROE %,ROE % Adjusted to Book Value,ROA %,Return-on-Tangible-Equity,Return-on-Tangible-Asset,ROC (Joel Greenblatt) %,ROCE %,ROIC %,WACC %,Effective Interest Rate on Debt %,Gross Margin %,Operating Margin %,Net Margin %,EBITDA Margin %,FCF Margin %,Debt-to-Equity,Equity-to-Asset,Debt-to-Asset,Liabilities-to-Assets,Gross-Profit-to-Asset %,Asset Turnover,Dividend Payout Ratio,Days Sales Outstanding,Days Payable,Days Inventory,Cash Conversion Cycle,Inventory Turnover,COGS-to-Revenue,Inventory-to-Revenue,Capex-to-Revenue,Capex-to-Operating-Income,Capex-to-Operating-Cash-Flow,Revenue,Cost of Goods Sold,Gross Profit,Gross Margin %.1,"Selling, General, & Admin. Expense",Research & Development,Other Operating Expense,Total Operating Expense,Operating Income,Operating Margin %.1,  Interest Income,  Interest Expense,Net Interest Income,Other Income (Expense),Pre-Tax Income,Tax Provision,Tax Rate %,Net Income (Continuing Operations),Net Income (Discontinued Operations),  Other Income (Minority Interest),Net Income,Net Margin %.1,Preferred Dividends,EPS (Basic),EPS (Diluted),Shares Outstanding (Diluted Average),EBIT,"Depreciation, Depletion and Amortization",EBITDA,EBITDA Margin %.1,  Cash And Cash Equivalents,  Marketable Securities,"Cash, Cash Equivalents, Marketable Securities",  Accounts Receivable,  Notes Receivable,  Loans Receivable,  Other Current Receivables,Total Receivables,"  Inventories, Raw Materials & Components","  Inventories, Work In Process","  Inventories, Inventories Adjustments","  Inventories, Finished Goods","  Inventories, Other",Total Inventories,Other Current Assets,Total Current Assets,Investments And Advances,  Land And Improvements,  Buildings And Improvements,"  Machinery, Furniture, Equipment",  Construction In Progress,  Other Gross PPE,"Gross Property, Plant and Equipment",  Accumulated Depreciation,"Property, Plant and Equipment",Intangible Assets,  Goodwill,Other Long Term Assets,Total Long-Term Assets,Total Assets,  Accounts Payable,  Total Tax Payable,  Other Current Payables,  Current Accrued Expense,Accounts Payable & Accrued Expense,  Short-Term Debt,  Short-Term Capital Lease Obligation,Short-Term Debt & Capital Lease Obligation,  Current Deferred Revenue,  Current Deferred Taxes Liabilities,DeferredTaxAndRevenue,Other Current Liabilities,Total Current Liabilities,  Long-Term Debt,  Long-Term Capital Lease Obligation,Long-Term Debt & Capital Lease Obligation,Debt-to-Equity.1,PensionAndRetirementBenefit,NonCurrent Deferred Liabilities,Other Long-Term Liabilities,Total Long-Term Liabilities,Total Liabilities,Common Stock,Preferred Stock,Retained Earnings,Accumulated other comprehensive income (loss),Additional Paid-In Capital,Treasury Stock,Other Stockholders Equity,Total Stockholders Equity,Minority Interest,Total Equity,Equity-to-Asset.1,Net Income From Continuing Operations,"Depreciation, Depletion and Amortization.1",  Change In Receivables,  Change In Inventory,  Change In Prepaid Assets,  Change In Payables And Accrued Expense,  Change In Other Working Capital,Change In Working Capital,Deferred Tax,Stock Based Compensation,Asset Impairment Charge,Cash from Discontinued Operating Activities,Cash Flow from Others,Cash Flow from Operations,"Purchase Of Property, Plant, Equipment","Sale Of Property, Plant, Equipment",Purchase Of Business,Sale Of Business,Purchase Of Investment,Sale Of Investment,Net Intangibles Purchase And Sale,Cash From Discontinued Investing Activities,Cash From Other Investing Activities,Cash Flow from Investing,Issuance of Stock,Repurchase of Stock,Net Issuance of Preferred Stock,  Issuance of Debt,  Payments of Debt,Net Issuance of Debt,Cash Flow for Dividends,Other Financing,Cash Flow from Financing,Beginning Cash Position,  Effect of Exchange Rate Changes,Net Change in Cash,Ending Cash Position,Capital Expenditure,Free Cash Flow,PE Ratio,PE Ratio without NRI,Price-to-Owner-Earnings,PB Ratio,Price-to-Tangible-Book,Price-to-Free-Cash-Flow,Price-to-Operating-Cash-Flow,PS Ratio,PEG Ratio,EV-to-Revenue,EV-to-EBITDA,EV-to-EBIT,Earnings Yield (Joel Greenblatt) %,Forward Rate of Return (Yacktman) %,Shiller PE Ratio,Dividend Yield %,Market Cap,Enterprise Value,Month End Stock Price.1,Net Cash per Share,Net Current Asset Value,Net-Net Working Capital,Intrinsic Value: Projected FCF,Median PS Value,Peter Lynch Fair Value,Graham Number,Earnings Power Value (EPV),Altman Z-Score,Piotroski F-Score,Beneish M-Score,Scaled Net Operating Assets,Sloan Ratio %,Current Ratio,Quick Ratio,Cash Ratio,Interest Coverage,Highest Stock Price,Lowest Stock Price,Shares Buyback Ratio %,Buyback Yield %,YoY Rev. per Sh. Growth,YoY EPS Growth,YoY EBITDA Growth,5-Year EBITDA Growth Rate,Shares Outstanding (Basic Average),Shares Outstanding (EOP),Beta,Filing Date,Restated Filing Date,Earnings Release Date,Number of Shareholders,Number of Employees,Price (CN¥),Market Cap (CN¥ Million),Shares Outstanding (CN¥ Million)
106,0.583,0.159,0.159,0.11,0.11,0.087,0.524,0.549,0.58,0.179,3.808,3.794,0.726,6.59,11.64,6.73,6.88,11.69,6.9,12.41,15.7,7.76,7.04,3.08,40.03,27.25,18.92,27.25,89.84,0.191,0.606,0.115,0.375,14.56,0.091,1.63,82.89,8.5,4.39,78.78,20.79,0.6,0.029,0.043,0.159,0.046,962.719,577.378,385.342,40.03,85.268,0.0,37.685,122.953,262.389,27.25,0.0,-11.256,-11.256,6.815,257.948,-65.502,25.39,192.447,0.0,-10.308,182.138,18.92,0.0,0.11,0.11,1650.627,262.389,0.0,262.389,27.25,966.765,0.0,966.765,718.693,0.0,0.0,0.0,718.693,0.0,0.0,0.0,0.0,28.608,28.608,73.79,1787.856,0.0,0.0,0.0,0.0,176.312,8229.94,8406.252,0.0,8406.252,23.745,0.0,266.37,8696.367,10484.223,59.348,184.36,2323.516,0.0,2567.224,1000.0,0.0,1040.0,0.0,0.0,0.0,51.633,3658.857,170.0,0.0,170.0,0.191,0.0,0.0,100.0,270.0,3928.857,1150.0,0.0,1640.62,0.0,0.0,0.0,3559.008,6349.628,205.738,6555.366,0.606,192.447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,714.242,906.689,-41.829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.797,-40.032,0.0,0.0,0.0,1000.0,-1500.0,-500.0,-148.354,0.0,-648.354,748.462,0.0,218.303,966.765,-41.829,864.86,17.76,17.76,75.75,1.73,1.74,14.26,5.23,2.99,0.0,3.1,13.17,13.17,7.59,2.78,0.0,2.72,10988.825,11437.798,6.59,-1.9,-1.41,-1.57,3.57,0.0,0.0,5.63,0.86,2.33,6.0,-3.43,0.636,-1.46,0.49,0.48,0.26,23.31,7.33,6.05,0.0,0.0,19.96,44.74,18.66,-2.87,1650.627,1667.5,0.82,10/27/10,10/28/11,,0.0,3552.0,11.78,27879.941,2366.72
107,0.655,0.094,0.094,0.076,0.076,0.067,-0.27,0.038,0.565,0.0,3.93,3.915,1.061,6.08,8.16,5.26,4.84,8.19,4.85,7.5,9.31,4.6,8.04,0.0,29.94,13.71,11.65,14.37,-41.21,0.27,0.58,0.157,0.401,12.43,0.104,0.0,61.54,8.94,3.48,56.08,26.21,0.7,0.027,0.47,3.425,8.168,1129.905,791.605,338.299,29.94,-86.406,0.0,269.822,183.416,154.883,13.71,0.0,0.0,18.109,4.975,177.967,-40.355,22.68,137.612,0.0,-5.985,131.627,11.65,0.0,0.076,0.076,1723.895,162.375,0.0,162.375,14.37,942.371,0.0,942.371,805.453,0.0,0.0,0.0,805.453,11.176,0.0,-0.551,10.842,10.341,31.808,212.246,1991.878,0.0,0.0,7100.904,2325.327,410.837,1818.023,11655.091,-2750.647,8904.444,24.953,0.0,369.233,9298.63,11290.508,95.809,243.379,2077.609,0.0,2416.797,1600.0,0.0,1680.0,0.0,0.0,0.0,72.286,4169.083,90.0,0.0,90.0,0.27,0.0,0.0,270.267,360.267,4529.35,1150.0,0.0,1718.645,0.0,3181.922,0.0,502.868,6553.435,207.723,6761.158,0.58,137.612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-72.659,64.953,-530.544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.247,-430.297,0.0,0.0,0.0,1000.0,1060.0,2060.0,-193.714,-1548.443,317.843,966.322,0.0,-47.501,918.821,-530.544,-465.591,17.27,17.27,90.75,1.55,1.55,243.2,6.17,2.63,0.0,2.89,7.46,12.57,7.96,1.79,0.0,2.94,10138.4,11173.752,6.08,-2.28,-1.65,-1.9,2.95,0.0,0.0,5.55,0.54,1.93,5.0,-2.63,0.724,3.94,0.48,0.47,0.23,0,7.68,5.71,0.0,0.0,17.81,-21.65,10.59,-3.15,1723.895,1667.5,0.9,03/12/11,03/15/12,,0.0,4016.0,11.78,27879.941,2366.72
108,0.592,0.149,0.149,0.1,0.1,0.074,0.017,0.036,0.469,0.0,4.027,4.013,0.954,5.93,10.04,6.83,5.91,10.08,5.93,11.26,13.81,6.73,8.1,3.95,39.8,25.2,16.89,25.2,2.89,0.237,0.597,0.141,0.384,13.94,0.088,0.0,84.95,14.12,5.35,76.18,17.05,0.6,0.035,0.032,0.128,0.527,986.572,593.893,392.679,39.8,104.845,0.0,39.215,144.06,248.619,25.2,0.0,-16.576,-16.576,0.314,232.357,-61.109,26.3,171.248,0.0,-4.65,166.598,16.89,0.0,0.1,0.1,1665.984,248.619,0.0,248.619,25.2,782.461,0.0,782.461,1031.458,0.0,0.0,0.0,1031.458,0.0,0.0,0.0,0.0,37.868,37.868,245.036,2096.823,0.0,0.0,0.0,0.0,420.622,8337.858,8758.48,0.0,8758.48,24.48,0.0,364.969,9147.929,11244.752,87.942,191.909,2107.778,0.0,2387.629,1500.0,0.0,1500.0,0.0,0.0,0.0,76.326,3963.955,90.0,0.0,90.0,0.237,0.0,0.0,263.136,353.136,4317.091,1150.0,0.0,1885.243,0.0,0.0,0.0,3680.5,6715.743,211.917,6927.661,0.597,171.248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-110.969,60.279,-31.737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31.737,0.0,0.0,0.0,500.0,-680.0,-180.0,-6.453,-2.0,-188.453,942.372,0.0,-159.911,782.461,-31.737,28.542,16.66,16.66,80.14,1.47,1.48,0.0,6.6,2.5,0.0,2.74,12.36,12.36,8.09,3.42,0.0,3.02,9888.275,10907.731,5.93,-2.25,-1.46,-1.77,3.25,0.0,0.0,5.67,0.64,2.03,5.0,-2.45,0.685,5.55,0.53,0.52,0.2,15.0,6.38,5.74,0.0,0.0,13.85,6.38,-0.67,-2.64,1665.984,1667.5,0.89,04/28/11,04/28/12,,0.0,4016.0,11.78,27879.941,2366.72
109,0.623,0.154,0.154,0.097,0.097,0.098,0.218,0.235,0.673,0.0,3.908,3.894,0.954,5.44,9.77,7.03,5.75,9.8,5.76,11.89,14.39,6.58,7.16,3.32,36.43,24.42,15.51,24.79,34.93,0.244,0.58,0.141,0.401,13.5,0.093,0.0,82.68,11.17,5.64,77.15,16.17,0.64,0.039,0.027,0.112,0.073,1041.734,662.282,379.453,36.43,83.743,0.0,41.338,125.081,254.372,24.42,0.0,-13.188,-13.188,2.755,243.939,-76.198,31.24,167.742,0.0,-6.213,161.529,15.51,0.0,0.097,0.097,1672.852,258.228,0.0,258.228,24.79,1121.612,0.0,1121.612,856.238,0.0,0.0,0.0,856.238,10.382,0.0,-0.551,21.134,13.085,44.05,225.724,2247.624,0.0,0.0,7101.011,2325.177,415.026,1833.01,11674.224,-3052.403,8621.821,23.999,0.0,344.28,8990.1,11237.724,74.241,144.578,2391.801,0.0,2610.62,1500.0,0.0,1500.0,0.0,0.0,0.0,54.627,4165.247,90.0,0.0,90.0,0.244,0.0,0.0,252.156,342.156,4507.403,1150.0,0.0,1701.772,0.0,3181.922,0.0,482.738,6516.432,213.889,6730.321,0.58,167.742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.644,392.386,-28.533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035,-28.498,0.0,0.0,0.0,0.0,0.0,0.0,-2.822,0.0,-2.822,758.56,0.0,361.066,1119.626,-28.533,363.853,14.2,14.2,55.51,1.39,1.4,11.12,6.34,2.22,0.0,2.37,10.47,10.47,9.55,5.74,0.0,3.29,9071.2,9753.477,5.44,-2.16,-1.48,-1.76,3.49,0.0,0.0,5.79,0.92,1.86,7.0,-2.66,0.64,-2.24,0.54,0.53,0.27,19.29,6.21,5.26,0.0,0.0,14.94,38.57,23.2,-1.27,1672.852,1667.5,0.8,08/25/11,08/25/11,,0.0,4016.0,11.78,27879.941,2366.72
110,0.625,0.155,0.155,0.097,0.097,0.084,0.122,0.178,1.198,0.207,4.0,3.986,1.553,4.92,10.1,8.21,5.72,10.14,5.73,12.51,15.0,6.95,6.43,4.09,38.58,24.87,15.45,24.87,19.55,0.388,0.553,0.215,0.43,14.27,0.092,2.133,75.43,10.62,5.95,70.76,15.33,0.61,0.04,0.089,0.358,0.313,1077.227,661.665,415.562,38.58,105.537,0.0,42.17,147.707,267.855,24.87,0.0,-21.356,-21.356,2.411,248.91,-71.846,28.86,177.064,0.0,-10.583,166.482,15.45,0.0,0.097,0.097,1724.273,267.855,0.0,267.855,24.87,1997.494,0.0,1997.494,924.797,0.0,0.0,0.0,924.797,0.0,0.0,0.0,0.0,42.294,42.294,237.205,3201.79,0.0,0.0,0.0,0.0,428.981,8073.143,8502.124,0.0,8502.124,23.518,0.0,327.875,8853.517,12055.307,79.766,183.123,2034.961,0.0,2297.85,2500.0,0.0,2500.0,0.0,0.0,0.0,48.875,4846.725,90.0,0.0,90.0,0.388,0.0,0.0,242.056,332.056,5178.781,1150.0,0.0,1867.944,0.0,0.0,0.0,3651.46,6669.404,207.122,6876.526,0.553,177.064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.398,306.462,-95.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.185,-95.69,0.0,0.0,0.0,1000.0,0.0,1000.0,-352.705,-4.1,643.195,1143.527,0.0,853.967,1997.494,-95.875,210.587,13.3,13.3,58.57,1.23,1.23,56.55,10.1,1.97,36.94,2.13,9.61,9.61,10.41,8.15,0.0,4.21,8204.1,9003.728,4.92,-2.03,-1.31,-1.6,6.34,0.0,0.0,5.76,0.88,1.62,6.0,-2.18,0.665,3.22,0.66,0.65,0.41,12.54,5.6,4.8,0.0,0.0,7.2,-11.82,-2.52,0.36,1724.273,1667.5,0.9,10/28/11,10/30/12,,0.0,4016.0,11.78,27879.941,2366.72
111,0.698,0.173,0.173,0.124,0.124,0.063,-0.086,0.339,0.518,0.0,4.12,4.106,0.951,4.27,11.96,11.5,7.14,12.01,7.15,13.21,15.37,7.07,5.62,3.21,35.04,19.96,17.86,24.77,-12.26,0.231,0.646,0.149,0.334,14.0,0.1,0.0,65.37,11.71,5.29,58.95,17.24,0.65,0.038,0.609,3.049,1.252,1133.818,736.574,397.244,35.04,-85.146,0.0,256.07,170.924,226.32,19.96,0.0,-16.776,-16.776,42.204,251.748,-37.45,14.88,214.298,0.0,-11.804,202.494,17.86,0.0,0.124,0.124,1624.59,280.881,0.0,280.881,24.77,854.257,10.0,864.257,699.69,0.0,0.0,0.0,699.69,12.103,0.0,-0.551,22.602,9.0,43.154,185.814,1792.915,0.0,0.0,7463.62,2443.835,103.241,1893.478,11904.174,-3391.287,8512.887,23.029,0.0,310.634,8846.55,10639.465,109.281,197.354,1361.644,0.0,1668.279,1500.0,0.0,1500.0,0.0,0.0,0.0,61.973,3230.252,85.0,0.0,85.0,0.231,0.0,0.0,235.586,320.586,3550.838,1150.0,0.0,2008.541,0.0,3181.922,0.0,529.434,6869.897,218.729,7088.626,0.646,214.298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,336.698,550.996,-689.997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.652,-635.345,0.0,0.0,0.0,0.0,-1005.0,-1005.0,-23.565,-22.097,-1050.662,1973.418,0.0,-1135.011,838.407,-689.997,-139.001,10.14,10.14,67.78,1.04,1.04,15.25,5.4,1.67,3.53,1.9,4.68,7.66,13.05,10.74,0.0,4.85,7120.225,8059.697,4.27,-1.74,-1.19,-1.41,6.51,0.0,0.0,6.21,0.23,2.03,9.0,-2.89,0.648,1.68,0.56,0.54,0.27,13.49,5.11,4.22,0.0,0.0,6.56,63.16,84.04,2.87,1624.59,1667.5,0.73,03/15/12,04/25/13,,0.0,4130.0,11.78,27879.941,2366.72
112,0.668,0.159,0.159,0.108,0.108,0.067,0.14,0.159,0.367,0.0,4.227,4.214,0.681,4.65,10.36,9.42,6.83,10.39,6.84,12.52,14.09,7.67,5.8,6.35,37.04,23.76,16.21,23.76,20.93,0.161,0.673,0.108,0.306,15.6,0.105,0.0,67.05,15.62,5.8,57.23,15.75,0.63,0.04,0.029,0.122,0.122,1111.786,699.966,411.82,37.04,102.085,0.0,45.574,147.659,264.161,23.76,0.0,-21.596,-21.596,17.488,260.053,-69.214,26.62,190.839,0.0,-10.623,180.216,16.21,0.0,0.108,0.108,1664.412,264.161,0.0,264.161,23.76,611.582,0.0,611.582,934.292,0.0,0.0,0.0,934.292,0.0,0.0,0.0,0.0,45.756,45.756,197.17,1788.8,0.0,0.0,0.0,0.0,87.638,8272.581,8360.219,0.0,8360.219,22.599,0.0,306.822,8689.64,10478.44,130.286,173.144,1461.074,0.0,1764.504,1050.0,0.0,1050.0,0.0,0.0,0.0,73.898,2888.402,85.0,0.0,85.0,0.161,0.0,0.0,229.556,314.556,3202.958,1150.0,0.0,2188.757,0.0,0.0,0.0,3710.366,7049.123,226.358,7275.482,0.673,190.839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.177,265.016,-32.267,0.047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-32.22,0.0,0.0,0.0,300.0,-750.0,-450.0,-25.471,0.0,-475.471,854.257,0.0,-242.675,611.582,-32.267,232.749,10.92,10.92,69.4,1.1,1.1,11.8,5.1,1.78,2.28,1.95,7.94,7.94,12.59,11.44,15.3,4.45,7753.875,8503.651,4.65,-1.69,-0.98,-1.26,7.31,0.0,0.0,6.36,0.41,2.37,9.0,-2.89,0.733,-0.12,0.62,0.6,0.21,12.23,4.84,4.23,0.0,0.0,12.84,8.0,6.71,4.78,1664.412,1667.5,0.68,04/28/12,04/25/13,,0.0,4130.0,11.78,27879.941,2366.72
113,0.712,0.196,0.196,0.126,0.126,0.097,0.359,0.371,0.696,0.0,4.111,4.098,0.049,4.7,12.02,10.54,7.89,12.06,7.91,15.66,17.32,9.32,5.66,10.31,36.91,25.46,17.74,27.54,50.42,0.012,0.641,0.008,0.337,16.43,0.111,0.0,64.77,14.87,5.73,55.63,15.92,0.63,0.04,0.017,0.066,0.032,1177.618,742.94,434.678,36.91,88.019,0.0,46.836,134.855,299.823,25.46,0.0,-15.682,-15.682,4.113,288.254,-70.447,24.44,217.807,0.0,-8.92,208.888,17.74,0.0,0.126,0.126,1654.41,324.332,0.0,324.332,27.54,1160.841,0.0,1160.841,737.545,0.0,0.0,0.0,737.545,11.33,0.0,-0.551,27.747,9.052,47.578,198.238,2144.202,0.0,0.0,7484.722,2472.968,79.022,1908.85,11945.562,-3741.3,8204.262,22.522,0.0,317.813,8544.597,10688.799,111.888,141.289,1964.134,0.0,2217.311,0.0,0.0,0.0,0.0,0.0,0.0,1078.517,3295.828,82.0,0.0,82.0,0.012,0.0,0.0,223.747,305.747,3601.575,1150.0,0.0,1995.144,0.0,3181.922,0.0,528.115,6855.181,232.044,7087.225,0.641,217.807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395.78,613.587,-19.822,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.798,0.0,0.0,0.0,0.0,-53.0,-53.0,-0.336,0.0,-53.336,595.787,0.0,540.453,1136.24,-19.822,593.765,10.33,10.33,48.45,1.14,1.15,8.79,4.49,1.74,1.6,1.55,6.15,6.15,16.26,14.05,15.33,4.4,7837.25,6990.453,4.7,-1.6,-1.01,-1.26,8.03,0.0,2.93,6.48,1.54,2.21,9.0,-2.99,0.573,-1.82,0.65,0.64,0.35,19.12,5.13,4.66,0.0,0.0,14.29,29.9,27.27,6.45,1654.41,1667.5,0.72,08/29/12,08/29/12,,0.0,4130.0,11.78,27879.941,2366.72
114,0.69,0.162,0.162,0.11,0.11,0.108,0.201,0.208,0.503,0.241,4.22,4.207,0.529,4.66,10.78,9.8,7.11,10.81,7.13,13.55,14.72,8.82,5.9,11.11,38.01,23.53,15.99,23.53,29.08,0.125,0.679,0.085,0.298,16.91,0.111,2.194,63.02,14.04,5.8,54.78,15.72,0.62,0.039,0.011,0.047,0.036,1170.678,725.658,445.02,38.01,122.632,0.0,46.875,169.507,275.513,23.53,0.0,-13.389,-13.389,2.298,264.422,-64.649,24.45,199.773,0.0,-12.623,187.15,15.99,0.0,0.11,0.11,1696.043,275.513,0.0,275.513,23.53,838.06,0.0,838.06,879.474,0.0,0.0,0.0,879.474,0.0,0.0,0.0,0.0,44.721,44.721,211.789,1974.044,0.0,0.0,0.0,0.0,87.104,7971.495,8058.599,0.0,8058.599,22.02,0.0,311.723,8392.342,10366.386,111.461,177.926,1622.97,0.0,1912.357,800.0,0.0,800.0,0.0,0.0,0.0,74.905,2787.262,82.0,0.0,82.0,0.125,0.0,0.0,216.067,298.067,3085.329,1150.0,0.0,2182.294,0.0,0.0,0.0,3704.096,7036.39,244.667,7281.057,0.679,199.773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.488,353.261,-12.83,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.82,0.0,0.0,0.0,800.0,-1000.0,-200.0,-463.165,0.0,-663.165,1136.183,0.0,-322.724,813.459,-12.83,340.431,9.96,9.96,43.15,1.1,1.11,7.59,4.33,1.68,1.32,1.75,7.04,7.04,14.2,15.92,14.88,5.17,7770.55,8059.157,4.66,-1.49,-0.81,-1.09,8.33,0.0,3.54,6.66,0.91,2.52,8.0,-2.84,0.685,-2.93,0.71,0.69,0.3,20.58,4.81,4.24,0.0,0.0,10.4,13.4,4.52,7.57,1696.043,1667.5,0.78,10/30/12,10/30/13,,0.0,4130.0,11.78,27879.941,2366.72
115,0.707,0.169,0.169,0.103,0.103,0.083,0.156,0.329,0.698,0.0,4.333,4.321,0.529,4.89,9.92,8.78,6.9,9.95,6.91,14.58,15.2,10.76,5.82,1.71,43.6,28.48,14.58,23.92,22.12,0.122,0.712,0.087,0.263,20.63,0.118,0.0,56.66,15.42,6.63,47.87,13.77,0.56,0.041,0.244,0.858,0.525,1213.234,684.312,528.922,43.6,-89.615,0.0,273.025,183.41,345.512,28.48,0.0,-3.762,-3.762,-87.015,254.735,-72.041,28.28,182.694,0.0,-5.857,176.837,14.58,0.0,0.103,0.103,1716.486,290.234,0.0,290.234,23.92,1163.692,0.0,1163.692,627.288,0.0,0.0,0.0,627.288,6.71,0.0,-0.551,41.761,6.766,54.686,118.021,1963.687,0.0,0.0,7562.487,1701.562,36.783,2400.658,11701.49,-3836.519,7864.971,21.536,0.0,294.103,8180.61,10144.297,119.874,224.142,1131.862,0.0,1475.878,800.0,0.0,882.0,0.0,0.0,0.0,91.723,2449.601,0.0,0.0,0.0,0.122,0.0,0.0,222.004,222.004,2671.605,1150.0,0.0,2290.612,0.0,3181.922,0.0,603.563,7226.097,246.595,7472.692,0.712,182.694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,382.102,564.796,-296.425,0.194,0.0,0.0,0.0,0.0,0.0,0.0,77.903,-218.328,0.0,0.0,0.0,0.0,0.0,0.0,-10.161,-0.405,-10.566,813.389,0.0,335.902,1149.291,-296.425,268.371,10.92,10.92,58.92,1.13,1.13,5.73,4.57,1.76,1.25,1.74,4.47,7.19,13.91,15.56,15.38,4.93,8154.075,8118.978,4.89,-1.05,-0.57,-0.75,8.5,0.0,3.9,6.59,1.2,2.92,8.0,-2.99,0.694,-7.5,0.8,0.78,0.48,91.84,4.89,4.39,0.0,0.0,1.29,-16.94,-2.31,8.73,1716.486,1667.5,0.75,04/25/13,04/04/14,,0.0,4261.0,11.78,27879.941,2366.72
116,0.71,0.193,0.193,0.13,0.13,0.107,0.122,0.13,0.709,0.0,4.467,4.454,0.42,4.77,11.8,11.03,8.45,11.83,8.47,16.58,16.52,10.54,6.38,5.23,36.17,27.23,18.27,27.23,17.22,0.094,0.72,0.068,0.255,16.73,0.116,0.0,60.37,14.21,6.68,52.84,13.66,0.64,0.047,0.011,0.04,0.06,1184.294,755.928,428.366,36.17,93.684,0.0,12.174,105.858,322.508,27.23,0.0,-10.337,-10.337,2.865,315.036,-83.888,26.63,231.149,0.0,-14.774,216.375,18.27,0.0,0.13,0.13,1668.85,322.508,0.0,322.508,27.23,1182.245,0.0,1182.245,939.769,0.0,0.0,0.0,939.769,0.0,0.0,0.0,0.0,55.976,55.976,152.381,2330.371,0.0,0.0,0.0,0.0,42.903,7650.105,7693.008,0.0,7693.008,21.2,0.0,299.728,8013.936,10344.307,115.563,230.917,1274.252,0.0,1620.732,700.0,0.0,700.0,0.0,0.0,0.0,96.19,2416.922,0.0,0.0,0.0,0.094,0.0,0.0,217.934,217.934,2634.856,1150.0,0.0,2506.987,0.0,0.0,0.0,3791.095,7448.082,261.368,7709.45,0.72,231.149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.16,216.989,-13.021,0.103,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-12.919,0.0,0.0,0.0,0.0,-185.517,-185.517,0.0,0.0,-185.517,1149.291,0.0,18.553,1167.844,-13.021,203.968,10.17,10.17,44.58,1.07,1.07,5.69,4.6,1.69,1.04,1.63,6.38,6.38,15.67,17.41,14.66,5.05,7953.975,7733.098,4.77,-1.03,-0.34,-0.59,8.53,10.34,4.58,6.86,1.43,2.97,8.0,-2.87,0.712,-6.72,0.96,0.94,0.49,31.2,5.33,4.75,0.0,0.0,6.29,20.37,21.38,9.76,1668.85,1667.5,0.84,04/25/13,04/30/14,,0.0,4261.0,11.78,27879.941,2366.72
