,Gross Profit,Total Revenue,Business Revenue,Other Revenue,Sales Return and Allowances/Discounts,Cost of Revenue,Cost of Goods and Services,Operating Income/Expenses,"Selling, General and Administrative Expenses",Staff Costs,Directors' Remuneration,Other Staff Costs,General and Administrative Expenses,"Legal, Accounting, Auditing and Consulting Fee",Selling and Marketing Expenses,Research and Development Expenses,"Depreciation, Amortization and Depletion",Depreciation and Amortization,Depreciation,Taxes Other Than Income Taxes,Provisions,Other Provisions,Total Operating Profit/Loss,"Non-Operating Income/Expense, Total",Total Net Finance Income/Expense,Net Interest Income/Expense,Interest Expense Net of Capitalized Interest,Interest Income,Other Finance Income/Expenses,Other Finance Expenses,Net Investment Income,Fair Value or Unrealized Gain/Loss on Financial Assets,Gain/Loss on Foreign Currency Exchange,Other Investment Income,Irregular Income/Expense,Impairment/Write Off/Write Down of Capital Assets,Goodwill Impairment/Write Off,Litigation Income/Expense,Merger and Acquisition Income/Expense,Write Off/Write Down of Other Assets,Restructuring and Reorganization Income/Expense,Fixed Asset Disposals,"Other Income/Expense, Non-Operating",Pretax Income,Provision for Income Tax,Net Income before Extraordinary Items and Discontinued Operations,Net Income after Extraordinary Items and Discontinued Operations,Net Income after Non-Controlling/Minority Interests,Net Income Available to Common Stockholders,Diluted Net Income Available to Common Stockholders,Income Statement Supplemental Section,Reported Normalized and Operating Income/Expense Supplemental Section,"Total Revenue as Reported, Supplemental",Non-Controlling/Minority Interests,Basic EPS,Basic EPS from Continuing Operations,Diluted EPS,Diluted EPS from Continuing Operations,Basic Weighted Average Shares Outstanding,Diluted Weighted Average Shares Outstanding,Basic EPS.1,Diluted EPS.1,Basic WASO,Diluted WASO
Piotroski F-Score,0.0469693119371979,-0.061710351397373076,-0.06653650397274864,-0.027755443539755523,0.016259489487385374,-0.07275831617835068,-0.07256299389689358,-0.0217115771610522,-0.10801602639840144,-0.06782061449964889,-0.04061612977309171,0.05486458757955361,-0.0502139336152207,-0.061377793965642,-0.07579615320505657,-0.05286620341436202,-0.03303506304281052,-0.03967858583499826,0.010030046713527481,-0.036994897382404,-0.013949178284504307,-0.018592413077254295,-0.06446158066614846,-0.06762046703086778,-0.06826916351420949,-0.039271960935230874,-0.030845854358151174,-0.03482599530976437,-0.03478318426098391,-0.032464682642311816,-0.05819095886463155,-0.02038494498938232,-0.04638538762834685,-0.025499310532426673,-0.04301343109613215,-0.03813192116639863,-0.024947664042836448,-0.045710158023324385,-0.041991228856830445,-0.04268513726608866,-0.033246024223385115,-0.05199993460678397,-0.04146281975381694,0.014039059852624916,-0.054661796477188496,-0.06488644700014529,-0.07222692737470521,-0.08222322876240355,-0.08930037676051537,-0.08968349976921995,-0.030669463224958424,-0.04309805634867171,-0.05902945665141769,-0.05543834283475091,-0.046385283174474545,-0.03966673852751647,-0.03533476747029987,-0.02793304470790427,-0.03435968883505222,-0.00934698833548048,-0.04582390962320146,-0.03501343790528964,-0.04252265638918732,-0.007193640543951805
Beneish M-Score,0.04293255666863825,0.0567136803992082,0.09420408339870054,0.14419123013705018,0.06372184005700204,0.17352975749636576,0.12524886005107097,0.08112484663673684,0.04967834007385518,0.06853016998364635,0.05802852591051609,0.06865473293344716,0.07487176505290805,0.017139756722994916,0.08177524327356273,0.05416490766563452,0.02480247061160809,0.060232466895299076,0.08725287618480891,0.051117817544468064,0.09304434075475475,0.11335544272931837,0.03258038047028574,0.031198782614083057,0.0776963840204067,0.13556159148405683,0.0952484040088018,0.10398674944835228,0.12831008981733077,0.12916782295737794,0.13611335604704172,0.06696371059141996,0.07800621702950199,0.11519473934590953,0.1250069515423518,0.07643568075991847,0.06101235858103855,0.07323207946669903,0.11552009661934548,0.04011812595163335,0.06048907595902498,0.09051537070145181,0.0863889799253728,0.057859185325559684,0.06227655078178124,0.0511503323663048,0.04516800109711377,0.037551173013521275,0.06086350854795308,0.015004344035369054,0.09277737056069181,0.04253789491060043,0.0945196538250357,0.02857752663200917,0.07592631833048101,0.043553120348356136,0.007704194593236988,0.03931143038861223,0.051602780837647744,0.057214122682970305,0.10211827450710037,0.052950620623437264,0.07650168552616766,0.07643063120303036
Scaled Net Operating Assets,-0.002819081850693575,-0.01787607760195238,-0.006665806385491035,0.05708299219605492,0.03376576855324375,0.1205885683859299,0.1318667376329424,0.02215286404756922,0.021259640408973976,-0.015950677698969573,0.06941319911034823,0.027666360596971834,0.05361188171965904,0.056546727918650425,0.044275409090506014,0.006304366938334393,0.02932316985026879,0.04002286576327151,0.01361245057836788,0.031407756952436174,0.017121043416377633,0.012259727671924368,0.05204441506571395,0.08234746455286333,0.12496455328008566,0.11085025572611179,0.09787014922159282,0.046810853766928354,0.09176826557874715,0.09433755919616256,0.11639033137329054,0.06797845504164142,0.0759123431374544,0.056551287032669,0.0790012428981504,0.10759828582996034,0.0064983968320268225,0.06566484450650142,0.0628533940671857,0.07535295824438772,0.06662474907058995,0.07861466814092884,0.08737866961176016,0.02156977582902777,0.024169869336660002,0.07276156130948877,0.0989183948619753,0.040944164122270164,0.05379475494317958,0.05289813371665623,0.06087408551491133,0.08626766364041885,-0.007791469270632357,0.026672277791990832,-0.008160363903446233,0.08383816344767135,0.014060712026104169,0.08361576466507316,0.03369732073898506,0.014822081809878096,-0.00023371178304400241,0.01589275996236925,0.0038716199647663785,0.022816549685160656
Sloan Ratio %,0.008184024045717945,0.01566863568159418,0.024791311547803938,0.057433302890100395,0.022186256637507944,0.08448892879276854,0.0776978085722266,0.026142216419877535,0.024479842908969294,0.012749994404805553,0.032621289543018586,0.009757714823792696,0.02240570012426547,0.008947164592362424,0.0173107636061253,0.007089334393693279,0.023889829759835828,0.03269174328523142,0.05138145383559611,-0.018626917289354263,0.05646740220600625,0.05841412043152197,0.017312821040477207,-0.0026615974240913626,0.010513879706221033,0.02173908697158644,0.017065522774208714,0.023281105103072786,0.04242075276010854,0.03743971719408735,0.025712619806051974,0.035282432678500356,0.029579399893314335,0.030031748094768874,-0.008108116972229375,0.020385711754218987,-0.0092514985339395,0.06306682922346415,0.05623982421584123,-0.0028192581111747637,0.05360580574827218,-0.0026557618129215378,0.055311007056289864,-0.0027145241600855415,0.014722274222246192,0.0004598882211536443,0.0002315587826070345,-0.009144094572963647,-0.00469041320908363,-0.006807780229162376,0.015318295002745138,0.0006715058659544776,0.007442079339648683,-0.009015038198298103,0.016319845438587655,0.06184481144913364,0.019010028104393853,0.04234936552301886,-0.00917458702355262,-0.0071177392067030484,0.022045802738358197,0.028158291382166672,0.0066984280278449305,0.017886251542578974
Current Ratio,-0.06181794929628042,0.07896600069670581,0.061125498779173316,0.01631580558316808,-0.04257808752962419,0.05054009123332218,0.03259547764085772,0.11341802265812474,0.039060708696031135,0.06093378365704161,0.062433355370692944,-0.04397065860347733,-0.044752275440203236,-0.04674009139830566,0.061519839481947954,-0.047556702125081986,-0.037977175646630106,-0.04030011277815203,0.0014848361318486195,-0.005797329719085035,0.020841931354403043,0.02297967315238332,-0.03185416675940425,0.011870422241809049,-0.04886303853068403,0.0259236735152107,0.01586927039841037,-0.004566795110634836,0.02287236559393475,0.0174317967848664,0.011692373820099937,0.011740179093310103,0.00545393250978249,0.033275019469723374,0.0397667632618398,0.020680713396970772,0.019342432017199974,0.023373425525985456,0.02663675545098245,0.0016773823833976585,0.04532594047165939,0.035010499915390306,-0.009797325278841557,-0.03790879339148454,-0.04057438962341502,-0.0351540249069758,-0.04531531856157519,-0.0478808495100829,-0.04989786432725255,-0.048486820576291896,0.032406941528761446,0.013717746181051198,0.06188989897405785,0.035104013053511136,-0.007165329711448058,0.02270794738788751,0.029076435083335198,0.050860823686683265,-0.04862283766613271,-0.06714091255011156,-0.00256080846357187,0.02923764626138383,-0.057589211832676,-0.06149341421520701
Quick Ratio,-0.06551679582976869,0.041592216114063135,0.06652650732067236,0.013142993116625501,-0.050610713528969606,0.03522670686539693,0.002769053709171862,0.10459279347999896,0.04579833080445214,0.06514161074230516,0.020605974201506217,-0.04785619224987813,-0.045987040283182685,-0.06952691450068366,0.039983186940919443,-0.0757689277740742,-0.04417835613798542,-0.03592170560122322,0.00040045911114013847,-0.02893711595290845,0.025912502145442603,0.03025240960835739,-0.0354300886259547,0.015518792834234726,-0.05424956805557042,0.005180662552917249,-0.00044706466151930423,-0.006033972286941136,0.004602507685506494,-0.00042831225187298615,-0.02565935988612841,0.012795873591457554,-0.028003522990903956,-0.004018240879950536,0.009919551821328297,-0.0017726170865321423,0.0005761087470701156,0.011682760758553273,0.01961833032582996,0.0010190855204814306,0.03112384437999695,0.01794961290675369,-0.011203413965825536,-0.03863028143743149,-0.06320209942328811,-0.036881650610323544,-0.04135399743371899,-0.05410921493463071,-0.05141440905714021,-0.051022860191999746,0.030220686734196922,0.02258790156816529,0.035137520742148716,0.008473446433809697,-0.008976391058220252,0.011834765363997048,0.029600397023650953,0.05078016938861758,-0.05141981236584613,-0.06772107235478084,-0.014861141812277625,0.026172516626878986,-0.04977645741036163,-0.06602378843788972
Cash Ratio,-0.08169817964796106,0.06454325945886727,0.06840706925390269,0.008460047991303558,-0.043292654428124314,0.061759430015000026,0.060486511905533,0.08864406607666228,0.04641819319025984,0.0570980497729777,0.048573431949312476,-0.027612899965510942,-0.02641750478868558,-0.05192116904011616,0.04351387976854689,-0.048868216828422364,-0.043688054272594534,-0.03951766523735652,0.0011975498794696239,0.0011570136517254047,0.0313709490870596,0.03778162243338468,-0.038166319770660144,0.0059549123418013595,-0.05110168230987684,0.00829354326326466,-0.00930188731836579,0.014603243930693715,0.008014712040120706,0.009406815738761854,-0.04415378215525561,0.0025937140277367907,-0.027884140748005916,0.013418854780670151,-0.01091079615732155,-0.0032772881120914843,-0.000998624176777549,0.034265314026030495,0.016044190296712415,0.007386715223056715,0.031551770328046125,0.029771545559934384,-0.011953452786230426,-0.028081497017033198,-0.03730963448800604,-0.05549596865083169,-0.047146578336200784,-0.05979869952170268,-0.05935246975487775,-0.05933937310999447,0.022843123471910327,0.01952306409041831,0.04084666091867503,0.010334287721829157,-0.02447902864510588,-0.01650566928177232,0.020438353828299494,0.0190683098716273,-0.04372094575023779,-0.060578851092720966,-0.027019806615575976,0.02710321149047714,-0.038738254445366715,-0.05877657898306213
Interest Coverage,0.05392870899441461,0.03510941250671669,0.01640750958408365,0.08049168950289988,0.06802547407643267,0.04793541761572272,0.05359827854961136,0.043419992174710806,0.03946981680308132,0.0858213472037446,0.09892144595878673,0.0744977308344729,0.1289982963814273,0.08858755689610082,0.04632658702115934,0.07700198247882384,0.13341617062081104,0.14359648692742655,0.0994587465382279,0.13603233094992656,0.09206931980111518,0.10902179334855418,0.11331047195005091,0.18899685569351102,0.14579073074652465,0.223531081844235,0.23201835354327816,0.1487514515961446,0.22920436014793066,0.22794683532176516,0.22024516375635922,0.07525624074681397,0.24688727944156325,0.15682554306383883,0.22938539193802326,0.24335511589527486,0.1386701428523083,0.14600281909223453,0.10203144142883076,0.10644499335194968,0.12511130400138704,0.048454797310829925,0.19574548193642952,0.11748906757337758,0.1452990286271537,0.05755562075081392,0.10526021282416184,0.07675659052153931,0.09720616138826156,0.09721587766687718,0.05310912453871332,0.0407770650440979,0.02620804945979362,0.052731563531561526,0.16666319730929954,0.2572298737716705,0.20787875119142585,0.20389507027930331,0.09346584680831757,0.11366811873822913,0.2111440538906062,0.20788496146323548,0.05677851066833507,0.09833290471443602
Highest Stock Price,0.0030826180667472497,0.035901276480548146,0.03909418540180866,0.02692570148346205,0.0032328340660139543,0.07846126422654551,0.08823688820625294,-0.022592603670087467,0.04169980618779587,0.03784506707743713,0.00967228765565918,0.026339482752254447,0.019904621959389156,-0.001721560534215386,0.043288508148225616,-0.0066027459854328,0.00695429568228741,0.02222169338897028,0.0016248427230450288,-0.00775976667375866,0.020349565309698427,0.03601068853246908,-0.0010737174220240642,-0.0011896604536422275,0.001120613428160869,0.05773769149955829,0.043493230430833404,0.052695826934201696,0.04169635746615727,0.0404947586219605,0.02148675573154492,0.024973802514964193,0.00826236798280268,0.04542082623759147,0.0011459468424027102,0.027810138801045742,-0.02004864830379658,0.03664109377517432,0.00818137219419652,0.009531454813802664,0.04910763844600042,0.02428258613619842,0.028667529315121607,-0.005643107543671149,0.0044174960214879025,-0.013536563140484119,-0.01190622680903941,-0.0025862163340391953,0.06354726317978424,0.0010895107169248157,0.020874370904359178,-0.0006322014619104028,0.03710873210351864,0.007690016571418154,-0.020595248964799626,-0.03373602852133695,-0.014799761495204233,-0.014878496150448485,0.07553965563450273,0.0024958342284221316,-0.02240249461769321,-0.012610613209979879,0.0026945578363073036,-0.0238473610541119
Lowest Stock Price,-0.006294872957077199,0.06371603220641911,0.06601485220242291,0.013668927186243409,-0.009068413946282787,0.09003521387653318,0.0727607448983838,0.018745456306389314,0.06169672538829483,0.06700457786985024,0.008860954085922816,0.021514032466827728,0.00717135253441914,-0.0038671377556120075,0.06545616890335564,-0.013040803589566214,0.0027942840670778634,0.013392184753694001,0.002125275642889064,-0.019935498459441228,0.0075015691687389955,0.019218095321629783,0.01229965697135105,0.00011350190772816543,-0.0017122391812318203,0.0542006862821994,0.04728379876350046,0.0419166336526567,0.03715918070400056,0.04019829076755269,0.024006022905734378,0.014798517567380796,0.007453151368031672,0.03605421791598105,0.002792110151042181,0.02743015678983712,-0.021865605277152818,0.013721567639502058,0.016939943540180285,0.009692171705429966,0.032496059856413045,0.02199517303503091,0.003546584185212963,-0.010423813244478783,-0.011959993313992112,-0.011927100146057499,-0.012046880603475627,-0.0028899577031350197,0.02485540225648216,0.006815762089760126,0.018571548430918836,-0.00155373042615486,0.06888056262965687,0.00603172488567609,0.008378641125569773,-0.029680756700966843,-0.0057314827959265464,-0.008048871669985117,0.0013932726646929605,-0.011059536246141814,0.010527528838702319,-0.006079231285229637,-0.0011831279623023853,-0.012549171523662576
Shares Buyback Ratio %,0.027268711974069257,0.10039279128927871,0.11278014547177374,0.009141508400438293,0.029758439198571095,0.12973235083601903,0.13856012228805453,0.13521373378514567,0.11552757394233559,0.10406343967328326,0.043570186196499536,0.02087286530129578,-0.012354016627581269,0.00020687257233736964,0.11028664338723221,-0.06245302962669167,0.00013537369937764764,0.0007449414144044732,0.053290180082222416,-0.02886634708984017,-0.02543262777378056,-0.012254949524413613,0.02982020506571407,0.017915521383863188,0.016984437893199436,0.026111066090168517,0.023773304170904175,0.0060439551975591315,0.02310261734162672,0.0235789754142865,0.03268518177408156,0.013060705404372475,0.02676507742300574,0.01115732525567184,0.0031968384834893814,0.011491120248447253,-0.034687772495891375,0.017950663912993374,0.014949848104430643,-0.009113784565149536,0.03510674443315987,0.007842656000255958,0.021800609176565424,0.040279777174346366,-0.03396590895760113,0.021720648572828877,0.033798873475662995,0.019005286974352182,0.006618842118650198,0.008358536319659313,0.024223684827569335,0.020492711881180917,0.1084546264809142,0.0206217310118823,-0.002362863128845656,0.01274416173704502,0.008442606997676452,0.04971041266829047,0.06907092698876587,0.06787182940020513,0.00633107772445952,0.03471233900681537,-0.03862636152087234,-0.04258650791228439
Buyback Yield %,0.03938466996150673,-0.04610377521760842,-0.004821898506808303,0.012156305956409895,0.11511689359827604,-0.015864908885100497,-0.0392916330711348,-0.0566130457331259,-0.054413212775394654,-0.05310700485242796,0.014534592321863776,0.002583694663716847,-0.04491801931373812,-0.05098344075190142,-0.04799006624507606,0.04994840100761605,-0.0489589022217653,-0.05007075746708031,0.05460873870212411,0.017361535158219428,-0.028196460634281835,-0.02698036137862571,-0.05978999829285608,-0.0392604534778751,-0.05132808944485617,-0.008699230924200184,-0.0003773769599212575,-0.018525280856730053,0.012196498083239495,0.012379127692188987,-0.008384348337856404,-0.034394218758086466,-0.010718834474159026,-0.029020330433996502,-0.01574892050130164,0.010143340824179229,0.003377966489614728,-0.017152679229693907,0.011287224204119987,0.01621845175550566,-0.01592864340483097,-0.002151412236913081,-0.01391046224976317,0.093557182378088,0.03514573536302641,-0.04737548496196294,-0.046911899801925734,-0.04723614916077634,-0.04713686678991494,-0.046722119007491625,-0.006675245590830499,-0.007254394647401955,-0.060280400793718145,-0.016497627160452027,0.03114386874178649,0.0032678864452725257,0.004958783828286455,-0.017700780817749492,-0.04443593800901753,0.013232612866281298,0.035399204500602244,0.005068515272803973,-0.0533173133062355,0.04494030464553206
YoY Rev. per Sh. Growth,0.01004296153194452,0.01331029223157575,0.020830937921918653,0.07939558146225399,0.018944751993098988,0.04099263878821197,0.019856745820213868,0.009590468625190932,-0.0016099405772001113,-0.014475257757093588,0.0001567290579762638,0.03650641908405023,0.008865322023797494,-0.015572726702330945,-0.01697282697052439,0.005951535302192369,0.0006807747610604918,0.014806049836802756,0.0055883243875413735,-0.007161412803714868,0.009185681330517895,0.02006894998448026,0.011350861560579871,0.008688184886760613,0.007261510320210129,0.04314506332796222,0.04301557264018744,0.03032031541607676,0.04453489811275855,0.043123802378787185,0.02850338350428116,0.021759329893891743,0.03861949948187314,0.04690492265698811,0.029716524385030967,0.027687189112945834,-0.02392328057687431,0.02481651449072529,0.052337264303549666,0.006346235322329783,0.029245600637976578,0.009905415963065205,0.042755642656293405,-0.024377072892798127,0.006067065919223132,-0.0009473580959258815,0.00013314907546959753,-0.006598235772713355,-0.012016482176714461,-0.012017548655201896,-0.010951990034336596,0.026041645526951034,0.005090691058049014,-0.0008488422211403485,0.016934443619324526,0.052667575252441146,0.0066257782913082324,0.022565015583984573,0.017170145624021846,0.01438632289214133,0.016853563264761128,0.0042837328384399825,-0.01240513981554358,-0.004883055043092079
